age,region,employment_type,hours_worked,weekly_earnings,tenure_years
46,Dammam,FullTime,41.047,420.233,18.756
32,Khobar,FullTime,39.163,736.47,16.302
47,Dammam,PartTime,20.743,390.965,16.03
38,Dammam,FullTime,39.716,635.389,17.318
30,Dammam,FullTime,40.278,668.862,22.062
25,Dammam,PartTime,22.177,542.842,13.065
26,Dammam,FullTime,39.396,984.694,20.57
43,Khobar,FullTime,40.26,794.355,7.491
41,Dammam,FullTime,40.51,772.351,12.488
46,Dammam,PartTime,27.553,513.353,10.966
60,Dammam,FullTime,40.477,455.09,19.677
46,Khobar,PartTime,22.088,422.059,4.522
43,Dammam,FullTime,38.774,515.151,7.357
51,Dammam,FullTime,39.093,754.986,24.527
62,Riyadh,FullTime,38.38,518.831,14.546
42,Khobar,FullTime,41.56,754.157,7.348
31,Dammam,FullTime,40.526,665.733,16.157
58,Dammam,PartTime,18.674,178.173,13.533
49,Khobar,FullTime,40.85,845.046,31.072
25,Khobar,FullTime,39.757,902.784,14.949
18,Dammam,FullTime,40.303,732.25,17.658
55,Khobar,FullTime,40.143,647.111,16.676
43,Dammam,PartTime,15.754,229.855,12.314
26,Dammam,FullTime,41.478,646.195,5.548
55,Dammam,FullTime,40.354,919.695,6.37
46,Dammam,FullTime,40.34,600.793,25.38
35,Alhasa,FullTime,39.49,844.245,11.295
43,Dammam,PartTime,20.926,272.922,17.571
37,Alhasa,FullTime,39.5,843.88,11.13
62,Khobar,FullTime,40.349,852.55,14.935
42,Dammam,FullTime,40.937,1003.506,9.65
19,Dammam,FullTime,39.782,1439.523,24.614
33,Dammam,FullTime,41.012,740.431,15.745
37,Khobar,FullTime,39.269,1819.178,17.307
45,Dammam,FullTime,41.033,427.317,7.18
60,Alhasa,FullTime,41.146,342.114,32.057
37,Dammam,FullTime,41.216,725.457,10.321
53,Dammam,FullTime,39.126,1070.325,13.109
18,Dammam,FullTime,41.153,765.737,17.972
46,Khobar,FullTime,39.978,1546.874,11.656
25,Khobar,FullTime,40.393,1063.98,12.397
32,Dammam,FullTime,40.572,586.532,11.516
50,Dammam,FullTime,39.719,534.078,21.864
56,Dammam,FullTime,40.505,1235.333,7.457
43,Dammam,PartTime,15.674,287.113,10.73
32,Jeddah,FullTime,39.84,533.814,8.033
23,Khobar,FullTime,39.101,543.595,14.638
31,Khobar,FullTime,40.773,499.316,17.672
27,Dammam,FullTime,41.011,435.843,17.279
59,Buqaiq,PartTime,18.433,472.737,21.116
38,Dammam,FullTime,40.337,787.385,17.004
41,Dammam,FullTime,39.821,993.215,15.098
33,Jubail,FullTime,41.241,741.02,8.046
34,Dammam,FullTime,39.091,219.705,25.387
36,Dammam,FullTime,39.821,477.804,15.011
40,Dammam,FullTime,37.874,782.492,14.081
20,Khobar,FullTime,40.147,676.698,14.228
29,Dammam,FullTime,40.126,466.668,24.776
37,Alhasa,PartTime,19.69,314.669,12.973
29,Dammam,FullTime,39.001,654.626,13.015
19,Dammam,FullTime,38.675,304.413,6.489
37,Khobar,FullTime,40.547,1228.153,8.849
24,Dammam,PartTime,18.769,485.344,6.69
43,Dammam,FullTime,40.906,698.234,10.197
33,Dammam,FullTime,39.382,550.975,15.152
21,Alhasa,FullTime,39.443,1071.932,8.506
45,Dammam,FullTime,38.672,1019.505,9.203
59,Dammam,PartTime,22.535,272.42,14.629
59,Dammam,FullTime,40.31,441.363,18.792
55,Dammam,PartTime,19.991,565.661,6.719
47,Dammam,FullTime,40.023,902.816,40.0
59,Dammam,FullTime,41.621,1018.253,10.454
48,Dammam,FullTime,40.364,452.951,15.441
61,Dammam,PartTime,19.413,329.428,13.371
54,Dammam,FullTime,39.566,1292.943,19.365
35,Buqaiq,FullTime,40.985,819.474,14.288
32,Khobar,FullTime,40.719,646.759,7.022
54,Khobar,FullTime,39.337,801.121,25.06
21,Dammam,FullTime,42.33,718.553,8.07
55,Dammam,PartTime,13.959,377.3,21.119
69,Dammam,FullTime,40.662,265.032,12.943
43,Khobar,FullTime,42.579,1174.546,16.358
26,Dammam,FullTime,40.077,1114.506,9.241
27,Dammam,FullTime,40.143,695.344,17.601
65,Dammam,FullTime,38.81,568.565,17.363
18,Dammam,FullTime,39.516,1184.349,16.547
56,Dammam,FullTime,39.305,774.053,15.124
38,Dammam,PartTime,20.142,368.722,12.085
55,Alhasa,FullTime,40.148,530.906,17.898
25,Dammam,FullTime,40.265,282.952,19.723
46,Dammam,FullTime,40.068,429.102,14.321
24,Dammam,PartTime,16.249,179.704,6.322
33,Khobar,PartTime,22.42,359.78,6.767
47,Dammam,FullTime,40.525,640.396,11.577
38,Dammam,FullTime,39.445,394.578,9.798
31,Dammam,FullTime,40.135,627.877,5.435
57,Khobar,PartTime,21.552,478.829,13.644
34,Dammam,PartTime,19.613,297.748,9.748
31,Dammam,FullTime,38.424,664.891,11.077
66,Alhasa,FullTime,38.513,866.624,35.612
47,Dammam,FullTime,40.732,911.234,32.757
46,Khobar,FullTime,41.008,705.704,23.089
53,Dammam,FullTime,39.884,363.597,12.048
21,Dammam,FullTime,38.212,893.145,18.323
46,Dammam,FullTime,38.958,622.129,12.11
35,Dammam,FullTime,39.985,491.08,11.544
43,Dammam,PartTime,23.553,368.027,19.744
29,Dammam,FullTime,39.941,718.526,13.584
18,Dammam,FullTime,38.69,622.332,21.362
32,Dammam,FullTime,38.369,563.848,24.507
20,Jeddah,PartTime,22.192,279.381,13.337
40,Khobar,FullTime,39.559,424.831,14.513
37,Dammam,FullTime,39.318,1001.815,22.022
43,Dammam,FullTime,41.26,953.302,10.051
44,Alhasa,FullTime,40.152,822.754,11.03
34,Dammam,PartTime,22.177,421.096,13.058
32,Dammam,FullTime,39.623,630.175,22.608
23,Khobar,FullTime,39.572,760.573,20.184
27,Dammam,PartTime,18.476,267.462,12.37
29,Dammam,FullTime,40.772,568.382,23.972
23,Dammam,FullTime,40.995,642.59,15.238
40,Dammam,FullTime,39.415,1149.185,12.552
30,Dammam,PartTime,24.442,426.408,16.945
18,Khobar,FullTime,39.284,511.776,18.912
38,Dammam,FullTime,40.247,795.788,19.763
55,Alhasa,FullTime,39.092,382.43,12.44
36,Dammam,PartTime,20.563,419.136,9.71
52,Dammam,FullTime,37.306,521.187,30.699
49,Dammam,PartTime,19.122,286.727,15.231
49,Dammam,FullTime,40.523,525.909,10.799
47,Dammam,FullTime,38.808,427.096,19.806
24,Dammam,PartTime,16.354,356.127,15.614
57,Dammam,FullTime,40.754,675.497,17.959
51,Buqaiq,FullTime,40.971,1165.742,18.189
46,Khobar,FullTime,41.761,466.27,15.0
34,Dammam,FullTime,39.828,726.956,4.71
24,Jubail,FullTime,38.046,634.859,11.649
66,Dammam,PartTime,13.598,269.323,17.837
35,Dammam,FullTime,38.544,588.669,8.801
60,Dammam,FullTime,38.635,1060.965,14.206
48,Dammam,FullTime,42.007,589.03,28.392
21,Dammam,FullTime,41.395,365.968,20.078
46,Dammam,FullTime,40.946,1005.894,11.634
28,Khobar,PartTime,17.316,441.364,15.66
60,Dammam,FullTime,39.844,730.643,14.288
51,Dammam,FullTime,39.866,427.73,12.716
40,Dammam,FullTime,39.789,1189.908,15.49
21,Dammam,FullTime,38.351,403.738,8.993
25,Dammam,FullTime,40.131,768.995,8.226
42,Dammam,PartTime,18.542,412.01,11.108
37,Dammam,FullTime,38.868,757.88,13.512
58,Dammam,FullTime,39.312,917.246,20.015
28,Dammam,FullTime,40.848,748.117,14.218
39,Dammam,FullTime,40.837,918.737,16.134
63,Dammam,PartTime,20.752,398.283,7.744
20,Khobar,FullTime,41.012,933.694,19.191
45,Dammam,PartTime,20.69,159.053,9.823
57,Alhasa,FullTime,39.556,490.605,10.152
38,Dammam,FullTime,38.752,821.239,13.376
28,Dammam,PartTime,17.261,462.742,23.69
25,Khobar,FullTime,40.711,774.238,13.845
27,Dammam,FullTime,39.488,959.125,15.63
28,Dammam,FullTime,38.327,904.142,17.121
55,Dammam,FullTime,39.016,610.908,16.182
40,Dammam,FullTime,40.305,1214.624,13.504
19,Dammam,PartTime,21.513,501.274,17.559
31,Dammam,PartTime,22.429,332.049,8.76
32,Khobar,FullTime,39.401,563.561,13.685
53,Dammam,PartTime,16.277,193.333,6.837
28,Dammam,FullTime,41.372,720.233,16.212
50,Dammam,PartTime,20.609,327.271,8.391
46,Alhasa,PartTime,17.996,363.138,6.51
23,Dammam,FullTime,40.164,1379.372,9.806
30,Dammam,FullTime,39.85,404.232,11.538
33,Dammam,FullTime,37.91,693.187,12.125
21,Alhasa,PartTime,18.679,232.069,10.092
19,Dammam,FullTime,40.742,546.495,20.897
33,Dammam,FullTime,42.065,757.33,5.94
31,Dammam,FullTime,41.451,968.954,23.138
25,Dammam,FullTime,38.394,1220.013,14.712
54,Dammam,FullTime,41.666,802.784,18.35
28,Dammam,FullTime,38.713,745.105,17.016
39,Dammam,FullTime,39.856,823.41,5.156
41,Dammam,PartTime,16.356,245.0,20.859
20,Dammam,FullTime,41.145,918.732,13.458
42,Dammam,FullTime,41.125,1092.754,24.01
19,Dammam,FullTime,40.8,810.469,18.266
55,Khobar,FullTime,39.994,671.112,11.418
18,Dammam,FullTime,41.195,738.643,19.264
26,Dammam,PartTime,14.327,305.836,7.217
48,Dammam,FullTime,39.969,532.118,23.419
43,Buqaiq,FullTime,38.969,553.43,13.25
55,Dammam,FullTime,39.509,576.853,8.98
40,Dammam,PartTime,15.281,222.034,8.41
53,Khobar,FullTime,37.432,710.029,12.09
23,Dammam,FullTime,38.796,839.731,17.953
60,Dammam,FullTime,39.675,775.386,19.602
58,Dammam,FullTime,40.914,668.322,16.397
49,Buqaiq,PartTime,22.591,369.577,21.083
24,Dammam,FullTime,40.714,561.028,9.427
62,Dammam,FullTime,42.893,1192.223,33.214
31,Dammam,FullTime,40.239,651.009,9.912
25,Dammam,FullTime,41.986,497.825,11.005
29,Dammam,FullTime,37.601,1872.606,11.926
20,Khobar,FullTime,41.653,707.356,12.901
44,Dammam,FullTime,38.937,897.662,14.853
20,Buqaiq,FullTime,40.938,652.201,25.314
48,Dammam,FullTime,40.023,937.914,13.06
23,Dammam,FullTime,41.27,925.465,9.821
20,Dammam,FullTime,39.654,779.517,15.62
27,Khobar,FullTime,40.786,472.837,16.613
18,Jubail,FullTime,38.629,770.035,13.51
54,Khobar,FullTime,40.789,842.326,16.466
39,Dammam,PartTime,15.122,320.787,5.681
54,Riyadh,PartTime,20.198,299.046,15.937
59,Dammam,FullTime,41.613,938.299,12.471
48,Dammam,PartTime,22.69,463.248,12.644
50,Khobar,FullTime,41.51,687.815,13.211
32,Alhasa,FullTime,40.028,1562.205,10.829
29,Dammam,FullTime,39.39,886.15,15.649
45,Jeddah,FullTime,38.297,782.395,10.952
33,Dammam,PartTime,23.611,283.975,12.338
18,Alhasa,FullTime,41.218,1175.898,23.053
31,Dammam,PartTime,20.154,350.821,16.74
61,Riyadh,PartTime,18.266,268.22,28.492
37,Dammam,PartTime,32.025,743.102,17.984
53,Dammam,FullTime,40.687,518.652,15.314
39,Alhasa,FullTime,38.941,523.921,6.453
20,Dammam,FullTime,40.388,651.438,18.561
33,Dammam,FullTime,39.437,1078.043,25.842
26,Dammam,FullTime,39.542,605.431,12.211
40,Dammam,FullTime,40.039,884.094,11.951
34,Alhasa,FullTime,40.171,983.491,7.613
47,Jeddah,FullTime,39.892,331.037,11.934
37,Dammam,PartTime,20.406,289.07,13.211
19,Jubail,FullTime,40.911,631.859,22.181
23,Alhasa,FullTime,38.358,796.847,10.115
42,Dammam,FullTime,41.269,592.155,13.761
31,Dammam,FullTime,39.553,774.612,13.13
30,Jubail,FullTime,38.741,718.821,6.903
40,Dammam,FullTime,41.391,646.199,22.659
28,Riyadh,FullTime,40.367,785.174,14.479
30,Dammam,FullTime,40.694,725.033,15.101
31,Dammam,FullTime,41.085,749.764,17.798
34,Dammam,FullTime,41.313,1493.715,29.379
53,Dammam,PartTime,13.797,403.923,12.972
45,Dammam,PartTime,25.317,332.801,5.93
51,Dammam,FullTime,40.756,751.629,10.447
28,Dammam,FullTime,39.051,777.232,22.234
47,Khobar,FullTime,40.122,661.923,12.306
18,Dammam,FullTime,39.204,511.915,11.605
49,Khobar,FullTime,40.212,228.449,23.868
20,Khobar,FullTime,40.285,754.945,11.932
49,Dammam,FullTime,39.549,596.681,17.302
21,Dammam,PartTime,20.512,345.952,6.729
25,Buqaiq,FullTime,39.541,706.286,9.817
61,Dammam,FullTime,39.877,686.371,11.363
44,Dammam,FullTime,40.795,719.819,6.214
45,Khobar,FullTime,39.816,597.9,21.149
48,Dammam,PartTime,15.963,210.54,20.959
28,Dammam,FullTime,39.81,921.913,19.138
57,Dammam,FullTime,39.679,1077.773,22.846
56,Dammam,FullTime,38.128,714.175,6.756
21,Dammam,FullTime,40.193,582.798,17.026
47,Dammam,PartTime,15.545,254.27,13.522
32,Dammam,FullTime,40.355,647.495,15.247
36,Dammam,FullTime,41.337,412.46,8.27
29,Dammam,FullTime,38.806,726.549,16.533
20,Dammam,FullTime,39.119,406.411,18.116
37,Dammam,PartTime,18.677,429.935,21.267
36,Dammam,FullTime,40.648,883.962,16.422
42,Dammam,PartTime,27.364,468.196,28.519
55,Dammam,FullTime,39.256,770.194,6.721
64,Dammam,FullTime,39.846,794.294,11.506
18,Jubail,FullTime,39.986,648.37,19.781
38,Dammam,PartTime,21.544,774.843,16.654
20,Dammam,FullTime,38.479,474.304,10.574
36,Dammam,FullTime,38.849,836.299,6.432
18,Khobar,FullTime,39.909,1313.116,13.378
18,Dammam,FullTime,39.73,711.963,13.936
56,Dammam,FullTime,40.614,1274.607,7.085
56,Dammam,FullTime,39.194,700.296,15.606
31,Dammam,FullTime,40.528,659.66,11.093
24,Dammam,FullTime,37.822,808.085,20.74
18,Dammam,PartTime,16.239,310.216,23.808
29,Dammam,PartTime,15.49,309.467,9.481
45,Dammam,FullTime,38.017,863.088,9.193
32,Dammam,PartTime,22.306,413.006,6.282
23,Dammam,PartTime,14.45,221.24,8.044
21,Khobar,PartTime,20.555,365.733,19.349
25,Dammam,FullTime,41.166,888.303,9.861
52,Buqaiq,PartTime,18.979,163.516,9.558
40,Jubail,FullTime,41.255,498.293,13.254
36,Dammam,FullTime,40.295,641.144,7.371
32,Dammam,FullTime,38.429,744.91,9.207
26,Dammam,PartTime,20.37,366.043,13.389
46,Dammam,PartTime,23.258,214.461,18.594
59,Dammam,FullTime,38.553,659.84,9.876
48,Dammam,FullTime,39.54,1199.843,13.851
49,Alhasa,FullTime,40.545,1196.558,15.795
45,Dammam,PartTime,20.738,362.343,15.013
35,Dammam,PartTime,18.328,327.279,20.914
26,Buqaiq,FullTime,40.259,550.153,27.983
40,Dammam,FullTime,41.038,817.664,17.356
23,Buqaiq,FullTime,40.249,519.417,9.639
22,Dammam,PartTime,18.488,211.188,9.474
37,Dammam,FullTime,40.832,785.032,11.438
47,Dammam,FullTime,41.256,403.758,9.169
31,Dammam,PartTime,15.99,189.606,21.04
26,Dammam,FullTime,39.688,661.297,6.037
33,Dammam,FullTime,40.827,1111.213,38.905
29,Dammam,PartTime,23.853,609.256,25.14
50,Dammam,FullTime,38.501,846.823,18.794
29,Khobar,PartTime,21.484,597.668,16.076
35,Dammam,FullTime,40.522,452.406,6.811
53,Alhasa,FullTime,38.975,1042.948,13.846
63,Dammam,FullTime,40.343,454.69,10.261
27,Dammam,PartTime,24.766,676.347,24.735
19,Alhasa,FullTime,38.73,764.578,11.329
33,Khobar,FullTime,39.323,700.086,11.773
22,Khobar,FullTime,40.518,674.197,12.243
35,Dammam,PartTime,14.805,307.357,15.437
57,Dammam,FullTime,39.71,728.254,15.127
51,Dammam,PartTime,20.135,428.33,18.197
30,Dammam,FullTime,41.236,782.5,14.687
26,Dammam,FullTime,41.262,744.965,19.184
18,Alhasa,FullTime,39.933,1008.28,11.115
35,Alhasa,FullTime,40.239,483.868,17.954
18,Dammam,PartTime,16.437,220.045,11.101
22,Dammam,FullTime,40.564,683.047,15.704
43,Dammam,FullTime,39.76,1115.039,21.335
22,Dammam,FullTime,39.386,508.537,7.148
46,Dammam,FullTime,39.482,777.39,6.006
20,Khobar,FullTime,38.507,762.524,11.687
44,Khobar,FullTime,39.979,673.571,19.207
32,Dammam,FullTime,40.881,463.87,7.369
21,Khobar,FullTime,41.086,608.66,10.066
39,Khobar,FullTime,40.174,470.028,12.436
19,Dammam,PartTime,16.645,370.076,13.595
35,Dammam,FullTime,40.5,1123.366,16.076
56,Khobar,FullTime,39.193,626.125,16.161
26,Dammam,FullTime,38.946,684.001,7.918
46,Khobar,FullTime,39.348,617.341,11.886
35,Khobar,PartTime,19.823,273.551,16.35
26,Dammam,PartTime,19.533,502.244,25.047
45,Dammam,FullTime,37.239,964.663,9.591
24,Khobar,FullTime,38.696,686.249,24.839
27,Dammam,PartTime,21.316,327.019,18.016
18,Jubail,FullTime,40.947,393.581,15.953
33,Dammam,FullTime,42.005,857.688,13.912
48,Khobar,PartTime,21.203,305.929,10.609
28,Dammam,PartTime,24.25,881.176,19.411
44,Dammam,PartTime,21.319,506.073,15.541
56,Alhasa,FullTime,38.408,401.455,9.632
18,Alhasa,FullTime,41.333,1056.727,25.461
50,Dammam,FullTime,40.098,486.286,4.398
33,Dammam,FullTime,40.137,658.494,15.058
21,Alhasa,PartTime,24.66,252.104,7.173
56,Dammam,FullTime,38.663,874.725,14.464
33,Dammam,PartTime,21.993,688.268,31.133
26,Dammam,FullTime,38.907,677.433,23.552
27,Buqaiq,FullTime,39.242,1363.127,13.138
29,Khobar,FullTime,40.085,570.828,5.861
59,Dammam,PartTime,19.347,342.041,13.229
50,Dammam,FullTime,41.442,486.159,26.77
42,Dammam,FullTime,39.163,534.465,25.2
34,Dammam,FullTime,40.256,960.71,11.28
24,Dammam,FullTime,41.043,1140.12,17.839
46,Khobar,PartTime,22.238,324.337,26.407
46,Jeddah,PartTime,14.621,127.327,12.096
22,Dammam,PartTime,15.388,508.313,27.212
28,Dammam,FullTime,40.237,888.47,27.595
56,Dammam,FullTime,40.975,1021.902,24.278
18,Khobar,PartTime,13.057,240.885,29.349
34,Dammam,FullTime,39.084,912.809,15.087
35,Alhasa,FullTime,38.791,730.634,17.502
49,Dammam,FullTime,39.464,814.068,8.797
20,Dammam,FullTime,39.528,734.65,14.95
48,Dammam,PartTime,16.101,269.593,9.232
51,Alhasa,FullTime,41.624,649.432,26.717
43,Dammam,FullTime,40.803,1148.247,16.486
52,Dammam,FullTime,42.972,992.499,9.496
54,Alhasa,PartTime,19.366,428.55,18.147
52,Dammam,PartTime,22.224,279.322,15.065
42,Dammam,FullTime,40.717,527.329,7.864
18,Dammam,FullTime,38.655,834.923,16.432
34,Dammam,FullTime,39.149,543.43,33.301
56,Dammam,FullTime,39.76,568.273,14.506
25,Buqaiq,FullTime,38.559,517.282,10.455
49,Dammam,FullTime,40.604,1360.229,4.309
58,Buqaiq,PartTime,18.978,305.05,10.644
33,Alhasa,PartTime,19.982,485.416,7.25
22,Khobar,FullTime,40.549,523.513,10.12
55,Dammam,FullTime,39.596,1644.792,15.24
47,Dammam,FullTime,41.541,735.646,16.324
36,Alhasa,FullTime,39.274,809.488,9.02
46,Buqaiq,FullTime,39.433,906.682,12.715
58,Dammam,FullTime,40.493,838.304,20.939
65,Dammam,PartTime,20.014,341.603,18.81
30,Khobar,PartTime,23.797,321.829,11.964
18,Dammam,FullTime,40.198,689.987,17.27
27,Dammam,PartTime,18.984,447.54,13.039
26,Buqaiq,PartTime,21.254,463.107,15.543
29,Dammam,PartTime,18.37,324.581,5.934
29,Dammam,PartTime,18.5,351.05,11.187
38,Alhasa,PartTime,18.053,408.872,18.201
41,Dammam,FullTime,41.377,727.571,14.288
19,Dammam,PartTime,24.023,305.287,19.231
59,Dammam,PartTime,14.194,349.749,5.519
40,Dammam,PartTime,20.325,449.142,10.423
24,Dammam,FullTime,42.043,524.255,3.771
49,Jubail,PartTime,25.251,435.672,13.769
28,Dammam,FullTime,41.376,555.136,16.462
30,Dammam,FullTime,39.687,434.471,13.283
39,Dammam,FullTime,39.588,583.639,7.939
22,Dammam,FullTime,39.448,743.69,22.762
41,Dammam,FullTime,39.922,708.626,13.043
42,Dammam,PartTime,19.411,591.369,16.068
56,Dammam,FullTime,39.577,713.462,11.194
26,Dammam,FullTime,40.822,678.299,24.052
58,Khobar,FullTime,41.443,752.131,21.87
48,Khobar,PartTime,26.982,521.81,12.15
49,Dammam,FullTime,39.271,804.399,17.207
20,Khobar,FullTime,40.614,853.97,12.618
18,Dammam,FullTime,39.785,474.981,10.51
26,Dammam,PartTime,19.275,294.91,9.014
48,Khobar,PartTime,17.784,233.806,23.041
18,Dammam,FullTime,40.543,757.278,9.048
24,Dammam,FullTime,39.404,438.786,14.606
33,Dammam,FullTime,39.982,429.392,11.764
61,Dammam,FullTime,41.95,598.324,8.464
49,Khobar,FullTime,39.366,825.502,15.092
29,Dammam,PartTime,14.306,250.698,10.981
22,Alhasa,FullTime,38.898,1338.755,11.124
30,Jeddah,FullTime,40.154,1394.224,19.567
34,Dammam,FullTime,39.619,916.703,13.941
19,Dammam,FullTime,40.528,785.829,17.52
23,Dammam,FullTime,40.286,566.38,15.938
38,Dammam,FullTime,40.178,760.887,12.167
35,Khobar,FullTime,38.084,759.167,4.174
46,Dammam,FullTime,39.946,295.505,10.926
66,Dammam,PartTime,19.034,223.42,19.34
26,Dammam,FullTime,41.584,307.434,10.635
34,Dammam,PartTime,22.669,394.244,8.905
36,Dammam,PartTime,27.866,752.372,35.143
25,Dammam,PartTime,18.622,716.48,15.42
43,Dammam,FullTime,41.014,334.065,8.241
32,Dammam,FullTime,39.788,801.737,7.456
22,Dammam,FullTime,42.263,896.073,6.601
53,Dammam,FullTime,39.326,380.864,10.373
41,Khobar,FullTime,39.215,479.905,21.164
63,Dammam,PartTime,17.045,136.944,10.688
22,Dammam,FullTime,38.972,661.55,17.272
28,Alhasa,FullTime,39.16,585.127,9.495
32,Dammam,FullTime,41.104,833.27,18.439
57,Dammam,FullTime,41.263,799.964,29.304
43,Dammam,FullTime,39.102,711.71,17.105
28,Dammam,PartTime,20.976,273.012,2.692
33,Dammam,FullTime,40.353,857.782,14.869
25,Dammam,FullTime,40.978,1113.142,10.736
45,Jeddah,FullTime,38.93,1267.287,9.282
20,Dammam,FullTime,38.666,577.592,18.969
18,Dammam,PartTime,20.543,368.563,18.367
40,Dammam,FullTime,39.701,744.746,13.218
23,Dammam,FullTime,39.861,1076.193,25.147
65,Dammam,FullTime,40.74,812.624,11.462
45,Dammam,FullTime,39.665,650.373,14.787
33,Jubail,FullTime,40.84,1149.508,11.311
43,Dammam,FullTime,38.792,1157.72,9.456
30,Jeddah,FullTime,39.988,440.602,8.711
38,Dammam,PartTime,19.337,467.254,12.639
45,Dammam,FullTime,40.275,565.93,15.222
22,Dammam,FullTime,38.736,658.387,6.626
52,Alhasa,PartTime,21.454,312.043,6.905
18,Dammam,FullTime,38.238,623.466,13.122
43,Dammam,PartTime,21.612,495.817,5.829
30,Jeddah,FullTime,39.159,512.546,15.493
45,Alhasa,FullTime,40.272,441.566,8.89
57,Dammam,FullTime,40.062,478.26,16.653
22,Dammam,PartTime,9.626,181.822,22.366
24,Alhasa,FullTime,39.976,785.219,7.147
32,Dammam,PartTime,24.119,295.526,7.031
24,Buqaiq,FullTime,41.402,779.104,14.262
45,Dammam,FullTime,41.403,445.435,7.976
62,Dammam,FullTime,40.013,660.947,13.122
62,Buqaiq,FullTime,40.136,444.824,20.768
35,Dammam,PartTime,20.794,291.827,14.916
24,Riyadh,FullTime,38.057,881.05,15.407
18,Dammam,FullTime,39.821,1020.752,7.892
44,Dammam,PartTime,20.035,340.722,17.688
34,Dammam,PartTime,18.586,253.067,6.275
34,Alhasa,FullTime,40.418,1121.885,24.306
34,Buqaiq,PartTime,17.626,183.532,6.582
30,Dammam,FullTime,41.337,458.469,25.509
50,Jubail,PartTime,18.025,215.847,27.621
34,Dammam,FullTime,38.942,1067.838,13.149
35,Dammam,FullTime,41.789,691.406,15.74
28,Dammam,FullTime,41.741,574.87,12.963
43,Alhasa,FullTime,40.184,694.987,9.528
29,Dammam,PartTime,22.816,499.06,16.809
18,Dammam,PartTime,15.288,250.495,6.96
31,Dammam,FullTime,39.936,963.917,19.3
37,Dammam,FullTime,39.562,884.222,14.539
42,Dammam,FullTime,41.365,574.579,13.651
48,Dammam,FullTime,40.966,654.564,10.63
45,Dammam,PartTime,22.648,457.397,20.317
37,Khobar,FullTime,40.005,821.305,26.303
25,Buqaiq,FullTime,39.516,385.302,6.226
52,Dammam,FullTime,39.473,419.223,16.74
45,Alhasa,FullTime,41.575,1084.392,12.728
47,Dammam,FullTime,40.873,519.565,10.793
47,Dammam,FullTime,40.839,700.315,7.663
66,Dammam,FullTime,39.415,1320.159,16.179
33,Dammam,FullTime,39.453,589.875,12.283
29,Dammam,PartTime,19.947,435.637,24.423
44,Dammam,FullTime,40.218,1414.416,11.527
43,Dammam,FullTime,39.74,928.926,7.104
60,Dammam,FullTime,39.817,889.44,19.627
36,Dammam,FullTime,38.712,559.248,15.258
27,Buqaiq,PartTime,16.234,549.859,12.515
54,Dammam,PartTime,21.75,388.168,11.305
39,Dammam,FullTime,38.331,697.257,24.153
62,Buqaiq,FullTime,40.735,504.502,15.89
33,Riyadh,PartTime,16.694,249.778,10.827
45,Jeddah,PartTime,23.253,400.231,11.399
57,Dammam,PartTime,24.962,557.677,23.108
27,Dammam,PartTime,23.782,588.243,32.909
28,Buqaiq,FullTime,40.248,998.528,25.782
32,Khobar,PartTime,19.429,241.774,15.853
37,Dammam,FullTime,41.706,711.539,14.729
49,Dammam,FullTime,39.265,589.533,8.925
61,Dammam,FullTime,39.371,1453.502,8.618
24,Dammam,FullTime,39.326,901.812,22.093
19,Buqaiq,FullTime,39.673,608.41,24.572
58,Dammam,FullTime,40.415,584.485,11.465
18,Khobar,FullTime,40.378,498.2,13.757
24,Dammam,FullTime,37.935,763.526,19.192
34,Alhasa,PartTime,16.702,256.346,6.896
53,Dammam,FullTime,40.013,281.268,6.766
56,Dammam,FullTime,40.61,623.542,14.042
31,Dammam,FullTime,40.374,1017.12,12.203
18,Khobar,FullTime,40.49,662.997,15.074
38,Dammam,FullTime,40.6,2231.074,15.451
52,Dammam,FullTime,39.491,701.345,4.708
18,Dammam,FullTime,40.589,1015.567,9.235
38,Dammam,FullTime,39.79,882.631,12.316
66,Dammam,FullTime,39.775,767.147,20.052
39,Dammam,FullTime,41.801,544.982,15.297
25,Dammam,FullTime,40.355,657.001,21.63
20,Khobar,FullTime,38.943,778.572,13.756
25,Dammam,FullTime,38.924,797.247,15.319
44,Dammam,FullTime,39.406,315.369,13.606
37,Khobar,PartTime,17.956,373.246,20.688
21,Dammam,FullTime,40.221,864.215,23.886
41,Dammam,FullTime,39.554,522.924,9.969
52,Khobar,FullTime,40.874,714.289,35.461
44,Dammam,FullTime,41.596,1182.951,4.609
31,Dammam,FullTime,41.563,510.415,12.947
30,Dammam,FullTime,38.942,689.865,21.021
43,Dammam,PartTime,14.96,270.356,11.027
28,Dammam,FullTime,40.346,663.115,10.323
34,Dammam,FullTime,41.375,719.132,11.601
47,Buqaiq,FullTime,40.648,785.412,16.764
62,Khobar,FullTime,40.385,1265.836,7.634
42,Dammam,FullTime,37.585,745.075,10.99
59,Dammam,FullTime,39.881,603.94,20.467
32,Dammam,FullTime,42.17,565.141,15.834
21,Dammam,FullTime,40.809,821.148,11.472
56,Dammam,PartTime,19.908,242.254,18.133
36,Dammam,PartTime,16.848,350.64,10.478
18,Khobar,FullTime,40.318,634.774,17.022
52,Dammam,FullTime,39.471,796.445,9.577
49,Dammam,FullTime,39.833,692.534,10.907
41,Khobar,FullTime,39.113,746.271,22.388
34,Jubail,FullTime,41.935,660.715,10.239
