gender,nationality,age,education_level,education_field,marital_status,family_residence,region,department,contract_type,employment_type,employee_status,job_level,job_title,performance_rating,remote_status,business_trips,hours_worked,overtime_hours,hourly_rate,weekly_earnings,bonus,percent_salary_hike,annual_bonus,tenure_years,work-life_balance,distance_from_home
Male,Saudi,21,Masters,STEM,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Secretary,3,On Site,Travels rarely,38.299,8.965,16.625,1271.442,0.352,0.028,23183.207,21.886,3.838,21.812
Male,Saudi,41,High School,Communication,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Sales,4,Hybrid,Travels rarely,38.236,1.762,12.97,329.193,0.285,0.0,4188.023,29.094,3.26,21.036
Male,Saudi,38,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Sales,3,On Site,Travels rarely,39.567,10.761,11.466,375.677,0.186,0.0,4686.556,7.536,4.645,15.675
Female,Saudi,38,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,3,Hybrid,Travels often,41.661,6.699,16.063,1745.071,0.052,0.0,3519.389,15.471,1.646,12.634
Male,Saudi,28,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels rarely,40.6,0.118,11.939,270.202,0.0,0.0,0.0,9.499,4.414,18.822
Female,Saudi,52,High School,Humanities,Unmarried,Other district,Alhasa,HR,Permanent,FullTime,Active,L1,Sales,3,On Site,Travels rarely,40.171,4.594,9.486,329.237,0.0,0.0,0.0,7.806,3.228,24.061
Male,Saudi,42,High School,Humanities,Unmarried,Within district,Alhasa,HR,Fixed Term,FullTime,Active,L1,Designer,4,On Site,Travels rarely,39.311,8.065,17.43,1201.461,0.274,0.03,16948.671,19.644,2.834,16.753
Female,Saudi,23,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,Remote,Travels rarely,39.319,2.47,13.05,448.693,0.0,0.0,0.0,9.73,3.609,22.803
Male,Saudi,21,Bachelors,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Designer,2,Hybrid,Travels rarely,40.456,7.019,17.783,621.213,0.203,0.0,11341.71,11.408,4.052,17.874
Male,Expat_Arab,24,Bachelors,Business,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Designer,4,On Site,Travels rarely,39.828,3.858,15.541,746.835,0.0,0.0,0.0,24.06,3.378,27.282
Male,Saudi,18,High School,STEM,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Analyst,2,Hybrid,Travels rarely,40.539,8.924,15.268,1032.362,0.012,0.111,494.502,12.51,3.08,30.239
Female,Expat_Arab,55,High School,Social Science,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,2,Hybrid,Travels often,40.208,5.915,14.889,454.092,0.266,0.0,5173.89,11.394,4.5,21.341
Male,Saudi,32,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Designer,3,Hybrid,Travels rarely,40.788,7.164,14.091,764.2,0.127,0.144,4435.069,16.819,3.159,17.486
Male,Expat_Arab,44,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,Remote,Travels often,39.064,4.133,14.049,521.696,0.049,0.166,938.203,20.019,3.695,24.392
Male,Saudi,23,High School,Humanities,Married,Within district,Dammam,HR,Fixed Term,PartTime,Active,L1,Sales,3,Hybrid,Travels rarely,24.347,2.111,8.619,134.964,0.026,0.125,110.816,15.522,3.381,10.779
Male,Expat_Arab,33,High School,Business,Unmarried,Other district,Dammam,Finance,Fixed Term,FullTime,Active,L2,Analyst,3,On Site,Travels rarely,40.216,8.864,25.369,2319.411,0.084,0.0,13468.702,10.056,3.602,19.878
Female,Saudi,42,High School,Business,Married,Within district,Alhasa,IT,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,38.672,7.282,17.097,503.237,0.0,0.2,0.0,20.225,3.277,24.221
Male,Saudi,33,Bachelors,Business,Married,Other district,Dammam,HR,Internship,FullTime,Active,L1,Analyst,3,On Site,Travels rarely,38.676,0.0,16.161,1239.598,0.0,0.01,0.0,12.719,2.826,16.148
Male,Expat_Arab,31,High School,STEM,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,2,Hybrid,Travels rarely,39.455,4.682,15.738,981.171,0.01,0.013,433.754,9.942,3.236,29.786
Female,Saudi,51,High School,Humanities,Married,Within district,Dammam,HR,Zero Hours,PartTime,Active,L1,Media,3,Hybrid,Travels rarely,21.139,0.093,11.219,145.559,0.0,0.048,0.0,11.842,3.487,24.299
Male,Saudi,43,High School,Communication,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,3,On Site,Travels often,40.777,8.624,13.181,933.099,0.0,0.192,0.0,11.704,4.758,16.224
Male,Saudi,47,High School,Humanities,Married,Within district,Dammam,Sales,Internship,FullTime,Active,L1,Manager,3,Remote,Travels rarely,40.409,10.438,13.046,360.74,0.059,0.0,1365.167,17.875,2.78,24.09
Male,Saudi,41,High School,Humanities,Married,Within district,Dammam,HR,Permanent,PartTime,Non-Active,L1,Designer,3,On Site,Travels rarely,16.473,3.806,12.469,139.028,0.166,0.198,1110.515,16.38,3.608,13.895
Male,Saudi,44,High School,Social Science,Married,Within district,Dammam,Finance,Zero Hours,FullTime,Active,L3,Media,3,On Site,Travels rarely,39.985,0.0,23.512,1471.79,0.07,0.0,3742.206,3.717,3.529,23.626
Male,Saudi,36,High School,Humanities,Unmarried,Within district,Khobar,HR,Fixed Term,FullTime,Active,L1,Sales,3,On Site,Travels often,40.01,6.914,11.097,196.768,0.26,0.062,2049.678,10.233,4.209,29.243
Male,Saudi,27,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,5,On Site,Travels rarely,41.198,5.906,12.599,448.582,0.0,0.007,0.0,20.169,3.373,21.597
Male,Expat_Arab,28,High School,Business,Married,Other district,Dammam,HR,Fixed Term,FullTime,Active,L1,Secretary,3,On Site,Travels rarely,40.855,1.685,15.316,890.638,0.259,0.2,10705.093,7.806,2.991,17.878
Female,Saudi,64,Bachelors,STEM,Married,Within district,Dammam,Finance,Fixed Term,PartTime,Active,L4,Media,4,Remote,Travels rarely,21.679,0.176,44.836,13681.59,0.213,0.0,804829.109,18.369,2.261,16.332
Male,Saudi,49,High School,Humanities,Unmarried,Other district,Dammam,Finance,Permanent,FullTime,Non-Active,L2,Media,3,On Site,Travels rarely,40.741,3.392,18.606,906.557,0.204,0.0,9296.143,15.752,3.467,13.983
Male,Saudi,56,High School,Business,Unmarried,Within district,Khobar,HR,Permanent,FullTime,Active,L1,Designer,3,Hybrid,Travels often,39.347,1.66,14.014,564.429,0.005,0.0,189.819,26.85,3.088,8.135
Male,Saudi,19,High School,STEM,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L5,Media,2,On Site,Travels rarely,38.51,7.822,51.817,61072.204,0.0,0.03,0.002,14.695,2.738,19.469
Male,Saudi,38,High School,Communication,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Secretary,2,On Site,Travels rarely,41.412,10.018,11.623,347.204,0.039,0.0,351.881,21.167,3.075,34.11
Male,Saudi,18,High School,Social Science,Married,Within district,Khobar,Sales,Permanent,FullTime,Active,L1,Designer,3,Hybrid,Travels often,39.545,1.206,13.92,715.087,0.01,0.017,326.181,14.879,3.738,26.249
Male,Saudi,55,High School,STEM,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Designer,3,Remote,Travels rarely,40.927,10.765,27.304,2510.57,0.025,0.0,3898.694,9.357,2.637,13.283
Female,Saudi,45,High School,Social Science,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Designer,1,Remote,Travels rarely,39.476,0.459,18.854,610.072,0.08,0.16,3071.256,12.069,5.0,24.576
Male,Saudi,39,Bachelors,Humanities,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L1,Secretary,2,Hybrid,Travels rarely,21.042,1.461,10.704,185.515,0.0,0.158,0.0,12.286,3.542,14.152
Male,Saudi,40,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,40.415,7.143,11.799,547.605,0.0,0.13,0.0,21.842,3.734,15.617
Male,Expat_Arab,47,High School,STEM,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Manager,3,Hybrid,Travels rarely,38.815,7.915,17.74,654.973,0.16,0.108,5547.972,20.288,2.687,14.852
Male,Saudi,40,High School,Communication,Married,Within district,Dammam,IT,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,38.603,5.099,12.962,311.899,0.0,0.17,0.0,20.257,3.579,19.102
Male,Saudi,18,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,2,Hybrid,Travels often,40.519,7.824,10.464,406.294,0.099,0.0,1359.771,11.211,2.376,16.495
Female,Saudi,49,High School,Communication,Unmarried,Within district,Dammam,IT,Permanent,PartTime,Active,L1,Manager,3,Hybrid,Travels rarely,15.742,0.93,13.919,292.237,0.048,0.036,1085.974,16.61,4.067,16.906
Female,Saudi,32,High School,STEM,Unmarried,Within district,Buqaiq,HR,Permanent,FullTime,Active,L2,Manager,3,Remote,Travels rarely,41.469,4.696,18.636,1168.45,0.0,0.172,0.0,18.712,4.881,18.046
Female,Expat_Arab,43,Bachelors,STEM,Married,Other district,Dammam,HR,Internship,FullTime,Active,L1,Manager,2,On Site,Travels often,41.181,0.313,13.984,1074.447,0.0,0.085,0.0,12.949,4.922,29.015
Female,Saudi,34,High School,Humanities,Married,Within district,Khobar,HR,Fixed Term,FullTime,Active,L1,Sales,3,Remote,Travels often,42.575,8.401,12.015,351.194,0.0,0.007,0.0,18.536,3.614,32.581
Female,Saudi,34,High School,STEM,Married,Within district,Alhasa,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,20.558,0.0,17.656,356.142,0.088,0.0,798.266,8.614,1.834,19.665
Male,Saudi,27,High School,STEM,Unmarried,Within district,Khobar,HR,Permanent,FullTime,Non-Active,L1,Manager,3,Hybrid,Travels rarely,39.683,3.107,19.672,1223.431,0.102,0.018,8109.383,17.323,3.426,17.452
Female,Saudi,64,Bachelors,Communication,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Sales,2,On Site,Travels often,40.496,11.05,12.534,738.616,0.0,0.2,0.0,9.854,3.167,21.873
Female,Saudi,37,High School,Communication,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Designer,1,On Site,Travels rarely,41.402,6.603,8.029,425.561,0.0,0.0,0.0,20.261,3.034,19.64
Male,Saudi,32,High School,STEM,Unmarried,Within district,Dammam,IT,Permanent,FullTime,Active,L1,Sales,4,Remote,Travels rarely,40.09,3.159,18.182,1151.831,0.03,0.172,1427.645,9.155,3.441,12.706
Male,Expat_Europe,28,High School,Social Science,Married,Within district,Alhasa,Finance,Permanent,FullTime,Active,L1,Manager,3,On Site,Travels often,40.243,0.47,16.241,330.609,0.0,0.0,0.0,18.422,2.173,12.534
Male,Saudi,35,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,2,Hybrid,Travels rarely,38.077,1.574,12.366,864.458,0.284,0.0,4321.032,11.931,3.388,17.055
Male,Saudi,35,High School,STEM,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Secretary,3,Hybrid,Travels rarely,40.145,7.635,16.615,1245.813,0.146,0.0,13573.167,19.486,4.699,20.366
Female,Saudi,26,Bachelors,STEM,Married,Within district,Khobar,HR,Permanent,FullTime,Non-Active,L1,Manager,3,On Site,Travels rarely,40.4,6.676,17.817,587.731,0.02,0.0,482.307,9.149,1.939,13.17
Female,Saudi,63,High School,Humanities,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L2,Sales,3,On Site,Travels rarely,40.906,1.778,16.889,983.445,0.0,0.2,0.0,12.435,1.848,18.109
Male,Saudi,23,High School,Social Science,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,5,Hybrid,Travels rarely,41.567,1.023,19.785,1376.738,0.223,0.2,36042.365,35.669,3.408,16.059
Male,Expat_Asia,23,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,3,On Site,Travels rarely,23.348,2.764,16.581,471.469,0.0,0.2,0.0,9.424,3.562,17.979
Male,Saudi,32,Bachelors,Social Science,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,3,On Site,Travels rarely,39.397,5.102,12.912,380.692,0.0,0.0,0.0,5.659,2.855,17.274
Male,Saudi,55,High School,Social Science,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,3,On Site,Travels rarely,25.45,4.246,18.197,855.841,0.173,0.0,9106.515,10.927,1.894,14.211
Male,Saudi,57,Bachelors,Social Science,Married,Within district,Dammam,Sales,Internship,FullTime,Active,L1,Manager,2,Hybrid,Travels rarely,39.615,6.585,15.445,734.433,0.104,0.2,3966.772,12.084,4.104,7.069
Female,Saudi,42,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,3,Hybrid,Travels rarely,39.769,0.0,14.997,371.365,0.0,0.0,0.0,18.299,2.69,13.007
Male,Saudi,42,High School,Business,Unmarried,Other district,Dammam,HR,Internship,FullTime,Active,L1,Media,4,Hybrid,Travels rarely,39.191,2.244,16.309,282.501,0.228,0.137,1926.109,25.172,4.54,19.921
Male,Saudi,24,High School,Communication,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L3,Manager,3,On Site,Travels rarely,39.874,4.246,27.656,3772.146,0.138,0.015,23128.381,22.297,4.186,7.638
Male,Expat_Arab,42,High School,STEM,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Media,3,Hybrid,Travels often,41.449,6.339,14.881,821.132,0.0,0.179,0.0,9.099,2.626,29.194
Male,Expat_Arab,49,Bachelors,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,3,Hybrid,Travels often,42.236,11.981,23.996,3120.936,0.012,0.0,3081.069,8.914,4.588,23.091
Female,Saudi,35,High School,STEM,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Non-Active,L1,Manager,4,On Site,Travels rarely,17.43,1.875,17.135,381.919,0.165,0.017,4637.544,9.445,3.598,11.251
Male,Expat_Europe,53,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Designer,1,On Site,Travels rarely,39.576,1.501,19.146,1416.885,0.049,0.109,4301.612,11.372,4.234,22.173
Male,Saudi,42,High School,Communication,Married,Within district,Dammam,Finance,Fixed Term,FullTime,Active,L1,Designer,3,On Site,Travels often,38.646,4.402,13.974,793.52,0.002,0.0,48.46,5.054,4.598,20.602
Female,Expat_Arab,34,High School,STEM,Married,Within district,Dammam,Finance,Permanent,PartTime,Active,L1,Designer,2,On Site,Travels rarely,16.519,0.0,17.677,476.313,0.0,0.064,0.0,7.767,3.839,25.96
Male,Saudi,41,High School,Business,Married,Other district,Dammam,Finance,Fixed Term,PartTime,Active,L1,Media,3,Hybrid,Travels rarely,19.174,0.031,19.199,388.515,0.0,0.2,0.0,12.642,2.851,16.273
Male,Saudi,51,High School,Communication,Unmarried,Within district,Dammam,Finance,Fixed Term,PartTime,Active,L1,Media,5,On Site,Travels rarely,17.064,2.932,15.864,605.051,0.215,0.2,6554.697,15.628,3.477,14.5
Female,Saudi,21,High School,Communication,Married,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Secretary,4,On Site,Travels often,40.511,0.021,14.454,588.81,0.01,0.2,169.091,6.964,2.729,17.755
Male,Saudi,39,High School,Social Science,Married,Within district,Khobar,HR,Permanent,FullTime,Active,L2,Media,3,On Site,Travels rarely,39.81,9.343,18.422,497.132,0.0,0.0,0.0,18.436,3.648,23.582
Male,Saudi,18,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,2,On Site,Travels rarely,40.636,5.977,8.648,422.15,0.0,0.146,0.0,16.16,2.22,8.845
Male,Saudi,53,High School,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,3,On Site,Travels rarely,38.019,4.297,12.776,848.054,0.189,0.081,6381.874,21.398,3.927,26.834
Male,Saudi,41,High School,Humanities,Married,Within district,Alhasa,HR,Permanent,FullTime,Active,L1,Analyst,3,On Site,Travels often,39.1,3.466,11.814,602.458,0.0,0.0,0.0,11.006,4.591,33.933
Male,Saudi,66,Bachelors,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Non-Active,L1,Designer,5,Hybrid,Travels rarely,39.956,6.762,11.383,325.377,0.393,0.0,6861.163,22.516,3.23,19.966
Male,Expat_Arab,23,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels rarely,27.749,0.447,13.919,646.467,0.145,0.123,6086.283,17.447,3.602,17.092
Female,Saudi,40,High School,STEM,Married,Within district,Dammam,HR,Permanent,FullTime,Non-Active,L2,Media,5,Remote,Travels rarely,38.686,4.889,21.433,728.039,0.105,0.2,3541.433,15.544,4.308,16.958
Female,Saudi,44,High School,STEM,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,41.23,8.603,13.836,453.072,0.089,0.0,2570.401,26.683,3.773,11.986
Male,Saudi,27,High School,Social Science,Unmarried,Within district,Dammam,HR,Fixed Term,PartTime,Active,L1,Sales,3,On Site,Travels rarely,22.454,0.28,18.834,703.458,0.282,0.111,7239.537,9.682,4.031,22.248
Male,Saudi,43,Bachelors,Humanities,Unmarried,Within district,Khobar,Finance,Internship,FullTime,Active,L1,Designer,4,Hybrid,Travels rarely,39.62,6.211,12.555,652.5,0.016,0.0,422.246,13.589,3.525,23.167
Male,Saudi,18,Bachelors,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,4,Hybrid,Travels often,40.828,7.361,15.27,698.313,0.029,0.0,1283.926,14.05,2.219,18.677
Male,Expat_Asia,38,High School,Business,Married,Within district,Dammam,Management,Permanent,FullTime,Active,L1,Designer,3,Hybrid,Travels rarely,39.182,0.947,14.815,750.393,0.0,0.0,0.0,12.712,3.464,23.451
Male,Saudi,18,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,2,On Site,Travels rarely,40.586,0.0,10.56,508.082,0.0,0.006,0.0,16.935,4.016,23.243
Male,Saudi,24,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,5,On Site,Travels rarely,40.974,1.788,11.669,561.793,0.063,0.0,2416.564,16.322,2.916,10.657
Female,Saudi,21,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Non-Active,L1,Designer,3,On Site,Travels rarely,41.14,9.9,15.111,551.05,0.115,0.0,4436.111,6.753,2.908,15.991
Female,Expat_Arab,31,Bachelors,Business,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Non-Active,L1,Designer,4,Hybrid,Travels often,39.251,6.125,11.898,433.708,0.0,0.17,0.0,15.941,4.322,15.153
Male,Saudi,29,High School,Communication,Married,Within district,Dammam,HR,Internship,PartTime,Active,L1,Secretary,2,Hybrid,Travels rarely,23.018,0.599,14.151,335.669,0.0,0.2,0.0,18.438,3.434,32.217
Male,Saudi,58,High School,STEM,Married,Within district,Dammam,HR,Internship,PartTime,Active,L1,Sales,1,On Site,Travels often,23.858,0.863,11.416,735.898,0.0,0.2,0.0,9.545,1.734,25.69
Female,Saudi,34,PhD,STEM,Married,Within district,Khobar,HR,Zero Hours,PartTime,Active,L1,Designer,3,Hybrid,Travels rarely,22.157,0.655,18.65,536.132,0.234,0.0,9087.092,4.601,3.246,21.214
Male,Expat_Asia,52,Masters,Business,Unmarried,Within district,Dammam,IT,Internship,FullTime,Active,L1,Manager,4,Hybrid,Travels rarely,40.915,8.644,15.177,584.287,0.107,0.0,3536.301,18.758,4.004,8.999
Female,Saudi,21,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Secretary,3,Hybrid,Travels rarely,40.785,7.935,15.275,689.555,0.0,0.0,0.0,18.318,3.519,16.665
Female,Saudi,49,High School,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,4,Hybrid,Travels rarely,39.505,2.89,18.246,1063.359,0.07,0.0,11801.968,11.26,4.364,34.269
Male,Saudi,31,High School,Social Science,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Manager,3,Hybrid,Travels rarely,40.622,19.475,13.142,685.798,0.156,0.0,8376.894,11.686,3.537,16.583
Male,Saudi,37,High School,Social Science,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels often,38.007,3.878,17.527,681.542,0.024,0.0,562.867,15.29,2.825,17.274
Male,Saudi,29,High School,Business,Unmarried,Within district,Jeddah,HR,Permanent,FullTime,Active,L1,Manager,3,Hybrid,Travels rarely,40.171,2.302,16.81,823.318,0.019,0.0,1274.429,22.785,3.789,20.001
Female,Saudi,57,Masters,Communication,Unmarried,Within district,Buqaiq,HR,Permanent,FullTime,Active,L1,Secretary,3,On Site,Travels rarely,39.331,3.453,14.442,622.488,0.13,0.06,2117.043,17.273,3.779,14.881
Male,Saudi,28,PhD,Business,Unmarried,Within district,Dammam,Finance,Fixed Term,FullTime,Active,L1,Sales,4,On Site,Travels rarely,39.775,5.467,16.709,613.848,0.0,0.008,0.0,13.104,3.367,18.232
Female,Saudi,28,High School,STEM,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.955,5.317,16.575,749.983,0.0,0.0,0.0,15.877,4.127,16.907
Female,Saudi,42,High School,Humanities,Married,Within district,Khobar,HR,Permanent,PartTime,Active,L1,Designer,3,On Site,Travels rarely,21.735,2.414,13.41,443.156,0.119,0.0,1565.724,15.893,3.533,30.641
Female,Saudi,47,High School,Communication,Unmarried,Within district,Dammam,Finance,Zero Hours,FullTime,Active,L1,Designer,4,On Site,Travels rarely,39.513,6.703,9.821,274.488,0.0,0.142,0.0,17.563,2.702,30.544
Female,Saudi,50,High School,STEM,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Sales,3,Hybrid,Travels rarely,39.473,4.623,17.041,528.762,0.092,0.108,2443.296,9.144,3.828,18.951
Male,Saudi,45,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Sales,3,Hybrid,Travels rarely,13.941,2.653,16.536,134.577,0.0,0.2,0.0,32.224,2.328,10.299
Male,Saudi,36,High School,Humanities,Unmarried,Within district,Dammam,HR,Zero Hours,FullTime,Non-Active,L1,Media,3,On Site,Travels rarely,40.728,5.424,13.692,600.436,0.0,0.152,0.0,9.234,5.0,23.522
Male,Saudi,18,High School,Communication,Married,Within district,Dammam,IT,Permanent,PartTime,Active,L1,Designer,3,On Site,Travels rarely,17.431,1.978,12.208,347.251,0.0,0.169,0.0,12.328,3.262,15.398
Male,Saudi,28,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,2,On Site,Travels rarely,39.879,3.735,15.2,596.821,0.05,0.0,1575.854,28.08,2.938,26.698
Male,Saudi,41,High School,Social Science,Married,Within district,Dammam,Finance,Permanent,PartTime,Active,L3,Designer,4,On Site,Travels rarely,16.652,0.039,21.941,794.476,0.141,0.0,5554.255,25.994,3.299,8.837
Male,Saudi,30,High School,Social Science,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,Hybrid,Travels rarely,40.699,0.0,11.49,275.565,0.028,0.159,320.374,9.134,2.728,31.065
Male,Saudi,19,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2,On Site,Travels rarely,40.055,0.0,14.32,1107.045,0.065,0.132,1926.399,12.24,3.443,13.059
Male,Saudi,18,High School,Humanities,Married,Within district,Dammam,IT,Fixed Term,FullTime,Active,L1,Sales,3,Hybrid,Travels rarely,40.75,4.755,10.544,1102.944,0.165,0.041,12642.358,18.605,4.356,18.178
Female,Saudi,39,High School,Social Science,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,3,On Site,Travels rarely,39.593,0.151,16.273,788.881,0.256,0.0,11765.82,20.502,3.211,16.176
Male,Expat_US,30,High School,Communication,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,3,On Site,Travels rarely,39.94,5.269,10.3,392.739,0.036,0.0,602.729,30.119,4.093,14.122
Male,Saudi,33,Bachelors,Humanities,Unmarried,Within district,Dammam,Finance,Permanent,PartTime,Active,L1,Manager,3,Hybrid,Travels rarely,20.334,0.0,9.869,124.236,0.1,0.0,564.551,12.183,3.354,21.744
Female,Saudi,54,Bachelors,Social Science,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,3,Remote,Travels often,20.465,4.122,14.142,262.654,0.0,0.0,0.0,14.474,3.931,20.049
Male,Saudi,22,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,Hybrid,Travels rarely,41.189,0.654,9.235,709.44,0.0,0.141,0.0,7.815,3.098,20.728
Female,Saudi,43,High School,Social Science,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,4,Hybrid,Travels rarely,39.305,4.973,16.216,687.34,0.0,0.031,0.0,18.525,4.372,23.197
Female,Saudi,29,Masters,Social Science,Unmarried,Within district,Dammam,HR,Zero Hours,FullTime,Active,L1,Manager,3,Hybrid,Travels rarely,38.061,0.0,11.404,306.211,0.078,0.087,818.145,11.291,3.404,22.312
Female,Saudi,29,High School,Social Science,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Manager,2,On Site,Travels rarely,17.981,0.178,16.405,247.622,0.025,0.0,225.768,7.822,2.961,22.666
Female,Saudi,18,High School,STEM,Unmarried,Within district,Buqaiq,HR,Internship,PartTime,Active,L1,Sales,4,On Site,Travels rarely,15.614,2.789,12.617,190.283,0.0,0.048,0.0,24.582,2.769,15.832
Female,Saudi,34,High School,Business,Married,Within district,Alhasa,Finance,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,38.262,0.0,14.635,915.559,0.102,0.2,3795.957,12.13,4.598,25.866
Male,Saudi,33,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,3,Hybrid,Travels rarely,40.484,4.666,11.049,322.847,0.171,0.0,2850.351,4.626,3.185,10.824
Female,Saudi,41,High School,STEM,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Media,3,Hybrid,Travels rarely,38.725,4.271,18.587,790.717,0.0,0.0,0.0,16.52,3.549,7.989
Male,Saudi,55,Bachelors,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Non-Active,L1,Designer,3,On Site,Travels rarely,40.512,8.036,14.378,953.293,0.206,0.2,18616.847,13.132,2.653,22.48
Female,Saudi,53,High School,Social Science,Unmarried,Other district,Dammam,Finance,Permanent,FullTime,Active,L1,Media,2,Hybrid,Travels rarely,38.632,2.888,16.231,800.394,0.153,0.047,2808.909,14.408,2.882,11.106
Male,Saudi,41,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Manager,3,On Site,Travels rarely,40.101,0.0,25.023,1428.154,0.0,0.2,0.0,24.127,2.74,25.321
Male,Saudi,35,High School,STEM,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,3,Hybrid,Travels rarely,39.52,9.686,18.418,828.601,0.065,0.0,1720.166,26.497,3.835,20.378
Male,Saudi,34,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,4,On Site,Travels rarely,41.244,1.676,16.622,1355.219,0.048,0.0,1950.265,14.52,2.294,6.761
