gender,nationality,age,education_level,education_field,marital_status,family_residence,region,department,contract_type,employment_type,employee_status,job_level,job_title,performance_rating,remote_status,business_trips,hours_worked,overtime_hours,hourly_rate,weekly_earnings,bonus,percent_salary_hike,annual_bonus,tenure_years,work-life_balance,distance_from_home
Male,Saudi,40,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,Remote,Travels rarely,19.702,2.133,14.128,364.829,0.236,0.0,4255.35,12.371,5.0,23.805
Male,Saudi,65,Bachelors,Business,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,3,Hybrid,Travels often,41.883,4.365,13.404,457.342,0.019,0.0,678.251,13.169,2.66,19.845
Male,Saudi,55,High School,Business,Unmarried,Within district,Khobar,Management,Internship,FullTime,Active,L1,Designer,3,On Site,Travels rarely,40.404,7.715,13.069,628.147,0.156,0.068,5459.792,17.387,3.788,16.214
Male,Saudi,68,Bachelors,Humanities,Unmarried,Within district,Dammam,HR,Zero Hours,FullTime,Non-Active,L1,Manager,4,On Site,Travels rarely,40.235,7.915,10.485,498.545,0.0,0.168,0.0,17.453,3.903,16.758
Male,Saudi,26,Bachelors,Business,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Secretary,3,On Site,Travels rarely,40.4,5.74,12.969,359.704,0.0,0.021,0.0,9.012,2.882,23.798
Male,Saudi,29,High School,Humanities,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L2,Media,3,On Site,Travels often,38.903,0.09,15.845,625.271,0.4,0.041,5307.298,13.777,4.193,21.828
Male,Expat_Arab,43,High School,Humanities,Married,Other district,Dammam,HR,Permanent,PartTime,Active,L2,Manager,3,On Site,Travels rarely,23.417,1.587,18.426,468.187,0.0,0.0,0.0,17.037,3.967,22.414
Female,Expat_Asia,46,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L1,Media,3,On Site,Travels often,13.129,0.355,14.29,133.39,0.06,0.092,528.621,29.24,2.298,29.304
Male,Saudi,43,High School,Social Science,Married,Within district,Buqaiq,HR,Permanent,PartTime,Active,L2,Designer,4,On Site,Travels rarely,22.729,0.12,22.296,920.21,0.122,0.2,6948.461,13.492,3.391,27.491
Male,Saudi,26,High School,Humanities,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,2,Hybrid,Travels rarely,39.517,4.164,11.568,532.077,0.137,0.0,1729.679,8.19,3.826,19.36
Male,Expat_Asia,48,Bachelors,Communication,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Non-Active,L1,Manager,3,Hybrid,Travels rarely,40.507,8.342,12.159,652.843,0.0,0.148,0.0,11.581,3.82,10.756
Male,Saudi,29,High School,Social Science,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Designer,5,Hybrid,Travels rarely,40.96,8.983,17.305,944.111,0.308,0.081,7512.736,11.407,3.408,15.758
Male,Saudi,35,High School,Communication,Married,Other district,Dammam,HR,Fixed Term,PartTime,Active,L1,Designer,3,On Site,Travels rarely,21.824,0.002,9.684,195.565,0.236,0.0,4558.929,23.675,3.573,22.745
Female,Saudi,29,Bachelors,Social Science,Unmarried,Within district,Dammam,HR,Zero Hours,FullTime,Active,L1,Media,2,On Site,Travels rarely,40.246,0.0,15.042,407.896,0.0,0.047,0.0,7.855,4.179,29.429
Male,Saudi,37,High School,Humanities,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,4,On Site,Travels often,40.36,3.489,9.708,289.781,0.106,0.0,1563.86,13.269,2.991,18.297
Male,Saudi,37,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,3,Remote,Travels often,41.303,6.418,14.393,668.003,0.0,0.2,0.0,9.898,3.369,33.208
Female,Expat_Europe,18,Bachelors,Business,Unmarried,Within district,Khobar,HR,Permanent,PartTime,Active,L1,Secretary,3,On Site,Travels rarely,17.889,3.526,13.243,359.435,0.0,0.001,0.0,5.262,3.196,23.19
Male,Saudi,48,High School,Business,Unmarried,Other district,Dammam,HR,Zero Hours,PartTime,Active,L3,Manager,3,On Site,Travels often,16.93,0.045,25.683,561.77,0.0,0.074,0.0,14.441,3.49,20.67
Male,Expat_Arab,55,Bachelors,Communication,Unmarried,Within district,Buqaiq,HR,Permanent,FullTime,Active,L1,Analyst,3,Hybrid,Travels rarely,40.106,1.552,15.393,845.124,0.039,0.0,1353.623,4.967,3.363,8.682
Male,Saudi,58,High School,Business,Unmarried,Within district,Jeddah,HR,Fixed Term,FullTime,Active,L1,Media,3,Hybrid,Travels often,40.991,3.572,15.32,766.987,0.047,0.109,2164.981,11.102,4.345,26.763
Male,Expat_Asia,18,High School,Humanities,Unmarried,Within district,Dammam,Finance,Fixed Term,FullTime,Active,L1,Designer,3,On Site,Travels rarely,39.991,9.269,12.513,324.532,0.264,0.2,5788.272,10.366,3.6,10.368
Male,Saudi,44,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Analyst,3,On Site,Travels rarely,40.099,3.686,17.775,720.275,0.327,0.067,21271.098,16.899,1.393,21.72
Female,Expat_Europe,36,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,5,On Site,Travels rarely,39.242,3.665,15.201,908.138,0.269,0.091,7544.223,7.845,3.171,26.921
Male,Saudi,33,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,39.002,0.91,9.833,244.803,0.0,0.079,0.0,6.105,2.463,13.516
Male,Expat_Asia,30,Bachelors,Humanities,Married,Within district,Alhasa,HR,Permanent,FullTime,Active,L1,Media,3,Hybrid,Travels rarely,39.885,11.467,13.438,623.688,0.0,0.2,0.0,9.997,3.167,15.507
Male,Saudi,41,High School,Business,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L3,Media,3,On Site,Travels often,40.049,0.621,26.29,2518.695,0.021,0.0,6312.028,26.863,2.689,28.381
Male,Saudi,37,High School,STEM,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,5,Hybrid,Travels rarely,39.701,2.542,18.882,1023.228,0.131,0.0,8116.554,7.443,1.932,17.013
Male,Expat_Arab,29,High School,Social Science,Married,Other district,Dammam,Finance,Permanent,FullTime,Active,L1,Designer,4,Hybrid,Travels rarely,38.662,1.569,16.713,919.184,0.0,0.0,0.0,10.386,1.573,15.431
Male,Expat_Arab,21,Bachelors,Communication,Unmarried,Within district,Khobar,Customer Support,Permanent,PartTime,Active,L1,Designer,3,Hybrid,Travels often,16.613,0.086,17.424,433.587,0.0,0.2,0.0,13.182,3.741,14.52
Male,Saudi,26,High School,Business,Married,Within district,Dammam,Finance,Internship,FullTime,Active,L2,Media,1,Hybrid,Travels rarely,40.307,0.023,20.116,1117.403,0.0,0.2,0.0,17.871,3.699,36.367
Male,Expat_Arab,33,Bachelors,Social Science,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,4,On Site,Travels rarely,39.241,2.071,18.222,997.511,0.038,0.0,2132.084,11.151,4.447,19.856
Male,Expat_Asia,43,High School,Social Science,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Sales,3,Hybrid,Travels rarely,40.099,0.0,16.489,853.803,0.0,0.2,0.0,24.567,4.241,18.152
Male,Saudi,41,High School,Humanities,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,4,Hybrid,Travels rarely,41.875,1.761,14.733,648.217,0.0,0.13,0.0,30.273,2.376,10.163
Male,Saudi,25,High School,Social Science,Married,Within district,Dammam,Finance,Permanent,PartTime,Active,L1,Designer,5,On Site,Travels rarely,23.656,5.086,14.793,257.54,0.375,0.132,7484.029,8.443,3.588,19.4
Female,Expat_Arab,19,High School,Business,Married,Within district,Riyadh,HR,Permanent,FullTime,Active,L2,Media,4,On Site,Travels often,39.229,10.629,15.883,353.68,0.392,0.047,3160.872,17.876,3.473,22.147
Male,Saudi,42,High School,Social Science,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,3,On Site,Travels rarely,40.161,1.949,26.042,2058.284,0.159,0.025,27186.752,16.926,4.568,19.245
Female,Saudi,23,Masters,Business,Married,Within district,Khobar,Finance,Permanent,FullTime,Active,L1,Sales,4,Hybrid,Travels often,38.607,4.566,20.232,744.405,0.4,0.2,20913.102,20.038,2.705,15.545
Male,Saudi,34,High School,STEM,Unmarried,Within district,Dammam,HR,Fixed Term,PartTime,Active,L1,Manager,4,Hybrid,Travels rarely,17.949,2.71,16.553,392.689,0.142,0.193,3675.269,12.172,3.397,36.329
Male,Saudi,22,High School,STEM,Married,Other district,Dammam,Finance,Permanent,FullTime,Active,L1,Media,2,On Site,Travels rarely,41.794,3.512,18.478,856.056,0.0,0.0,0.0,10.016,3.986,17.126
Male,Saudi,44,Bachelors,Humanities,Married,Within district,Jeddah,HR,Internship,FullTime,Active,L1,Secretary,3,Hybrid,Travels rarely,42.163,2.0,11.796,299.568,0.009,0.0,137.053,16.591,4.79,28.239
Female,Saudi,43,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Sales,3,Hybrid,Travels rarely,18.324,2.871,10.43,154.616,0.137,0.0,467.234,14.641,3.326,22.82
Male,Saudi,51,Bachelors,Communication,Married,Within district,Jubail,HR,Permanent,FullTime,Active,L1,Sales,3,On Site,Travels rarely,40.109,6.638,16.136,439.032,0.0,0.0,0.0,12.726,3.89,18.283
Male,Saudi,37,High School,STEM,Married,Within district,Dammam,Accounting,Internship,FullTime,Active,L2,Manager,3,Hybrid,Travels rarely,41.057,12.15,23.768,1255.891,0.386,0.0,29628.577,20.671,4.56,24.654
Female,Saudi,47,High School,Business,Married,Within district,Dammam,HR,Fixed Term,PartTime,Active,L5,Manager,4,On Site,Travels rarely,22.658,1.287,45.196,4650.059,0.0,0.2,0.0,11.286,4.152,14.997
Male,Expat_Arab,56,High School,Social Science,Married,Within district,Dammam,Customer Support,Permanent,FullTime,Active,L1,Secretary,5,On Site,Travels often,38.864,5.809,14.164,606.266,0.048,0.2,1286.543,25.974,2.868,14.149
Male,Saudi,60,High School,Business,Unmarried,Within district,Khobar,IT,Permanent,PartTime,Active,L1,Designer,4,Hybrid,Travels rarely,19.822,3.201,16.041,490.274,0.02,0.0,496.803,10.869,2.912,10.487
Male,Saudi,46,High School,Humanities,Married,Other district,Dammam,HR,Permanent,PartTime,Active,L4,Media,3,On Site,Travels rarely,12.826,0.462,40.555,1315.606,0.0,0.044,0.0,16.196,3.739,36.704
Male,Saudi,25,Masters,Business,Married,Within district,Khobar,HR,Permanent,PartTime,Active,L1,Media,3,Hybrid,Travels rarely,23.941,0.75,19.052,381.209,0.177,0.0,3330.836,9.022,3.404,20.698
Female,Saudi,52,High School,Communication,Unmarried,Other district,Dammam,HR,Permanent,PartTime,Active,L3,Analyst,3,On Site,Travels often,18.015,1.623,21.074,410.328,0.133,0.054,2767.691,18.666,4.388,27.073
Female,Saudi,40,High School,STEM,Unmarried,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Secretary,4,Hybrid,Travels rarely,41.018,2.08,15.507,1727.417,0.117,0.107,10515.479,23.159,3.135,10.597
Male,Expat_Asia,24,High School,Humanities,Married,Within district,Dammam,HR,Internship,FullTime,Active,L2,Manager,4,On Site,Travels rarely,38.395,3.048,12.981,367.901,0.282,0.056,13926.73,19.183,4.348,16.684
Male,Expat_Arab,45,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Manager,3,On Site,Travels rarely,38.012,7.235,17.199,619.256,0.192,0.141,14132.227,12.457,3.824,17.375
Female,Saudi,46,Bachelors,Social Science,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,39.314,1.769,17.551,763.212,0.1,0.2,2138.873,9.098,4.182,11.149
Female,Saudi,35,High School,Humanities,Unmarried,Other district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,Hybrid,Travels rarely,18.969,0.287,7.87,155.611,0.122,0.2,480.258,17.357,3.904,14.356
Male,Saudi,28,High School,Business,Married,Within district,Khobar,HR,Zero Hours,FullTime,Active,L1,Analyst,3,On Site,Travels rarely,38.315,0.0,18.527,1325.81,0.0,0.194,0.0,11.75,4.66,22.737
Female,Expat_Arab,23,High School,Communication,Married,Within district,Khobar,Accounting,Internship,FullTime,Active,L1,Media,3,On Site,Travels often,39.979,9.2,15.911,698.115,0.0,0.129,0.0,16.697,4.111,17.65
Male,Saudi,32,High School,Social Science,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L2,Designer,3,Hybrid,Travels rarely,40.145,2.31,20.316,861.017,0.126,0.143,5930.78,7.692,3.286,22.828
Male,Saudi,53,High School,Business,Married,Within district,Khobar,HR,Internship,FullTime,Active,L1,Sales,4,On Site,Travels rarely,39.69,3.567,15.474,702.082,0.033,0.028,1748.716,15.867,2.488,18.335
Male,Saudi,18,High School,Social Science,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L4,Sales,5,Hybrid,Travels rarely,20.648,0.0,37.896,2547.539,0.4,0.142,75065.502,20.11,5.0,33.923
Male,Expat_Arab,21,Bachelors,Social Science,Married,Within district,Dammam,Finance,Permanent,PartTime,Active,L1,Manager,2,On Site,Travels rarely,20.21,3.625,16.046,240.153,0.17,0.0,1549.188,8.464,3.341,14.842
Male,Saudi,44,Bachelors,Communication,Unmarried,Other district,Dammam,IT,Internship,PartTime,Active,L1,Sales,1,On Site,Travels rarely,24.117,3.655,14.683,286.297,0.0,0.0,0.0,13.493,2.62,20.889
Male,Saudi,25,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Non-Active,L1,Analyst,3,Hybrid,Travels rarely,23.108,0.064,18.66,306.439,0.113,0.2,2435.611,20.293,4.284,19.35
Male,Saudi,54,High School,Humanities,Married,Within district,Khobar,HR,Internship,FullTime,Active,L1,Analyst,2,Remote,Travels rarely,36.997,6.707,13.543,442.705,0.0,0.0,0.0,14.31,2.692,18.477
Female,Saudi,45,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Sales,5,Hybrid,Travels rarely,20.739,0.0,17.55,567.923,0.233,0.0,10974.747,10.998,4.078,17.181
Male,Saudi,46,High School,Social Science,Unmarried,Within district,Khobar,HR,Permanent,FullTime,Active,L1,Media,5,Remote,Travels rarely,39.825,10.351,13.458,1003.71,0.169,0.049,7753.804,19.248,4.428,24.521
Male,Saudi,31,High School,Communication,Unmarried,Other district,Dammam,HR,Permanent,PartTime,Active,L1,Sales,4,On Site,Travels rarely,20.024,1.181,13.465,251.744,0.0,0.0,0.0,18.789,5.0,21.221
Female,Saudi,47,High School,STEM,Married,Within district,Khobar,Finance,Internship,FullTime,Active,L1,Sales,4,Remote,Travels rarely,41.295,8.358,18.123,1047.813,0.069,0.157,3328.155,14.618,3.627,17.937
Male,Saudi,64,High School,Communication,Married,Within district,Khobar,HR,Internship,FullTime,Active,L3,Manager,4,Hybrid,Travels rarely,38.843,6.666,24.407,2410.058,0.0,0.065,0.0,14.415,3.534,21.468
Male,Saudi,46,High School,Social Science,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Designer,3,On Site,Travels rarely,40.522,0.167,14.809,300.914,0.0,0.048,0.0,13.647,4.124,12.941
Male,Saudi,21,High School,Humanities,Married,Within district,Khobar,HR,Permanent,PartTime,Active,L1,Sales,2,Remote,Travels rarely,16.125,4.141,10.639,207.467,0.221,0.009,1728.133,8.774,4.387,25.148
Male,Saudi,47,High School,Social Science,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,22.412,0.0,13.819,459.582,0.197,0.0,3501.732,8.1,2.032,15.133
Female,Expat_Asia,39,High School,Business,Married,Within district,Dammam,HR,Internship,PartTime,Active,L1,Sales,4,Remote,Travels rarely,21.745,0.269,15.904,310.604,0.33,0.2,2866.556,24.034,2.258,22.897
Male,Saudi,30,PhD,Social Science,Married,Other district,Jubail,HR,Permanent,PartTime,Active,L1,Media,2,On Site,Travels often,17.827,0.051,20.081,473.693,0.12,0.0,3202.059,17.749,3.729,18.443
Male,Saudi,50,High School,Communication,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,3,Hybrid,Travels rarely,38.197,3.901,16.739,448.028,0.4,0.0,7033.506,15.582,4.643,16.778
Female,Saudi,38,High School,STEM,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Analyst,2,Hybrid,Travels often,21.758,2.029,17.976,505.524,0.0,0.2,0.0,11.348,2.688,28.98
Male,Saudi,38,High School,Communication,Married,Within district,Khobar,HR,Permanent,FullTime,Active,L2,Analyst,3,On Site,Travels rarely,39.16,0.0,16.982,843.288,0.295,0.0,10315.072,9.755,2.815,33.753
Male,Saudi,44,High School,STEM,Unmarried,Within district,Riyadh,HR,Permanent,PartTime,Active,L1,Manager,3,Hybrid,Travels rarely,23.985,1.505,16.479,494.422,0.117,0.0,3318.348,9.506,3.209,22.353
Female,Expat_Asia,35,PhD,Humanities,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L2,Manager,5,On Site,Travels often,38.419,5.914,10.972,453.436,0.0,0.2,0.0,12.636,4.256,17.539
Male,Expat_Arab,19,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Non-Active,L1,Sales,1,On Site,Travels rarely,41.755,2.621,11.358,304.401,0.0,0.014,0.0,15.006,4.282,19.027
Male,Expat_Arab,46,High School,Social Science,Married,Within district,Jeddah,HR,Internship,PartTime,Active,L1,Manager,2,Hybrid,Travels rarely,20.62,3.478,17.37,464.937,0.298,0.072,6783.55,8.736,3.965,17.611
Male,Saudi,23,Masters,Communication,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L5,Analyst,3,Remote,Travels often,39.557,0.0,44.371,7399.975,0.117,0.0,341983.539,16.652,3.112,15.691
Female,Saudi,46,High School,Business,Unmarried,Within district,Dammam,IT,Permanent,FullTime,Active,L2,Designer,2,On Site,Travels rarely,40.757,0.0,18.99,938.664,0.268,0.0,5099.197,24.061,2.483,16.357
Male,Saudi,18,High School,Communication,Married,Within district,Khobar,HR,Internship,PartTime,Active,L1,Designer,3,Hybrid,Travels rarely,22.306,0.426,13.713,546.927,0.0,0.2,0.0,11.341,3.884,31.098
Male,Saudi,44,High School,STEM,Married,Within district,Dammam,HR,Internship,PartTime,Active,L4,Sales,3,Hybrid,Travels rarely,16.334,1.569,30.094,1013.479,0.225,0.2,9681.969,18.434,4.687,16.375
Male,Expat_Arab,52,Bachelors,STEM,Married,Within district,Alhasa,Sales,Permanent,FullTime,Active,L1,Manager,2,On Site,Travels rarely,37.647,6.309,12.974,442.327,0.085,0.148,2100.596,10.777,3.616,17.483
Male,Saudi,42,High School,STEM,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Designer,2,Hybrid,Travels rarely,38.517,5.251,14.302,380.841,0.0,0.0,0.0,10.993,2.715,12.539
Male,Saudi,29,High School,Humanities,Married,Within district,Dammam,HR,Internship,FullTime,Active,L3,Sales,1,Hybrid,Travels often,39.113,1.099,22.766,1087.091,0.0,0.0,0.0,19.731,3.246,17.545
Female,Saudi,45,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2,On Site,Travels rarely,39.232,1.321,14.862,760.218,0.258,0.064,7731.391,12.106,3.826,16.728
Male,Saudi,32,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Designer,3,On Site,Travels rarely,40.209,2.867,30.244,1769.816,0.099,0.0,10461.372,6.324,2.959,16.633
Male,Saudi,52,High School,Business,Married,Other district,Dammam,Finance,Permanent,PartTime,Active,L1,Manager,3,Remote,Travels rarely,21.775,0.186,13.033,295.43,0.0,0.0,0.0,15.594,3.777,21.22
Male,Saudi,22,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,Hybrid,Travels rarely,39.559,7.561,14.367,340.335,0.12,0.072,3148.56,8.778,3.281,17.091
Male,Expat_Arab,31,Bachelors,Humanities,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,2,On Site,Travels rarely,40.08,0.09,13.869,783.423,0.0,0.0,0.0,11.05,5.0,15.44
Female,Expat_Asia,18,High School,Communication,Married,Within district,Dammam,HR,Internship,FullTime,Active,L2,Media,3,On Site,Travels often,39.635,9.407,19.092,1134.272,0.016,0.0,1120.959,10.384,4.215,12.454
Male,Saudi,53,High School,Business,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,3,Hybrid,Travels often,40.734,4.969,17.95,644.253,0.055,0.066,1093.024,15.752,2.977,21.253
Female,Saudi,50,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,Remote,Travels rarely,39.327,0.093,18.813,567.77,0.166,0.0,4394.81,12.778,2.582,33.737
Male,Expat_Arab,26,High School,STEM,Unmarried,Within district,Buqaiq,HR,Zero Hours,FullTime,Active,L1,Designer,4,Hybrid,Travels rarely,39.14,6.388,20.353,1359.128,0.286,0.165,20405.708,15.813,4.664,13.421
Male,Saudi,39,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,3,On Site,Travels rarely,39.946,2.259,14.535,614.295,0.0,0.0,0.0,34.075,3.5,21.852
Male,Saudi,46,High School,Humanities,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,2,Hybrid,Travels often,39.508,0.062,11.763,632.501,0.094,0.0,1674.678,11.399,3.601,18.923
Female,Saudi,47,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,39.868,1.673,17.759,1460.174,0.0,0.056,0.0,21.508,3.674,17.724
Male,Expat_Asia,21,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels rarely,39.18,2.833,15.454,597.243,0.0,0.2,0.0,19.997,3.943,23.379
Male,Saudi,21,Bachelors,Humanities,Married,Within district,Khobar,HR,Fixed Term,FullTime,Active,L1,Designer,4,Hybrid,Travels rarely,40.525,3.062,10.82,625.319,0.248,0.0,5593.315,7.263,3.919,10.013
Male,Saudi,66,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Manager,3,Hybrid,Travels rarely,39.487,4.877,25.22,1687.03,0.133,0.0,9894.537,20.841,4.324,19.685
Male,Saudi,58,High School,Business,Married,Other district,Dammam,HR,Fixed Term,FullTime,Active,L3,Sales,2,Hybrid,Travels often,38.986,6.582,30.571,1871.109,0.0,0.06,0.0,7.41,2.529,26.179
Male,Saudi,40,High School,Humanities,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Designer,4,On Site,Travels rarely,40.315,0.075,9.249,246.253,0.4,0.178,6578.224,7.73,3.756,14.638
Male,Saudi,40,High School,Social Science,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,2,On Site,Travels often,20.174,0.347,13.298,179.186,0.066,0.2,404.235,18.977,3.506,19.187
Female,Saudi,34,Masters,Communication,Unmarried,Within district,Dammam,IT,Permanent,PartTime,Active,L1,Sales,5,On Site,Travels rarely,24.169,0.208,8.496,193.984,0.343,0.087,3834.948,10.01,3.36,19.605
Male,Saudi,57,High School,STEM,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L2,Secretary,3,Hybrid,Travels often,38.885,6.204,26.512,959.621,0.078,0.108,5661.45,15.606,4.157,33.16
Male,Expat_Arab,21,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,39.653,0.0,17.697,786.609,0.093,0.0,3411.384,18.183,3.882,24.211
Male,Saudi,52,Bachelors,Humanities,Unmarried,Within district,Alhasa,Finance,Fixed Term,FullTime,Active,L1,Sales,3,On Site,Travels rarely,39.545,0.196,14.085,1116.29,0.201,0.127,27998.863,18.055,3.293,24.907
Male,Saudi,18,High School,Communication,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Analyst,3,Hybrid,Travels rarely,40.627,2.278,13.69,721.293,0.054,0.0,1519.987,17.187,3.231,18.568
Female,Saudi,31,High School,Communication,Married,Within district,Khobar,HR,Fixed Term,FullTime,Active,L1,Manager,4,Hybrid,Travels rarely,41.074,1.221,11.202,443.931,0.001,0.038,7.926,10.661,3.426,24.549
Male,Expat_Arab,58,High School,Humanities,Married,Other district,Khobar,Management,Permanent,FullTime,Active,L1,Media,3,On Site,Travels often,40.139,10.283,17.511,820.517,0.126,0.0,5083.948,14.451,3.933,18.831
Female,Saudi,46,High School,STEM,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels often,40.316,1.337,15.831,459.798,0.132,0.0,1045.996,10.404,3.481,21.699
Female,Expat_Arab,40,High School,STEM,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Designer,4,On Site,Travels rarely,41.223,5.378,17.608,1001.601,0.053,0.012,4365.128,14.059,2.407,18.077
Male,Saudi,52,High School,Social Science,Married,Within district,Jubail,HR,Permanent,PartTime,Active,L1,Designer,3,On Site,Travels rarely,27.979,1.249,13.681,420.893,0.211,0.125,6106.463,5.085,1.513,20.856
Male,Saudi,18,Bachelors,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L2,Designer,3,On Site,Travels rarely,19.934,0.0,20.105,383.206,0.0,0.18,0.0,12.638,5.0,25.404
Female,Saudi,59,High School,Social Science,Married,Other district,Khobar,HR,Permanent,FullTime,Active,L1,Media,3,Hybrid,Travels rarely,40.943,5.275,19.43,1032.352,0.0,0.167,0.0,14.002,2.21,15.906
Male,Expat_Asia,27,High School,Business,Unmarried,Other district,Dammam,IT,Zero Hours,FullTime,Active,L1,Media,5,On Site,Travels often,41.25,2.23,17.038,822.845,0.0,0.124,0.0,11.375,3.068,5.136
Male,Saudi,41,High School,Communication,Unmarried,Other district,Dammam,HR,Fixed Term,PartTime,Active,L2,Designer,5,Hybrid,Travels rarely,17.553,0.855,15.563,269.585,0.228,0.2,2923.663,8.501,3.537,13.712
Female,Saudi,55,High School,Communication,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Sales,3,On Site,Travels often,25.702,0.0,13.875,263.998,0.0,0.152,0.0,18.29,2.499,16.635
Male,Saudi,42,High School,Social Science,Unmarried,Within district,Dammam,Customer Support,Permanent,FullTime,Active,L2,Media,3,Hybrid,Travels often,38.786,11.07,19.816,847.491,0.158,0.19,7371.28,7.394,3.915,19.14
Female,Expat_Europe,59,High School,STEM,Unmarried,Within district,Khobar,HR,Permanent,PartTime,Active,L1,Sales,1,On Site,Travels rarely,20.384,3.184,15.406,336.877,0.0,0.0,0.0,9.568,3.138,15.133
Female,Saudi,23,High School,Communication,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L1,Sales,3,On Site,Travels rarely,20.726,2.917,11.818,320.005,0.0,0.152,0.0,6.206,3.873,20.993
Female,Saudi,18,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,3,On Site,Travels often,38.941,0.0,13.169,256.756,0.0,0.185,0.0,27.882,3.986,10.229
Female,Saudi,50,High School,Social Science,Unmarried,Within district,Buqaiq,HR,Permanent,FullTime,Active,L1,Manager,3,Hybrid,Travels rarely,40.502,7.878,14.285,377.421,0.003,0.016,77.644,6.988,4.731,22.856
Male,Saudi,24,Masters,Communication,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Sales,3,On Site,Travels often,23.27,1.448,18.164,646.182,0.009,0.0,207.105,17.599,4.724,29.056
