,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
305,36.0,Yes,Travel_Frequently,935.0,Sales,1.0,3,Marketing,1,4,Female,72.0,3,2,Sales Executive,1,Married,5690.0,17117.0,7,Y,No,12.0,3,4,80,0,11.0,3,3,5.0,2.0,0.0,3.0
306,22.0,No,Travel_Rarely,847.0,Sales,10.0,3,Marketing,1,3,Female,61.0,3,2,Sales Executive,2,Single,8574.0,19031.0,3,Y,Yes,18.0,3,4,80,1,12.0,2,4,14.0,6.0,4.0,8.0
307,32.0,No,Travel_Rarely,841.0,Research & Development,5.0,3,Medical,1,4,Female,54.0,2,3,Sales Executive,2,Married,7480.0,12705.0,3,Y,No,19.0,3,2,80,1,14.0,2,3,9.0,7.0,4.0,8.0
308,46.0,No,Non-Travel,476.0,Sales,21.0,4,Life Sciences,1,1,Male,36.0,3,2,Sales Representative,1,Single,3469.0,13338.0,1,Y,No,14.0,3,4,80,1,16.0,3,3,11.0,8.0,1.0,6.0
309,22.0,No,Travel_Rarely,917.0,Research & Development,17.0,4,Other,1,1,Female,60.0,3,1,Research Scientist,3,Divorced,7696.0,2872.0,0,Y,No,14.0,3,3,80,1,3.0,5,1,3.0,4.0,0.0,3.0
310,24.0,No,Travel_Rarely,978.0,Research & Development,11.0,1,Medical,1,1,Male,97.0,2,1,Research Scientist,3,Married,3549.0,10250.0,1,Y,No,12.0,3,1,80,1,5.0,3,2,6.0,2.0,1.0,3.0
311,49.0,No,Travel_Rarely,848.0,Research & Development,3.0,4,Medical,1,4,Female,61.0,3,2,Healthcare Representative,4,Married,3175.0,13176.0,8,Y,No,14.0,3,4,80,1,12.0,0,4,5.0,2.0,1.0,1.0
312,37.0,No,Travel_Frequently,1480.0,Sales,8.0,3,Life Sciences,1,4,Male,79.0,3,2,Laboratory Technician,3,Married,3421.0,12229.0,7,Y,No,20.0,3,1,80,1,12.0,4,2,1.0,1.0,1.0,0.0
313,37.0,No,Travel_Rarely,1101.0,Research & Development,7.0,3,Medical,1,3,Female,74.0,3,1,Human Resources,1,Divorced,2662.0,6560.0,3,Y,No,14.0,3,4,80,1,4.0,6,3,4.0,2.0,1.0,3.0
314,36.0,No,Travel_Rarely,1123.0,Research & Development,9.0,1,Technical Degree,1,1,Female,34.0,2,3,Manufacturing Director,3,Divorced,9671.0,23876.0,3,Y,No,18.0,4,3,80,0,25.0,2,3,37.0,10.0,8.0,9.0
315,30.0,No,Travel_Frequently,1009.0,Research & Development,20.0,3,Medical,1,1,Female,33.0,3,1,Laboratory Technician,2,Married,2296.0,14155.0,1,Y,No,15.0,3,3,80,1,11.0,5,3,7.0,4.0,2.0,7.0
316,31.0,No,Travel_Frequently,1285.0,Research & Development,15.0,4,Medical,1,3,Female,52.0,3,2,Sales Executive,3,Divorced,3303.0,9250.0,5,Y,No,13.0,4,4,80,0,16.0,2,3,0.0,1.0,1.0,3.0
317,48.0,No,Travel_Frequently,443.0,Human Resources,11.0,4,Human Resources,1,3,Male,51.0,3,2,Sales Executive,4,Single,8089.0,8115.0,0,Y,No,19.0,3,4,80,1,9.0,5,3,14.0,5.0,1.0,8.0
318,34.0,No,Travel_Rarely,439.0,Sales,15.0,4,Marketing,1,4,Male,36.0,3,1,Sales Representative,3,Married,4719.0,19196.0,1,Y,No,13.0,3,3,80,1,6.0,3,3,2.0,3.0,0.0,1.0
319,38.0,No,Travel_Rarely,630.0,Research & Development,1.0,3,Medical,1,3,Male,37.0,2,3,Laboratory Technician,3,Single,9980.0,10418.0,0,Y,No,16.0,3,4,80,1,18.0,5,3,8.0,1.0,0.0,8.0
320,42.0,No,Travel_Rarely,973.0,Research & Development,14.0,2,Medical,1,3,Female,89.0,2,3,Sales Executive,3,Single,12722.0,7370.0,1,Y,Yes,12.0,3,4,80,3,23.0,2,3,2.0,1.0,0.0,2.0
321,43.0,Yes,Travel_Rarely,605.0,Research & Development,5.0,2,Life Sciences,1,2,Male,61.0,2,2,Research Director,3,Married,8160.0,6345.0,1,Y,No,17.0,3,1,80,1,14.0,3,2,20.0,3.0,2.0,10.0
322,26.0,No,Non-Travel,1038.0,Research & Development,23.0,1,Medical,1,3,Female,79.0,3,2,Manufacturing Director,1,Married,6253.0,20853.0,8,Y,No,14.0,3,2,80,0,12.0,2,4,7.0,2.0,1.0,5.0
323,39.0,No,Non-Travel,362.0,Research & Development,5.0,4,Medical,1,2,Male,91.0,3,2,Laboratory Technician,4,Divorced,6336.0,12436.0,2,Y,No,19.0,3,3,80,1,12.0,6,3,7.0,7.0,1.0,7.0
324,22.0,No,Non-Travel,952.0,Sales,20.0,3,Marketing,1,1,Female,50.0,3,1,Sales Executive,1,Married,1880.0,3754.0,4,Y,Yes,15.0,3,3,80,1,2.0,2,3,2.0,7.0,6.0,6.0
325,31.0,Yes,Travel_Rarely,576.0,Sales,10.0,4,Life Sciences,1,2,Male,77.0,3,1,Sales Representative,4,Married,3411.0,13217.0,1,Y,No,17.0,3,2,80,1,24.0,2,3,14.0,2.0,6.0,7.0
326,37.0,No,Travel_Rarely,294.0,Sales,8.0,3,Other,1,4,Male,71.0,3,2,Research Scientist,2,Married,6440.0,14470.0,1,Y,No,12.0,4,4,80,1,11.0,4,2,3.0,6.0,1.0,3.0
327,38.0,No,Travel_Frequently,596.0,Research & Development,7.0,2,Life Sciences,1,1,Male,35.0,2,1,Laboratory Technician,2,Single,5088.0,23263.0,1,Y,No,19.0,3,1,80,1,1.0,2,2,2.0,1.0,1.0,1.0
328,35.0,No,Travel_Rarely,1146.0,Research & Development,14.0,4,Life Sciences,1,2,Male,90.0,3,1,Research Scientist,2,Single,3791.0,23676.0,1,Y,No,17.0,4,1,80,1,6.0,2,2,7.0,1.0,2.0,1.0
329,52.0,No,Travel_Rarely,621.0,Research & Development,4.0,3,Life Sciences,1,4,Female,90.0,2,5,Manager,2,Single,15770.0,22671.0,0,Y,No,13.0,4,4,80,1,33.0,2,3,11.0,8.0,7.0,6.0
330,45.0,No,Non-Travel,630.0,Research & Development,27.0,3,Technical Degree,1,4,Male,74.0,3,1,Research Scientist,1,Married,10359.0,21693.0,2,Y,No,13.0,4,4,80,0,16.0,3,3,7.0,8.0,1.0,8.0
331,34.0,No,Travel_Rarely,996.0,Research & Development,5.0,2,Life Sciences,1,2,Male,63.0,3,1,Sales Executive,1,Married,5346.0,7561.0,3,Y,Yes,15.0,3,2,80,3,19.0,3,2,14.0,14.0,3.0,4.0
332,26.0,Yes,Travel_Rarely,617.0,Research & Development,2.0,2,Other,1,1,Female,46.0,3,2,Healthcare Representative,1,Married,6660.0,6033.0,9,Y,Yes,14.0,3,1,80,1,8.0,1,3,5.0,2.0,2.0,3.0
333,25.0,No,Travel_Rarely,829.0,Sales,19.0,3,Marketing,1,3,Female,92.0,3,1,Sales Representative,4,Married,3360.0,15412.0,1,Y,No,15.0,3,4,80,0,5.0,2,3,2.0,3.0,0.0,1.0
334,47.0,No,Non-Travel,388.0,Sales,11.0,3,Technical Degree,1,3,Male,59.0,2,2,Laboratory Technician,1,Married,1095.0,13481.0,2,Y,No,14.0,3,3,80,3,12.0,0,3,7.0,3.0,0.0,0.0
335,29.0,No,Non-Travel,753.0,Sales,27.0,5,Life Sciences,1,3,Male,76.0,3,2,Sales Executive,2,Married,7809.0,15655.0,1,Y,No,12.0,3,4,80,0,6.0,1,3,4.0,6.0,0.0,4.0
336,47.0,No,Travel_Frequently,976.0,Sales,6.0,1,Technical Degree,1,3,Female,71.0,2,5,Healthcare Representative,1,Married,12084.0,11908.0,3,Y,No,17.0,3,2,80,1,23.0,3,3,5.0,9.0,5.0,2.0
337,30.0,Yes,Travel_Rarely,1261.0,Sales,5.0,4,Medical,1,2,Male,74.0,3,2,Laboratory Technician,2,Married,5116.0,2523.0,1,Y,No,19.0,3,4,80,2,5.0,0,2,6.0,3.0,2.0,3.0
338,29.0,No,Travel_Rarely,571.0,Research & Development,4.0,3,Medical,1,4,Female,90.0,3,2,Manufacturing Director,3,Married,7238.0,17334.0,1,Y,No,14.0,3,1,80,1,16.0,3,2,0.0,2.0,2.0,0.0
339,23.0,No,Travel_Rarely,1169.0,Research & Development,26.0,3,Life Sciences,1,1,Male,77.0,2,2,Research Scientist,4,Divorced,2405.0,10359.0,1,Y,No,13.0,4,4,80,1,2.0,0,3,1.0,3.0,1.0,3.0
340,39.0,No,Travel_Rarely,884.0,Research & Development,4.0,4,Technical Degree,1,3,Female,62.0,2,2,Research Scientist,4,Married,10052.0,18429.0,7,Y,No,12.0,4,2,80,3,21.0,2,2,17.0,1.0,5.0,6.0
341,34.0,Yes,Travel_Rarely,588.0,Research & Development,7.0,5,Medical,1,2,Male,59.0,3,1,Laboratory Technician,1,Married,3549.0,3137.0,1,Y,Yes,12.0,3,1,80,3,7.0,3,3,6.0,3.0,1.0,8.0
342,39.0,No,Travel_Rarely,672.0,Research & Development,23.0,3,Life Sciences,1,4,Male,48.0,2,2,Laboratory Technician,3,Married,2801.0,24256.0,1,Y,No,20.0,3,3,80,1,7.0,2,2,4.0,11.0,8.0,5.0
343,33.0,No,Travel_Rarely,804.0,Research & Development,6.0,3,Life Sciences,1,4,Female,49.0,3,1,Manufacturing Director,3,Married,3134.0,9389.0,1,Y,No,17.0,3,1,80,1,2.0,2,3,4.0,5.0,1.0,4.0
344,46.0,No,Travel_Frequently,850.0,Research & Development,27.0,2,Life Sciences,1,1,Male,38.0,3,2,Sales Executive,4,Divorced,3811.0,12470.0,1,Y,No,18.0,3,4,80,0,7.0,2,3,9.0,3.0,1.0,2.0
345,27.0,No,Travel_Rarely,1056.0,Research & Development,19.0,3,Technical Degree,1,2,Male,32.0,2,4,Manufacturing Director,4,Divorced,4326.0,17428.0,5,Y,No,12.0,3,4,80,1,15.0,2,3,13.0,2.0,1.0,4.0
346,19.0,No,Travel_Frequently,836.0,Sales,24.0,3,Technical Degree,1,3,Female,75.0,2,1,Sales Representative,3,Single,1901.0,21788.0,1,Y,No,20.0,3,3,80,0,1.0,2,4,1.0,0.0,0.0,0.0
347,30.0,No,Travel_Frequently,611.0,Research & Development,2.0,3,Medical,1,4,Female,31.0,3,2,Research Scientist,2,Single,10790.0,15978.0,0,Y,No,19.0,3,3,80,1,7.0,2,3,3.0,0.0,2.0,5.0
348,51.0,No,Travel_Rarely,1341.0,Sales,10.0,3,Life Sciences,1,1,Male,56.0,3,4,Sales Executive,2,Single,16162.0,11044.0,2,Y,No,12.0,3,1,80,1,27.0,2,3,3.0,5.0,3.0,1.0
349,36.0,No,Travel_Rarely,1275.0,Research & Development,18.0,5,Medical,1,3,Male,69.0,2,2,Healthcare Representative,1,Single,6040.0,18547.0,1,Y,Yes,16.0,3,2,80,0,9.0,2,2,2.0,12.0,3.0,4.0
350,50.0,No,Travel_Rarely,184.0,Research & Development,8.0,4,Life Sciences,1,4,Female,85.0,2,2,Sales Executive,3,Divorced,5157.0,20957.0,1,Y,Yes,13.0,3,4,80,0,11.0,4,3,13.0,2.0,3.0,6.0
351,30.0,No,Travel_Frequently,303.0,Research & Development,11.0,4,Medical,1,1,Male,68.0,4,2,Laboratory Technician,3,Married,4077.0,13272.0,1,Y,Yes,14.0,3,3,80,1,5.0,3,3,6.0,2.0,0.0,0.0
352,40.0,No,Travel_Rarely,949.0,Human Resources,5.0,2,Technical Degree,1,1,Female,66.0,4,2,Human Resources,4,Single,2704.0,13750.0,0,Y,Yes,13.0,3,3,80,0,4.0,3,4,12.0,4.0,0.0,4.0
353,30.0,No,Non-Travel,801.0,Research & Development,2.0,3,Life Sciences,1,4,Female,80.0,3,3,Laboratory Technician,3,Single,6412.0,17285.0,2,Y,No,15.0,3,1,80,1,16.0,4,4,1.0,1.0,2.0,0.0
354,31.0,Yes,Travel_Rarely,1056.0,Sales,8.0,3,Medical,1,4,Male,60.0,3,2,Laboratory Technician,4,Single,12192.0,13215.0,1,Y,No,14.0,3,1,80,3,19.0,3,3,5.0,4.0,5.0,6.0
355,47.0,Yes,Non-Travel,815.0,Research & Development,8.0,2,Life Sciences,1,4,Female,63.0,4,2,Healthcare Representative,4,Divorced,4521.0,20345.0,2,Y,No,17.0,3,4,80,1,20.0,3,3,0.0,0.0,1.0,2.0
356,26.0,No,Travel_Rarely,975.0,Research & Development,26.0,3,Life Sciences,1,4,Female,70.0,2,1,Laboratory Technician,2,Single,2073.0,11623.0,1,Y,Yes,16.0,3,4,80,0,9.0,2,3,7.0,0.0,0.0,3.0
357,30.0,Yes,Travel_Frequently,697.0,Research & Development,13.0,3,Marketing,1,4,Male,52.0,3,4,Manager,3,Married,17810.0,9970.0,9,Y,No,13.0,3,3,80,1,22.0,2,3,21.0,6.0,8.0,6.0
358,38.0,No,Non-Travel,1126.0,Sales,7.0,2,Life Sciences,1,4,Female,66.0,3,3,Manager,3,Divorced,12116.0,24634.0,0,Y,No,15.0,3,3,80,0,15.0,3,2,20.0,13.0,7.0,10.0
359,34.0,No,Travel_Rarely,1159.0,Research & Development,17.0,1,Medical,1,4,Male,43.0,4,1,Laboratory Technician,4,Divorced,1842.0,21639.0,1,Y,No,15.0,3,1,80,0,5.0,2,3,2.0,2.0,1.0,3.0
360,49.0,No,Non-Travel,958.0,Sales,1.0,3,Life Sciences,1,4,Male,52.0,3,4,Manager,1,Married,7744.0,15569.0,2,Y,No,16.0,3,3,80,2,11.0,3,3,11.0,4.0,0.0,9.0
361,28.0,No,Travel_Rarely,232.0,Research & Development,5.0,4,Life Sciences,1,3,Male,33.0,2,2,Research Scientist,4,Married,4224.0,12700.0,1,Y,Yes,17.0,3,4,80,0,11.0,2,3,4.0,4.0,4.0,1.0
362,25.0,No,Travel_Rarely,1136.0,Sales,26.0,3,Medical,1,4,Female,84.0,3,2,Sales Executive,3,Single,4774.0,6487.0,1,Y,Yes,14.0,3,1,80,1,7.0,3,3,6.0,3.0,2.0,3.0
363,44.0,No,Travel_Rarely,570.0,Research & Development,12.0,3,Medical,1,3,Female,59.0,3,1,Research Scientist,1,Divorced,2129.0,13333.0,1,Y,Yes,21.0,3,4,80,1,9.0,1,2,1.0,1.0,1.0,1.0
364,31.0,No,Travel_Rarely,1247.0,Research & Development,10.0,4,Other,1,3,Male,46.0,3,1,Laboratory Technician,3,Single,3417.0,8542.0,7,Y,No,16.0,3,4,80,1,11.0,6,2,1.0,1.0,2.0,0.0
365,28.0,No,Travel_Rarely,634.0,Research & Development,4.0,4,Other,1,1,Female,53.0,3,2,Manufacturing Director,3,Divorced,1296.0,16810.0,4,Y,No,14.0,4,3,80,0,11.0,3,3,3.0,0.0,0.0,3.0
366,31.0,No,Travel_Rarely,1068.0,Sales,15.0,4,Life Sciences,1,3,Female,81.0,3,3,Healthcare Representative,1,Divorced,9674.0,8647.0,8,Y,Yes,23.0,3,3,80,1,12.0,3,1,9.0,7.0,5.0,6.0
367,43.0,No,Travel_Rarely,898.0,Research & Development,25.0,4,Technical Degree,1,4,Female,42.0,4,2,Laboratory Technician,2,Married,4063.0,15836.0,1,Y,No,18.0,3,4,80,1,11.0,3,3,18.0,8.0,11.0,5.0
368,36.0,No,Non-Travel,1118.0,Research & Development,2.0,3,Technical Degree,1,3,Male,41.0,3,2,Research Scientist,3,Single,3156.0,19816.0,9,Y,No,13.0,3,4,80,0,6.0,5,1,8.0,8.0,4.0,2.0
369,36.0,No,Travel_Rarely,1026.0,Research & Development,21.0,1,Medical,1,4,Male,56.0,2,2,Laboratory Technician,4,Divorced,4460.0,13101.0,4,Y,No,12.0,3,3,80,2,10.0,0,4,6.0,3.0,1.0,10.0
370,37.0,No,Travel_Rarely,208.0,Human Resources,5.0,2,Medical,1,3,Male,71.0,3,2,Sales Executive,1,Married,3260.0,3198.0,7,Y,No,13.0,3,3,80,0,12.0,6,2,10.0,9.0,1.0,11.0
371,42.0,No,Travel_Rarely,1260.0,Research & Development,5.0,4,Medical,1,4,Male,67.0,2,4,Manager,3,Divorced,17091.0,12978.0,9,Y,Yes,15.0,3,4,80,1,26.0,2,1,9.0,3.0,1.0,9.0
372,51.0,No,Travel_Rarely,1299.0,Research & Development,8.0,3,Medical,1,4,Male,65.0,3,4,Manager,4,Single,9531.0,17143.0,3,Y,Yes,17.0,3,3,80,0,17.0,1,2,8.0,6.0,5.0,2.0
373,36.0,Yes,Travel_Rarely,540.0,Sales,8.0,2,Medical,1,1,Male,88.0,3,2,Research Scientist,3,Married,10053.0,23247.0,2,Y,No,11.0,3,1,80,0,20.0,6,3,7.0,2.0,0.0,3.0
374,43.0,No,Travel_Rarely,352.0,Human Resources,17.0,3,Life Sciences,1,1,Female,57.0,3,5,Sales Executive,4,Married,11266.0,17007.0,7,Y,No,13.0,3,1,80,0,21.0,3,2,8.0,4.0,1.0,10.0
375,41.0,No,Travel_Rarely,1074.0,Research & Development,17.0,3,Medical,1,3,Male,96.0,1,3,Healthcare Representative,1,Divorced,14179.0,24845.0,2,Y,No,17.0,3,2,80,1,22.0,2,3,9.0,3.0,7.0,3.0
376,48.0,Yes,Travel_Rarely,321.0,Research & Development,3.0,3,Life Sciences,1,4,Female,52.0,2,4,Research Director,3,Single,7191.0,24954.0,6,Y,No,17.0,3,4,80,1,8.0,3,3,16.0,4.0,9.0,4.0
377,37.0,No,Travel_Frequently,1140.0,Human Resources,26.0,3,Life Sciences,1,3,Female,88.0,4,3,Sales Executive,4,Married,9266.0,12998.0,1,Y,No,11.0,3,3,80,0,17.0,2,3,1.0,5.0,5.0,7.0
378,53.0,Yes,Travel_Rarely,358.0,Research & Development,11.0,3,Medical,1,1,Male,72.0,3,4,Manager,3,Divorced,19050.0,10126.0,3,Y,Yes,13.0,4,1,80,1,35.0,3,2,23.0,2.0,10.0,6.0
379,31.0,Yes,Travel_Frequently,1350.0,Sales,21.0,2,Life Sciences,1,2,Female,85.0,4,2,Manufacturing Director,3,Married,4861.0,10548.0,1,Y,Yes,13.0,3,1,80,0,30.0,2,2,4.0,0.0,5.0,4.0
380,29.0,No,Travel_Frequently,487.0,Research & Development,10.0,3,Life Sciences,1,4,Female,70.0,3,1,Research Scientist,1,Married,2624.0,13819.0,1,Y,No,22.0,4,3,80,1,5.0,3,3,3.0,4.0,1.0,2.0
381,25.0,No,Travel_Rarely,997.0,Research & Development,5.0,3,Life Sciences,1,2,Male,62.0,2,2,Research Scientist,4,Married,8343.0,13030.0,5,Y,Yes,19.0,3,1,80,1,15.0,1,3,8.0,3.0,1.0,1.0
382,39.0,No,Travel_Frequently,827.0,Research & Development,9.0,1,Life Sciences,1,3,Male,92.0,2,5,Manager,2,Single,17758.0,4135.0,6,Y,No,16.0,3,1,80,0,35.0,3,3,7.0,10.0,5.0,0.0
383,48.0,No,Travel_Frequently,876.0,Sales,12.0,3,Marketing,1,3,Male,70.0,4,4,Sales Executive,3,Divorced,13147.0,10488.0,2,Y,Yes,19.0,3,2,80,0,19.0,2,3,1.0,3.0,1.0,1.0
384,46.0,No,Travel_Frequently,653.0,Research & Development,1.0,3,Human Resources,1,1,Male,43.0,2,3,Laboratory Technician,3,Divorced,11362.0,11910.0,2,Y,No,12.0,3,4,80,2,13.0,3,4,8.0,0.0,1.0,5.0
385,27.0,No,Travel_Rarely,800.0,Research & Development,7.0,4,Life Sciences,1,4,Female,53.0,3,2,Research Scientist,3,Married,8733.0,22119.0,3,Y,No,22.0,3,4,80,1,11.0,1,3,1.0,2.0,0.0,5.0
386,29.0,Yes,Travel_Rarely,1066.0,Research & Development,26.0,3,Medical,1,2,Male,42.0,2,2,Sales Executive,1,Single,6372.0,8624.0,1,Y,Yes,17.0,3,3,80,0,9.0,3,3,7.0,8.0,0.0,6.0
387,53.0,No,Travel_Rarely,1058.0,Research & Development,10.0,3,Life Sciences,1,1,Male,52.0,2,4,Sales Executive,4,Married,8153.0,8742.0,9,Y,No,17.0,3,3,80,1,15.0,3,2,2.0,6.0,9.0,11.0
388,52.0,Yes,Travel_Rarely,522.0,Sales,5.0,3,Marketing,1,2,Female,44.0,3,3,Sales Executive,4,Married,11872.0,19088.0,6,Y,No,16.0,3,3,80,0,4.0,5,3,17.0,16.0,12.0,2.0
389,24.0,Yes,Travel_Rarely,1264.0,Research & Development,10.0,5,Technical Degree,1,3,Female,33.0,3,1,Laboratory Technician,1,Married,3417.0,19341.0,1,Y,Yes,12.0,3,4,80,0,7.0,4,2,1.0,1.0,0.0,0.0
390,47.0,No,Travel_Frequently,465.0,Research & Development,11.0,4,Technical Degree,1,4,Male,37.0,3,1,Research Scientist,4,Single,2790.0,20598.0,8,Y,No,20.0,3,4,80,2,9.0,2,4,7.0,7.0,5.0,2.0
391,34.0,Yes,Travel_Rarely,1097.0,Sales,8.0,2,Life Sciences,1,4,Male,100.0,1,1,Research Scientist,4,Divorced,1188.0,16408.0,1,Y,No,20.0,3,1,80,0,0.0,3,3,0.0,0.0,0.0,0.0
392,46.0,No,Travel_Rarely,886.0,Research & Development,22.0,3,Life Sciences,1,4,Male,31.0,3,3,Laboratory Technician,4,Single,6814.0,9594.0,3,Y,Yes,16.0,3,4,80,1,21.0,2,2,5.0,2.0,2.0,4.0
393,42.0,No,Travel_Frequently,600.0,Research & Development,13.0,4,Life Sciences,1,1,Male,88.0,2,2,Manufacturing Director,3,Married,16777.0,20544.0,1,Y,No,11.0,3,4,80,2,9.0,3,3,11.0,10.0,4.0,11.0
394,40.0,No,Travel_Rarely,1191.0,Research & Development,2.0,4,Medical,1,4,Male,91.0,2,1,Manufacturing Director,2,Married,6323.0,19038.0,4,Y,No,16.0,3,3,80,0,8.0,5,1,3.0,3.0,0.0,1.0
395,47.0,No,Travel_Frequently,885.0,Sales,9.0,3,Life Sciences,1,2,Male,85.0,3,1,Research Scientist,4,Single,7699.0,9798.0,1,Y,No,14.0,3,4,80,0,25.0,0,3,18.0,2.0,2.0,10.0
396,33.0,No,Travel_Rarely,376.0,Research & Development,16.0,3,Life Sciences,1,1,Male,81.0,3,2,Manufacturing Director,4,Single,6500.0,10093.0,1,Y,No,16.0,3,2,80,2,11.0,3,3,10.0,8.0,4.0,4.0
397,36.0,No,Travel_Rarely,653.0,Research & Development,3.0,4,Life Sciences,1,1,Female,73.0,3,1,Sales Representative,4,Married,2937.0,17351.0,3,Y,No,21.0,4,4,80,2,1.0,5,3,0.0,2.0,0.0,1.0
398,34.0,No,Travel_Frequently,179.0,Research & Development,4.0,2,Life Sciences,1,3,Male,68.0,3,2,Healthcare Representative,4,Divorced,6566.0,8683.0,1,Y,No,16.0,3,3,80,1,18.0,2,3,8.0,8.0,8.0,3.0
399,39.0,No,Travel_Rarely,686.0,Research & Development,5.0,3,Life Sciences,1,4,Male,46.0,3,2,Healthcare Representative,3,Married,9053.0,14981.0,6,Y,No,23.0,3,4,80,1,15.0,1,3,5.0,7.0,4.0,6.0
400,20.0,Yes,Travel_Rarely,1283.0,Research & Development,10.0,2,Medical,1,4,Male,56.0,3,1,Sales Representative,3,Divorced,1248.0,13581.0,1,Y,Yes,19.0,4,3,80,1,10.0,3,3,4.0,1.0,3.0,2.0
401,48.0,No,Travel_Rarely,877.0,Research & Development,12.0,3,Life Sciences,1,4,Male,51.0,3,2,Sales Executive,1,Single,14019.0,3785.0,3,Y,No,23.0,4,4,80,0,9.0,5,3,12.0,10.0,4.0,9.0
402,32.0,No,Travel_Rarely,401.0,Research & Development,5.0,3,Medical,1,2,Female,85.0,2,1,Research Scientist,2,Single,2330.0,5519.0,1,Y,Yes,14.0,3,4,80,0,1.0,3,3,1.0,0.0,0.0,0.0
403,49.0,No,Travel_Rarely,786.0,Research & Development,3.0,4,Life Sciences,1,1,Male,63.0,4,5,Manager,1,Married,19516.0,19569.0,2,Y,No,16.0,3,1,80,1,26.0,3,3,15.0,3.0,8.0,7.0
404,32.0,No,Travel_Rarely,843.0,Sales,10.0,3,Medical,1,1,Male,47.0,3,2,Sales Executive,2,Married,4686.0,15757.0,1,Y,No,17.0,3,3,80,1,8.0,3,3,5.0,4.0,0.0,4.0
405,35.0,No,Travel_Rarely,1482.0,Sales,18.0,2,Other,1,3,Female,41.0,3,3,Sales Executive,1,Married,13203.0,5587.0,0,Y,Yes,18.0,3,2,80,0,9.0,2,3,11.0,1.0,8.0,5.0
406,33.0,No,Travel_Rarely,799.0,Research & Development,12.0,4,Medical,1,2,Male,56.0,2,5,Sales Executive,4,Married,2214.0,14300.0,4,Y,Yes,13.0,3,3,80,2,15.0,2,2,6.0,11.0,1.0,3.0
407,28.0,No,Travel_Rarely,305.0,Sales,6.0,3,Life Sciences,1,4,Female,79.0,3,2,Sales Executive,3,Single,4958.0,21229.0,1,Y,No,16.0,3,3,80,2,12.0,3,3,3.0,1.0,0.0,1.0
408,38.0,No,Travel_Rarely,861.0,Sales,28.0,1,Life Sciences,1,4,Male,91.0,2,1,Research Scientist,4,Divorced,8225.0,2730.0,7,Y,No,14.0,3,2,80,2,9.0,2,3,6.0,6.0,1.0,3.0
409,32.0,No,Travel_Rarely,180.0,Research & Development,9.0,4,Life Sciences,1,4,Male,62.0,4,1,Healthcare Representative,4,Single,5166.0,21523.0,2,Y,No,24.0,3,4,80,0,11.0,3,2,10.0,0.0,0.0,5.0
410,36.0,No,Non-Travel,170.0,Sales,3.0,3,Marketing,1,3,Male,61.0,2,3,Manager,2,Married,7969.0,23804.0,0,Y,Yes,12.0,3,4,80,1,12.0,3,3,8.0,7.0,2.0,2.0
411,36.0,No,Travel_Rarely,612.0,Research & Development,3.0,3,Medical,1,1,Female,56.0,3,1,Research Scientist,1,Married,3414.0,24517.0,7,Y,No,18.0,3,1,80,0,5.0,4,2,3.0,2.0,0.0,0.0
412,29.0,Yes,Travel_Rarely,933.0,Sales,3.0,1,Life Sciences,1,4,Female,52.0,2,3,Research Scientist,3,Married,7232.0,8962.0,1,Y,No,14.0,3,3,80,0,5.0,3,3,4.0,4.0,1.0,0.0
413,25.0,No,Travel_Frequently,379.0,Research & Development,8.0,3,Life Sciences,1,2,Male,76.0,3,1,Research Scientist,4,Single,2761.0,2646.0,1,Y,No,13.0,3,3,80,0,3.0,2,2,7.0,2.0,1.0,3.0
414,47.0,No,Non-Travel,762.0,Research & Development,22.0,3,Technical Degree,1,1,Female,76.0,3,2,Research Scientist,2,Single,8959.0,11027.0,4,Y,Yes,16.0,3,2,80,0,13.0,2,3,11.0,6.0,2.0,4.0
415,33.0,No,Travel_Rarely,942.0,Research & Development,19.0,3,Medical,1,4,Male,75.0,2,2,Manufacturing Director,2,Married,5141.0,25434.0,5,Y,No,20.0,3,4,80,1,10.0,2,3,12.0,4.0,4.0,8.0
416,46.0,No,Travel_Frequently,780.0,Research & Development,6.0,3,Life Sciences,1,2,Male,73.0,3,4,Manager,2,Married,9901.0,19672.0,7,Y,No,14.0,3,3,80,0,16.0,4,2,11.0,8.0,14.0,11.0
417,49.0,No,Travel_Rarely,1239.0,Research & Development,12.0,1,Life Sciences,1,4,Female,47.0,2,1,Healthcare Representative,3,Single,2502.0,22232.0,8,Y,No,15.0,3,2,80,0,4.0,3,3,5.0,4.0,1.0,4.0
418,39.0,No,Travel_Frequently,1037.0,Research & Development,28.0,2,Medical,1,1,Female,76.0,4,3,Laboratory Technician,3,Divorced,5746.0,14449.0,7,Y,Yes,12.0,3,2,80,2,8.0,3,2,9.0,8.0,0.0,2.0
