,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
319,46.0,No,Travel_Rarely,611.0,Research & Development,14.0,4,Life Sciences,1,1,Female,54.0,3,5,Manager,4,Married,17544.0,17613.0,6,Y,No,13.0,4,3,80,1,25.0,2,3,3.0,1.0,0.0,2.0
320,32.0,Yes,Travel_Rarely,422.0,Research & Development,2.0,4,Medical,1,4,Male,48.0,2,1,Research Scientist,4,Single,2066.0,17254.0,1,Y,No,20.0,3,2,80,0,1.0,3,4,2.0,2.0,2.0,1.0
321,49.0,No,Non-Travel,755.0,Research & Development,29.0,4,Medical,1,1,Male,81.0,3,5,Research Director,3,Married,17805.0,19458.0,4,Y,No,17.0,3,3,80,1,22.0,2,3,30.0,5.0,11.0,6.0
322,32.0,Yes,Travel_Frequently,756.0,Research & Development,24.0,3,Life Sciences,1,3,Male,47.0,3,2,Healthcare Representative,4,Divorced,10668.0,5382.0,1,Y,No,15.0,4,4,80,1,19.0,3,2,6.0,2.0,5.0,6.0
323,47.0,No,Travel_Rarely,1072.0,Sales,5.0,4,Medical,1,3,Male,58.0,3,2,Sales Executive,1,Divorced,9973.0,19927.0,2,Y,No,13.0,3,1,80,0,14.0,2,3,11.0,11.0,1.0,2.0
324,37.0,No,Travel_Rarely,1197.0,Research & Development,11.0,4,Medical,1,3,Female,84.0,3,2,Sales Executive,2,Married,2714.0,23525.0,1,Y,Yes,16.0,4,3,80,1,14.0,2,3,10.0,5.0,5.0,4.0
325,30.0,No,Travel_Rarely,1312.0,Research & Development,10.0,3,Medical,1,1,Female,100.0,2,4,Research Director,1,Single,8880.0,13737.0,1,Y,No,16.0,3,3,80,3,20.0,3,3,17.0,8.0,4.0,10.0
326,23.0,No,Travel_Frequently,1175.0,Sales,11.0,3,Medical,1,3,Male,68.0,2,2,Sales Executive,3,Married,5064.0,22441.0,1,Y,No,13.0,3,4,80,1,5.0,6,3,1.0,3.0,0.0,0.0
327,36.0,Yes,Non-Travel,683.0,Research & Development,8.0,3,Medical,1,1,Male,84.0,4,1,Research Scientist,3,Married,5285.0,14778.0,6,Y,Yes,13.0,3,4,80,1,8.0,2,3,14.0,6.0,2.0,2.0
328,41.0,Yes,Travel_Rarely,210.0,Research & Development,3.0,4,Life Sciences,1,2,Female,70.0,3,3,Sales Executive,3,Divorced,5057.0,13560.0,4,Y,Yes,16.0,3,4,80,1,10.0,3,3,3.0,5.0,2.0,7.0
329,38.0,No,Travel_Frequently,620.0,Human Resources,19.0,4,Life Sciences,1,3,Male,76.0,3,1,Research Scientist,1,Married,5328.0,16843.0,3,Y,No,13.0,3,3,80,0,9.0,2,4,5.0,4.0,1.0,2.0
330,45.0,Yes,Travel_Rarely,626.0,Research & Development,16.0,4,Medical,1,1,Male,41.0,3,1,Research Scientist,4,Single,2750.0,6133.0,0,Y,Yes,18.0,3,3,80,0,15.0,0,3,17.0,10.0,1.0,8.0
331,51.0,No,Travel_Rarely,802.0,Research & Development,21.0,4,Technical Degree,1,4,Female,57.0,3,2,Manufacturing Director,4,Single,3036.0,6888.0,1,Y,No,16.0,3,3,80,2,3.0,2,2,13.0,5.0,1.0,8.0
332,53.0,Yes,Travel_Frequently,1493.0,Research & Development,8.0,2,Other,1,4,Male,32.0,3,2,Sales Executive,3,Married,6237.0,17018.0,3,Y,Yes,12.0,4,4,80,0,11.0,2,3,9.0,5.0,2.0,2.0
333,36.0,No,Travel_Rarely,1098.0,Research & Development,4.0,4,Marketing,1,4,Female,91.0,3,2,Healthcare Representative,1,Single,2045.0,19877.0,7,Y,No,12.0,3,4,80,2,6.0,3,2,7.0,4.0,2.0,2.0
334,45.0,No,Travel_Rarely,1470.0,Research & Development,13.0,3,Life Sciences,1,3,Female,55.0,3,1,Research Scientist,4,Married,18367.0,21904.0,2,Y,Yes,14.0,3,1,80,0,9.0,2,3,3.0,3.0,1.0,3.0
335,41.0,No,Travel_Rarely,872.0,Research & Development,21.0,3,Medical,1,4,Female,69.0,4,2,Sales Executive,3,Married,5764.0,3932.0,2,Y,No,12.0,3,1,80,1,7.0,2,3,9.0,8.0,1.0,6.0
336,44.0,No,Travel_Rarely,725.0,Research & Development,21.0,3,Medical,1,3,Male,46.0,3,2,Laboratory Technician,4,Married,15189.0,17972.0,3,Y,No,17.0,3,2,80,1,13.0,5,3,10.0,7.0,1.0,12.0
337,25.0,No,Travel_Rarely,419.0,Research & Development,5.0,3,Marketing,1,3,Male,84.0,3,2,Manufacturing Director,2,Single,6775.0,8965.0,1,Y,Yes,11.0,3,4,80,2,9.0,3,3,1.0,8.0,0.0,3.0
338,47.0,No,Travel_Rarely,1000.0,Research & Development,5.0,3,Marketing,1,1,Male,70.0,4,2,Sales Executive,3,Single,3677.0,4425.0,1,Y,No,23.0,4,3,80,1,9.0,3,2,6.0,5.0,3.0,5.0
339,50.0,No,Travel_Rarely,1130.0,Sales,2.0,4,Life Sciences,1,2,Male,34.0,2,4,Manager,3,Married,16047.0,20911.0,2,Y,Yes,19.0,3,2,80,1,31.0,3,3,22.0,12.0,1.0,10.0
340,42.0,No,Travel_Rarely,238.0,Research & Development,7.0,2,Medical,1,1,Female,40.0,3,2,Sales Executive,2,Married,11738.0,24010.0,4,Y,No,16.0,3,1,80,0,13.0,3,4,4.0,8.0,3.0,5.0
341,45.0,No,Travel_Rarely,1376.0,Research & Development,9.0,3,Life Sciences,1,3,Male,59.0,3,3,Manufacturing Director,3,Single,12560.0,3501.0,1,Y,No,21.0,3,2,80,1,15.0,2,3,3.0,14.0,5.0,4.0
342,36.0,No,Travel_Rarely,986.0,Research & Development,14.0,5,Medical,1,2,Male,54.0,3,2,Sales Representative,2,Divorced,3982.0,5719.0,1,Y,No,12.0,3,4,80,2,13.0,2,3,1.0,0.0,0.0,0.0
343,43.0,No,Travel_Rarely,1438.0,Sales,4.0,3,Technical Degree,1,3,Female,63.0,3,1,Healthcare Representative,1,Single,8418.0,8947.0,3,Y,No,11.0,3,4,80,1,12.0,6,3,11.0,6.0,1.0,1.0
344,59.0,No,Non-Travel,332.0,Research & Development,7.0,3,Technical Degree,1,3,Female,66.0,2,4,Research Director,2,Married,16940.0,12200.0,9,Y,No,12.0,3,4,80,0,36.0,3,3,13.0,7.0,15.0,6.0
345,24.0,Yes,Travel_Rarely,1243.0,Research & Development,11.0,1,Marketing,1,4,Male,51.0,3,1,Research Scientist,3,Single,2272.0,13073.0,1,Y,No,17.0,3,4,80,0,3.0,3,1,4.0,1.0,2.0,1.0
346,43.0,No,Travel_Rarely,745.0,Research & Development,1.0,3,Marketing,1,4,Female,65.0,3,2,Sales Executive,3,Married,6005.0,9450.0,4,Y,Yes,21.0,3,1,80,1,15.0,2,4,6.0,1.0,3.0,4.0
347,47.0,No,Travel_Rarely,298.0,Research & Development,21.0,2,Life Sciences,1,1,Female,87.0,3,2,Laboratory Technician,4,Single,3967.0,19420.0,1,Y,No,14.0,3,1,80,2,12.0,2,3,13.0,10.0,5.0,6.0
348,37.0,No,Travel_Rarely,1049.0,Research & Development,11.0,4,Medical,1,1,Female,93.0,3,2,Sales Executive,4,Married,4921.0,25920.0,7,Y,No,15.0,3,3,80,1,8.0,3,3,6.0,7.0,0.0,5.0
349,56.0,No,Travel_Rarely,157.0,Research & Development,8.0,1,Marketing,1,3,Female,43.0,2,4,Research Director,4,Married,17431.0,13688.0,1,Y,Yes,19.0,4,1,80,2,11.0,2,3,21.0,11.0,5.0,10.0
350,29.0,No,Travel_Rarely,1062.0,Research & Development,3.0,4,Life Sciences,1,4,Female,67.0,3,1,Laboratory Technician,1,Single,2502.0,21065.0,3,Y,No,20.0,3,2,80,0,10.0,3,3,7.0,4.0,2.0,1.0
351,26.0,No,Travel_Rarely,919.0,Research & Development,5.0,3,Technical Degree,1,2,Female,90.0,3,1,Research Scientist,4,Married,3026.0,5790.0,0,Y,Yes,12.0,3,4,80,1,5.0,3,3,2.0,2.0,2.0,2.0
352,46.0,No,Travel_Rarely,1416.0,Research & Development,9.0,4,Human Resources,1,2,Male,59.0,3,1,Human Resources,4,Divorced,3085.0,10988.0,1,Y,Yes,17.0,3,3,80,0,5.0,2,3,3.0,2.0,1.0,2.0
353,40.0,No,Travel_Rarely,646.0,Research & Development,15.0,2,Medical,1,2,Male,51.0,3,2,Research Scientist,1,Married,3706.0,5605.0,4,Y,No,20.0,3,4,80,1,17.0,3,3,1.0,7.0,3.0,6.0
354,38.0,No,Travel_Rarely,734.0,Research & Development,1.0,4,Life Sciences,1,1,Female,51.0,2,2,Sales Executive,4,Divorced,15162.0,14529.0,2,Y,No,12.0,3,1,80,1,22.0,2,3,3.0,7.0,6.0,4.0
355,36.0,Yes,Travel_Rarely,476.0,Research & Development,18.0,4,Life Sciences,1,4,Female,48.0,3,3,Sales Executive,1,Single,6279.0,3239.0,7,Y,Yes,15.0,3,4,80,0,23.0,3,2,3.0,3.0,5.0,5.0
356,33.0,No,Travel_Rarely,977.0,Sales,2.0,4,Marketing,1,1,Female,91.0,2,2,Sales Executive,2,Single,6293.0,17501.0,8,Y,No,20.0,3,4,80,0,10.0,3,3,10.0,5.0,0.0,6.0
357,22.0,No,Travel_Rarely,474.0,Sales,14.0,2,Medical,1,4,Male,55.0,1,1,Sales Executive,3,Married,2497.0,16725.0,1,Y,No,18.0,3,3,80,0,1.0,2,3,3.0,2.0,2.0,2.0
358,34.0,No,Travel_Rarely,1112.0,Sales,12.0,3,Medical,1,4,Male,63.0,3,2,Manufacturing Director,1,Divorced,4442.0,12359.0,1,Y,No,14.0,4,2,80,1,12.0,3,4,7.0,7.0,2.0,7.0
359,19.0,Yes,Travel_Rarely,1085.0,Research & Development,9.0,1,Marketing,1,3,Female,51.0,2,1,Laboratory Technician,3,Single,2907.0,25751.0,1,Y,Yes,13.0,4,3,80,0,0.0,3,1,2.0,2.0,0.0,1.0
360,36.0,No,Travel_Rarely,764.0,Research & Development,8.0,3,Medical,1,4,Male,94.0,3,2,Manufacturing Director,4,Married,10698.0,24768.0,2,Y,No,16.0,3,3,80,1,8.0,3,3,6.0,3.0,2.0,1.0
361,35.0,No,Travel_Rarely,1256.0,Sales,23.0,1,Medical,1,3,Male,84.0,3,2,Research Scientist,4,Married,4448.0,13935.0,4,Y,No,12.0,3,3,80,0,14.0,3,2,6.0,3.0,0.0,3.0
362,36.0,No,Travel_Rarely,891.0,Sales,10.0,3,Life Sciences,1,4,Male,64.0,3,2,Sales Executive,2,Divorced,6934.0,11487.0,3,Y,No,15.0,3,4,80,0,13.0,4,1,6.0,4.0,0.0,6.0
363,37.0,No,Travel_Rarely,998.0,Research & Development,9.0,3,Other,1,4,Male,94.0,3,1,Laboratory Technician,2,Single,2907.0,9158.0,1,Y,No,17.0,4,2,80,1,10.0,2,4,6.0,3.0,0.0,1.0
364,44.0,Yes,Travel_Rarely,259.0,Research & Development,20.0,4,Other,1,2,Female,34.0,3,3,Manufacturing Director,2,Single,2857.0,14982.0,1,Y,Yes,13.0,3,1,80,0,5.0,2,1,6.0,2.0,3.0,1.0
365,47.0,No,Travel_Frequently,1302.0,Research & Development,7.0,4,Medical,1,2,Male,88.0,3,2,Sales Executive,4,Single,5001.0,16290.0,2,Y,No,18.0,4,3,80,0,11.0,2,3,11.0,3.0,0.0,5.0
366,32.0,No,Travel_Rarely,1071.0,Sales,6.0,3,Life Sciences,1,3,Male,52.0,3,2,Sales Executive,2,Single,3339.0,16853.0,1,Y,Yes,14.0,3,3,80,0,12.0,5,3,7.0,5.0,2.0,10.0
367,33.0,No,Travel_Rarely,947.0,Research & Development,18.0,2,Medical,1,4,Female,59.0,3,2,Research Scientist,2,Married,8276.0,20444.0,3,Y,No,13.0,3,3,80,2,15.0,6,3,11.0,9.0,4.0,5.0
368,42.0,No,Non-Travel,997.0,Sales,5.0,4,Medical,1,4,Female,82.0,3,2,Manager,4,Married,9427.0,26172.0,4,Y,No,14.0,3,3,80,2,19.0,3,2,6.0,2.0,1.0,3.0
369,29.0,No,Travel_Rarely,746.0,Research & Development,21.0,1,Medical,1,4,Female,81.0,2,2,Research Scientist,3,Single,4015.0,26467.0,0,Y,No,21.0,3,3,80,2,12.0,6,3,4.0,4.0,1.0,2.0
370,33.0,No,Travel_Rarely,647.0,Research & Development,2.0,2,Life Sciences,1,3,Female,85.0,2,1,Healthcare Representative,4,Married,4638.0,15356.0,1,Y,Yes,13.0,3,1,80,1,4.0,1,3,8.0,4.0,3.0,4.0
371,36.0,No,Travel_Frequently,336.0,Research & Development,15.0,2,Life Sciences,1,2,Male,73.0,2,2,Research Scientist,2,Single,5370.0,13193.0,2,Y,No,21.0,3,2,80,0,7.0,2,3,5.0,3.0,4.0,7.0
372,52.0,No,Non-Travel,217.0,Research & Development,17.0,4,Life Sciences,1,3,Male,89.0,2,2,Sales Executive,1,Married,5089.0,17049.0,0,Y,No,17.0,3,3,80,1,9.0,1,1,3.0,7.0,2.0,2.0
373,47.0,No,Travel_Rarely,1121.0,Research & Development,12.0,2,Medical,1,3,Female,74.0,3,4,Research Scientist,1,Single,8191.0,13089.0,1,Y,No,13.0,3,2,80,0,33.0,3,3,12.0,17.0,5.0,7.0
374,49.0,No,Travel_Rarely,1064.0,Research & Development,26.0,4,Life Sciences,1,3,Female,77.0,3,1,Laboratory Technician,3,Divorced,2345.0,12385.0,1,Y,No,15.0,3,4,80,1,8.0,3,2,5.0,5.0,1.0,4.0
375,56.0,No,Travel_Rarely,694.0,Research & Development,10.0,4,Medical,1,1,Female,67.0,3,1,Research Scientist,4,Married,10474.0,9375.0,0,Y,Yes,17.0,4,1,80,2,17.0,1,2,26.0,6.0,8.0,6.0
376,33.0,No,Non-Travel,800.0,Research & Development,5.0,4,Life Sciences,1,3,Male,81.0,2,1,Research Scientist,2,Married,3768.0,22992.0,7,Y,No,14.0,3,2,80,1,5.0,2,3,4.0,2.0,2.0,3.0
377,26.0,No,Travel_Rarely,1135.0,Sales,8.0,2,Medical,1,2,Male,80.0,3,2,Sales Representative,3,Divorced,2315.0,20190.0,0,Y,No,12.0,3,4,80,1,9.0,3,3,7.0,0.0,0.0,2.0
378,22.0,Yes,Travel_Rarely,444.0,Research & Development,26.0,2,Life Sciences,1,4,Male,38.0,3,1,Sales Representative,1,Married,4871.0,11126.0,3,Y,No,16.0,3,4,80,0,20.0,3,3,1.0,3.0,0.0,3.0
379,29.0,No,Travel_Frequently,777.0,Research & Development,7.0,1,Life Sciences,1,3,Female,49.0,3,1,Research Scientist,3,Married,2864.0,11434.0,1,Y,No,15.0,3,2,80,1,7.0,2,3,6.0,2.0,0.0,2.0
380,38.0,No,Travel_Frequently,890.0,Research & Development,17.0,4,Medical,1,1,Female,45.0,2,5,Research Scientist,4,Married,17511.0,17352.0,5,Y,No,21.0,3,4,80,3,6.0,5,3,13.0,9.0,1.0,1.0
381,32.0,No,Travel_Rarely,599.0,Research & Development,16.0,3,Technical Degree,1,2,Female,82.0,3,3,Manufacturing Director,1,Married,8920.0,21222.0,1,Y,No,14.0,3,3,80,1,34.0,2,3,23.0,8.0,2.0,6.0
382,38.0,No,Travel_Rarely,718.0,Sales,19.0,3,Marketing,1,4,Male,57.0,2,2,Sales Executive,4,Divorced,7627.0,15663.0,1,Y,Yes,20.0,4,2,80,1,17.0,3,3,9.0,6.0,2.0,8.0
383,53.0,No,Travel_Frequently,469.0,Research & Development,5.0,2,Medical,1,4,Female,71.0,2,1,Manufacturing Director,4,Single,9002.0,4777.0,1,Y,Yes,14.0,3,4,80,0,31.0,0,2,8.0,5.0,5.0,2.0
384,54.0,No,Travel_Rarely,1268.0,Research & Development,3.0,4,Other,1,1,Female,64.0,3,3,Manufacturing Director,3,Divorced,13435.0,14493.0,7,Y,No,21.0,4,4,80,1,31.0,6,2,13.0,14.0,4.0,6.0
385,30.0,Yes,Travel_Rarely,772.0,Research & Development,18.0,4,Life Sciences,1,3,Male,47.0,3,1,Laboratory Technician,4,Married,3212.0,18239.0,1,Y,Yes,17.0,3,2,80,3,2.0,4,2,1.0,1.0,1.0,2.0
386,28.0,Yes,Travel_Rarely,595.0,Sales,19.0,4,Life Sciences,1,2,Female,49.0,3,1,Research Scientist,4,Divorced,3218.0,13320.0,0,Y,No,14.0,3,1,80,1,3.0,2,1,2.0,2.0,2.0,2.0
387,33.0,No,Travel_Rarely,703.0,Human Resources,25.0,3,Medical,1,4,Female,49.0,3,1,Research Scientist,4,Single,2396.0,19409.0,2,Y,No,16.0,3,3,80,0,7.0,4,3,4.0,3.0,1.0,2.0
388,37.0,Yes,Travel_Frequently,1133.0,Research & Development,6.0,3,Life Sciences,1,2,Male,99.0,3,1,Laboratory Technician,3,Single,1737.0,8569.0,1,Y,No,14.0,3,4,80,0,4.0,2,2,2.0,0.0,0.0,2.0
389,19.0,Yes,Non-Travel,598.0,Sales,2.0,3,Life Sciences,1,4,Female,74.0,3,2,Sales Representative,3,Single,6600.0,18951.0,1,Y,Yes,19.0,3,1,80,0,7.0,2,3,8.0,3.0,3.0,6.0
390,33.0,Yes,Travel_Rarely,573.0,Research & Development,22.0,2,Medical,1,4,Male,88.0,3,2,Research Scientist,3,Divorced,14450.0,12802.0,1,Y,No,14.0,3,2,80,3,17.0,2,3,10.0,5.0,4.0,16.0
391,37.0,No,Travel_Frequently,1049.0,Sales,9.0,1,Life Sciences,1,2,Male,60.0,3,1,Sales Representative,4,Single,2746.0,24965.0,0,Y,No,14.0,3,4,80,0,6.0,3,3,1.0,1.0,2.0,2.0
392,52.0,No,Travel_Rarely,436.0,Research & Development,16.0,3,Marketing,1,4,Female,57.0,2,3,Sales Executive,2,Divorced,10546.0,12278.0,4,Y,Yes,17.0,3,3,80,0,25.0,2,3,5.0,5.0,1.0,3.0
393,39.0,No,Travel_Rarely,725.0,Research & Development,9.0,4,Medical,1,3,Female,92.0,3,2,Healthcare Representative,3,Divorced,6060.0,3660.0,7,Y,Yes,11.0,3,4,80,0,12.0,2,3,6.0,1.0,1.0,1.0
394,30.0,No,Non-Travel,1016.0,Research & Development,4.0,3,Medical,1,3,Male,38.0,3,1,Laboratory Technician,4,Single,2318.0,14058.0,2,Y,No,20.0,3,3,80,0,7.0,2,3,6.0,3.0,3.0,4.0
395,31.0,No,Travel_Rarely,1196.0,Research & Development,9.0,2,Life Sciences,1,2,Female,89.0,4,2,Laboratory Technician,4,Single,14400.0,10540.0,1,Y,No,13.0,3,2,80,0,27.0,2,3,15.0,0.0,5.0,7.0
396,47.0,No,Travel_Rarely,636.0,Research & Development,7.0,4,Life Sciences,1,4,Female,67.0,2,4,Manager,3,Married,13708.0,17895.0,4,Y,No,16.0,3,1,80,1,22.0,3,3,11.0,6.0,2.0,7.0
397,41.0,No,Travel_Rarely,1236.0,Sales,5.0,3,Life Sciences,1,2,Male,36.0,2,1,Research Scientist,1,Single,3874.0,11895.0,2,Y,No,13.0,3,3,80,1,21.0,3,3,4.0,3.0,2.0,3.0
398,35.0,No,Travel_Rarely,1181.0,Research & Development,23.0,2,Other,1,1,Male,96.0,3,1,Laboratory Technician,4,Divorced,5202.0,6829.0,4,Y,No,15.0,3,1,80,1,6.0,2,2,2.0,2.0,1.0,2.0
399,48.0,No,Travel_Rarely,745.0,Sales,2.0,1,Marketing,1,4,Female,96.0,2,2,Sales Executive,4,Single,8781.0,18277.0,7,Y,No,14.0,3,4,80,0,35.0,2,2,4.0,5.0,6.0,5.0
400,26.0,No,Travel_Rarely,1266.0,Research & Development,14.0,1,Medical,1,4,Female,51.0,3,1,Laboratory Technician,3,Single,3684.0,6992.0,1,Y,Yes,11.0,3,1,80,0,3.0,3,2,4.0,1.0,1.0,5.0
401,35.0,No,Travel_Rarely,180.0,Research & Development,11.0,3,Life Sciences,1,1,Male,71.0,3,1,Laboratory Technician,2,Divorced,4696.0,15851.0,9,Y,No,12.0,3,2,80,1,15.0,3,2,2.0,5.0,0.0,7.0
402,32.0,Yes,Travel_Frequently,858.0,Research & Development,15.0,5,Marketing,1,4,Female,66.0,3,3,Sales Executive,4,Divorced,10879.0,6714.0,9,Y,No,20.0,3,2,80,1,13.0,3,3,8.0,3.0,4.0,1.0
403,40.0,No,Travel_Rarely,826.0,Sales,9.0,1,Marketing,1,3,Male,72.0,1,2,Sales Executive,3,Single,8604.0,18393.0,1,Y,No,17.0,3,1,80,0,7.0,2,2,6.0,1.0,3.0,5.0
404,48.0,No,Travel_Rarely,724.0,Research & Development,9.0,3,Life Sciences,1,4,Male,47.0,3,5,Manufacturing Director,1,Single,16443.0,21816.0,3,Y,No,15.0,3,4,80,1,30.0,2,3,3.0,7.0,12.0,7.0
405,29.0,No,Travel_Rarely,1053.0,Human Resources,3.0,3,Medical,1,3,Male,39.0,3,2,Laboratory Technician,4,Married,9297.0,12437.0,7,Y,No,17.0,3,3,80,0,15.0,2,3,20.0,12.0,9.0,7.0
406,51.0,No,Travel_Rarely,982.0,Research & Development,3.0,4,Medical,1,1,Male,54.0,2,4,Research Director,3,Married,16175.0,26598.0,1,Y,Yes,16.0,3,4,80,3,24.0,5,3,12.0,5.0,11.0,6.0
407,31.0,No,Travel_Rarely,1226.0,Research & Development,22.0,2,Medical,1,3,Female,61.0,3,1,Human Resources,4,Married,7635.0,11235.0,2,Y,No,13.0,4,4,80,2,3.0,3,3,4.0,10.0,2.0,5.0
408,35.0,No,Travel_Rarely,243.0,Sales,12.0,2,Technical Degree,1,2,Female,75.0,3,2,Sales Executive,4,Divorced,3821.0,19214.0,1,Y,No,11.0,3,3,80,2,7.0,3,3,7.0,2.0,3.0,3.0
409,36.0,No,Travel_Frequently,451.0,Sales,6.0,3,Life Sciences,1,4,Female,91.0,4,5,Manager,4,Divorced,9252.0,15526.0,0,Y,Yes,17.0,3,2,80,2,6.0,4,2,8.0,8.0,10.0,13.0
410,54.0,No,Travel_Rarely,544.0,Sales,4.0,2,Life Sciences,1,4,Male,98.0,3,4,Manager,1,Divorced,18484.0,4871.0,6,Y,No,19.0,3,2,80,0,9.0,3,1,26.0,3.0,6.0,13.0
411,41.0,No,Travel_Rarely,596.0,Research & Development,1.0,2,Technical Degree,1,4,Female,67.0,2,1,Manufacturing Director,3,Single,3171.0,26746.0,3,Y,Yes,11.0,3,1,80,0,1.0,3,3,2.0,3.0,6.0,1.0
412,38.0,No,Travel_Rarely,208.0,Research & Development,17.0,3,Medical,1,4,Male,84.0,3,1,Laboratory Technician,3,Married,4817.0,19207.0,3,Y,No,13.0,3,4,80,2,10.0,0,1,9.0,6.0,7.0,8.0
413,25.0,No,Travel_Rarely,258.0,Research & Development,14.0,4,Life Sciences,1,2,Female,63.0,3,1,Laboratory Technician,4,Single,1228.0,9818.0,3,Y,Yes,21.0,3,2,80,1,11.0,5,2,4.0,1.0,2.0,2.0
414,42.0,No,Travel_Rarely,239.0,Sales,4.0,3,Life Sciences,1,1,Female,77.0,3,2,Research Director,3,Single,18800.0,15149.0,4,Y,No,14.0,3,3,80,0,15.0,1,1,3.0,1.0,0.0,1.0
415,23.0,Yes,Travel_Rarely,766.0,Research & Development,14.0,3,Life Sciences,1,1,Male,34.0,3,1,Sales Representative,3,Single,2189.0,25031.0,1,Y,No,12.0,4,3,80,0,1.0,5,3,2.0,1.0,1.0,1.0
416,26.0,No,Travel_Rarely,654.0,Sales,23.0,3,Technical Degree,1,3,Female,50.0,2,1,Manufacturing Director,1,Divorced,2746.0,6614.0,0,Y,No,19.0,3,4,80,2,6.0,3,2,6.0,1.0,1.0,4.0
417,27.0,No,Travel_Rarely,825.0,Human Resources,1.0,3,Life Sciences,1,2,Female,89.0,3,3,Research Scientist,3,Married,4216.0,3361.0,1,Y,No,16.0,3,4,80,1,9.0,3,3,8.0,8.0,4.0,5.0
418,46.0,No,Travel_Rarely,1334.0,Research & Development,7.0,2,Medical,1,2,Male,43.0,3,1,Sales Representative,2,Married,5258.0,4512.0,3,Y,Yes,21.0,4,1,80,0,9.0,3,3,1.0,2.0,0.0,1.0
419,45.0,No,Travel_Rarely,1219.0,Sales,4.0,4,Life Sciences,1,3,Male,78.0,1,3,Sales Executive,2,Divorced,15124.0,9439.0,4,Y,No,20.0,3,4,80,1,13.0,3,2,24.0,2.0,4.0,9.0
420,37.0,No,Travel_Rarely,508.0,Research & Development,4.0,3,Medical,1,1,Male,70.0,3,2,Sales Executive,4,Single,7849.0,4756.0,0,Y,No,17.0,3,4,80,1,11.0,3,3,2.0,5.0,2.0,8.0
421,35.0,Yes,Travel_Rarely,330.0,Research & Development,9.0,4,Medical,1,1,Male,41.0,1,1,Sales Executive,4,Married,8718.0,16859.0,3,Y,No,17.0,3,3,80,1,16.0,2,1,11.0,5.0,6.0,4.0
422,34.0,No,Travel_Rarely,357.0,Research & Development,12.0,3,Medical,1,4,Female,80.0,2,2,Healthcare Representative,4,Single,11838.0,13736.0,1,Y,Yes,12.0,3,4,80,0,13.0,6,2,9.0,10.0,3.0,13.0
423,34.0,No,Travel_Rarely,324.0,Research & Development,3.0,4,Technical Degree,1,4,Male,47.0,3,1,Research Scientist,2,Married,5080.0,9930.0,1,Y,No,23.0,4,2,80,1,9.0,4,3,4.0,0.0,1.0,4.0
424,49.0,No,Travel_Frequently,1220.0,Sales,12.0,3,Human Resources,1,1,Male,90.0,3,4,Manager,2,Single,18920.0,13117.0,1,Y,No,20.0,3,4,80,1,19.0,1,3,6.0,6.0,7.0,7.0
425,43.0,No,Non-Travel,468.0,Research & Development,26.0,3,Marketing,1,1,Female,48.0,3,2,Sales Executive,4,Married,3066.0,21781.0,1,Y,No,19.0,4,2,80,1,16.0,4,2,1.0,4.0,2.0,1.0
426,23.0,No,Travel_Rarely,1085.0,Research & Development,17.0,3,Medical,1,4,Male,95.0,3,1,Laboratory Technician,4,Married,2381.0,16289.0,1,Y,No,17.0,3,2,80,1,6.0,2,3,2.0,1.0,0.0,0.0
427,47.0,No,Travel_Rarely,865.0,Research & Development,23.0,2,Life Sciences,1,4,Male,92.0,3,4,Manufacturing Director,3,Married,15876.0,17318.0,3,Y,No,14.0,3,3,80,1,20.0,2,3,7.0,7.0,1.0,10.0
428,30.0,Yes,Travel_Rarely,805.0,Research & Development,15.0,1,Human Resources,1,3,Male,67.0,3,1,Human Resources,1,Single,6399.0,20426.0,1,Y,No,20.0,3,4,80,0,6.0,6,2,1.0,2.0,1.0,1.0
429,44.0,Yes,Travel_Rarely,1114.0,Sales,7.0,3,Medical,1,4,Male,60.0,3,1,Sales Executive,4,Married,7237.0,9940.0,1,Y,No,11.0,3,3,80,0,13.0,0,3,2.0,5.0,6.0,5.0
430,47.0,No,Travel_Rarely,1075.0,Research & Development,18.0,3,Life Sciences,1,2,Male,32.0,3,1,Research Director,4,Married,3691.0,9354.0,3,Y,No,15.0,3,4,80,1,6.0,3,4,3.0,7.0,4.0,8.0
431,41.0,Yes,Non-Travel,1149.0,Sales,11.0,4,Life Sciences,1,3,Female,52.0,3,2,Sales Representative,3,Divorced,13272.0,14578.0,1,Y,No,24.0,4,1,80,1,19.0,3,2,11.0,8.0,5.0,7.0
432,33.0,No,Travel_Rarely,473.0,Research & Development,2.0,3,Medical,1,4,Female,65.0,3,1,Research Scientist,3,Single,3240.0,12907.0,4,Y,No,16.0,3,1,80,0,9.0,3,3,3.0,1.0,1.0,2.0
