,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
319,29.0,No,Travel_Frequently,1133.0,Research & Development,3.0,1,Life Sciences,1,2,Male,67.0,3,1,Research Scientist,2,Single,4787.0,15645.0,1,Y,No,23.0,3,4,80,0,6.0,0,2,5.0,5.0,2.0,6.0
320,36.0,No,Travel_Rarely,729.0,Research & Development,12.0,4,Medical,1,1,Male,58.0,1,3,Healthcare Representative,4,Divorced,3922.0,18340.0,4,Y,No,15.0,4,4,80,1,10.0,3,4,7.0,5.0,2.0,2.0
321,21.0,No,Travel_Rarely,451.0,Research & Development,16.0,1,Technical Degree,1,2,Male,94.0,2,1,Research Scientist,2,Married,2202.0,5958.0,6,Y,No,20.0,3,2,80,0,7.0,3,3,7.0,2.0,1.0,3.0
322,30.0,No,Travel_Rarely,652.0,Research & Development,25.0,4,Medical,1,2,Male,59.0,2,2,Human Resources,1,Married,4853.0,22416.0,1,Y,Yes,13.0,3,2,80,3,11.0,4,2,9.0,7.0,2.0,8.0
323,27.0,No,Travel_Rarely,619.0,Research & Development,2.0,3,Life Sciences,1,3,Male,70.0,3,1,Sales Executive,4,Single,4220.0,9377.0,1,Y,No,11.0,3,4,80,0,8.0,2,3,10.0,1.0,3.0,9.0
324,45.0,No,Travel_Frequently,365.0,Research & Development,23.0,4,Technical Degree,1,2,Female,70.0,2,2,Healthcare Representative,4,Married,8923.0,18016.0,1,Y,Yes,14.0,3,4,80,1,13.0,2,3,9.0,8.0,0.0,4.0
325,34.0,No,Non-Travel,614.0,Research & Development,5.0,4,Technical Degree,1,3,Female,85.0,3,4,Healthcare Representative,2,Divorced,8457.0,16443.0,2,Y,Yes,13.0,4,3,80,1,15.0,2,2,3.0,8.0,5.0,7.0
326,52.0,No,Travel_Rarely,658.0,Research & Development,10.0,2,Medical,1,3,Male,70.0,2,1,Research Director,3,Single,1852.0,13537.0,4,Y,No,14.0,3,3,80,0,9.0,4,3,5.0,6.0,10.0,3.0
327,45.0,No,Travel_Rarely,1004.0,Research & Development,15.0,2,Life Sciences,1,3,Male,80.0,3,5,Healthcare Representative,3,Married,19601.0,13318.0,1,Y,Yes,15.0,3,2,80,1,20.0,2,3,18.0,2.0,3.0,1.0
328,37.0,No,Travel_Rarely,492.0,Research & Development,20.0,1,Medical,1,1,Male,79.0,4,3,Sales Executive,4,Married,14866.0,4896.0,0,Y,No,18.0,3,2,80,1,10.0,2,2,19.0,9.0,6.0,4.0
329,21.0,No,Travel_Rarely,1064.0,Research & Development,2.0,3,Medical,1,2,Male,82.0,2,2,Sales Representative,3,Divorced,4658.0,11670.0,5,Y,Yes,19.0,3,1,80,1,3.0,2,3,2.0,2.0,2.0,1.0
330,36.0,Yes,Travel_Rarely,687.0,Sales,17.0,2,Marketing,1,2,Male,75.0,3,1,Sales Executive,2,Single,10645.0,4260.0,1,Y,No,17.0,3,4,80,0,15.0,4,3,3.0,7.0,6.0,3.0
331,45.0,No,Non-Travel,1335.0,Research & Development,4.0,4,Medical,1,4,Male,73.0,3,3,Healthcare Representative,3,Married,3195.0,25176.0,0,Y,No,15.0,3,1,80,2,20.0,4,3,10.0,12.0,3.0,9.0
332,31.0,No,Travel_Rarely,667.0,Sales,5.0,3,Life Sciences,1,2,Male,49.0,3,2,Research Scientist,3,Married,2663.0,9230.0,1,Y,No,17.0,3,3,80,0,5.0,2,2,2.0,5.0,1.0,3.0
333,42.0,No,Travel_Rarely,985.0,Research & Development,8.0,2,Life Sciences,1,2,Female,54.0,1,2,Sales Representative,3,Single,1814.0,9895.0,1,Y,No,15.0,3,1,80,1,15.0,3,3,11.0,10.0,2.0,9.0
334,22.0,Yes,Travel_Rarely,1244.0,Research & Development,13.0,2,Medical,1,3,Male,64.0,2,1,Sales Representative,4,Divorced,2529.0,3532.0,0,Y,Yes,14.0,3,3,80,0,1.0,2,3,1.0,3.0,1.0,1.0
335,36.0,No,Travel_Rarely,165.0,Sales,7.0,3,Other,1,3,Female,56.0,3,4,Sales Executive,3,Married,9347.0,9335.0,2,Y,No,12.0,3,4,80,0,26.0,3,3,14.0,10.0,4.0,10.0
336,46.0,No,Travel_Rarely,781.0,Sales,23.0,2,Medical,1,4,Female,78.0,3,3,Healthcare Representative,1,Married,6844.0,7198.0,0,Y,No,20.0,3,4,80,2,11.0,2,2,9.0,3.0,5.0,7.0
337,27.0,No,Travel_Rarely,850.0,Research & Development,11.0,2,Technical Degree,1,4,Female,75.0,3,1,Sales Executive,3,Married,3974.0,14628.0,1,Y,No,12.0,3,4,80,0,6.0,3,4,1.0,2.0,1.0,3.0
338,42.0,No,Travel_Rarely,1128.0,Research & Development,12.0,3,Life Sciences,1,1,Male,48.0,3,3,Sales Executive,3,Divorced,13364.0,12588.0,0,Y,No,13.0,3,4,80,1,23.0,3,3,29.0,13.0,6.0,8.0
339,41.0,Yes,Travel_Rarely,658.0,Research & Development,1.0,1,Technical Degree,1,1,Male,93.0,3,5,Healthcare Representative,3,Married,10671.0,14720.0,3,Y,No,16.0,3,3,80,0,21.0,2,4,11.0,3.0,1.0,2.0
340,48.0,No,Travel_Rarely,338.0,Research & Development,1.0,3,Medical,1,4,Female,99.0,3,5,Laboratory Technician,1,Single,9177.0,8457.0,7,Y,No,17.0,3,4,80,0,16.0,5,3,0.0,6.0,2.0,7.0
341,39.0,No,Travel_Rarely,972.0,Research & Development,9.0,3,Life Sciences,1,2,Female,66.0,2,1,Research Scientist,2,Single,1238.0,12639.0,1,Y,No,21.0,3,3,80,0,1.0,3,3,1.0,0.0,1.0,0.0
342,37.0,No,Travel_Rarely,921.0,Research & Development,10.0,2,Life Sciences,1,3,Male,62.0,3,2,Research Scientist,4,Divorced,19187.0,11477.0,2,Y,No,14.0,3,3,80,1,13.0,2,4,5.0,6.0,0.0,0.0
343,28.0,Yes,Travel_Frequently,229.0,Research & Development,2.0,3,Life Sciences,1,4,Female,69.0,2,1,Sales Representative,1,Married,2530.0,20123.0,1,Y,No,15.0,3,2,80,1,0.0,2,3,1.0,0.0,0.0,0.0
344,28.0,No,Travel_Rarely,706.0,Research & Development,12.0,2,Medical,1,3,Female,64.0,3,1,Research Scientist,3,Divorced,3001.0,20218.0,1,Y,No,22.0,3,3,80,0,4.0,0,3,1.0,2.0,0.0,2.0
345,32.0,No,Non-Travel,958.0,Research & Development,1.0,4,Medical,1,3,Male,72.0,2,1,Laboratory Technician,3,Single,4013.0,16677.0,0,Y,No,15.0,3,4,80,0,1.0,4,3,2.0,1.0,0.0,8.0
346,40.0,No,Travel_Rarely,520.0,Research & Development,2.0,4,Human Resources,1,3,Female,92.0,2,2,Manufacturing Director,2,Married,2737.0,25440.0,0,Y,Yes,12.0,3,3,80,0,5.0,3,3,7.0,3.0,6.0,5.0
347,20.0,Yes,Non-Travel,1051.0,Research & Development,9.0,3,Marketing,1,4,Male,63.0,3,1,Sales Representative,4,Divorced,1443.0,7792.0,0,Y,No,19.0,3,2,80,0,12.0,3,2,2.0,1.0,0.0,2.0
348,33.0,Yes,Non-Travel,248.0,Research & Development,6.0,2,Life Sciences,1,1,Male,99.0,2,2,Sales Executive,1,Married,6468.0,20439.0,1,Y,No,14.0,3,1,80,0,18.0,2,2,4.0,10.0,2.0,5.0
349,35.0,No,Travel_Rarely,411.0,Research & Development,1.0,3,Medical,1,3,Male,52.0,2,2,Laboratory Technician,2,Married,4168.0,16277.0,3,Y,No,13.0,3,2,80,1,12.0,2,3,8.0,8.0,1.0,6.0
350,28.0,No,Travel_Rarely,1067.0,Research & Development,6.0,4,Life Sciences,1,4,Male,34.0,4,1,Manufacturing Director,2,Single,6338.0,13756.0,1,Y,No,13.0,3,4,80,1,10.0,2,3,10.0,3.0,1.0,4.0
351,37.0,No,Non-Travel,476.0,Research & Development,2.0,2,Marketing,1,3,Male,49.0,3,1,Laboratory Technician,3,Single,10066.0,5641.0,0,Y,No,12.0,3,2,80,1,10.0,6,3,9.0,4.0,5.0,7.0
352,35.0,No,Travel_Rarely,599.0,Sales,9.0,2,Life Sciences,1,4,Male,54.0,3,2,Sales Executive,4,Single,6264.0,7133.0,1,Y,No,21.0,3,4,80,0,12.0,4,3,13.0,7.0,4.0,8.0
353,44.0,No,Travel_Rarely,442.0,Research & Development,5.0,4,Marketing,1,4,Female,58.0,3,2,Healthcare Representative,4,Single,8721.0,26588.0,7,Y,No,11.0,3,4,80,0,15.0,3,3,2.0,2.0,0.0,5.0
354,37.0,Yes,Travel_Rarely,1372.0,Research & Development,4.0,2,Medical,1,2,Male,49.0,2,4,Healthcare Representative,4,Married,15484.0,11060.0,1,Y,No,17.0,3,3,80,3,30.0,3,3,30.0,11.0,11.0,8.0
355,36.0,No,Travel_Rarely,666.0,Sales,13.0,2,Other,1,4,Male,75.0,3,3,Research Director,4,Married,8679.0,9993.0,4,Y,Yes,11.0,3,4,80,1,23.0,3,3,10.0,8.0,2.0,4.0
356,40.0,No,Travel_Rarely,881.0,Research & Development,1.0,2,Life Sciences,1,1,Male,92.0,3,2,Research Director,2,Married,11553.0,14207.0,0,Y,Yes,15.0,3,3,80,0,7.0,2,3,8.0,6.0,0.0,5.0
357,29.0,No,Travel_Frequently,773.0,Sales,2.0,4,Marketing,1,4,Female,80.0,3,1,Sales Executive,3,Married,6008.0,4668.0,1,Y,No,13.0,3,1,80,1,2.0,0,3,8.0,1.0,1.0,3.0
358,18.0,No,Travel_Rarely,260.0,Research & Development,6.0,1,Life Sciences,1,3,Male,57.0,1,1,Laboratory Technician,2,Married,3868.0,18731.0,1,Y,No,21.0,4,1,80,1,7.0,3,3,5.0,2.0,2.0,1.0
359,34.0,No,Travel_Rarely,849.0,Research & Development,7.0,3,Technical Degree,1,4,Female,83.0,1,1,Research Scientist,3,Married,2117.0,11088.0,0,Y,Yes,12.0,3,3,80,0,5.0,4,3,2.0,1.0,1.0,1.0
360,28.0,No,Travel_Rarely,378.0,Research & Development,7.0,4,Life Sciences,1,1,Male,32.0,3,1,Laboratory Technician,3,Single,3987.0,7248.0,0,Y,No,18.0,4,1,80,0,6.0,2,1,1.0,2.0,1.0,4.0
361,25.0,Yes,Travel_Rarely,897.0,Sales,4.0,2,Medical,1,4,Male,82.0,2,3,Research Scientist,2,Married,2591.0,12131.0,1,Y,Yes,11.0,3,1,80,0,7.0,5,4,9.0,2.0,0.0,5.0
362,28.0,No,Travel_Rarely,1367.0,Sales,14.0,4,Life Sciences,1,3,Female,57.0,3,3,Healthcare Representative,2,Divorced,12161.0,13297.0,1,Y,No,15.0,3,3,80,0,12.0,2,3,10.0,6.0,10.0,5.0
363,35.0,No,Non-Travel,296.0,Research & Development,7.0,3,Marketing,1,4,Female,39.0,3,2,Sales Executive,3,Single,3832.0,17656.0,9,Y,No,12.0,3,1,80,0,3.0,3,3,2.0,4.0,1.0,4.0
364,31.0,No,Travel_Rarely,254.0,Research & Development,15.0,3,Life Sciences,1,1,Male,85.0,3,2,Laboratory Technician,3,Single,3757.0,15797.0,2,Y,No,15.0,3,4,80,1,4.0,2,2,15.0,2.0,0.0,4.0
365,43.0,No,Travel_Rarely,660.0,Human Resources,6.0,2,Life Sciences,1,4,Male,82.0,4,5,Manager,4,Single,4319.0,21595.0,2,Y,Yes,17.0,4,3,80,0,11.0,2,2,10.0,2.0,3.0,4.0
366,43.0,Yes,Travel_Rarely,887.0,Human Resources,4.0,4,Technical Degree,1,2,Female,84.0,3,2,Healthcare Representative,1,Married,5145.0,5244.0,1,Y,No,13.0,3,4,80,0,12.0,1,2,1.0,12.0,8.0,9.0
367,53.0,No,Travel_Rarely,714.0,Sales,1.0,5,Life Sciences,1,3,Male,83.0,2,2,Manufacturing Director,1,Single,7110.0,21826.0,3,Y,Yes,21.0,3,3,80,1,14.0,2,3,4.0,4.0,2.0,10.0
368,34.0,No,Travel_Rarely,587.0,Research & Development,26.0,3,Technical Degree,1,1,Male,54.0,3,1,Research Scientist,4,Divorced,3346.0,24059.0,1,Y,No,18.0,3,2,80,1,13.0,3,4,8.0,7.0,5.0,7.0
369,30.0,No,Travel_Rarely,951.0,Research & Development,5.0,4,Other,1,4,Female,60.0,1,2,Research Scientist,1,Divorced,2620.0,4533.0,4,Y,No,12.0,3,2,80,0,12.0,2,3,7.0,2.0,1.0,7.0
370,30.0,No,Travel_Rarely,1292.0,Sales,1.0,2,Life Sciences,1,4,Male,77.0,3,1,Research Scientist,3,Married,2487.0,16413.0,1,Y,No,19.0,4,4,80,0,1.0,2,3,1.0,1.0,1.0,1.0
371,28.0,No,Travel_Rarely,676.0,Research & Development,8.0,3,Technical Degree,1,1,Male,61.0,3,1,Laboratory Technician,3,Single,2568.0,11679.0,4,Y,No,11.0,3,2,80,0,5.0,3,3,5.0,1.0,1.0,3.0
372,40.0,No,Travel_Rarely,526.0,Research & Development,18.0,4,Life Sciences,1,4,Male,87.0,3,1,Laboratory Technician,1,Married,2822.0,17032.0,1,Y,No,21.0,4,3,80,0,5.0,2,3,1.0,3.0,0.0,4.0
373,30.0,No,Travel_Rarely,1410.0,Research & Development,8.0,2,Medical,1,1,Male,71.0,3,3,Research Scientist,4,Married,5610.0,22092.0,1,Y,No,19.0,3,4,80,0,18.0,2,3,11.0,8.0,2.0,2.0
374,35.0,Yes,Travel_Rarely,641.0,Research & Development,2.0,1,Medical,1,3,Female,63.0,1,2,Research Scientist,1,Married,4615.0,14735.0,2,Y,Yes,12.0,3,3,80,1,12.0,2,1,0.0,1.0,0.0,1.0
375,45.0,No,Travel_Rarely,607.0,Research & Development,28.0,4,Life Sciences,1,2,Male,36.0,3,3,Research Scientist,1,Divorced,7172.0,16202.0,3,Y,No,15.0,3,4,80,3,9.0,3,2,4.0,0.0,1.0,2.0
376,47.0,Yes,Non-Travel,475.0,Research & Development,8.0,3,Life Sciences,1,4,Male,66.0,2,1,Human Resources,4,Married,1441.0,22306.0,1,Y,No,16.0,4,4,80,1,7.0,2,3,11.0,9.0,8.0,8.0
377,34.0,No,Travel_Rarely,1104.0,Human Resources,5.0,2,Marketing,1,4,Female,49.0,3,1,Laboratory Technician,4,Divorced,5268.0,7927.0,7,Y,No,17.0,3,3,80,0,0.0,3,2,4.0,5.0,7.0,10.0
378,28.0,No,Travel_Rarely,810.0,Research & Development,18.0,3,Medical,1,1,Female,86.0,3,2,Laboratory Technician,3,Single,2793.0,13997.0,4,Y,No,13.0,3,4,80,0,1.0,5,2,7.0,4.0,0.0,1.0
379,26.0,Yes,Travel_Rarely,255.0,Human Resources,4.0,3,Human Resources,1,3,Male,71.0,3,1,Human Resources,4,Divorced,3579.0,19551.0,8,Y,No,15.0,3,3,80,1,8.0,3,2,2.0,3.0,2.0,2.0
380,23.0,No,Travel_Rarely,1262.0,Sales,6.0,3,Medical,1,4,Male,58.0,3,1,Research Scientist,3,Married,3035.0,11103.0,1,Y,No,21.0,3,4,80,0,7.0,0,1,12.0,2.0,2.0,9.0
381,32.0,No,Travel_Rarely,841.0,Research & Development,7.0,4,Life Sciences,1,3,Female,47.0,2,2,Manufacturing Director,3,Divorced,3736.0,9703.0,1,Y,No,23.0,3,4,80,1,7.0,2,2,3.0,5.0,1.0,4.0
382,25.0,No,Non-Travel,1228.0,Research & Development,14.0,3,Medical,1,3,Female,80.0,3,1,Human Resources,4,Divorced,2042.0,7229.0,1,Y,No,12.0,3,3,80,0,5.0,3,3,2.0,1.0,1.0,0.0
383,44.0,No,Travel_Rarely,251.0,Research & Development,3.0,4,Life Sciences,1,3,Female,92.0,3,4,Healthcare Representative,2,Divorced,12195.0,16201.0,1,Y,Yes,12.0,4,3,80,0,30.0,3,2,21.0,10.0,11.0,14.0
384,34.0,No,Non-Travel,818.0,Sales,18.0,3,Life Sciences,1,4,Male,62.0,2,2,Sales Executive,3,Divorced,6115.0,24278.0,1,Y,No,20.0,4,1,80,1,17.0,2,2,4.0,4.0,0.0,5.0
385,29.0,No,Travel_Rarely,600.0,Sales,9.0,3,Life Sciences,1,3,Male,81.0,3,2,Research Director,3,Single,9559.0,18734.0,3,Y,No,17.0,3,4,80,0,12.0,3,3,5.0,6.0,6.0,4.0
386,33.0,No,Travel_Rarely,141.0,Research & Development,5.0,3,Medical,1,3,Male,40.0,2,2,Sales Executive,3,Divorced,4415.0,13373.0,1,Y,Yes,18.0,3,4,80,0,17.0,3,3,5.0,6.0,3.0,1.0
387,29.0,No,Travel_Rarely,751.0,Research & Development,12.0,4,Medical,1,2,Female,59.0,3,1,Laboratory Technician,4,Divorced,1890.0,20952.0,1,Y,No,13.0,3,2,80,3,0.0,2,2,0.0,2.0,0.0,1.0
388,39.0,No,Travel_Rarely,253.0,Research & Development,3.0,4,Life Sciences,1,2,Female,73.0,2,1,Laboratory Technician,4,Divorced,4480.0,21273.0,6,Y,Yes,12.0,3,3,80,1,5.0,2,3,1.0,2.0,1.0,5.0
389,44.0,No,Travel_Rarely,604.0,Sales,9.0,4,Medical,1,3,Female,94.0,2,1,Sales Representative,3,Divorced,3568.0,15440.0,4,Y,No,12.0,3,1,80,1,13.0,3,2,3.0,1.0,0.0,1.0
390,34.0,No,Travel_Rarely,677.0,Research & Development,4.0,1,Life Sciences,1,1,Male,48.0,3,1,Laboratory Technician,4,Divorced,3313.0,21028.0,0,Y,No,13.0,3,2,80,2,8.0,2,2,16.0,8.0,3.0,5.0
391,47.0,No,Travel_Rarely,1430.0,Research & Development,5.0,1,Medical,1,4,Male,57.0,3,4,Manufacturing Director,1,Married,3210.0,3873.0,1,Y,Yes,16.0,3,1,80,1,25.0,2,1,3.0,5.0,7.0,6.0
392,43.0,No,Travel_Frequently,536.0,Research & Development,22.0,2,Medical,1,3,Male,96.0,3,1,Research Scientist,4,Married,2568.0,6078.0,2,Y,Yes,12.0,3,1,80,0,13.0,4,4,4.0,4.0,6.0,3.0
393,47.0,No,Travel_Rarely,126.0,Research & Development,12.0,3,Life Sciences,1,3,Female,63.0,3,2,Laboratory Technician,2,Single,3648.0,5479.0,6,Y,Yes,13.0,3,3,80,1,1.0,2,3,6.0,5.0,0.0,2.0
394,20.0,No,Travel_Rarely,1073.0,Research & Development,11.0,3,Medical,1,2,Male,83.0,4,3,Healthcare Representative,1,Single,5071.0,24843.0,0,Y,Yes,17.0,3,2,80,0,10.0,2,2,2.0,7.0,3.0,9.0
395,29.0,No,Travel_Rarely,209.0,Research & Development,10.0,2,Technical Degree,1,3,Male,98.0,3,2,Research Director,4,Single,13346.0,7664.0,1,Y,Yes,11.0,3,3,80,0,9.0,4,3,11.0,14.0,2.0,8.0
396,37.0,No,Travel_Rarely,1027.0,Research & Development,8.0,3,Life Sciences,1,1,Male,82.0,2,2,Research Scientist,4,Divorced,4072.0,5124.0,7,Y,No,23.0,3,1,80,1,14.0,6,3,6.0,3.0,2.0,5.0
397,50.0,No,Travel_Rarely,1253.0,Sales,16.0,3,Human Resources,1,3,Female,53.0,3,4,Manager,4,Married,8097.0,14471.0,1,Y,No,19.0,4,1,80,1,17.0,2,3,19.0,5.0,12.0,10.0
398,28.0,No,Travel_Rarely,225.0,Sales,4.0,3,Life Sciences,1,2,Male,51.0,3,1,Sales Executive,4,Divorced,4882.0,24420.0,1,Y,No,15.0,3,1,80,3,3.0,2,3,5.0,2.0,2.0,2.0
399,29.0,No,Travel_Rarely,894.0,Sales,2.0,4,Medical,1,3,Female,66.0,3,2,Sales Executive,2,Single,5226.0,18161.0,1,Y,No,14.0,3,1,80,2,11.0,3,3,4.0,3.0,1.0,2.0
400,45.0,Yes,Travel_Rarely,799.0,Sales,22.0,3,Medical,1,4,Female,55.0,4,2,Research Scientist,4,Single,13581.0,15090.0,5,Y,No,20.0,3,4,80,0,13.0,3,2,8.0,6.0,0.0,3.0
401,34.0,No,Non-Travel,1308.0,Research & Development,6.0,2,Medical,1,4,Male,77.0,4,1,Laboratory Technician,3,Single,2312.0,14089.0,1,Y,No,22.0,4,2,80,0,10.0,3,3,9.0,2.0,1.0,7.0
402,36.0,No,Travel_Rarely,360.0,Research & Development,14.0,2,Life Sciences,1,4,Male,85.0,4,2,Manufacturing Director,1,Divorced,3846.0,6898.0,5,Y,Yes,19.0,3,2,80,1,12.0,3,3,8.0,1.0,1.0,2.0
403,25.0,No,Travel_Rarely,143.0,Research & Development,3.0,1,Technical Degree,1,3,Male,75.0,1,1,Research Scientist,1,Single,2015.0,20235.0,1,Y,Yes,13.0,3,3,80,0,4.0,1,3,0.0,2.0,0.0,1.0
404,45.0,No,Travel_Rarely,563.0,Research & Development,12.0,2,Life Sciences,1,2,Male,40.0,3,2,Sales Executive,3,Married,5160.0,14753.0,4,Y,No,22.0,4,2,80,1,9.0,4,3,7.0,0.0,2.0,2.0
405,40.0,No,Travel_Rarely,448.0,Sales,1.0,2,Life Sciences,1,3,Female,54.0,3,1,Research Scientist,3,Married,5562.0,22238.0,1,Y,Yes,11.0,3,1,80,0,8.0,3,3,7.0,5.0,3.0,3.0
406,51.0,No,Travel_Frequently,1365.0,Research & Development,1.0,3,Technical Degree,1,2,Male,36.0,2,1,Research Scientist,4,Single,3351.0,14717.0,6,Y,Yes,16.0,3,4,80,0,2.0,2,3,5.0,5.0,1.0,2.0
407,44.0,No,Travel_Rarely,1081.0,Sales,7.0,2,Marketing,1,3,Male,90.0,2,2,Manufacturing Director,1,Married,4132.0,3665.0,0,Y,No,17.0,3,4,80,1,16.0,4,2,6.0,2.0,0.0,4.0
408,39.0,No,Travel_Rarely,421.0,Research & Development,13.0,3,Other,1,2,Male,58.0,3,3,Laboratory Technician,3,Divorced,6690.0,5434.0,5,Y,No,18.0,3,3,80,2,9.0,2,2,9.0,2.0,1.0,9.0
409,31.0,No,Travel_Rarely,767.0,Research & Development,8.0,3,Medical,1,1,Female,94.0,3,2,Sales Executive,4,Married,6049.0,23616.0,0,Y,No,22.0,3,2,80,0,5.0,4,3,12.0,1.0,0.0,4.0
410,35.0,No,Travel_Rarely,182.0,Sales,3.0,1,Technical Degree,1,1,Male,53.0,3,1,Sales Executive,1,Married,4271.0,14861.0,1,Y,No,16.0,3,1,80,0,9.0,3,3,4.0,7.0,1.0,3.0
411,39.0,No,Travel_Rarely,184.0,Research & Development,6.0,5,Life Sciences,1,4,Female,49.0,2,2,Sales Executive,3,Divorced,3584.0,4308.0,5,Y,No,14.0,3,4,80,1,8.0,5,3,6.0,1.0,1.0,5.0
412,29.0,No,Travel_Rarely,387.0,Research & Development,6.0,4,Life Sciences,1,4,Male,91.0,3,1,Laboratory Technician,4,Single,4620.0,15929.0,0,Y,No,24.0,3,2,80,1,17.0,2,3,6.0,9.0,4.0,1.0
413,44.0,No,Travel_Frequently,657.0,Sales,22.0,2,Life Sciences,1,4,Female,91.0,4,3,Manufacturing Director,1,Married,15288.0,24070.0,2,Y,No,20.0,3,2,80,1,21.0,3,3,27.0,0.0,12.0,15.0
414,42.0,No,Travel_Rarely,1156.0,Sales,1.0,2,Medical,1,1,Male,74.0,2,5,Research Director,4,Single,19392.0,5629.0,6,Y,No,12.0,4,3,80,0,26.0,2,3,2.0,5.0,4.0,1.0
415,37.0,No,Travel_Rarely,778.0,Sales,8.0,1,Marketing,1,2,Male,62.0,2,2,Sales Executive,2,Married,10464.0,21092.0,5,Y,No,13.0,3,4,80,0,7.0,3,3,1.0,3.0,1.0,1.0
416,45.0,No,Travel_Rarely,643.0,Human Resources,5.0,3,Technical Degree,1,4,Male,87.0,3,2,Sales Executive,2,Divorced,10655.0,16766.0,5,Y,Yes,18.0,4,2,80,1,14.0,2,3,9.0,1.0,0.0,9.0
417,38.0,No,Travel_Rarely,602.0,Human Resources,7.0,4,Human Resources,1,3,Female,46.0,2,4,Human Resources,1,Married,16881.0,22351.0,3,Y,No,17.0,3,2,80,1,16.0,5,1,20.0,9.0,3.0,6.0
418,26.0,No,Travel_Frequently,657.0,Research & Development,26.0,3,Life Sciences,1,2,Male,31.0,3,1,Healthcare Representative,4,Single,3720.0,5973.0,0,Y,No,13.0,3,3,80,0,4.0,2,2,4.0,4.0,2.0,3.0
419,44.0,No,Travel_Rarely,1266.0,Human Resources,7.0,3,Medical,1,2,Male,78.0,3,2,Sales Executive,1,Divorced,4120.0,12825.0,2,Y,No,14.0,3,3,80,0,8.0,2,3,3.0,3.0,2.0,2.0
420,37.0,No,Travel_Rarely,637.0,Sales,19.0,5,Medical,1,1,Male,63.0,3,2,Sales Executive,2,Divorced,2626.0,15326.0,2,Y,Yes,12.0,3,3,80,1,14.0,3,3,31.0,5.0,4.0,3.0
421,44.0,No,Travel_Rarely,760.0,Sales,22.0,2,Life Sciences,1,4,Female,96.0,3,1,Laboratory Technician,3,Married,3612.0,13677.0,4,Y,Yes,22.0,4,4,80,2,10.0,3,3,7.0,1.0,1.0,8.0
422,32.0,No,Travel_Rarely,1268.0,Research & Development,9.0,4,Life Sciences,1,4,Male,62.0,3,3,Sales Executive,1,Single,7489.0,25327.0,8,Y,No,16.0,3,3,80,0,10.0,1,4,0.0,0.0,0.0,0.0
423,34.0,No,Travel_Rarely,470.0,Sales,2.0,3,Medical,1,1,Male,60.0,3,5,Manufacturing Director,1,Single,15533.0,9141.0,3,Y,No,12.0,3,4,80,0,4.0,2,3,9.0,3.0,1.0,4.0
424,34.0,No,Travel_Frequently,346.0,Research & Development,23.0,4,Marketing,1,1,Male,66.0,2,2,Manufacturing Director,2,Married,8162.0,13119.0,0,Y,No,16.0,3,2,80,0,13.0,2,3,6.0,7.0,7.0,8.0
425,30.0,No,Non-Travel,966.0,Research & Development,16.0,4,Medical,1,3,Male,94.0,3,2,Laboratory Technician,2,Married,4228.0,16860.0,8,Y,Yes,15.0,3,2,80,1,4.0,2,3,9.0,5.0,8.0,11.0
426,49.0,No,Travel_Frequently,502.0,Sales,19.0,3,Other,1,3,Female,60.0,2,3,Manufacturing Director,2,Married,13611.0,24557.0,6,Y,No,14.0,4,2,80,0,13.0,3,1,7.0,7.0,1.0,4.0
427,23.0,No,Travel_Rarely,1088.0,Sales,2.0,4,Life Sciences,1,2,Female,62.0,3,2,Sales Representative,2,Married,6746.0,17267.0,1,Y,Yes,12.0,3,1,80,0,7.0,3,3,5.0,1.0,2.0,3.0
428,32.0,Yes,Travel_Frequently,914.0,Research & Development,6.0,4,Life Sciences,1,4,Female,43.0,3,1,Healthcare Representative,4,Married,5005.0,2967.0,1,Y,No,14.0,3,2,80,0,6.0,5,2,26.0,6.0,1.0,5.0
429,37.0,No,Travel_Frequently,1119.0,Research & Development,9.0,4,Medical,1,1,Male,89.0,3,2,Laboratory Technician,3,Married,10497.0,25203.0,2,Y,No,16.0,3,3,80,0,5.0,3,3,2.0,4.0,0.0,3.0
430,55.0,No,Travel_Frequently,805.0,Sales,4.0,3,Life Sciences,1,4,Female,82.0,3,3,Sales Executive,3,Married,9028.0,3397.0,2,Y,No,11.0,3,3,80,0,16.0,1,3,8.0,4.0,6.0,0.0
431,34.0,No,Travel_Frequently,1187.0,Research & Development,20.0,4,Technical Degree,1,4,Male,50.0,2,2,Manufacturing Director,4,Married,4220.0,4951.0,3,Y,No,16.0,4,1,80,0,9.0,3,1,8.0,6.0,2.0,5.0
432,42.0,No,Travel_Rarely,509.0,Research & Development,5.0,3,Medical,1,3,Male,83.0,3,2,Manager,2,Divorced,8336.0,15680.0,7,Y,Yes,13.0,3,3,80,2,11.0,3,3,9.0,10.0,9.0,4.0
