Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,No,Non-Travel,1101,Research & Development,8,2,Technical Degree,1,3,Male,43,4,4,Human Resources,4,Married,16083,7206,5,Y,No,11,3,3,80,3,11,1970-01-01,3,22,11,2,14
37,Yes,Travel_Frequently,741,Sales,10,4,Life Sciences,1,4,Male,97,2,2,Sales Executive,4,Divorced,11088,4506,2,Y,Yes,17,3,3,80,0,32,1970-01-01,2,28,5,3,11
56,No,Non-Travel,791,Sales,27,4,Medical,1,4,Female,100,2,2,Laboratory Technician,2,Single,10675,20878,6,Y,No,19,4,3,80,0,19,1970-01-01,3,18,18,5,13
52,No,Travel_Frequently,1275,Research & Development,26,3,Life Sciences,1,3,Male,46,1,3,Human Resources,1,Single,1918,25465,9,Y,Yes,12,3,4,80,2,33,1970-01-01,1,28,1,0,2
36,Yes,Travel_Frequently,982,Sales,26,4,Marketing,1,3,Female,79,2,2,Human Resources,3,Divorced,19069,12465,7,Y,Yes,21,4,4,80,2,35,1970-01-01,2,32,7,15,8
53,No,Non-Travel,310,Human Resources,9,1,Other,1,2,Female,95,2,1,Sales Executive,1,Married,5582,16460,2,Y,Yes,18,4,2,80,3,13,1970-01-01,1,30,0,2,7
44,No,Travel_Frequently,263,Sales,2,1,Human Resources,1,1,Male,43,3,5,Sales Executive,4,Single,11322,26544,8,Y,Yes,23,3,2,80,3,3,1970-01-01,3,28,10,11,10
48,Yes,Travel_Frequently,702,Sales,21,1,Medical,1,4,Female,98,3,4,Human Resources,4,Single,13510,18232,7,Y,No,15,3,4,80,2,28,1970-01-01,2,7,16,3,12
47,Yes,Travel_Frequently,924,Human Resources,9,2,Marketing,1,3,Female,45,4,3,Human Resources,2,Single,12377,15911,0,Y,No,13,3,4,80,2,40,1970-01-01,4,23,9,0,7
33,Yes,Travel_Frequently,1078,Sales,4,4,Life Sciences,1,2,Male,37,1,4,Human Resources,3,Married,19774,16533,2,Y,No,24,3,4,80,1,14,1970-01-01,1,6,7,4,7
43,No,Travel_Frequently,1109,Human Resources,17,2,Medical,1,1,Female,83,2,1,Manager,3,Divorced,10366,2908,8,Y,Yes,12,4,3,80,2,36,1970-01-01,4,34,14,15,5
49,Yes,Non-Travel,400,Research & Development,24,4,Marketing,1,2,Male,88,3,5,Sales Representative,4,Single,8634,8794,9,Y,Yes,22,3,4,80,2,4,1970-01-01,4,38,14,10,10
49,Yes,Travel_Rarely,989,Research & Development,29,2,Medical,1,3,Male,84,4,5,Laboratory Technician,4,Divorced,8772,5560,1,Y,No,15,4,3,80,0,35,1970-01-01,2,24,15,10,12
57,No,Non-Travel,1360,Human Resources,17,5,Medical,1,3,Female,36,1,4,Sales Executive,2,Single,11125,10656,0,Y,Yes,22,4,2,80,3,27,1970-01-01,1,29,5,9,11
52,No,Travel_Frequently,967,Sales,22,4,Human Resources,1,1,Female,92,2,1,Laboratory Technician,3,Married,17799,5848,4,Y,Yes,19,3,3,80,1,9,1970-01-01,4,26,7,11,9
26,No,Travel_Rarely,253,Human Resources,25,1,Technical Degree,1,3,Male,69,1,5,Human Resources,1,Married,1591,18051,1,Y,No,24,3,2,80,1,20,1970-01-01,2,9,18,12,15
27,No,Travel_Frequently,414,Human Resources,29,3,Technical Degree,1,2,Female,87,3,5,Human Resources,3,Single,4599,16269,6,Y,No,19,3,2,80,1,34,1970-01-01,4,37,8,2,14
59,Yes,Travel_Frequently,860,Sales,8,2,Medical,1,4,Male,64,3,1,Manufacturing Director,2,Single,9310,4415,2,Y,No,13,4,2,80,0,23,1970-01-01,4,30,14,2,1
20,No,Travel_Rarely,604,Sales,4,5,Medical,1,4,Female,69,1,5,Manager,4,Divorced,15110,8182,4,Y,Yes,16,4,1,80,3,9,1970-01-01,1,39,16,9,10
39,Yes,Travel_Frequently,1029,Sales,16,5,Technical Degree,1,1,Female,49,1,4,Laboratory Technician,4,Divorced,17296,24815,9,Y,Yes,19,4,4,80,2,29,1970-01-01,2,34,6,10,16
29,No,Travel_Frequently,1217,Sales,5,3,Human Resources,1,1,Female,60,3,4,Human Resources,4,Married,5795,13324,6,Y,Yes,16,4,3,80,0,17,1970-01-01,2,37,14,11,7
33,Yes,Travel_Frequently,1387,Human Resources,26,2,Marketing,1,1,Male,61,3,5,Research Scientist,2,Divorced,18363,23945,0,Y,Yes,16,4,3,80,2,28,1970-01-01,4,12,12,9,4
38,Yes,Travel_Frequently,1397,Sales,7,4,Human Resources,1,4,Female,41,3,2,Laboratory Technician,2,Divorced,10297,24185,9,Y,Yes,12,4,3,80,3,30,1970-01-01,3,6,0,11,9
39,Yes,Travel_Frequently,1373,Human Resources,19,1,Other,1,1,Male,54,1,4,Human Resources,4,Divorced,17050,12802,7,Y,No,23,3,3,80,0,34,1970-01-01,4,33,14,14,8
57,No,Travel_Frequently,960,Research & Development,3,4,Life Sciences,1,1,Male,77,2,5,Research Scientist,1,Married,8645,23935,4,Y,Yes,16,3,4,80,0,24,1970-01-01,3,9,2,15,9
35,No,Travel_Frequently,443,Research & Development,13,1,Human Resources,1,2,Female,82,3,4,Research Director,1,Divorced,13250,22665,9,Y,Yes,16,4,4,80,3,11,1970-01-01,3,29,12,8,2
55,Yes,Non-Travel,547,Research & Development,16,4,Life Sciences,1,3,Male,84,3,5,Sales Executive,3,Divorced,12532,18735,7,Y,Yes,14,4,3,80,3,27,1970-01-01,2,29,18,11,7
51,No,Travel_Rarely,267,Research & Development,1,5,Life Sciences,1,2,Female,80,1,2,Manager,2,Single,7540,10105,5,Y,No,14,4,2,80,1,1,1970-01-01,2,27,12,11,16
31,Yes,Travel_Rarely,287,Sales,29,2,Human Resources,1,3,Female,30,2,1,Sales Executive,2,Married,6554,18227,4,Y,Yes,25,3,1,80,3,15,1970-01-01,4,1,16,13,15
33,No,Non-Travel,917,Human Resources,13,5,Other,1,2,Female,42,4,2,Sales Executive,2,Single,17669,16379,1,Y,Yes,16,4,3,80,2,30,1970-01-01,2,7,13,13,10
52,No,Travel_Frequently,823,Sales,27,3,Marketing,1,1,Male,35,1,1,Human Resources,3,Single,3040,13587,5,Y,Yes,19,3,3,80,3,36,1970-01-01,3,26,8,1,11
57,No,Non-Travel,973,Human Resources,21,1,Human Resources,1,4,Female,55,2,1,Sales Representative,1,Single,6596,10914,5,Y,No,12,4,1,80,3,0,1970-01-01,1,8,5,11,14
60,No,Travel_Frequently,108,Human Resources,2,1,Medical,1,1,Female,63,1,2,Human Resources,3,Married,6572,12820,1,Y,No,13,3,3,80,1,0,1970-01-01,4,21,6,3,4
22,Yes,Travel_Rarely,1436,Research & Development,14,3,Technical Degree,1,3,Female,50,4,3,Research Director,4,Married,9568,24191,0,Y,No,14,4,3,80,2,10,1970-01-01,4,11,13,13,16
32,No,Travel_Frequently,239,Research & Development,15,1,Life Sciences,1,1,Female,96,3,4,Research Scientist,4,Married,5201,3200,5,Y,No,14,3,2,80,2,2,1970-01-01,2,13,15,4,9
41,Yes,Travel_Rarely,1065,Sales,5,4,Life Sciences,1,2,Male,76,2,1,Manufacturing Director,2,Married,15776,3459,4,Y,Yes,14,3,1,80,0,9,1970-01-01,3,34,7,8,5
31,No,Travel_Frequently,796,Human Resources,14,2,Technical Degree,1,4,Male,81,1,4,Human Resources,4,Married,15670,25787,8,Y,No,22,4,4,80,3,19,1970-01-01,3,23,16,11,17
40,No,Travel_Frequently,461,Research & Development,26,5,Medical,1,2,Male,75,3,1,Healthcare Representative,1,Married,1784,5402,9,Y,Yes,22,4,2,80,2,26,1970-01-01,4,4,6,8,17
46,No,Travel_Frequently,704,Research & Development,6,4,Human Resources,1,1,Female,34,3,4,Laboratory Technician,2,Divorced,15361,13582,1,Y,Yes,22,3,1,80,3,31,1970-01-01,4,30,5,11,13
39,Yes,Non-Travel,814,Human Resources,3,2,Life Sciences,1,2,Female,52,2,1,Research Scientist,2,Single,19761,25069,3,Y,Yes,13,3,2,80,2,24,1970-01-01,2,39,18,10,15
57,Yes,Travel_Frequently,736,Human Resources,1,4,Life Sciences,1,2,Male,46,2,3,Sales Executive,4,Divorced,1280,21786,0,Y,No,16,4,2,80,2,30,1970-01-01,3,12,11,2,3
31,No,Travel_Rarely,1058,Human Resources,26,3,Medical,1,3,Male,65,1,4,Research Director,3,Single,16057,21815,0,Y,No,12,4,2,80,1,10,1970-01-01,3,1,14,4,8
46,No,Travel_Frequently,1413,Human Resources,10,2,Technical Degree,1,1,Male,65,4,1,Manufacturing Director,2,Single,10293,24961,1,Y,No,23,4,3,80,2,11,1970-01-01,2,14,16,12,1
56,Yes,Non-Travel,756,Human Resources,11,2,Marketing,1,3,Male,54,1,4,Sales Representative,1,Divorced,1314,4024,9,Y,Yes,17,4,3,80,1,29,1970-01-01,2,31,13,1,6
44,Yes,Non-Travel,682,Human Resources,29,4,Marketing,1,1,Female,69,3,2,Sales Representative,1,Married,12228,3989,6,Y,No,13,3,2,80,2,36,1970-01-01,2,35,15,11,15
45,Yes,Non-Travel,265,Sales,5,2,Medical,1,2,Male,44,2,1,Manager,3,Single,5685,20670,4,Y,No,20,3,2,80,1,31,1970-01-01,3,33,12,13,7
38,No,Non-Travel,725,Human Resources,11,2,Technical Degree,1,1,Female,65,3,2,Research Scientist,3,Married,11714,25027,6,Y,No,16,3,4,80,3,9,1970-01-01,2,6,1,13,14
39,No,Travel_Frequently,980,Research & Development,2,4,Human Resources,1,3,Female,86,2,4,Research Director,4,Single,19102,4665,9,Y,No,11,4,1,80,1,15,1970-01-01,3,12,18,5,0
45,Yes,Non-Travel,723,Human Resources,5,2,Medical,1,1,Male,83,1,5,Laboratory Technician,3,Married,9441,17869,3,Y,No,23,3,4,80,3,5,1970-01-01,4,24,12,11,10
41,No,Travel_Rarely,335,Research & Development,29,1,Technical Degree,1,3,Female,54,2,1,Sales Executive,4,Divorced,5406,6867,2,Y,No,15,4,1,80,0,8,1970-01-01,2,0,13,15,7
24,Yes,Non-Travel,742,Research & Development,14,4,Medical,1,4,Female,51,1,1,Research Director,4,Divorced,16162,10046,9,Y,Yes,23,3,4,80,2,39,1970-01-01,1,25,0,2,5
58,Yes,Travel_Rarely,603,Sales,23,5,Human Resources,1,4,Male,68,3,3,Manager,1,Married,14637,2114,1,Y,No,20,4,1,80,0,33,1970-01-01,1,16,13,10,10
29,No,Travel_Frequently,724,Human Resources,19,3,Other,1,2,Female,97,3,2,Manufacturing Director,3,Divorced,14013,22909,1,Y,Yes,14,4,4,80,3,39,1970-01-01,3,3,17,6,3
40,No,Non-Travel,1191,Sales,19,3,Human Resources,1,3,Male,85,4,5,Laboratory Technician,3,Single,18151,22972,6,Y,Yes,12,3,4,80,0,33,1970-01-01,1,33,14,8,8
19,No,Travel_Frequently,1441,Research & Development,21,1,Life Sciences,1,4,Male,53,2,1,Sales Representative,1,Single,9178,25880,9,Y,Yes,25,4,1,80,3,15,1970-01-01,2,2,3,4,3
33,Yes,Non-Travel,357,Human Resources,28,4,Human Resources,1,4,Female,30,1,1,Research Scientist,2,Divorced,11254,13646,2,Y,No,19,4,1,80,2,2,1970-01-01,1,36,18,12,5
43,Yes,Travel_Frequently,413,Sales,12,4,Other,1,1,Female,91,4,4,Sales Representative,2,Married,18085,9560,3,Y,No,24,3,4,80,3,1,1970-01-01,2,35,2,10,12
59,No,Travel_Frequently,939,Sales,5,4,Marketing,1,3,Male,88,2,5,Healthcare Representative,3,Divorced,12598,18800,0,Y,No,23,4,2,80,0,12,1970-01-01,3,21,16,11,0
49,No,Travel_Frequently,1037,Sales,4,4,Technical Degree,1,1,Female,36,2,3,Research Scientist,4,Divorced,18706,19142,2,Y,Yes,22,3,1,80,1,6,1970-01-01,2,12,18,10,12
23,No,Travel_Rarely,424,Research & Development,27,3,Medical,1,2,Male,88,4,4,Research Director,1,Single,6114,9897,8,Y,Yes,20,4,2,80,0,18,1970-01-01,2,39,18,9,12
41,Yes,Non-Travel,116,Human Resources,27,4,Marketing,1,2,Male,90,3,4,Laboratory Technician,1,Divorced,5213,6639,5,Y,Yes,18,4,4,80,3,1,1970-01-01,2,1,2,3,15
26,No,Non-Travel,447,Human Resources,22,1,Life Sciences,1,2,Female,34,4,1,Healthcare Representative,4,Married,4789,14080,7,Y,No,15,3,4,80,3,37,1970-01-01,4,19,4,9,4
47,Yes,Travel_Frequently,442,Human Resources,17,4,Technical Degree,1,3,Male,50,2,2,Laboratory Technician,3,Single,15282,4919,3,Y,Yes,22,4,4,80,0,35,1970-01-01,2,3,15,13,0
51,Yes,Non-Travel,868,Human Resources,29,5,Medical,1,2,Male,59,3,2,Sales Executive,1,Divorced,13833,18437,3,Y,No,22,4,4,80,0,17,1970-01-01,3,20,13,9,3
27,Yes,Travel_Frequently,796,Human Resources,18,3,Medical,1,2,Male,39,4,5,Sales Representative,4,Divorced,16737,3624,6,Y,No,13,4,1,80,1,34,1970-01-01,3,6,4,5,7
52,Yes,Non-Travel,773,Research & Development,20,5,Human Resources,1,3,Male,78,2,5,Human Resources,2,Divorced,7523,7871,5,Y,No,23,3,3,80,0,2,1970-01-01,3,16,17,12,14
33,No,Non-Travel,772,Sales,9,4,Medical,1,4,Male,70,3,5,Healthcare Representative,2,Married,12322,2163,6,Y,No,21,4,4,80,3,23,1970-01-01,4,32,2,1,6
60,No,Non-Travel,742,Research & Development,13,1,Marketing,1,1,Female,35,2,5,Manufacturing Director,3,Single,16667,14635,6,Y,Yes,19,4,2,80,1,7,1970-01-01,3,39,16,11,17
53,No,Non-Travel,689,Research & Development,21,1,Life Sciences,1,3,Female,50,2,2,Healthcare Representative,4,Divorced,14765,24853,0,Y,Yes,13,4,4,80,2,4,1970-01-01,1,9,2,14,14
37,Yes,Travel_Rarely,855,Human Resources,8,2,Medical,1,1,Female,45,2,4,Research Scientist,4,Divorced,4940,4163,6,Y,No,16,3,4,80,3,38,1970-01-01,4,34,9,5,12
47,Yes,Travel_Rarely,332,Human Resources,5,3,Human Resources,1,3,Male,97,1,3,Sales Executive,4,Divorced,4163,10403,6,Y,Yes,11,3,3,80,2,13,1970-01-01,4,18,3,14,7
44,Yes,Travel_Frequently,933,Research & Development,28,3,Other,1,1,Female,31,1,4,Research Scientist,1,Married,10744,13538,3,Y,No,16,3,4,80,1,22,1970-01-01,1,14,3,12,6
25,No,Travel_Frequently,898,Human Resources,11,1,Marketing,1,4,Male,85,1,4,Laboratory Technician,4,Single,3725,26247,0,Y,Yes,19,3,3,80,1,8,1970-01-01,3,40,7,4,3
51,Yes,Travel_Rarely,931,Human Resources,2,5,Medical,1,3,Female,35,1,3,Manufacturing Director,1,Single,11747,17123,3,Y,Yes,18,4,4,80,1,8,1970-01-01,4,26,0,1,12
38,No,Travel_Frequently,807,Sales,19,4,Medical,1,1,Female,45,4,1,Manager,4,Divorced,12254,18297,4,Y,Yes,12,3,4,80,1,27,1970-01-01,3,36,0,15,4
28,No,Travel_Rarely,683,Sales,23,5,Human Resources,1,4,Male,64,3,3,Healthcare Representative,1,Married,6319,13481,0,Y,No,17,3,4,80,1,11,1970-01-01,4,17,15,2,15
33,Yes,Travel_Rarely,400,Human Resources,21,2,Life Sciences,1,4,Male,96,1,4,Laboratory Technician,2,Married,14616,15403,6,Y,Yes,19,3,1,80,1,6,1970-01-01,2,5,0,2,10
60,Yes,Travel_Frequently,900,Human Resources,7,1,Technical Degree,1,3,Male,87,2,5,Human Resources,2,Divorced,9400,26820,7,Y,Yes,14,3,1,80,2,27,1970-01-01,2,4,14,12,1
30,No,Travel_Frequently,1406,Human Resources,13,4,Life Sciences,1,2,Male,96,3,2,Sales Executive,2,Married,19843,2514,2,Y,No,12,4,1,80,3,25,1970-01-01,2,3,11,15,6
47,No,Non-Travel,1324,Sales,22,5,Marketing,1,2,Female,74,3,5,Research Director,2,Divorced,16685,18522,7,Y,Yes,15,3,1,80,1,15,1970-01-01,3,21,10,15,4
36,Yes,Non-Travel,1084,Sales,6,1,Marketing,1,4,Male,100,3,4,Manager,3,Married,18250,11723,6,Y,No,25,3,3,80,1,35,1970-01-01,3,3,1,6,11
20,Yes,Travel_Frequently,451,Sales,28,1,Human Resources,1,2,Female,99,1,1,Sales Executive,4,Single,6923,18149,5,Y,Yes,25,3,3,80,2,32,1970-01-01,2,38,5,6,15
26,No,Travel_Frequently,1210,Research & Development,7,2,Marketing,1,2,Male,49,1,3,Human Resources,3,Divorced,16366,13096,8,Y,No,21,4,4,80,0,20,1970-01-01,1,13,12,15,12
20,No,Non-Travel,464,Research & Development,15,1,Marketing,1,3,Female,39,3,4,Research Director,4,Single,19939,23467,7,Y,No,25,4,2,80,1,29,1970-01-01,1,31,5,9,16
41,Yes,Travel_Frequently,1347,Research & Development,9,1,Medical,1,4,Female,65,4,2,Manufacturing Director,2,Married,14841,11359,4,Y,Yes,18,3,4,80,1,12,1970-01-01,4,30,10,14,9
54,No,Travel_Frequently,1218,Sales,24,1,Medical,1,1,Female,59,3,5,Manufacturing Director,1,Single,17966,22509,6,Y,No,16,4,2,80,0,18,1970-01-01,4,18,7,14,12
57,Yes,Travel_Rarely,879,Human Resources,5,3,Life Sciences,1,1,Female,35,3,2,Research Director,1,Married,2359,9374,1,Y,No,16,4,2,80,3,19,1970-01-01,4,3,12,13,16
56,Yes,Travel_Frequently,615,Sales,5,2,Medical,1,2,Male,70,1,2,Sales Representative,3,Single,14545,14386,6,Y,Yes,20,4,4,80,1,32,1970-01-01,3,20,8,3,13
37,Yes,Non-Travel,1077,Human Resources,17,1,Marketing,1,4,Male,31,3,3,Sales Representative,1,Married,14863,22445,2,Y,No,20,4,3,80,3,16,1970-01-01,2,11,18,14,7
58,No,Travel_Rarely,720,Human Resources,10,3,Medical,1,2,Female,43,4,2,Human Resources,2,Divorced,6416,25667,3,Y,No,19,4,4,80,3,1,1970-01-01,1,29,0,15,1
33,Yes,Travel_Rarely,583,Sales,18,4,Other,1,3,Female,74,2,2,Healthcare Representative,1,Single,1892,16598,5,Y,Yes,21,3,1,80,0,37,1970-01-01,1,25,0,2,8
21,Yes,Travel_Frequently,781,Sales,9,5,Marketing,1,1,Female,61,1,2,Manufacturing Director,4,Divorced,6266,6651,4,Y,No,14,4,3,80,0,12,1970-01-01,1,37,9,0,16
28,No,Travel_Rarely,343,Sales,29,3,Marketing,1,1,Male,85,3,2,Human Resources,2,Divorced,4712,20029,1,Y,Yes,22,3,2,80,3,28,1970-01-01,1,23,12,14,8
20,No,Non-Travel,239,Sales,14,5,Other,1,3,Male,31,1,4,Research Scientist,2,Divorced,1399,23263,2,Y,No,22,4,3,80,2,33,1970-01-01,4,16,0,1,5
49,No,Non-Travel,1407,Sales,1,2,Life Sciences,1,3,Female,63,4,4,Sales Executive,2,Single,10321,25281,4,Y,No,14,3,2,80,1,24,1970-01-01,3,12,15,12,9
19,No,Travel_Frequently,838,Research & Development,18,3,Technical Degree,1,2,Male,65,1,3,Research Scientist,1,Single,13752,4973,4,Y,Yes,23,3,3,80,0,12,1970-01-01,2,25,4,10,16
37,Yes,Non-Travel,954,Sales,6,4,Human Resources,1,3,Male,44,3,1,Sales Representative,3,Divorced,6440,6939,1,Y,No,11,4,4,80,0,29,1970-01-01,2,17,10,2,7
41,No,Travel_Rarely,1300,Sales,13,5,Life Sciences,1,4,Female,76,3,3,Research Scientist,1,Married,15885,5901,6,Y,Yes,13,3,1,80,1,29,1970-01-01,3,27,8,1,3
18,No,Travel_Frequently,909,Human Resources,17,5,Life Sciences,1,4,Female,66,2,5,Research Scientist,1,Single,14552,26171,6,Y,No,16,3,3,80,2,24,1970-01-01,1,11,14,7,5
51,No,Travel_Frequently,1069,Sales,13,5,Other,1,1,Female,54,3,5,Research Director,2,Married,4582,13962,4,Y,Yes,16,4,3,80,3,35,1970-01-01,4,15,14,14,4
56,No,Travel_Rarely,1116,Research & Development,7,2,Marketing,1,2,Male,48,3,1,Healthcare Representative,2,Single,10971,6801,6,Y,Yes,21,4,4,80,0,24,1970-01-01,4,29,0,6,1
57,Yes,Travel_Rarely,551,Research & Development,28,5,Technical Degree,1,3,Female,39,3,2,Human Resources,3,Divorced,14608,13301,2,Y,Yes,18,4,4,80,0,7,1970-01-01,4,1,2,11,5
33,No,Travel_Rarely,1230,Sales,7,5,Marketing,1,4,Female,100,1,1,Human Resources,4,Divorced,19901,4496,0,Y,No,23,4,2,80,1,27,1970-01-01,2,37,13,3,6
25,Yes,Travel_Frequently,583,Human Resources,12,1,Life Sciences,1,1,Male,61,2,5,Research Director,2,Single,16052,5047,2,Y,No,25,4,1,80,2,30,1970-01-01,3,20,5,5,5
26,Yes,Non-Travel,1439,Human Resources,9,2,Life Sciences,1,1,Female,76,1,1,Research Scientist,3,Divorced,1604,6956,1,Y,Yes,14,3,1,80,1,2,1970-01-01,2,20,0,6,11
19,Yes,Non-Travel,201,Research & Development,17,4,Technical Degree,1,4,Male,62,1,5,Manufacturing Director,1,Married,14267,26456,1,Y,No,14,4,3,80,0,25,1970-01-01,4,26,8,6,16
19,Yes,Travel_Frequently,898,Human Resources,15,4,Medical,1,3,Female,67,4,1,Research Scientist,2,Divorced,12577,25100,1,Y,No,15,4,3,80,2,4,1970-01-01,4,12,14,3,1
31,No,Non-Travel,1035,Research & Development,8,3,Other,1,1,Male,96,4,5,Manufacturing Director,2,Divorced,1998,21289,2,Y,No,19,4,3,80,1,33,1970-01-01,1,14,4,2,13
37,No,Travel_Rarely,517,Research & Development,4,1,Medical,1,3,Female,76,1,5,Research Director,1,Single,18009,12767,5,Y,Yes,18,3,3,80,2,6,1970-01-01,3,14,9,10,16
24,No,Travel_Rarely,111,Sales,23,2,Human Resources,1,4,Male,44,2,1,Healthcare Representative,1,Married,16096,6366,1,Y,Yes,17,4,2,80,0,10,1970-01-01,1,3,3,6,9
34,Yes,Non-Travel,1227,Human Resources,29,4,Other,1,2,Female,50,4,3,Sales Representative,3,Divorced,12017,14085,7,Y,No,20,3,1,80,2,8,1970-01-01,1,2,7,15,15
19,Yes,Travel_Rarely,1095,Sales,3,1,Human Resources,1,3,Female,46,1,2,Manufacturing Director,3,Married,14906,7886,1,Y,Yes,23,3,3,80,3,14,1970-01-01,4,17,12,11,15
31,Yes,Travel_Rarely,1419,Human Resources,29,3,Technical Degree,1,4,Female,69,1,2,Human Resources,2,Single,13332,22667,9,Y,No,13,3,1,80,2,16,1970-01-01,1,14,10,15,6
40,No,Travel_Rarely,1110,Sales,17,1,Other,1,1,Female,36,4,5,Sales Representative,3,Single,10012,11126,4,Y,Yes,20,3,3,80,3,18,1970-01-01,4,29,8,0,12
36,No,Travel_Frequently,280,Sales,19,5,Human Resources,1,3,Male,45,1,3,Research Scientist,3,Married,5730,13918,6,Y,Yes,25,3,1,80,0,35,1970-01-01,1,13,15,7,5
51,No,Non-Travel,578,Human Resources,14,4,Technical Degree,1,1,Male,91,2,1,Manufacturing Director,4,Single,15566,7211,3,Y,Yes,14,4,2,80,0,31,1970-01-01,4,29,4,13,16
60,Yes,Travel_Frequently,449,Sales,14,1,Other,1,3,Female,60,2,4,Research Director,2,Single,11299,6375,3,Y,Yes,16,4,4,80,1,24,1970-01-01,1,31,6,8,15
60,Yes,Travel_Frequently,1258,Human Resources,18,1,Life Sciences,1,1,Female,76,2,1,Healthcare Representative,2,Divorced,4156,2433,6,Y,No,18,4,1,80,3,3,1970-01-01,2,33,16,2,16
22,Yes,Travel_Frequently,286,Research & Development,27,2,Human Resources,1,4,Female,88,2,1,Laboratory Technician,1,Married,5062,14217,1,Y,Yes,16,4,1,80,1,8,1970-01-01,3,21,5,11,5
37,Yes,Travel_Frequently,536,Sales,26,4,Medical,1,1,Female,100,1,3,Manager,4,Single,11646,14441,5,Y,No,12,3,1,80,0,34,1970-01-01,3,29,9,4,0
24,No,Travel_Rarely,1014,Human Resources,23,5,Medical,1,4,Female,66,2,2,Sales Executive,1,Divorced,8107,8919,2,Y,No,20,3,1,80,0,31,1970-01-01,1,14,0,13,12
37,No,Non-Travel,869,Human Resources,25,1,Other,1,3,Male,88,3,4,Sales Executive,1,Divorced,7929,6257,7,Y,Yes,11,3,2,80,2,31,1970-01-01,1,38,1,11,15
49,No,Non-Travel,288,Research & Development,22,1,Life Sciences,1,4,Male,89,3,1,Research Scientist,1,Divorced,6136,17587,6,Y,No,13,3,2,80,0,20,1970-01-01,4,38,11,5,14
30,Yes,Travel_Rarely,505,Research & Development,22,3,Marketing,1,4,Female,79,4,1,Sales Executive,2,Married,18041,21408,8,Y,Yes,19,3,3,80,3,5,1970-01-01,3,14,4,11,5
26,No,Travel_Frequently,925,Research & Development,18,1,Life Sciences,1,2,Female,86,4,5,Research Scientist,2,Married,8154,7032,0,Y,No,18,3,3,80,3,16,1970-01-01,1,14,11,1,4
28,Yes,Non-Travel,512,Sales,5,3,Technical Degree,1,2,Female,59,3,3,Research Scientist,4,Single,18630,19047,0,Y,Yes,17,4,1,80,3,38,1970-01-01,1,17,18,13,6
45,No,Travel_Frequently,540,Research & Development,2,1,Human Resources,1,3,Male,73,3,3,Manager,2,Single,15796,10424,8,Y,No,23,3,3,80,0,37,1970-01-01,4,25,2,3,7
29,No,Non-Travel,436,Research & Development,11,2,Human Resources,1,1,Female,93,2,5,Sales Representative,2,Divorced,3460,6642,4,Y,No,19,3,3,80,1,27,1970-01-01,3,9,10,11,0
60,Yes,Travel_Frequently,549,Research & Development,14,3,Marketing,1,4,Male,51,1,1,Laboratory Technician,3,Single,4164,18547,5,Y,No,11,4,2,80,0,28,1970-01-01,4,17,14,13,14
58,Yes,Travel_Rarely,554,Human Resources,3,3,Medical,1,1,Female,84,4,5,Manufacturing Director,4,Married,5072,9094,3,Y,Yes,14,4,2,80,1,28,1970-01-01,1,37,13,5,14
38,No,Travel_Frequently,604,Human Resources,16,4,Medical,1,2,Female,79,2,2,Manufacturing Director,2,Married,4395,5694,8,Y,Yes,25,3,3,80,2,2,1970-01-01,2,27,5,0,2
20,Yes,Non-Travel,599,Research & Development,4,5,Marketing,1,2,Female,36,2,3,Sales Representative,1,Married,3379,14897,5,Y,Yes,18,4,2,80,2,32,1970-01-01,1,30,15,6,16
19,No,Travel_Rarely,1122,Sales,8,2,Other,1,3,Male,89,3,3,Manufacturing Director,1,Married,10021,19239,0,Y,No,20,3,1,80,0,16,1970-01-01,2,40,3,0,1
45,Yes,Travel_Frequently,465,Sales,18,3,Medical,1,4,Male,40,2,3,Healthcare Representative,4,Married,6657,14759,7,Y,No,21,3,4,80,3,38,1970-01-01,4,16,4,0,3
43,Yes,Non-Travel,1483,Human Resources,25,3,Technical Degree,1,2,Female,76,2,2,Research Scientist,1,Single,4869,23878,6,Y,No,20,4,4,80,2,35,1970-01-01,2,16,7,4,16
53,Yes,Non-Travel,590,Human Resources,24,3,Medical,1,2,Male,63,3,3,Laboratory Technician,3,Married,14452,5975,8,Y,Yes,25,3,3,80,0,23,1970-01-01,1,22,0,3,0
37,Yes,Travel_Rarely,737,Human Resources,12,3,Life Sciences,1,1,Male,99,4,1,Research Director,4,Single,10149,18617,3,Y,Yes,21,4,2,80,1,22,1970-01-01,1,7,12,10,17
46,Yes,Travel_Frequently,578,Human Resources,29,1,Medical,1,2,Female,100,3,5,Sales Executive,2,Divorced,6303,12080,9,Y,Yes,20,4,1,80,0,21,1970-01-01,2,28,18,4,9
