Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Frequently,1285,Human Resources,27,3,Medical,1,4,Male,32,1,2,Manager,4,Married,11331,10440,9,Y,No,11,4,1,80,0,11,1970-01-01,4,4,17,12,6
18,Yes,Travel_Frequently,685,Sales,25,2,Life Sciences,1,4,Male,41,1,3,Human Resources,1,Married,18275,4915,3,Y,No,14,3,1,80,2,14,1970-01-01,1,22,18,7,5
57,No,Travel_Rarely,1490,Sales,28,2,Life Sciences,1,1,Female,88,4,4,Manager,1,Married,9893,6348,9,Y,No,23,3,4,80,1,0,1970-01-01,3,38,4,13,16
38,Yes,Non-Travel,460,Research & Development,10,2,Medical,1,2,Male,92,1,5,Research Scientist,2,Single,8273,4517,9,Y,No,25,4,4,80,1,0,1970-01-01,3,31,15,1,7
58,No,Travel_Rarely,717,Research & Development,2,5,Marketing,1,1,Male,89,4,3,Human Resources,1,Divorced,13687,14912,4,Y,Yes,14,4,1,80,0,21,1970-01-01,1,22,18,7,10
31,No,Travel_Rarely,388,Research & Development,22,1,Other,1,2,Male,87,4,5,Laboratory Technician,1,Single,8350,18700,4,Y,Yes,13,4,2,80,1,12,1970-01-01,2,15,1,13,12
27,No,Travel_Rarely,1362,Research & Development,15,1,Marketing,1,2,Female,48,3,5,Manufacturing Director,3,Divorced,10357,3607,0,Y,Yes,12,3,1,80,0,6,1970-01-01,4,13,13,10,4
20,No,Travel_Rarely,1498,Human Resources,19,2,Marketing,1,2,Female,30,2,1,Laboratory Technician,4,Divorced,16669,6487,8,Y,No,18,3,1,80,0,29,1970-01-01,1,21,9,12,2
34,No,Non-Travel,964,Sales,9,2,Marketing,1,3,Female,44,2,4,Manager,3,Married,13730,9134,6,Y,No,18,4,3,80,2,10,1970-01-01,4,26,18,4,13
29,No,Travel_Frequently,759,Sales,22,4,Medical,1,3,Male,89,4,5,Human Resources,2,Married,16872,19891,0,Y,No,14,4,3,80,0,5,1970-01-01,1,38,9,7,0
41,No,Non-Travel,652,Research & Development,1,2,Life Sciences,1,3,Female,36,3,2,Manufacturing Director,2,Divorced,7886,5585,2,Y,Yes,12,4,4,80,1,26,1970-01-01,1,20,12,1,2
43,No,Travel_Rarely,539,Human Resources,27,3,Technical Degree,1,4,Male,67,1,5,Human Resources,4,Divorced,6205,18652,3,Y,No,16,4,3,80,3,29,1970-01-01,3,28,8,11,16
41,No,Travel_Rarely,395,Human Resources,22,3,Other,1,1,Female,60,4,2,Healthcare Representative,3,Married,1514,6187,5,Y,No,24,3,4,80,0,35,1970-01-01,2,35,15,13,15
32,Yes,Travel_Rarely,678,Human Resources,12,3,Marketing,1,4,Male,40,4,3,Laboratory Technician,1,Married,16643,6353,5,Y,No,15,3,2,80,1,0,1970-01-01,1,37,17,11,5
47,Yes,Travel_Rarely,1449,Research & Development,23,2,Technical Degree,1,3,Female,57,4,3,Manager,2,Married,2572,8997,4,Y,No,19,3,1,80,2,38,1970-01-01,1,22,5,13,10
58,Yes,Non-Travel,1058,Research & Development,29,5,Marketing,1,2,Male,83,1,4,Manager,2,Divorced,4937,9631,3,Y,Yes,15,4,2,80,0,31,1970-01-01,1,9,16,11,7
52,Yes,Non-Travel,876,Sales,26,1,Life Sciences,1,1,Male,43,4,3,Healthcare Representative,3,Married,8838,19943,9,Y,No,15,4,1,80,0,24,1970-01-01,4,5,17,5,13
41,No,Non-Travel,1257,Sales,10,1,Marketing,1,1,Male,43,1,3,Manufacturing Director,3,Divorced,7141,14636,2,Y,No,24,3,1,80,1,4,1970-01-01,2,0,13,12,14
56,Yes,Travel_Rarely,686,Sales,17,4,Human Resources,1,2,Female,35,3,1,Human Resources,2,Divorced,13516,12188,2,Y,No,25,3,4,80,1,17,1970-01-01,1,26,6,14,6
53,No,Non-Travel,877,Sales,5,5,Human Resources,1,2,Male,98,1,4,Laboratory Technician,1,Single,8297,15771,0,Y,Yes,20,3,1,80,1,2,1970-01-01,3,28,14,14,14
45,No,Travel_Rarely,1100,Research & Development,20,1,Life Sciences,1,3,Male,53,1,4,Research Director,2,Divorced,15054,8488,7,Y,Yes,18,3,2,80,0,25,1970-01-01,4,30,10,5,3
50,No,Non-Travel,141,Sales,23,4,Technical Degree,1,4,Male,30,1,4,Manufacturing Director,1,Single,17017,10710,6,Y,No,18,3,4,80,3,38,1970-01-01,1,26,6,10,9
32,No,Travel_Rarely,1190,Human Resources,7,3,Technical Degree,1,2,Male,82,2,4,Sales Executive,1,Single,5601,26851,0,Y,Yes,15,4,3,80,1,21,1970-01-01,4,15,9,14,2
49,No,Travel_Rarely,1332,Research & Development,16,5,Marketing,1,2,Female,84,2,3,Research Scientist,1,Single,12920,15797,4,Y,Yes,21,3,4,80,3,39,1970-01-01,4,40,5,0,8
51,No,Non-Travel,1431,Sales,20,5,Technical Degree,1,4,Male,33,1,4,Research Director,3,Single,3153,22968,1,Y,No,16,4,3,80,0,38,1970-01-01,1,33,12,9,5
47,Yes,Travel_Rarely,404,Human Resources,8,3,Medical,1,2,Male,63,4,5,Sales Representative,1,Married,10136,11092,4,Y,Yes,24,4,3,80,3,22,1970-01-01,4,34,2,1,3
49,No,Travel_Frequently,1068,Sales,21,1,Human Resources,1,4,Male,49,4,4,Manufacturing Director,2,Divorced,7168,13068,2,Y,No,16,4,1,80,2,25,1970-01-01,3,24,7,10,14
33,Yes,Non-Travel,856,Human Resources,26,1,Technical Degree,1,3,Female,77,4,5,Research Scientist,3,Single,2974,12071,0,Y,No,14,4,3,80,1,4,1970-01-01,1,31,12,14,9
42,Yes,Non-Travel,626,Human Resources,6,4,Medical,1,1,Male,68,4,2,Laboratory Technician,2,Married,4794,25588,4,Y,No,12,4,3,80,2,25,1970-01-01,4,9,12,12,3
30,No,Non-Travel,822,Human Resources,21,1,Marketing,1,1,Female,65,1,5,Manager,1,Divorced,8361,25986,3,Y,Yes,16,4,3,80,3,26,1970-01-01,4,33,15,12,14
19,Yes,Non-Travel,491,Research & Development,21,1,Marketing,1,2,Female,55,3,3,Laboratory Technician,4,Divorced,9407,2992,1,Y,Yes,18,4,1,80,3,37,1970-01-01,1,4,7,13,2
28,Yes,Travel_Frequently,302,Research & Development,8,2,Medical,1,1,Female,35,1,4,Laboratory Technician,1,Married,16730,21321,1,Y,Yes,11,3,3,80,2,38,1970-01-01,1,29,4,3,16
60,Yes,Non-Travel,651,Sales,22,3,Life Sciences,1,3,Female,41,1,3,Human Resources,2,Married,12547,19166,5,Y,Yes,13,3,4,80,0,9,1970-01-01,2,27,6,1,12
60,Yes,Non-Travel,1446,Sales,15,1,Medical,1,3,Female,88,1,4,Sales Executive,3,Divorced,5886,10917,9,Y,No,18,3,1,80,0,9,1970-01-01,2,26,12,1,4
28,Yes,Travel_Rarely,1425,Sales,23,4,Life Sciences,1,3,Male,66,2,3,Manager,1,Single,16322,2660,2,Y,Yes,17,3,4,80,2,23,1970-01-01,4,28,4,7,10
54,Yes,Non-Travel,111,Human Resources,9,5,Medical,1,2,Male,67,4,5,Manufacturing Director,1,Single,8910,8852,2,Y,Yes,18,3,2,80,3,4,1970-01-01,4,36,4,13,0
46,Yes,Non-Travel,1270,Human Resources,19,3,Marketing,1,1,Female,62,3,1,Manufacturing Director,4,Married,12075,4165,7,Y,No,18,3,1,80,1,13,1970-01-01,3,34,4,6,3
32,No,Travel_Frequently,251,Human Resources,8,2,Life Sciences,1,4,Female,72,2,2,Sales Representative,1,Divorced,14335,14039,2,Y,No,22,3,4,80,3,37,1970-01-01,1,23,8,15,9
55,Yes,Travel_Rarely,245,Research & Development,24,4,Other,1,4,Male,90,2,5,Healthcare Representative,2,Married,18544,26610,3,Y,No,15,4,4,80,3,25,1970-01-01,1,38,17,13,10
21,No,Non-Travel,1269,Sales,19,4,Technical Degree,1,4,Female,52,4,4,Healthcare Representative,2,Single,9423,15607,7,Y,Yes,22,4,3,80,0,28,1970-01-01,2,22,8,3,4
54,No,Non-Travel,642,Human Resources,28,3,Marketing,1,2,Male,59,2,1,Manager,3,Single,8334,19947,3,Y,No,15,3,4,80,0,6,1970-01-01,1,39,18,14,3
19,No,Non-Travel,519,Human Resources,20,4,Human Resources,1,2,Female,62,4,5,Research Director,3,Divorced,11808,22060,3,Y,Yes,21,4,2,80,0,26,1970-01-01,4,32,0,6,2
43,Yes,Travel_Rarely,595,Research & Development,21,1,Other,1,1,Female,55,4,3,Healthcare Representative,4,Married,3874,26991,8,Y,No,16,3,1,80,2,17,1970-01-01,3,31,6,0,12
32,No,Travel_Frequently,1398,Research & Development,3,2,Medical,1,1,Male,69,3,4,Manufacturing Director,1,Married,5541,18355,8,Y,No,13,3,4,80,3,3,1970-01-01,4,25,0,13,8
27,No,Non-Travel,321,Human Resources,29,2,Technical Degree,1,4,Male,56,1,5,Sales Executive,3,Single,7255,8415,3,Y,No,21,3,4,80,0,14,1970-01-01,3,25,3,12,8
18,Yes,Non-Travel,383,Sales,9,5,Medical,1,1,Male,36,4,1,Research Director,1,Single,12335,2165,0,Y,No,25,3,3,80,0,4,1970-01-01,1,39,1,7,10
53,Yes,Travel_Frequently,199,Human Resources,11,1,Medical,1,4,Male,55,3,2,Healthcare Representative,1,Single,12739,4772,7,Y,Yes,25,4,1,80,0,14,1970-01-01,3,23,11,2,14
45,Yes,Non-Travel,1196,Research & Development,1,1,Technical Degree,1,3,Female,83,3,1,Sales Representative,1,Single,18238,20578,4,Y,Yes,11,3,4,80,0,12,1970-01-01,4,2,2,4,9
42,No,Travel_Frequently,999,Human Resources,28,4,Marketing,1,1,Female,35,4,1,Sales Executive,1,Divorced,13712,12795,9,Y,No,19,3,4,80,0,5,1970-01-01,4,21,17,3,4
39,No,Non-Travel,385,Research & Development,28,1,Human Resources,1,1,Male,31,4,4,Manufacturing Director,1,Married,3355,5642,5,Y,No,17,3,1,80,0,14,1970-01-01,2,6,15,6,10
51,Yes,Travel_Rarely,1438,Research & Development,15,2,Life Sciences,1,3,Female,91,4,1,Sales Representative,3,Married,8780,5769,3,Y,No,21,3,4,80,2,28,1970-01-01,3,38,3,0,5
51,No,Travel_Rarely,1035,Sales,5,5,Human Resources,1,2,Female,93,1,4,Research Director,2,Single,5424,18315,4,Y,Yes,24,3,3,80,2,35,1970-01-01,4,21,11,15,7
60,No,Travel_Rarely,1231,Human Resources,22,2,Other,1,3,Male,82,1,5,Sales Executive,2,Married,15268,22664,6,Y,No,19,3,4,80,0,29,1970-01-01,1,28,0,0,7
21,Yes,Travel_Rarely,1340,Sales,17,3,Medical,1,2,Male,55,4,4,Research Scientist,1,Single,19852,8273,8,Y,Yes,18,3,2,80,1,23,1970-01-01,4,26,9,15,17
20,Yes,Travel_Frequently,573,Sales,20,5,Life Sciences,1,2,Female,47,2,2,Sales Executive,3,Single,19066,16830,9,Y,No,24,4,1,80,3,11,1970-01-01,2,31,1,9,16
39,Yes,Travel_Rarely,550,Human Resources,15,2,Technical Degree,1,3,Male,52,2,2,Research Director,4,Single,10269,26851,0,Y,Yes,19,4,2,80,1,34,1970-01-01,4,14,18,15,9
31,No,Travel_Rarely,712,Sales,13,2,Other,1,3,Male,73,4,3,Laboratory Technician,3,Divorced,15153,25574,3,Y,No,12,3,2,80,1,22,1970-01-01,3,7,11,8,2
55,No,Travel_Frequently,461,Research & Development,18,5,Marketing,1,1,Male,86,2,4,Sales Representative,2,Divorced,9980,11791,9,Y,Yes,14,3,1,80,3,7,1970-01-01,4,30,0,3,11
37,Yes,Non-Travel,741,Research & Development,10,5,Medical,1,1,Male,97,3,4,Manufacturing Director,1,Married,11088,4506,0,Y,Yes,17,3,3,80,1,32,1970-01-01,1,28,5,3,11
24,Yes,Travel_Rarely,1390,Human Resources,6,4,Other,1,1,Male,48,4,5,Research Scientist,1,Single,19795,10415,2,Y,Yes,16,4,1,80,0,19,1970-01-01,1,11,0,7,8
46,No,Non-Travel,276,Sales,9,4,Other,1,2,Female,58,3,4,Sales Representative,4,Single,10827,23993,1,Y,No,13,3,2,80,0,27,1970-01-01,2,1,17,11,8
31,No,Travel_Frequently,627,Research & Development,17,2,Other,1,1,Male,75,1,5,Healthcare Representative,4,Single,12990,24328,4,Y,Yes,23,4,2,80,0,20,1970-01-01,1,28,6,14,2
19,Yes,Non-Travel,972,Human Resources,27,5,Other,1,2,Male,67,3,3,Laboratory Technician,4,Single,19322,8846,2,Y,No,23,3,1,80,3,33,1970-01-01,1,38,5,2,6
25,Yes,Travel_Frequently,385,Sales,3,2,Human Resources,1,3,Male,71,3,1,Healthcare Representative,1,Single,18929,16913,4,Y,No,17,4,1,80,2,19,1970-01-01,2,37,8,9,11
21,Yes,Travel_Rarely,1470,Sales,16,2,Other,1,2,Male,45,4,5,Human Resources,4,Married,13968,7182,6,Y,Yes,25,4,3,80,3,20,1970-01-01,2,7,1,15,3
29,No,Travel_Frequently,629,Sales,20,2,Other,1,1,Male,43,4,1,Sales Representative,1,Single,7617,10446,0,Y,No,24,3,2,80,3,6,1970-01-01,2,7,12,13,4
50,Yes,Travel_Rarely,1187,Human Resources,17,2,Other,1,2,Male,88,1,4,Research Director,3,Divorced,12086,15147,8,Y,Yes,12,3,1,80,3,25,1970-01-01,1,23,2,3,3
42,No,Travel_Rarely,454,Research & Development,28,5,Marketing,1,2,Male,100,1,4,Sales Executive,4,Married,16809,26570,7,Y,Yes,18,3,2,80,2,11,1970-01-01,3,33,2,5,12
43,No,Non-Travel,1109,Sales,17,4,Marketing,1,4,Female,83,3,3,Research Scientist,2,Married,10366,2908,8,Y,Yes,12,4,3,80,3,36,1970-01-01,4,34,14,15,5
18,No,Travel_Rarely,430,Research & Development,2,2,Human Resources,1,3,Male,61,4,5,Sales Executive,3,Divorced,16734,3390,9,Y,No,18,4,3,80,2,29,1970-01-01,2,36,10,1,16
56,No,Travel_Frequently,207,Human Resources,12,4,Marketing,1,1,Female,47,3,2,Human Resources,2,Divorced,12969,26240,0,Y,Yes,11,3,4,80,3,9,1970-01-01,3,16,2,8,9
43,Yes,Travel_Rarely,1052,Human Resources,1,5,Medical,1,1,Female,80,4,3,Research Director,4,Single,10556,15737,0,Y,No,16,4,4,80,3,12,1970-01-01,2,3,16,7,9
21,No,Travel_Frequently,953,Research & Development,10,2,Marketing,1,2,Female,69,2,3,Healthcare Representative,3,Single,3395,22840,3,Y,Yes,11,4,1,80,3,32,1970-01-01,4,6,14,7,5
48,No,Non-Travel,897,Human Resources,4,3,Medical,1,3,Male,57,3,5,Research Scientist,2,Divorced,11662,11486,7,Y,No,11,3,3,80,1,23,1970-01-01,1,33,14,3,13
39,No,Non-Travel,118,Research & Development,29,2,Technical Degree,1,4,Female,45,1,2,Laboratory Technician,3,Married,9610,12367,2,Y,Yes,20,3,1,80,1,2,1970-01-01,3,40,3,12,1
35,No,Travel_Rarely,353,Human Resources,27,4,Technical Degree,1,1,Male,94,3,3,Research Director,2,Married,3913,6750,9,Y,Yes,11,3,1,80,0,6,1970-01-01,3,12,15,10,17
21,No,Travel_Rarely,1070,Human Resources,3,4,Technical Degree,1,2,Female,69,2,5,Research Director,2,Married,15282,21026,3,Y,Yes,12,3,1,80,3,11,1970-01-01,1,9,5,9,5
32,Yes,Non-Travel,1443,Human Resources,26,1,Marketing,1,1,Male,82,2,3,Laboratory Technician,3,Single,5724,8354,9,Y,Yes,16,3,4,80,0,25,1970-01-01,1,15,12,6,5
39,Yes,Non-Travel,1029,Research & Development,16,1,Technical Degree,1,4,Female,49,4,5,Laboratory Technician,1,Married,17296,24815,5,Y,Yes,19,4,4,80,3,29,1970-01-01,1,34,6,10,16
18,Yes,Travel_Rarely,1249,Research & Development,14,1,Medical,1,4,Female,40,2,2,Manager,4,Single,9169,5170,4,Y,Yes,19,3,3,80,2,20,1970-01-01,2,20,2,6,9
40,No,Non-Travel,808,Human Resources,5,3,Other,1,1,Female,67,4,1,Human Resources,4,Single,15388,23832,0,Y,No,24,3,3,80,1,11,1970-01-01,4,37,16,11,7
60,No,Non-Travel,1443,Sales,2,4,Human Resources,1,3,Female,34,1,4,Human Resources,4,Married,3028,20242,4,Y,Yes,22,4,2,80,1,19,1970-01-01,2,6,2,13,6
39,No,Non-Travel,1232,Human Resources,22,4,Life Sciences,1,4,Male,91,3,2,Sales Representative,2,Divorced,1619,4475,9,Y,Yes,23,4,4,80,1,20,1970-01-01,3,32,12,1,8
56,Yes,Non-Travel,470,Research & Development,5,4,Marketing,1,3,Male,61,3,3,Laboratory Technician,4,Married,13575,26507,6,Y,No,17,4,4,80,1,6,1970-01-01,4,32,10,14,15
43,Yes,Non-Travel,1083,Research & Development,4,4,Other,1,1,Female,33,4,3,Human Resources,2,Single,9109,10240,4,Y,Yes,13,3,4,80,1,35,1970-01-01,3,28,15,12,8
51,Yes,Travel_Rarely,1383,Sales,11,1,Human Resources,1,3,Female,80,1,5,Manager,3,Married,2239,2358,5,Y,No,12,3,3,80,0,28,1970-01-01,1,8,7,0,16
26,Yes,Travel_Frequently,380,Human Resources,20,1,Human Resources,1,3,Female,59,3,2,Manufacturing Director,4,Divorced,14797,25961,5,Y,Yes,19,4,3,80,0,5,1970-01-01,2,15,13,12,16
34,No,Travel_Rarely,1461,Sales,24,4,Marketing,1,3,Female,54,3,4,Sales Executive,2,Single,13378,23931,8,Y,No,20,4,1,80,3,29,1970-01-01,4,30,18,11,8
31,Yes,Travel_Frequently,287,Research & Development,29,4,Life Sciences,1,2,Female,30,3,3,Manufacturing Director,3,Divorced,6554,18227,3,Y,Yes,25,3,2,80,2,15,1970-01-01,4,1,16,13,15
41,Yes,Travel_Rarely,657,Research & Development,16,1,Other,1,3,Female,89,3,1,Manufacturing Director,3,Divorced,4402,17516,0,Y,No,18,4,4,80,3,21,1970-01-01,3,15,14,11,9
59,No,Non-Travel,1449,Research & Development,21,2,Other,1,4,Male,34,3,4,Manufacturing Director,4,Divorced,2547,24885,5,Y,No,22,3,2,80,0,4,1970-01-01,2,4,8,14,4
34,No,Non-Travel,1180,Human Resources,25,3,Other,1,4,Female,72,3,4,Manufacturing Director,3,Divorced,13910,24157,0,Y,No,20,4,4,80,3,5,1970-01-01,2,14,6,0,13
53,Yes,Non-Travel,1223,Sales,4,4,Technical Degree,1,4,Male,50,4,1,Research Scientist,1,Divorced,16092,24326,2,Y,No,22,4,2,80,3,40,1970-01-01,4,32,0,1,0
28,Yes,Travel_Frequently,1158,Research & Development,11,5,Technical Degree,1,4,Male,93,3,5,Sales Representative,3,Single,2695,5161,2,Y,No,14,4,2,80,1,37,1970-01-01,1,12,2,1,6
29,No,Non-Travel,478,Research & Development,20,4,Technical Degree,1,1,Male,83,2,2,Research Director,1,Married,4708,6577,9,Y,No,11,3,1,80,2,26,1970-01-01,4,29,2,12,2
55,No,Travel_Frequently,475,Human Resources,21,3,Other,1,2,Male,52,4,1,Manufacturing Director,2,Single,7170,26549,7,Y,No,11,4,2,80,3,17,1970-01-01,2,15,6,5,3
23,No,Travel_Rarely,1007,Sales,2,3,Marketing,1,2,Male,38,2,1,Laboratory Technician,3,Single,17096,12286,6,Y,Yes,19,4,3,80,2,1,1970-01-01,1,22,18,6,5
57,No,Travel_Rarely,531,Sales,28,5,Marketing,1,1,Male,84,4,3,Sales Representative,4,Single,18873,14463,4,Y,Yes,17,3,1,80,0,30,1970-01-01,4,6,18,11,8
40,No,Non-Travel,461,Human Resources,26,1,Marketing,1,3,Male,75,2,3,Sales Executive,4,Divorced,1784,5402,5,Y,Yes,22,4,1,80,3,26,1970-01-01,4,4,6,8,17
33,Yes,Travel_Rarely,1292,Research & Development,11,2,Technical Degree,1,1,Male,63,2,5,Manager,4,Single,2234,2494,6,Y,Yes,18,3,4,80,2,20,1970-01-01,3,3,8,12,14
20,Yes,Travel_Rarely,1441,Human Resources,22,1,Marketing,1,1,Male,35,1,5,Manager,3,Divorced,17590,4161,2,Y,No,15,4,3,80,2,1,1970-01-01,4,40,17,4,2
29,Yes,Travel_Frequently,708,Sales,23,2,Marketing,1,2,Female,86,4,3,Healthcare Representative,1,Single,6758,9283,0,Y,Yes,23,3,1,80,1,20,1970-01-01,1,9,5,10,8
31,No,Non-Travel,1482,Human Resources,28,3,Technical Degree,1,1,Male,60,2,3,Laboratory Technician,1,Single,2286,4509,4,Y,No,21,3,4,80,1,13,1970-01-01,4,37,16,9,2
30,Yes,Non-Travel,1185,Research & Development,28,3,Other,1,1,Female,42,2,3,Healthcare Representative,2,Divorced,3396,20300,6,Y,Yes,12,4,1,80,2,19,1970-01-01,1,29,3,10,11
29,No,Travel_Rarely,800,Human Resources,26,2,Marketing,1,3,Male,75,2,4,Sales Representative,2,Single,3645,17402,5,Y,Yes,18,4,2,80,3,13,1970-01-01,1,6,15,0,9
51,Yes,Travel_Rarely,989,Human Resources,25,2,Other,1,2,Female,84,1,3,Laboratory Technician,2,Divorced,8892,22670,1,Y,No,23,4,3,80,3,7,1970-01-01,1,0,2,14,5
60,No,Non-Travel,918,Human Resources,3,5,Technical Degree,1,2,Male,75,1,4,Sales Executive,2,Single,17570,23001,5,Y,No,25,3,3,80,3,16,1970-01-01,4,7,14,11,3
55,Yes,Travel_Rarely,679,Research & Development,11,3,Marketing,1,2,Female,47,1,3,Manufacturing Director,1,Married,11015,24730,5,Y,Yes,17,3,4,80,3,33,1970-01-01,3,33,11,14,2
38,No,Travel_Rarely,725,Sales,11,4,Technical Degree,1,4,Female,65,2,4,Research Director,2,Divorced,11714,25027,4,Y,No,16,3,4,80,2,9,1970-01-01,1,6,1,13,14
36,Yes,Travel_Frequently,1053,Human Resources,15,5,Other,1,4,Female,65,2,5,Manager,2,Divorced,16094,11938,4,Y,Yes,21,4,4,80,1,32,1970-01-01,1,9,18,5,6
37,No,Travel_Frequently,1133,Sales,3,1,Life Sciences,1,2,Female,71,3,2,Research Scientist,1,Divorced,15683,5751,2,Y,Yes,23,3,4,80,0,13,1970-01-01,3,18,12,5,14
30,Yes,Travel_Frequently,1228,Human Resources,9,4,Marketing,1,2,Female,75,4,5,Sales Representative,3,Single,9856,14406,6,Y,No,14,3,3,80,0,5,1970-01-01,4,14,5,2,8
31,No,Travel_Rarely,773,Human Resources,1,1,Marketing,1,2,Male,36,2,3,Research Director,2,Single,8817,25371,8,Y,No,17,4,4,80,1,5,1970-01-01,3,25,8,8,0
25,Yes,Non-Travel,544,Research & Development,1,1,Human Resources,1,2,Female,62,1,5,Sales Representative,4,Divorced,17538,17593,5,Y,No,22,4,1,80,1,39,1970-01-01,1,25,5,14,7
52,Yes,Non-Travel,345,Human Resources,22,2,Other,1,1,Male,81,3,1,Laboratory Technician,4,Married,13994,2557,4,Y,Yes,12,4,4,80,1,22,1970-01-01,4,6,3,0,10
43,Yes,Travel_Frequently,1466,Sales,10,4,Human Resources,1,4,Female,35,4,5,Manager,3,Divorced,3830,12317,0,Y,Yes,24,3,1,80,3,39,1970-01-01,1,19,2,5,4
27,Yes,Travel_Frequently,1270,Sales,25,5,Life Sciences,1,2,Male,93,2,4,Human Resources,2,Single,16665,20843,6,Y,Yes,13,3,1,80,0,37,1970-01-01,1,21,11,3,1
24,No,Non-Travel,110,Research & Development,9,3,Medical,1,4,Female,60,4,2,Research Scientist,4,Single,3441,13837,7,Y,No,20,4,2,80,1,12,1970-01-01,2,40,18,11,16
33,Yes,Travel_Rarely,357,Sales,28,5,Life Sciences,1,1,Female,30,4,3,Research Director,3,Married,11254,13646,0,Y,No,19,4,2,80,3,2,1970-01-01,2,36,18,12,5
42,No,Non-Travel,120,Human Resources,19,5,Life Sciences,1,4,Male,38,3,5,Manufacturing Director,4,Single,17442,15658,4,Y,No,16,3,4,80,2,13,1970-01-01,1,30,5,0,12
23,Yes,Travel_Frequently,240,Sales,23,5,Other,1,2,Male,90,1,4,Research Director,1,Divorced,2838,5705,6,Y,No,12,3,4,80,2,15,1970-01-01,1,25,12,11,11
31,Yes,Travel_Frequently,211,Human Resources,28,5,Human Resources,1,2,Male,37,4,5,Sales Executive,2,Divorced,18736,14128,5,Y,No,24,4,2,80,1,18,1970-01-01,4,4,5,12,15
31,No,Travel_Rarely,1103,Human Resources,21,1,Other,1,2,Female,33,3,5,Manufacturing Director,3,Single,11252,24613,7,Y,Yes,25,4,4,80,0,4,1970-01-01,4,17,17,10,1
44,No,Non-Travel,1008,Research & Development,1,2,Human Resources,1,4,Male,58,4,5,Healthcare Representative,3,Married,3162,17100,7,Y,No,21,3,1,80,0,8,1970-01-01,2,11,9,8,0
19,No,Travel_Frequently,594,Research & Development,5,1,Technical Degree,1,4,Female,75,4,1,Manager,2,Divorced,11009,18938,3,Y,No,25,3,3,80,2,4,1970-01-01,1,26,7,14,5
29,No,Travel_Frequently,139,Sales,11,4,Technical Degree,1,2,Male,64,2,2,Human Resources,3,Married,1165,6092,5,Y,Yes,22,4,3,80,1,16,1970-01-01,3,1,8,8,6
54,Yes,Travel_Frequently,1168,Sales,4,1,Human Resources,1,4,Female,85,2,4,Sales Representative,2,Married,2647,22595,2,Y,Yes,24,4,1,80,1,31,1970-01-01,3,8,1,0,10
32,Yes,Travel_Rarely,509,Human Resources,5,4,Human Resources,1,4,Male,77,1,1,Healthcare Representative,4,Single,18361,3001,4,Y,Yes,19,3,1,80,3,24,1970-01-01,2,23,2,4,0
27,Yes,Non-Travel,796,Sales,18,2,Marketing,1,3,Male,39,1,1,Sales Representative,1,Married,16737,3624,4,Y,No,13,4,2,80,0,34,1970-01-01,3,6,4,5,7
18,Yes,Non-Travel,415,Human Resources,6,2,Life Sciences,1,3,Male,75,1,1,Human Resources,2,Married,14010,12001,9,Y,Yes,17,3,3,80,1,36,1970-01-01,4,14,0,0,6
35,Yes,Travel_Rarely,977,Sales,19,1,Technical Degree,1,2,Male,73,2,1,Sales Executive,3,Divorced,3841,9351,4,Y,Yes,21,3,1,80,1,10,1970-01-01,1,24,0,7,14
26,Yes,Travel_Frequently,231,Sales,11,1,Human Resources,1,2,Male,69,1,3,Sales Executive,3,Single,6936,22704,0,Y,No,18,3,3,80,2,2,1970-01-01,1,3,7,5,17
49,Yes,Travel_Frequently,1200,Human Resources,16,3,Human Resources,1,1,Male,88,3,4,Manager,3,Married,6645,6293,6,Y,No,13,3,2,80,0,33,1970-01-01,4,22,13,2,14
58,No,Travel_Rarely,388,Research & Development,7,5,Other,1,3,Female,62,3,3,Human Resources,4,Divorced,11914,10322,7,Y,Yes,17,4,1,80,1,20,1970-01-01,4,0,1,7,4
58,No,Travel_Rarely,1494,Sales,15,1,Medical,1,3,Female,30,4,1,Sales Representative,2,Single,8781,2670,0,Y,Yes,12,4,3,80,1,9,1970-01-01,4,22,11,9,14
39,Yes,Travel_Frequently,765,Human Resources,18,1,Technical Degree,1,4,Female,62,2,4,Laboratory Technician,1,Married,18435,26458,8,Y,No,22,4,2,80,3,4,1970-01-01,4,10,2,10,14
38,No,Non-Travel,598,Human Resources,14,1,Other,1,3,Male,83,4,5,Manager,2,Divorced,7933,6626,5,Y,Yes,13,4,3,80,3,7,1970-01-01,2,31,3,8,2
24,No,Travel_Rarely,262,Sales,23,5,Human Resources,1,1,Female,40,4,2,Human Resources,1,Married,7566,21942,9,Y,Yes,11,4,4,80,2,11,1970-01-01,2,30,1,3,5
