,age,region,employment_type,hours_worked,weekly_earnings,tenure_years
493,50.006,Dammam,PartTime,21.588,323.821,21.369
494,43.964,Dammam,FullTime,40.799,522.194,16.137
495,48.287,Dammam,PartTime,20.939,327.847,17.637
496,20.181,Dammam,PartTime,20.167,354.577,3.083
497,30.12,Dammam,PartTime,20.066,552.24,13.016
498,21.002,Dammam,FullTime,38.601,1573.494,11.986
499,57.428,Khobar,FullTime,39.292,1747.29,12.941
500,37.549,Dammam,FullTime,41.123,336.633,26.529
501,40.038,Riyadh,PartTime,15.228,286.187,14.189
502,42.227,Dammam,PartTime,20.606,518.397,17.233
503,49.134,Dammam,FullTime,39.241,876.525,10.708
504,41.517,Dammam,FullTime,40.523,864.989,15.02
505,20.93,Dammam,PartTime,22.37,307.066,7.375
506,27.068,Dammam,FullTime,41.738,980.409,11.142
507,10.898,Dammam,FullTime,40.65,1167.473,19.085
508,35.366,Dammam,FullTime,39.485,584.522,14.142
509,52.416,Dammam,FullTime,42.583,888.682,6.022
510,57.592,Dammam,FullTime,39.848,577.832,4.223
511,27.087,Alhasa,FullTime,40.249,644.342,4.51
512,30.106,Riyadh,FullTime,38.499,770.088,19.359
513,24.504,Dammam,FullTime,40.267,1374.021,3.8
514,42.0,Dammam,FullTime,39.561,546.793,26.536
515,50.687,Buqaiq,PartTime,18.599,311.905,22.537
516,37.0,Dammam,FullTime,40.5,531.878,10.079
517,24.239,Alhasa,FullTime,40.132,588.307,15.409
518,26.344,Dammam,FullTime,38.774,812.871,16.937
519,63.333,Dammam,FullTime,38.032,336.761,12.274
520,61.478,Dammam,PartTime,21.443,403.722,27.269
521,54.951,Jubail,FullTime,41.385,895.513,9.272
522,19.318,Dammam,FullTime,41.24,620.019,19.992
523,20.91,Jubail,FullTime,38.726,441.691,12.051
524,39.829,Dammam,FullTime,38.706,1292.027,10.949
525,26.236,Khobar,FullTime,39.77,514.606,6.485
526,27.195,Alhasa,PartTime,18.76,436.229,13.108
527,40.882,Dammam,FullTime,39.756,540.908,17.251
528,33.597,Dammam,FullTime,40.379,560.504,10.539
529,19.666,Khobar,PartTime,19.151,501.766,10.87
530,32.879,Dammam,FullTime,38.552,401.464,6.978
531,34.739,Jeddah,FullTime,39.388,1048.18,14.834
532,27.257,Dammam,FullTime,39.211,683.516,11.49
533,36.033,Dammam,PartTime,18.46,351.46,13.139
534,53.412,Khobar,PartTime,18.966,355.171,17.228
535,37.48,Dammam,FullTime,40.765,679.474,16.393
536,42.933,Dammam,FullTime,40.022,1291.599,18.848
537,35.0,Alhasa,FullTime,39.867,588.325,11.439
538,30.409,Jubail,FullTime,39.302,1287.61,15.852
539,43.404,Dammam,PartTime,17.41,321.425,19.162
540,36.598,Khobar,FullTime,39.574,591.947,7.421
541,45.165,Dammam,FullTime,39.633,811.299,20.247
542,53.555,Khobar,FullTime,41.172,553.814,27.557
543,48.175,Dammam,FullTime,39.717,377.618,18.154
544,20.456,Dammam,FullTime,39.562,1263.759,17.359
545,57.675,Dammam,PartTime,19.373,397.614,18.701
546,37.129,Dammam,PartTime,18.34,511.356,21.055
547,51.278,Dammam,FullTime,40.304,752.414,11.635
548,19.555,Dammam,FullTime,39.069,81.235,19.167
549,35.657,Dammam,PartTime,16.811,408.219,5.488
550,54.622,Buqaiq,PartTime,18.93,276.539,11.161
551,42.743,Khobar,PartTime,21.572,611.341,14.119
552,45.5,Khobar,FullTime,40.635,1225.462,18.707
553,40.84,Jeddah,FullTime,39.266,1255.282,6.699
554,45.792,Dammam,FullTime,39.76,823.435,11.771
555,44.96,Dammam,FullTime,40.885,617.85,16.737
556,34.732,Dammam,FullTime,39.833,489.332,20.958
557,36.797,Dammam,FullTime,42.385,981.365,12.724
558,29.272,Khobar,FullTime,39.625,600.031,30.191
559,42.657,Alhasa,PartTime,21.302,430.971,10.188
560,33.4,Dammam,FullTime,38.872,1181.981,29.903
561,57.233,Dammam,FullTime,40.762,792.347,3.195
562,58.789,Buqaiq,PartTime,23.71,570.43,7.074
563,53.087,Dammam,FullTime,39.604,682.453,13.018
564,42.431,Dammam,PartTime,21.936,190.665,10.572
565,42.65,Alhasa,PartTime,17.473,365.096,6.844
566,18.475,Dammam,PartTime,20.665,152.965,18.655
567,49.285,Dammam,FullTime,38.449,1122.408,11.394
568,19.513,Dammam,FullTime,36.467,1421.03,7.567
569,27.442,Alhasa,FullTime,39.534,541.837,11.623
570,30.316,Dammam,FullTime,39.216,1048.465,22.737
571,54.182,Dammam,FullTime,39.491,1111.32,8.037
572,29.983,Dammam,FullTime,39.317,1338.984,29.452
573,46.567,Dammam,FullTime,24.278,336.519,16.859
574,18.794,Dammam,PartTime,11.739,356.072,19.078
575,18.0,Dammam,FullTime,39.902,683.005,9.959
576,21.856,Dammam,PartTime,13.392,249.506,5.822
577,18.32,Buqaiq,FullTime,40.638,857.703,5.604
578,19.098,Dammam,FullTime,38.643,490.505,16.58
579,54.386,Dammam,PartTime,22.762,574.089,16.329
580,56.055,Khobar,FullTime,39.211,815.978,20.587
581,27.753,Dammam,PartTime,21.062,259.109,16.69
582,39.914,Dammam,FullTime,40.839,82.118,20.74
583,38.984,Dammam,FullTime,40.066,960.257,15.856
584,21.051,Dammam,PartTime,21.891,284.712,22.898
585,43.529,Dammam,FullTime,39.433,826.479,12.313
586,48.975,Dammam,FullTime,39.393,595.644,18.124
587,62.918,Dammam,FullTime,41.009,861.156,7.399
588,54.035,Dammam,PartTime,19.167,232.563,7.812
589,37.198,Khobar,FullTime,38.263,528.341,14.672
590,35.328,Khobar,FullTime,33.499,742.723,11.616
591,54.135,Dammam,FullTime,40.659,1433.423,17.195
592,38.261,Alhasa,PartTime,23.403,476.077,19.1
593,18.946,Dammam,FullTime,39.657,534.941,11.87
594,52.666,Khobar,FullTime,39.278,824.355,9.572
595,65.275,Khobar,FullTime,40.289,462.665,8.728
596,68.559,Dammam,FullTime,40.227,1214.094,7.22
597,50.338,Dammam,FullTime,39.397,727.245,15.508
598,29.668,Dammam,FullTime,40.11,726.108,15.143
599,40.892,Dammam,FullTime,30.44,813.626,13.238
600,43.484,Dammam,PartTime,16.897,527.028,10.063
601,44.39,Dammam,FullTime,40.836,591.871,13.366
602,20.111,Khobar,FullTime,40.94,550.771,11.306
603,31.0,Alhasa,FullTime,41.761,480.252,11.803
604,30.041,Dammam,PartTime,20.338,444.659,8.686
605,42.882,Khobar,FullTime,39.426,741.499,10.477
606,46.214,Dammam,PartTime,21.626,460.783,13.432
607,45.115,Alhasa,FullTime,42.946,1231.239,15.194
608,51.018,Dammam,PartTime,22.412,27.072,26.171
609,38.902,Dammam,PartTime,24.04,456.734,9.303
610,44.247,Khobar,FullTime,40.569,773.426,6.636
611,55.96,Dammam,FullTime,39.044,762.885,16.598
612,41.432,Khobar,FullTime,37.728,741.253,13.294
613,45.904,Dammam,FullTime,37.799,556.657,18.096
614,25.622,Dammam,FullTime,41.437,476.718,15.346
615,46.302,Dammam,FullTime,41.017,1022.909,11.806
616,40.581,Alhasa,PartTime,19.268,636.444,23.289
617,50.2,Dammam,FullTime,41.336,1108.897,15.089
618,40.456,Khobar,FullTime,39.014,1333.985,17.008
619,59.213,Dammam,FullTime,40.286,1089.365,42.074
620,47.516,Dammam,PartTime,15.688,320.656,14.873
621,30.866,Khobar,FullTime,38.64,436.215,8.144
622,19.682,Khobar,FullTime,39.561,354.967,9.474
623,20.705,Dammam,FullTime,40.118,803.297,14.911
624,51.22,Dammam,FullTime,39.703,935.816,19.753
625,48.569,Dammam,FullTime,39.238,522.062,11.765
626,48.659,Dammam,FullTime,39.962,706.662,9.528
627,49.044,Dammam,PartTime,14.974,307.904,17.262
628,36.595,Dammam,PartTime,17.689,357.143,6.376
629,39.499,Jeddah,FullTime,39.636,870.147,6.22
630,55.4,Khobar,FullTime,42.151,665.019,16.932
631,43.695,Khobar,FullTime,40.115,490.654,13.941
632,61.91,Khobar,FullTime,41.403,996.366,31.037
633,61.798,Khobar,FullTime,40.175,555.86,18.68
634,40.064,Dammam,FullTime,40.098,674.369,11.36
635,40.605,Buqaiq,PartTime,20.761,216.566,23.015
636,63.398,Dammam,PartTime,24.031,504.186,23.474
637,24.24,Dammam,FullTime,40.374,806.621,12.102
638,40.0,Dammam,FullTime,40.211,420.324,17.05
639,36.316,Dammam,FullTime,38.175,623.962,4.943
640,39.877,Khobar,FullTime,40.359,939.687,9.812
641,32.204,Dammam,FullTime,38.023,1388.51,8.006
642,20.316,Dammam,FullTime,21.208,489.504,8.618
643,50.287,Dammam,FullTime,39.633,468.431,11.142
644,52.0,Dammam,FullTime,38.155,438.613,8.044
645,31.734,Dammam,FullTime,39.301,857.228,12.193
646,31.109,Riyadh,FullTime,41.499,1040.651,27.465
647,44.216,Dammam,PartTime,20.277,281.037,24.185
648,46.315,Dammam,FullTime,39.435,910.551,5.688
649,23.349,Dammam,FullTime,38.497,463.105,15.899
650,58.46,Dammam,FullTime,40.178,820.29,10.824
651,19.197,Dammam,FullTime,41.399,787.741,12.276
652,35.917,Khobar,PartTime,21.996,382.617,10.002
653,31.149,Dammam,FullTime,39.934,431.895,2.757
654,39.962,Dammam,PartTime,22.13,549.429,20.012
655,49.84,Dammam,FullTime,39.253,457.432,15.591
656,33.286,Dammam,FullTime,40.041,910.598,12.454
657,31.816,Dammam,FullTime,41.446,1322.487,13.131
658,58.57,Dammam,FullTime,39.211,519.566,30.461
659,24.909,Khobar,PartTime,36.077,1207.752,14.147
660,39.65,Khobar,FullTime,39.284,980.482,23.492
661,26.207,Dammam,PartTime,24.337,435.5,8.319
662,60.289,Dammam,FullTime,39.378,1111.28,9.034
663,45.15,Khobar,FullTime,40.493,1151.66,26.184
664,50.331,Dammam,FullTime,39.599,663.483,5.575
665,25.636,Khobar,PartTime,24.714,518.979,20.781
666,31.761,Khobar,PartTime,16.258,291.498,12.635
667,28.81,Alhasa,FullTime,41.402,892.879,10.471
668,49.25,Dammam,FullTime,40.453,961.357,23.015
669,38.717,Dammam,PartTime,20.879,311.353,24.176
670,31.946,Jeddah,FullTime,39.007,1414.586,20.401
671,36.951,Khobar,FullTime,40.535,1139.326,11.812
672,67.559,Khobar,PartTime,28.763,232.038,15.252
673,26.676,Dammam,FullTime,38.794,906.818,17.904
674,30.261,Dammam,FullTime,39.466,405.689,9.659
675,33.789,Alhasa,FullTime,39.017,261.013,7.389
676,50.453,Dammam,PartTime,18.767,398.759,13.502
677,41.617,Buqaiq,FullTime,38.969,546.094,16.311
678,20.896,Dammam,FullTime,39.827,716.247,15.84
679,32.012,Dammam,FullTime,39.36,810.463,27.703
680,32.547,Dammam,FullTime,41.577,619.595,31.044
681,56.787,Dammam,FullTime,40.788,698.118,16.718
682,50.632,Khobar,FullTime,40.134,733.078,10.265
683,50.775,Dammam,FullTime,39.432,803.262,9.385
684,64.206,Khobar,PartTime,16.615,169.321,10.237
685,54.494,Khobar,FullTime,20.032,339.78,11.453
686,35.271,Jeddah,PartTime,19.991,392.391,11.705
687,36.25,Dammam,FullTime,37.707,549.082,15.588
688,50.217,Khobar,PartTime,18.223,735.365,28.071
689,35.207,Dammam,FullTime,39.776,763.044,21.416
690,17.081,Alhasa,FullTime,38.649,632.598,17.98
691,24.328,Dammam,FullTime,38.649,1214.422,13.22
692,51.507,Dammam,PartTime,16.763,318.726,9.753
693,49.318,Khobar,PartTime,18.231,390.857,16.106
694,42.982,Dammam,FullTime,41.15,953.803,32.542
695,53.779,Dammam,FullTime,40.61,1343.039,25.316
696,31.375,Khobar,FullTime,38.548,797.8,26.444
697,29.985,Dammam,FullTime,41.708,1588.151,9.909
698,24.002,Dammam,PartTime,21.132,484.204,13.162
699,46.92,Dammam,PartTime,20.61,307.053,11.751
700,46.082,Dammam,FullTime,40.076,859.668,20.771
701,20.689,Dammam,FullTime,40.192,682.464,14.918
702,29.881,Dammam,FullTime,40.496,501.096,20.976
703,22.189,Alhasa,FullTime,40.72,976.778,19.773
704,55.618,Dammam,FullTime,40.506,921.091,31.637
705,49.348,Dammam,PartTime,16.252,160.137,10.212
706,46.985,Khobar,FullTime,39.254,603.867,13.429
707,48.316,Khobar,FullTime,40.581,578.077,14.965
708,22.707,Dammam,FullTime,38.725,1137.704,18.147
709,31.05,Dammam,FullTime,40.53,407.447,6.104
710,54.817,Dammam,PartTime,24.88,488.849,18.948
711,36.582,Dammam,FullTime,37.906,791.252,22.339
712,46.958,Dammam,PartTime,20.254,356.1,19.842
713,36.837,Alhasa,FullTime,39.743,479.726,17.027
714,50.857,Dammam,FullTime,40.682,524.871,4.32
715,50.078,Alhasa,PartTime,18.435,559.28,4.683
716,36.93,Dammam,FullTime,40.685,1691.416,18.668
717,18.0,Khobar,PartTime,28.799,664.096,17.608
718,45.622,Dammam,PartTime,19.973,335.071,16.577
719,22.305,Dammam,FullTime,38.321,880.592,13.067
720,52.993,Khobar,FullTime,39.52,378.698,16.622
721,39.608,Dammam,FullTime,40.457,580.059,12.136
722,26.954,Dammam,FullTime,39.059,1432.097,9.18
723,52.88,Dammam,PartTime,17.871,280.85,11.148
724,37.661,Dammam,FullTime,41.293,874.985,11.734
725,51.444,Dammam,FullTime,38.608,747.582,33.153
726,27.036,Dammam,FullTime,40.443,828.449,13.402
727,32.919,Dammam,FullTime,40.221,1025.027,9.838
728,43.868,Dammam,FullTime,39.993,355.361,11.245
729,55.0,Buqaiq,FullTime,39.988,860.447,14.978
730,23.138,Dammam,FullTime,39.262,948.422,9.297
731,42.632,Dammam,PartTime,17.689,299.949,31.358
732,39.848,Jeddah,PartTime,20.424,349.724,15.632
733,40.007,Riyadh,PartTime,22.378,357.452,23.739
734,35.696,Buqaiq,FullTime,40.729,858.431,16.807
735,24.191,Dammam,FullTime,34.983,1189.159,28.796
736,44.13,Khobar,FullTime,40.349,609.291,3.776
737,23.692,Dammam,PartTime,18.27,375.05,9.994
738,60.978,Dammam,FullTime,39.268,485.229,18.174
739,20.086,Dammam,FullTime,40.001,779.638,14.752
740,43.332,Khobar,FullTime,40.278,1429.45,19.202
741,19.651,Dammam,PartTime,21.169,422.209,14.658
742,25.752,Khobar,PartTime,19.413,481.079,18.658
743,20.549,Dammam,FullTime,39.722,700.545,8.456
744,41.944,Alhasa,FullTime,39.819,747.101,12.984
745,46.575,Dammam,FullTime,40.647,464.556,30.385
746,38.441,Dammam,FullTime,38.363,764.294,14.284
747,44.485,Dammam,FullTime,40.437,875.611,20.042
748,34.0,Dammam,FullTime,41.709,670.736,14.627
749,47.662,Dammam,PartTime,21.305,504.311,22.327
750,29.551,Khobar,FullTime,40.419,535.342,21.788
751,47.261,Dammam,FullTime,39.73,770.158,7.72
752,57.862,Dammam,FullTime,39.844,746.959,12.241
753,31.834,Dammam,FullTime,40.059,922.753,20.139
754,41.797,Dammam,FullTime,37.686,950.925,12.8
755,25.0,Dammam,FullTime,41.045,896.282,16.577
756,28.766,Dammam,PartTime,22.918,273.719,9.486
757,52.223,Khobar,FullTime,42.359,683.343,17.739
758,34.119,Dammam,FullTime,38.884,739.01,22.228
759,20.641,Dammam,FullTime,39.536,655.922,20.485
760,24.88,Dammam,FullTime,40.132,458.507,12.666
761,37.0,Alhasa,FullTime,27.599,655.008,8.36
762,40.478,Dammam,PartTime,23.19,723.702,20.835
763,42.489,Dammam,PartTime,16.711,216.253,19.841
764,40.024,Khobar,PartTime,23.758,562.94,12.346
765,44.9,Dammam,FullTime,40.56,519.541,7.579
766,60.865,Dammam,FullTime,38.683,1283.796,14.845
767,40.188,Khobar,FullTime,39.336,1405.511,5.724
768,56.257,Khobar,FullTime,41.018,574.874,13.844
769,27.79,Alhasa,FullTime,42.355,499.783,9.45
770,45.086,Dammam,FullTime,38.369,1037.079,11.041
771,19.266,Dammam,FullTime,40.628,644.845,15.979
772,40.993,Dammam,FullTime,39.323,329.554,15.16
773,52.024,Dammam,PartTime,22.272,266.453,12.773
774,7.896,Alhasa,FullTime,37.697,865.337,9.727
775,53.923,Dammam,PartTime,19.165,236.647,12.0
776,30.375,Dammam,FullTime,40.557,875.886,21.964
777,49.685,Khobar,FullTime,39.34,685.188,21.573
778,31.437,Dammam,FullTime,38.395,956.344,17.503
779,31.997,Dammam,FullTime,41.078,623.321,12.92
780,29.418,Dammam,FullTime,38.914,881.085,5.199
781,40.591,Dammam,PartTime,18.255,372.382,9.993
782,29.64,Dammam,PartTime,15.171,263.886,14.521
783,29.682,Dammam,FullTime,42.535,490.571,4.386
784,23.036,Khobar,FullTime,38.73,482.101,11.644
785,14.524,Alhasa,FullTime,39.532,1083.935,7.347
786,18.0,Dammam,FullTime,38.848,1732.618,7.078
787,37.398,Dammam,FullTime,41.163,337.003,5.285
788,37.097,Dammam,PartTime,19.83,419.059,23.428
789,61.0,Dammam,FullTime,40.069,760.157,12.992
790,54.203,Dammam,FullTime,37.797,1057.586,13.9
791,32.918,Dammam,FullTime,39.899,497.688,2.659
792,39.879,Dammam,PartTime,20.33,328.138,8.545
793,26.727,Dammam,PartTime,17.711,271.107,4.143
794,32.369,Dammam,FullTime,39.598,605.123,6.987
795,25.905,Dammam,FullTime,40.552,952.086,17.179
796,58.329,Dammam,FullTime,39.297,810.723,18.792
797,54.801,Dammam,FullTime,40.158,509.863,15.686
798,46.279,Dammam,FullTime,41.71,1303.748,17.102
799,57.333,Dammam,FullTime,39.472,1214.276,12.351
