,age,region,employment_type,hours_worked,weekly_earnings,tenure_years
525,53,Dammam,FullTime,39.089,854.5,8.144
526,46,Khobar,FullTime,41.506,852.917,14.964
527,64,Dammam,FullTime,39.8,909.117,16.769
528,54,Dammam,PartTime,19.519,575.48,10.163
529,38,Dammam,FullTime,39.602,457.701,9.271
530,34,Dammam,FullTime,38.81,932.408,16.017
531,53,Riyadh,FullTime,41.413,294.529,17.67
532,56,Buqaiq,FullTime,21.353,241.33,5.121
533,42,Jeddah,FullTime,39.294,803.454,11.118
534,59,Buqaiq,PartTime,19.505,331.566,17.813
535,63,Dammam,FullTime,39.652,628.172,13.432
536,47,Dammam,FullTime,39.451,683.37,11.789
537,47,Jubail,FullTime,22.761,582.711,21.805
538,43,Khobar,FullTime,38.343,965.45,17.407
539,49,Dammam,FullTime,39.185,697.848,12.828
540,46,Dammam,FullTime,38.442,617.917,17.542
541,30,Jubail,FullTime,39.696,730.08,24.486
542,43,Buqaiq,FullTime,38.478,997.104,9.046
543,39,Buqaiq,PartTime,16.434,593.853,9.681
544,52,Alhasa,FullTime,39.735,908.585,4.569
545,50,Alhasa,FullTime,39.457,852.465,6.186
546,62,Dammam,PartTime,16.479,332.101,11.449
547,38,Dammam,PartTime,20.422,526.292,15.478
548,43,Buqaiq,PartTime,21.26,1095.875,12.863
549,40,Jeddah,FullTime,39.603,874.709,8.61
550,38,Dammam,FullTime,41.631,699.343,12.519
551,45,Dammam,FullTime,38.752,754.906,20.262
552,56,Alhasa,FullTime,15.993,981.833,15.961
553,34,Buqaiq,FullTime,39.874,1021.986,18.58
554,51,Buqaiq,FullTime,38.917,653.513,8.69
555,51,Dammam,PartTime,15.847,308.257,8.513
556,55,Alhasa,FullTime,40.13,1581.71,7.442
557,26,Dammam,FullTime,37.774,884.128,3.614
558,42,Jeddah,FullTime,41.382,876.538,14.634
559,50,Dammam,FullTime,40.992,311.909,11.537
560,31,Buqaiq,FullTime,40.492,657.997,11.808
561,56,Khobar,FullTime,24.193,477.039,5.098
562,21,Jubail,FullTime,40.863,457.446,6.557
563,58,Dammam,FullTime,40.112,833.963,11.652
564,46,Jeddah,FullTime,40.122,495.947,2.145
565,64,Buqaiq,PartTime,18.845,410.701,14.541
566,44,Dammam,FullTime,39.898,466.286,7.012
567,18,Dammam,FullTime,37.685,1178.084,17.787
568,37,Dammam,FullTime,37.809,1054.836,8.584
569,59,Alhasa,FullTime,39.134,1018.026,6.799
570,48,Khobar,FullTime,40.326,547.082,8.265
571,49,Dammam,FullTime,39.58,840.34,11.012
572,55,Buqaiq,PartTime,14.425,413.058,9.394
573,30,Dammam,FullTime,20.671,933.318,8.803
574,21,Dammam,FullTime,39.603,505.491,15.194
575,57,Dammam,PartTime,10.98,609.577,20.263
576,42,Dammam,PartTime,21.423,226.283,16.393
577,54,Dammam,PartTime,22.791,327.367,6.401
578,39,Dammam,FullTime,40.218,994.821,6.587
579,42,Dammam,FullTime,38.565,1319.545,4.698
580,59,Dammam,PartTime,18.748,363.257,9.89
581,39,Dammam,PartTime,16.114,378.056,22.147
582,51,Buqaiq,FullTime,41.454,999.664,14.156
583,50,Buqaiq,PartTime,15.774,840.682,12.512
584,23,Dammam,FullTime,38.923,1041.663,12.479
585,34,Jubail,FullTime,15.781,483.49,15.64
586,54,Dammam,PartTime,19.301,316.663,20.979
587,45,Dammam,FullTime,41.024,912.018,19.113
588,60,Khobar,FullTime,39.451,1121.882,8.914
589,44,Dammam,PartTime,13.294,471.453,26.561
590,41,Dammam,PartTime,18.768,563.237,12.86
591,29,Khobar,FullTime,38.417,815.485,5.851
592,57,Dammam,FullTime,39.891,630.504,5.865
593,39,Khobar,FullTime,39.295,853.914,8.288
594,33,Dammam,FullTime,39.932,924.272,11.76
595,41,Riyadh,FullTime,39.978,807.066,11.951
596,45,Dammam,PartTime,16.364,237.665,6.92
597,21,Dammam,FullTime,38.843,927.411,6.682
598,44,Dammam,PartTime,23.388,503.94,12.142
599,57,Khobar,FullTime,38.484,557.906,8.219
600,47,Jeddah,FullTime,41.124,974.063,4.145
601,38,Jubail,FullTime,13.29,1101.059,4.323
602,50,Dammam,PartTime,20.534,506.528,18.151
603,52,Dammam,FullTime,40.23,769.413,11.679
604,50,Dammam,FullTime,38.969,818.42,10.467
605,55,Alhasa,PartTime,39.933,555.942,11.546
606,23,Khobar,FullTime,39.989,998.909,18.512
607,33,Dammam,FullTime,41.187,545.067,24.419
608,38,Buqaiq,FullTime,39.236,564.395,11.834
609,47,Dammam,PartTime,22.078,169.034,21.004
610,27,Dammam,PartTime,15.819,301.363,11.484
611,43,Riyadh,PartTime,15.65,244.567,22.656
612,48,Khobar,FullTime,38.719,1070.1,4.412
613,23,Khobar,FullTime,40.479,559.824,14.105
614,42,Alhasa,FullTime,40.236,962.488,6.967
615,54,Dammam,PartTime,11.746,235.599,7.785
616,53,Dammam,FullTime,40.08,933.966,7.008
617,52,Buqaiq,PartTime,17.763,448.303,13.999
618,60,Alhasa,PartTime,18.422,339.415,19.073
619,24,Riyadh,FullTime,39.501,778.656,18.432
620,59,Khobar,FullTime,39.063,644.653,11.084
621,51,Riyadh,FullTime,38.167,393.078,3.284
622,34,Dammam,PartTime,14.457,343.941,13.555
623,29,Dammam,PartTime,20.925,432.756,9.82
624,53,Alhasa,PartTime,22.501,642.472,5.215
625,61,Dammam,FullTime,40.949,955.44,6.712
626,37,Jubail,FullTime,39.349,590.262,14.828
627,44,Dammam,PartTime,13.385,530.504,12.099
628,26,Alhasa,FullTime,39.916,412.673,4.019
629,27,Dammam,FullTime,39.709,718.437,9.688
630,50,Khobar,PartTime,19.678,570.191,11.62
631,60,Dammam,PartTime,20.64,271.156,6.855
632,61,Dammam,PartTime,21.504,275.418,12.447
633,52,Riyadh,PartTime,14.842,377.806,7.959
634,62,Khobar,FullTime,16.073,597.2,13.949
635,23,Jeddah,FullTime,17.527,630.396,15.264
636,45,Khobar,FullTime,21.839,486.314,7.527
637,43,Dammam,FullTime,38.26,434.941,6.602
638,40,Alhasa,FullTime,38.646,1379.067,16.661
639,51,Dammam,FullTime,38.498,1127.358,7.363
640,58,Dammam,FullTime,38.994,570.983,19.677
641,26,Jeddah,FullTime,39.94,430.779,12.283
642,39,Dammam,FullTime,38.713,1065.488,20.074
643,48,Dammam,PartTime,21.654,419.902,14.143
644,18,Jubail,PartTime,40.366,572.339,12.064
645,24,Dammam,FullTime,39.711,892.256,19.655
646,58,Dammam,FullTime,40.244,852.689,20.429
647,42,Dammam,FullTime,39.86,794.383,22.125
648,67,Alhasa,PartTime,22.314,500.214,14.125
649,51,Khobar,FullTime,39.915,2128.167,4.973
650,35,Riyadh,PartTime,15.168,664.054,18.779
651,49,Dammam,PartTime,14.971,316.835,19.412
652,57,Jubail,FullTime,40.264,671.594,5.362
653,30,Dammam,FullTime,39.13,682.155,5.651
654,52,Dammam,FullTime,39.669,1173.24,7.296
655,23,Khobar,PartTime,40.195,529.591,11.712
656,66,Alhasa,PartTime,16.432,398.712,4.884
657,56,Khobar,FullTime,39.637,803.256,3.98
658,41,Dammam,FullTime,39.644,875.374,3.997
659,35,Dammam,PartTime,15.24,280.576,6.27
660,54,Dammam,FullTime,40.305,1081.978,14.834
661,49,Dammam,PartTime,22.053,391.227,12.649
662,52,Jeddah,FullTime,23.818,592.874,15.553
663,29,Dammam,PartTime,24.422,476.856,27.791
664,39,Jubail,FullTime,40.298,1074.612,16.57
665,41,Buqaiq,PartTime,15.337,344.902,13.759
666,52,Khobar,FullTime,39.033,1347.35,11.237
667,59,Dammam,FullTime,40.669,507.975,15.237
668,40,Alhasa,PartTime,18.445,413.052,8.224
669,25,Dammam,PartTime,18.615,411.671,16.368
670,37,Dammam,FullTime,38.608,1250.186,13.933
671,33,Jeddah,FullTime,40.13,828.183,14.209
672,59,Dammam,PartTime,17.488,314.296,6.143
673,46,Dammam,PartTime,20.048,313.811,5.448
674,49,Khobar,FullTime,17.515,742.779,4.321
675,37,Jeddah,FullTime,21.973,670.955,9.272
676,40,Dammam,FullTime,38.254,1056.451,11.601
677,23,Alhasa,FullTime,39.797,804.114,6.692
678,50,Dammam,FullTime,41.258,1732.625,8.547
679,50,Dammam,PartTime,18.591,305.017,10.045
680,51,Khobar,FullTime,19.972,897.094,4.849
681,50,Khobar,FullTime,39.301,765.338,4.901
682,39,Dammam,PartTime,19.7,435.421,9.078
683,51,Dammam,FullTime,38.899,924.942,10.786
684,51,Khobar,FullTime,38.805,643.114,4.371
685,48,Dammam,PartTime,19.915,330.455,4.521
686,35,Dammam,FullTime,40.555,1194.596,15.257
687,55,Alhasa,FullTime,40.696,764.256,9.775
688,37,Dammam,PartTime,15.532,236.647,16.42
689,54,Dammam,FullTime,40.042,884.681,19.402
690,37,Dammam,FullTime,39.292,994.451,1.755
691,41,Khobar,FullTime,38.728,768.066,8.107
692,34,Dammam,PartTime,17.75,291.015,22.312
693,28,Khobar,FullTime,39.292,836.667,12.817
694,46,Dammam,PartTime,22.848,536.641,10.763
695,51,Buqaiq,FullTime,41.122,483.888,9.256
696,52,Dammam,PartTime,20.875,339.592,20.69
697,51,Dammam,FullTime,18.348,446.743,19.751
698,59,Dammam,FullTime,38.634,1019.213,6.735
699,40,Riyadh,FullTime,21.919,850.574,27.513
700,46,Jubail,FullTime,38.813,766.805,6.664
701,40,Alhasa,FullTime,39.378,941.185,14.122
702,32,Jubail,FullTime,39.211,1015.018,17.47
703,22,Alhasa,FullTime,20.871,484.966,2.225
704,32,Dammam,FullTime,40.565,912.841,4.333
705,42,Alhasa,PartTime,17.412,189.631,27.173
706,29,Riyadh,FullTime,41.73,986.619,6.658
707,45,Dammam,PartTime,22.718,308.09,6.525
708,48,Dammam,FullTime,40.096,808.585,7.4
709,58,Alhasa,FullTime,40.176,753.302,8.467
710,30,Dammam,PartTime,23.632,275.304,7.932
711,19,Alhasa,PartTime,16.623,487.734,5.141
712,54,Riyadh,FullTime,40.988,804.191,15.134
713,37,Riyadh,PartTime,17.777,440.039,9.927
714,64,Khobar,FullTime,38.568,1821.541,9.764
715,54,Dammam,PartTime,15.224,236.066,7.47
716,63,Jeddah,PartTime,21.446,630.255,14.564
717,55,Dammam,FullTime,21.967,703.681,17.883
718,30,Jeddah,FullTime,40.964,477.11,20.668
719,66,Dammam,FullTime,39.986,761.243,7.902
720,63,Dammam,PartTime,22.046,459.071,5.856
721,38,Buqaiq,PartTime,18.961,652.784,19.731
722,55,Dammam,FullTime,40.234,1472.963,7.202
723,57,Jeddah,FullTime,41.876,983.458,18.204
724,41,Dammam,PartTime,19.18,243.262,8.292
725,22,Riyadh,PartTime,21.45,512.552,11.876
726,36,Jeddah,PartTime,17.058,417.215,8.437
727,43,Dammam,FullTime,41.24,862.65,5.49
728,32,Dammam,PartTime,22.068,492.899,9.008
729,49,Dammam,FullTime,40.447,745.837,9.105
730,32,Dammam,FullTime,38.925,882.341,11.951
731,59,Dammam,PartTime,19.159,463.001,13.886
732,26,Alhasa,FullTime,38.828,711.385,25.49
733,58,Dammam,PartTime,16.466,572.851,22.03
734,18,Jubail,PartTime,40.369,789.962,5.316
735,63,Dammam,FullTime,38.583,936.124,15.939
736,35,Khobar,FullTime,39.357,892.503,8.027
737,53,Alhasa,FullTime,41.823,697.19,10.718
738,49,Jubail,PartTime,21.457,265.306,21.034
739,42,Dammam,FullTime,40.067,430.567,6.728
740,45,Khobar,FullTime,38.51,952.045,11.698
741,25,Dammam,FullTime,39.682,971.645,11.166
742,50,Dammam,PartTime,26.372,389.479,11.213
743,58,Jubail,FullTime,38.946,625.462,11.64
744,34,Dammam,FullTime,39.759,610.469,8.412
745,35,Dammam,PartTime,15.88,396.272,4.409
746,25,Jeddah,FullTime,41.64,746.927,8.126
747,62,Dammam,PartTime,37.753,537.268,13.864
748,55,Jeddah,FullTime,39.783,1516.853,14.518
749,48,Dammam,FullTime,38.944,721.84,12.354
750,39,Buqaiq,FullTime,37.752,663.372,4.379
751,31,Khobar,FullTime,40.11,788.161,9.003
752,30,Riyadh,FullTime,39.757,757.475,17.314
753,47,Alhasa,FullTime,40.86,424.036,14.141
754,53,Dammam,PartTime,21.701,218.058,18.414
755,50,Jeddah,FullTime,40.957,782.768,15.191
756,28,Dammam,FullTime,39.868,1327.17,10.864
757,19,Alhasa,PartTime,20.516,443.375,7.348
758,48,Dammam,FullTime,38.99,1114.606,6.742
759,54,Dammam,FullTime,39.531,812.592,16.087
760,62,Dammam,PartTime,16.701,299.134,23.135
761,61,Dammam,PartTime,13.867,360.56,5.501
762,38,Dammam,PartTime,17.753,526.018,22.298
763,58,Dammam,PartTime,21.929,550.527,19.363
764,42,Dammam,PartTime,18.784,325.913,12.321
765,41,Alhasa,FullTime,19.619,431.18,5.335
766,37,Jeddah,PartTime,26.172,370.197,9.304
767,40,Dammam,PartTime,16.485,216.946,18.659
768,42,Buqaiq,FullTime,26.071,476.245,14.402
769,56,Dammam,PartTime,20.222,355.236,20.397
770,37,Dammam,FullTime,41.419,791.081,21.653
771,52,Dammam,FullTime,38.148,632.207,11.117
772,51,Alhasa,FullTime,39.581,586.122,7.23
773,42,Dammam,FullTime,40.879,1171.809,16.897
774,18,Dammam,FullTime,38.636,958.082,9.804
775,49,Dammam,FullTime,38.26,1318.384,10.381
776,58,Alhasa,FullTime,18.943,401.033,6.19
777,36,Dammam,PartTime,14.821,485.126,19.381
778,58,Buqaiq,PartTime,18.766,360.913,5.679
779,40,Dammam,PartTime,18.84,348.638,19.426
780,37,Dammam,PartTime,13.965,389.1,18.988
781,35,Dammam,FullTime,39.305,486.523,19.0
782,36,Alhasa,FullTime,39.949,592.841,15.632
783,45,Dammam,FullTime,41.001,682.796,22.238
784,62,Alhasa,FullTime,40.259,1006.389,9.739
785,63,Dammam,FullTime,40.294,462.64,18.458
786,50,Alhasa,PartTime,24.666,306.255,17.165
787,20,Dammam,FullTime,39.802,1312.956,2.784
788,53,Dammam,FullTime,40.104,529.549,22.483
789,18,Dammam,FullTime,38.462,989.816,15.764
790,56,Khobar,FullTime,39.722,846.112,2.003
791,59,Dammam,FullTime,39.261,833.864,10.135
792,41,Dammam,FullTime,38.033,890.455,16.783
793,59,Dammam,FullTime,41.396,1200.306,19.196
794,27,Dammam,FullTime,37.748,930.552,3.444
795,35,Khobar,FullTime,39.306,852.42,8.034
796,56,Khobar,FullTime,39.482,962.6,5.633
797,32,Dammam,FullTime,41.571,1123.118,18.354
798,24,Dammam,FullTime,40.437,1145.176,7.331
799,39,Alhasa,FullTime,39.688,586.786,8.399
