gender,nationality,age,education_level,education_field,marital_status,family_residence,region,department,contract_type,employment_type,employee_status,job_level,job_title,performance_rating,remote_status,business_trips,hours_worked,overtime_hours,hourly_rate,weekly_earnings,bonus,percent_salary_hike,tenure_years,work-life_balance,distance_from_home
Male,Saudi,56.117,High School,Business,Married,Within district,Alhasa,HR,Permanent,PartTime,Active,L1,Media,3.986,Hybrid,Travels rarely,30.644,5.538,20.002,310.653,0.283,0.2,18.275,2.282,23.89
Female,Saudi,71.069,High School,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Designer,2.951,Hybrid,Travels rarely,32.719,4.919,13.057,332.716,0.044,0.002,11.703,2.559,16.848
Male,Saudi,44.031,High School,Communication,Unmarried,Within district,Alhasa,HR,Internship,PartTime,Active,L2,Media,3.701,Remote,Travels rarely,14.613,0.465,13.454,339.102,0.0,0.0,10.428,3.747,16.559
Male,Expat_Arab,38.692,High School,STEM,Unmarried,Within district,Dammam,Design,Permanent,FullTime,Active,L1,Sales,3.492,Hybrid,Travels rarely,31.862,3.048,16.377,482.557,0.029,0.052,16.161,3.785,17.34
Male,Saudi,35.491,High School,Business,Married,Other district,Dammam,HR,Fixed Term,FullTime,Active,L3,Designer,3.246,On Site,Travels rarely,41.119,0.355,25.502,2272.64,0.088,0.174,17.268,3.803,12.679
Male,Saudi,32.808,High School,Humanities,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,2.393,Hybrid,Travels rarely,30.284,2.024,12.757,53.504,0.026,0.082,2.947,1.547,14.978
Male,Saudi,48.047,Bachelors,Humanities,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,4.215,Hybrid,Travels often,20.519,2.214,14.471,204.593,0.013,0.131,15.938,3.494,18.085
Female,Saudi,61.96,High School,Communication,Married,Other district,Dammam,HR,Fixed Term,PartTime,Active,L1,Media,3.199,On Site,Travels rarely,26.958,0.15,8.155,274.042,0.213,0.033,12.74,2.318,12.349
Male,Saudi,22.502,High School,Humanities,Married,Within district,Khobar,HR,Permanent,FullTime,Active,L1,Analyst,2.221,On Site,Travels rarely,37.909,0.652,18.632,448.645,0.148,0.115,14.057,3.206,14.141
Female,Saudi,22.481,Bachelors,Communication,Married,Within district,Dammam,HR,Fixed Term,PartTime,Active,L2,Media,2.476,On Site,Travels rarely,40.217,2.085,11.86,373.688,0.0,-0.054,15.002,3.84,23.666
Female,Saudi,26.857,High School,Humanities,Unmarried,Within district,Alhasa,HR,Permanent,FullTime,Active,L1,Designer,3.211,Hybrid,Travels rarely,40.376,5.143,8.638,1374.257,0.003,-0.006,26.093,2.36,32.122
Female,Saudi,16.797,High School,Business,Married,Within district,Khobar,Finance,Permanent,FullTime,Active,L1,Secretary,3.026,On Site,Travels often,39.893,1.738,13.61,491.119,0.258,0.199,11.101,3.781,22.696
Female,Saudi,41.962,High School,Business,Married,Within district,Khobar,IT,Permanent,FullTime,Active,L1,Designer,2.981,On Site,Travels often,38.742,2.436,11.443,491.166,0.163,0.026,6.352,3.158,17.696
Male,Saudi,27.3,Bachelors,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Designer,2.869,On Site,Travels rarely,40.185,3.53,14.461,947.116,0.2,0.02,15.08,3.937,24.602
Female,Saudi,51.543,High School,Communication,Unmarried,Other district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,3.366,On Site,Travels rarely,34.338,1.54,13.56,287.685,0.313,-0.024,9.497,3.488,13.787
Male,Saudi,25.361,High School,Business,Unmarried,Within district,Khobar,Finance,Permanent,FullTime,Active,L1,Media,2.739,On Site,Travels rarely,39.533,5.592,10.007,641.888,0.026,0.004,19.942,3.543,22.46
Male,Saudi,33.189,Bachelors,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,4.326,On Site,Travels rarely,39.393,5.865,18.231,611.077,0.004,0.132,17.22,3.412,24.355
Female,Expat_Arab,22.563,High School,Social Science,Unmarried,Within district,Riyadh,IT,Permanent,FullTime,Active,L2,Manager,4.188,On Site,Travels often,39.74,9.287,29.591,1432.729,0.181,0.127,13.177,3.838,17.435
Male,Saudi,57.431,High School,Humanities,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,3.0,Hybrid,Travels rarely,39.841,3.14,11.237,664.96,0.093,0.107,14.038,4.591,34.759
Male,Saudi,40.087,High School,Communication,Married,Other district,Dammam,Finance,Fixed Term,FullTime,Non-Active,L1,Designer,2.64,Hybrid,Travels often,33.295,0.189,20.568,331.613,0.165,0.016,20.618,4.449,16.037
Female,Saudi,38.689,High School,Communication,Married,Within district,Dammam,Finance,Permanent,PartTime,Active,L2,Designer,3.354,Hybrid,Travels rarely,36.118,0.837,15.57,449.966,0.064,0.017,13.093,3.215,20.691
Female,Expat_Asia,38.641,Masters,Social Science,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Designer,3.141,On Site,Travels rarely,40.686,-2.235,15.683,304.512,0.167,0.028,4.405,3.897,15.324
Male,Saudi,37.706,High School,Business,Married,Other district,Dammam,Finance,Permanent,FullTime,Active,L1,Analyst,3.161,On Site,Travels rarely,31.42,4.798,13.624,356.729,-0.001,0.2,12.899,4.838,24.294
Male,Saudi,45.323,High School,Communication,Married,Other district,Dammam,IT,Permanent,PartTime,Active,L1,Designer,4.671,On Site,Travels rarely,22.524,0.815,7.39,253.209,0.347,0.002,22.765,4.108,12.986
Male,Saudi,35.599,High School,Business,Married,Within district,Jubail,HR,Fixed Term,FullTime,Active,L2,Designer,1.041,On Site,Travels rarely,40.983,1.828,17.765,909.552,0.117,-0.0,5.751,3.398,11.63
Male,Saudi,46.238,Bachelors,Communication,Unmarried,Within district,Buqaiq,HR,Permanent,FullTime,Active,L1,Designer,3.123,Hybrid,Travels rarely,40.486,6.76,18.056,314.946,-0.002,-0.019,15.523,4.061,19.214
Male,Saudi,33.297,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2.506,Hybrid,Travels rarely,38.779,0.713,14.772,360.551,-0.024,-0.007,16.031,3.877,20.916
Female,Saudi,51.498,High School,STEM,Married,Within district,Dammam,Design,Permanent,PartTime,Active,L5,Media,4.217,Hybrid,Travels often,34.13,7.695,42.181,8870.409,0.06,0.082,19.547,3.546,13.357
Female,Saudi,43.004,Bachelors,Business,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,2.495,Hybrid,Travels often,35.224,2.786,14.905,373.765,0.159,-0.073,24.182,3.315,23.181
Female,Expat_Arab,52.131,PhD,Humanities,Unmarried,Other district,Dammam,HR,Internship,FullTime,Active,L1,Designer,1.694,Hybrid,Travels rarely,40.22,4.613,20.68,807.742,0.153,0.0,23.067,3.391,23.649
Male,Expat_Arab,41.727,High School,STEM,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Designer,1.277,On Site,Travels rarely,39.255,6.947,20.767,792.817,0.0,-0.048,10.023,2.846,18.811
Male,Expat_Asia,51.66,High School,Business,Married,Within district,Dammam,Finance,Fixed Term,PartTime,Active,L1,Designer,3.226,Hybrid,Travels rarely,19.008,1.909,12.867,392.528,0.04,0.002,14.071,3.718,21.901
Male,Expat_Arab,31.038,High School,Communication,Married,Within district,Dammam,Sales,Internship,PartTime,Active,L1,Media,0.626,On Site,Travels rarely,16.877,1.497,12.075,332.948,-0.031,0.0,13.137,4.271,16.468
Female,Saudi,30.713,High School,Business,Married,Within district,Khobar,HR,Permanent,FullTime,Active,L1,Manager,2.895,Remote,Travels often,39.467,1.122,14.099,810.558,0.001,-0.0,24.67,3.462,25.134
Female,Saudi,39.526,High School,Social Science,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,5.271,On Site,Travels rarely,35.281,5.431,17.351,376.883,0.321,0.179,6.488,4.02,18.503
Male,Saudi,39.165,High School,Humanities,Married,Within district,Dammam,IT,Fixed Term,FullTime,Active,L2,Media,3.145,Hybrid,Travels rarely,39.149,4.825,17.611,942.208,0.105,0.017,20.635,3.056,37.191
Female,Saudi,38.786,High School,Humanities,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Sales,3.173,On Site,Travels rarely,40.416,9.013,8.037,176.16,0.015,0.032,8.923,2.302,22.84
Male,Saudi,30.673,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,3.461,On Site,Travels often,39.29,4.282,12.303,1156.417,0.014,0.15,13.2,2.436,20.424
Male,Saudi,52.081,High School,Humanities,Married,Other district,Alhasa,HR,Permanent,FullTime,Active,L1,Media,3.492,On Site,Travels rarely,40.46,9.905,19.877,528.973,-0.026,-0.076,18.444,3.185,21.669
Female,Saudi,27.016,High School,Business,Married,Within district,Dammam,Customer Support,Permanent,PartTime,Active,L1,Designer,3.821,On Site,Travels rarely,15.323,0.64,28.826,1403.516,0.19,0.117,9.038,3.89,15.998
Female,Saudi,35.58,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3.416,Remote,Travels rarely,40.593,3.133,19.049,432.075,0.055,-0.005,14.781,3.118,20.679
Male,Expat_Arab,52.092,High School,Business,Unmarried,Within district,Dammam,Customer Support,Permanent,FullTime,Active,L1,Manager,0.995,On Site,Travels rarely,41.183,3.654,15.807,937.234,-0.033,0.107,10.434,3.366,14.544
Male,Expat_US,54.052,High School,STEM,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,2.796,Hybrid,Travels rarely,39.573,8.413,15.434,564.427,-0.011,-0.008,18.147,3.033,25.558
Male,Expat_Asia,39.598,Bachelors,STEM,Married,Within district,Dammam,Sales,Permanent,FullTime,Active,L1,Analyst,2.8,Hybrid,Travels often,38.877,1.788,15.713,814.667,-0.002,0.014,8.796,3.655,12.891
Male,Saudi,59.925,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Sales,2.136,On Site,Travels rarely,26.132,4.755,17.763,1214.972,0.172,0.229,17.63,2.694,26.426
Male,Saudi,56.223,High School,Humanities,Married,Within district,Khobar,HR,Internship,FullTime,Non-Active,L1,Media,3.3,On Site,Travels rarely,39.258,4.958,16.43,677.877,0.067,0.067,40.0,2.42,22.035
Male,Saudi,64.678,Bachelors,Social Science,Married,Within district,Dammam,IT,Fixed Term,FullTime,Active,L1,Sales,1.589,Hybrid,Travels rarely,40.053,1.105,11.928,433.867,0.0,0.04,21.328,2.904,20.256
Female,Expat_Arab,44.268,High School,Humanities,Unmarried,Within district,Buqaiq,Finance,Internship,FullTime,Active,L1,Manager,3.505,Hybrid,Travels rarely,39.086,10.088,16.236,1191.714,0.018,0.113,19.408,3.68,17.991
Male,Saudi,22.278,High School,Social Science,Married,Within district,Khobar,HR,Permanent,FullTime,Active,L2,Designer,1.921,Hybrid,Travels rarely,40.677,4.376,17.247,1085.432,0.21,0.012,2.536,2.431,30.872
Female,Saudi,52.879,High School,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L3,Media,2.383,Hybrid,Travels rarely,40.937,12.386,25.526,4326.261,0.0,0.099,18.085,3.07,16.526
Male,Saudi,32.477,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,2.384,On Site,Travels often,41.503,3.251,16.706,736.898,0.021,0.0,14.54,3.835,19.951
Female,Saudi,53.712,High School,Social Science,Unmarried,Within district,Dammam,HR,Zero Hours,FullTime,Active,L3,Sales,3.145,On Site,Travels rarely,38.793,5.96,21.405,1177.53,0.03,0.211,20.766,2.228,20.564
Male,Expat_Europe,49.206,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Non-Active,L1,Media,2.74,On Site,Travels rarely,32.324,2.586,9.38,386.826,0.072,0.013,13.923,2.644,22.85
Male,Saudi,56.709,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Manager,2.756,On Site,Travels rarely,40.433,-0.002,11.246,1274.25,0.049,0.104,12.62,3.337,28.57
Male,Saudi,24.332,High School,Humanities,Married,Other district,Khobar,HR,Permanent,FullTime,Active,L4,Designer,2.197,Remote,Travels rarely,41.347,0.902,40.966,11988.382,0.274,0.118,13.064,4.17,21.303
Male,Saudi,43.453,High School,Business,Married,Within district,Khobar,Design,Permanent,FullTime,Active,L1,Designer,3.0,Hybrid,Travels rarely,39.852,7.453,15.243,632.026,0.0,0.118,18.718,3.631,15.238
Female,Saudi,55.112,Masters,Humanities,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,4.008,On Site,Travels rarely,38.944,0.627,12.592,518.209,0.136,-0.077,17.849,1.273,16.319
Male,Saudi,63.894,High School,Humanities,Unmarried,Within district,Dammam,Sales,Internship,FullTime,Active,L1,Media,3.977,Remote,Travels rarely,37.264,3.983,14.161,641.658,0.092,0.082,19.9,2.182,14.676
Male,Saudi,50.041,High School,Business,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Designer,3.565,Hybrid,Travels rarely,39.081,1.406,18.195,615.379,0.161,0.199,17.61,3.479,23.57
Male,Saudi,41.697,Bachelors,STEM,Married,Other district,Alhasa,IT,Permanent,FullTime,Active,L1,Manager,4.088,On Site,Travels rarely,39.886,1.703,22.063,2980.145,0.069,-0.015,13.392,5.524,20.4
Male,Expat_Asia,30.148,High School,Humanities,Married,Within district,Khobar,HR,Permanent,FullTime,Non-Active,L1,Designer,2.761,Hybrid,Travels often,38.235,2.516,13.251,215.014,0.005,0.008,13.01,3.831,34.651
Male,Saudi,10.963,High School,Social Science,Married,Within district,Buqaiq,HR,Internship,PartTime,Active,L1,Designer,2.63,On Site,Travels rarely,16.234,0.479,18.841,285.564,0.053,0.006,25.009,4.875,22.362
Male,Saudi,39.0,High School,Communication,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Analyst,3.496,Hybrid,Travels rarely,18.13,0.021,12.705,374.796,0.033,0.052,13.14,4.332,18.452
Male,Saudi,18.728,High School,Business,Married,Within district,Khobar,HR,Fixed Term,FullTime,Active,L3,Designer,4.0,On Site,Travels rarely,41.554,5.339,24.912,1502.323,0.074,0.027,5.896,2.725,32.454
Male,Saudi,15.399,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,4.027,On Site,Travels often,39.08,13.448,14.845,266.054,0.226,0.014,10.246,3.513,25.095
Male,Expat_Arab,33.98,High School,Social Science,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Secretary,3.176,On Site,Travels often,39.526,3.163,12.507,637.062,0.195,0.009,16.283,4.405,23.8
Male,Expat_Arab,36.854,High School,Business,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,2.184,On Site,Travels often,40.967,-0.695,15.612,872.493,0.001,0.054,14.833,3.914,24.302
Male,Saudi,24.406,Bachelors,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,2.382,On Site,Travels rarely,40.009,-4.541,11.089,323.24,0.221,-0.001,8.616,3.997,12.455
Female,Expat_Arab,27.624,High School,Business,Married,Within district,Dammam,HR,Zero Hours,FullTime,Active,L4,Manager,3.251,On Site,Travels rarely,39.017,8.323,35.094,3531.775,0.043,0.085,14.913,1.672,28.387
Male,Saudi,44.962,Bachelors,Social Science,Married,Within district,Dammam,HR,Zero Hours,PartTime,Active,L1,Media,3.087,On Site,Travels rarely,16.007,0.667,18.479,457.322,0.138,0.102,26.084,0.674,15.531
Male,Expat_Arab,46.842,High School,Humanities,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Media,5.027,On Site,Travels often,31.577,1.656,29.052,990.434,0.081,0.009,12.728,4.522,14.961
Male,Saudi,28.312,High School,Business,Married,Other district,Dammam,Finance,Internship,FullTime,Active,L3,Media,1.0,On Site,Travels rarely,38.748,7.439,21.602,1572.686,0.137,-0.007,30.285,2.684,16.255
Male,Saudi,42.513,Masters,Humanities,Married,Within district,Khobar,HR,Permanent,FullTime,Non-Active,L1,Manager,3.852,Hybrid,Travels rarely,40.337,9.244,16.542,827.802,0.095,-0.0,25.186,3.686,22.061
Male,Saudi,42.404,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3.799,Hybrid,Travels rarely,41.21,1.73,17.186,1670.693,0.213,0.074,17.137,5.159,16.358
Male,Saudi,56.636,High School,STEM,Unmarried,Within district,Riyadh,Finance,Fixed Term,FullTime,Active,L1,Secretary,2.489,Remote,Travels rarely,40.301,10.411,20.045,811.846,0.038,0.163,13.963,1.837,17.292
Male,Expat_Europe,33.625,Bachelors,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,3.878,Remote,Travels rarely,20.481,3.038,16.034,314.978,0.313,0.151,16.488,4.195,19.222
Male,Saudi,33.163,High School,Business,Married,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Sales,2.447,Hybrid,Travels rarely,37.778,2.255,11.871,1103.261,0.182,0.12,26.796,3.952,34.073
Male,Expat_Asia,47.783,High School,Business,Unmarried,Within district,Jeddah,HR,Permanent,PartTime,Active,L1,Secretary,4.298,On Site,Travels rarely,36.712,9.336,17.848,164.817,0.045,0.0,13.246,1.063,21.848
Male,Saudi,18.145,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Manager,2.191,Hybrid,Travels rarely,39.809,1.438,27.773,4347.705,0.001,-0.008,31.945,2.512,12.22
Male,Expat_Asia,45.559,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Manager,4.409,Hybrid,Travels rarely,41.014,4.791,24.807,4593.032,0.234,0.069,23.158,3.148,26.364
Male,Saudi,41.336,High School,STEM,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Sales,4.391,Hybrid,Travels rarely,32.525,5.561,16.855,563.205,0.205,0.013,17.83,3.788,26.451
Male,Saudi,36.727,High School,STEM,Married,Other district,Dammam,HR,Fixed Term,FullTime,Active,L4,Designer,2.43,On Site,Travels often,41.974,9.527,23.195,666.942,0.101,-0.025,28.841,3.447,14.189
Female,Saudi,22.81,High School,Social Science,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,2.327,On Site,Travels rarely,40.935,-0.008,23.465,6019.596,0.009,0.038,5.304,3.897,34.109
Female,Saudi,37.598,High School,Humanities,Unmarried,Within district,Dammam,IT,Fixed Term,PartTime,Active,L2,Media,3.479,On Site,Travels rarely,14.139,1.579,16.665,150.618,0.221,0.091,6.114,2.848,10.583
Male,Expat_US,39.764,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2.286,Hybrid,Travels rarely,40.614,6.688,14.554,596.438,0.022,0.143,12.862,2.631,19.576
Male,Saudi,38.578,High School,Communication,Unmarried,Within district,Dammam,HR,Internship,FullTime,Non-Active,L1,Media,2.879,Hybrid,Travels rarely,37.967,12.11,16.376,362.871,0.063,0.064,16.387,3.317,12.958
Male,Saudi,36.523,Bachelors,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,2.292,Remote,Travels rarely,38.758,0.692,16.602,306.462,-0.018,0.177,23.085,4.069,33.518
Male,Saudi,56.822,High School,Humanities,Married,Other district,Dammam,IT,Fixed Term,FullTime,Active,L1,Sales,2.857,On Site,Travels rarely,29.297,7.725,17.841,555.054,0.196,0.205,17.436,2.463,20.938
Female,Saudi,51.304,High School,STEM,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,2.805,On Site,Travels often,40.626,3.914,20.822,678.601,0.0,0.042,13.297,3.627,15.721
Male,Expat_Europe,24.241,High School,Business,Unmarried,Within district,Alhasa,Design,Zero Hours,FullTime,Active,L2,Secretary,3.435,On Site,Travels rarely,37.733,6.49,25.754,1641.805,0.106,0.042,15.421,3.122,19.768
Male,Expat_Asia,23.323,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Secretary,1.379,On Site,Travels rarely,39.842,5.149,15.037,584.834,0.024,0.088,14.671,4.268,20.469
Female,Saudi,47.902,Bachelors,Humanities,Married,Within district,Alhasa,HR,Internship,FullTime,Active,L1,Media,4.0,Remote,Travels rarely,22.21,2.244,8.983,342.208,0.093,-0.006,11.949,2.947,26.214
Male,Saudi,24.395,High School,Social Science,Married,Within district,Jubail,HR,Permanent,FullTime,Active,L1,Designer,3.285,On Site,Travels rarely,38.334,7.442,14.877,1128.648,0.41,0.081,10.644,1.872,23.418
Female,Expat_Arab,33.927,High School,Business,Married,Other district,Khobar,Customer Support,Permanent,FullTime,Active,L2,Manager,2.061,On Site,Travels rarely,40.39,10.856,15.769,1517.095,-0.029,0.037,12.439,4.081,15.532
Male,Saudi,25.396,Bachelors,Communication,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Designer,2.745,Hybrid,Travels rarely,39.944,2.933,13.797,669.053,0.003,0.102,27.975,4.55,21.368
Male,Saudi,27.123,Bachelors,STEM,Unmarried,Within district,Buqaiq,HR,Permanent,FullTime,Active,L1,Manager,3.391,On Site,Travels rarely,41.168,2.797,16.007,745.347,0.182,-0.003,20.655,3.236,19.275
Female,Saudi,41.51,High School,Communication,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L3,Sales,2.46,On Site,Travels rarely,40.625,8.806,26.214,3372.97,0.234,0.037,2.566,3.003,12.458
Male,Expat_Arab,37.717,Bachelors,Humanities,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L2,Media,3.383,Hybrid,Travels rarely,41.569,4.816,20.817,745.88,0.102,0.199,9.538,3.445,28.949
Male,Expat_Arab,31.779,PhD,Communication,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Manager,2.662,Hybrid,Travels rarely,16.239,1.75,14.855,466.353,0.003,-0.025,26.636,4.21,12.319
Male,Saudi,28.472,High School,STEM,Unmarried,Within district,Riyadh,Finance,Permanent,PartTime,Active,L1,Media,0.883,On Site,Travels often,20.156,4.23,12.751,131.166,0.061,0.12,38.798,3.317,17.166
Female,Expat_Europe,53.269,High School,Communication,Married,Within district,Dammam,Finance,Fixed Term,PartTime,Active,L1,Sales,5.152,On Site,Travels rarely,36.624,1.047,16.769,188.588,0.072,0.078,12.952,3.73,25.725
Male,Saudi,47.847,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3.215,Hybrid,Travels rarely,39.66,-4.793,11.444,466.456,0.048,0.077,24.002,4.853,19.106
Male,Saudi,40.399,High School,Business,Married,Within district,Dammam,Finance,Internship,PartTime,Active,L1,Sales,3.639,Hybrid,Travels often,28.319,1.442,20.407,371.829,0.035,0.013,22.633,4.154,24.694
Female,Saudi,26.34,High School,Communication,Unmarried,Other district,Dammam,Finance,Internship,FullTime,Non-Active,L1,Manager,3.194,On Site,Travels rarely,41.078,0.048,21.071,531.942,0.001,0.007,20.686,3.706,23.276
Male,Saudi,36.379,High School,Social Science,Married,Other district,Dammam,HR,Internship,FullTime,Active,L1,Sales,4.925,On Site,Travels rarely,39.807,3.687,14.465,409.156,0.035,0.197,8.521,3.58,13.975
Male,Saudi,34.78,Bachelors,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4.207,On Site,Travels rarely,40.513,3.382,13.181,658.195,-0.002,-0.016,25.293,3.388,10.025
Female,Saudi,42.479,High School,Communication,Married,Other district,Dammam,Finance,Permanent,PartTime,Active,L1,Designer,3.208,On Site,Travels rarely,37.967,7.124,19.628,638.006,0.125,0.157,17.926,3.837,25.76
Male,Saudi,64.06,High School,Communication,Married,Within district,Alhasa,HR,Fixed Term,FullTime,Active,L1,Designer,3.395,On Site,Travels often,39.632,0.914,13.652,864.082,0.259,0.154,9.852,4.876,13.636
Male,Expat_Arab,25.716,High School,Social Science,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L5,Media,3.131,On Site,Travels rarely,45.512,1.382,48.284,20119.224,0.253,0.2,14.933,4.352,7.748
Male,Saudi,45.348,High School,Humanities,Unmarried,Within district,Jubail,HR,Permanent,FullTime,Active,L2,Media,3.462,On Site,Travels often,39.393,3.935,14.355,537.497,0.236,0.142,12.29,4.276,23.964
Male,Expat_Arab,32.5,High School,Communication,Married,Other district,Khobar,HR,Permanent,FullTime,Active,L1,Designer,3.709,On Site,Travels rarely,39.91,8.657,13.131,1703.791,0.122,0.039,11.442,1.909,10.514
Male,Saudi,26.002,High School,Humanities,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3.27,On Site,Travels often,40.089,1.72,18.759,714.893,0.25,0.168,17.662,3.997,8.556
Male,Expat_Arab,47.334,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2.17,On Site,Travels rarely,37.995,7.527,16.977,489.008,0.015,0.062,8.322,4.253,13.42
Male,Saudi,63.026,High School,STEM,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Designer,3.288,On Site,Travels rarely,41.349,2.469,17.338,609.203,0.024,-0.017,23.192,3.685,11.265
Male,Saudi,33.243,Bachelors,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3.983,Hybrid,Travels rarely,28.037,1.224,19.866,733.707,0.088,0.109,16.331,2.453,14.026
Male,Saudi,35.104,Bachelors,Social Science,Married,Other district,Khobar,Finance,Internship,PartTime,Active,L1,Manager,2.325,On Site,Travels rarely,28.497,2.203,14.42,356.498,0.0,0.046,6.297,2.558,15.866
Female,Saudi,23.39,Bachelors,Humanities,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,3.671,On Site,Travels rarely,36.849,7.902,12.014,493.839,-0.019,0.103,7.793,2.568,17.797
Female,Saudi,37.122,High School,Social Science,Unmarried,Within district,Dammam,IT,Permanent,FullTime,Active,L1,Manager,3.39,Hybrid,Travels often,40.432,-0.088,15.005,543.614,0.02,0.012,18.935,4.061,24.969
Female,Saudi,46.843,High School,Communication,Married,Within district,Khobar,Finance,Zero Hours,FullTime,Non-Active,L2,Manager,2.907,On Site,Travels rarely,39.697,8.233,8.569,193.032,0.178,0.185,14.784,4.172,31.081
Male,Expat_Asia,25.645,High School,Humanities,Married,Other district,Khobar,Finance,Internship,FullTime,Active,L2,Media,4.0,On Site,Travels rarely,39.307,4.564,14.674,559.507,0.096,0.0,14.429,3.838,15.249
Female,Saudi,75.696,High School,Humanities,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2.841,Remote,Travels often,37.704,0.007,17.665,428.109,0.0,0.176,31.062,3.788,11.187
Male,Expat_Asia,25.574,High School,Humanities,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3.172,On Site,Travels rarely,38.89,0.0,13.817,895.167,0.102,0.187,15.886,3.155,9.835
Male,Saudi,55.345,Bachelors,Business,Married,Other district,Dammam,Customer Support,Permanent,FullTime,Active,L1,Designer,2.754,On Site,Travels rarely,39.682,9.02,12.862,678.074,-0.026,0.029,23.267,3.188,25.51
Male,Expat_Arab,20.31,High School,Social Science,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,2.353,On Site,Travels often,40.916,6.406,17.511,461.951,0.079,0.058,11.05,1.637,27.478
Female,Saudi,53.147,High School,Social Science,Married,Within district,Dammam,Customer Support,Permanent,PartTime,Active,L1,Designer,1.964,Hybrid,Travels often,27.976,1.954,17.364,270.661,0.276,0.17,13.227,3.576,21.375
Male,Expat_Arab,12.481,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L2,Designer,3.627,On Site,Travels rarely,21.664,0.419,16.854,574.223,-0.022,0.017,27.38,2.441,18.912
Female,Saudi,38.401,High School,Humanities,Married,Other district,Dammam,Finance,Fixed Term,FullTime,Active,L1,Designer,3.126,On Site,Travels rarely,39.911,6.733,14.894,1052.331,0.063,0.044,12.65,3.503,24.155
