,age,region,employment_type,hours_worked,weekly_earnings,tenure_years
533,59,Dammam,FullTime,39.567,1214.792,12.329
534,26,Dammam,PartTime,39.812,413.679,15.912
535,60,Dammam,FullTime,40.998,647.392,14.216
536,26,Dammam,FullTime,39.898,1074.014,13.375
537,51,Dammam,FullTime,40.555,605.416,16.807
538,42,Dammam,FullTime,41.674,982.214,14.404
539,55,Dammam,PartTime,19.555,235.668,16.574
540,32,Dammam,FullTime,40.251,959.832,9.836
541,41,Dammam,FullTime,40.679,863.18,8.144
542,40,Dammam,FullTime,40.485,557.627,9.001
543,57,Dammam,FullTime,39.563,953.893,10.989
544,28,Dammam,PartTime,22.737,235.535,6.762
545,50,Dammam,FullTime,39.411,950.629,9.028
546,51,Dammam,FullTime,40.645,661.355,4.793
547,59,Dammam,FullTime,40.937,556.121,11.693
548,54,Dammam,PartTime,20.394,335.098,15.687
549,54,Dammam,PartTime,19.747,302.077,12.264
550,21,Dammam,FullTime,37.905,525.035,14.478
551,49,Dammam,FullTime,39.298,650.981,10.669
552,22,Dammam,PartTime,24.055,329.03,14.378
553,58,Khobar,FullTime,40.048,924.052,11.2
554,65,Dammam,FullTime,41.423,1168.968,8.222
555,25,Dammam,FullTime,38.752,1032.615,15.021
556,43,Dammam,FullTime,40.86,978.037,7.967
557,22,Dammam,PartTime,18.798,477.685,6.119
558,23,Dammam,FullTime,39.423,586.471,10.168
559,59,Dammam,PartTime,21.599,342.437,11.125
560,39,Dammam,FullTime,40.719,696.941,8.092
561,49,Dammam,FullTime,40.118,661.913,11.895
562,50,Dammam,PartTime,18.622,352.779,16.778
563,52,Dammam,PartTime,22.786,503.674,11.208
564,59,Dammam,FullTime,39.393,888.341,10.006
565,29,Dammam,FullTime,39.796,686.534,10.165
566,54,Dammam,PartTime,23.376,401.947,14.381
567,48,Dammam,FullTime,41.779,605.546,10.939
568,22,Dammam,FullTime,40.027,724.768,5.507
569,44,Dammam,FullTime,40.253,473.964,13.669
570,44,Dammam,FullTime,40.989,794.063,10.124
571,55,Dammam,FullTime,41.111,1366.047,7.131
572,61,Dammam,FullTime,40.191,814.094,7.424
573,30,Dammam,FullTime,40.022,565.154,13.621
574,20,Dammam,FullTime,40.097,554.549,11.92
575,48,Dammam,FullTime,40.001,641.313,9.888
576,27,Dammam,PartTime,24.065,298.171,8.895
577,31,Dammam,FullTime,40.46,737.522,11.378
578,26,Dammam,PartTime,16.376,466.439,8.16
579,31,Dammam,FullTime,39.09,484.677,13.622
580,25,Dammam,PartTime,19.761,245.497,11.044
581,48,Dammam,FullTime,40.172,640.338,9.209
582,26,Dammam,PartTime,20.513,470.453,9.029
583,24,Dammam,FullTime,39.158,869.802,9.537
584,34,Dammam,FullTime,39.347,461.694,7.579
585,20,Dammam,FullTime,37.497,684.838,15.96
586,25,Dammam,PartTime,21.503,463.982,13.867
587,40,Dammam,FullTime,41.422,509.606,11.341
588,28,Dammam,FullTime,39.374,765.825,13.049
589,58,Dammam,PartTime,21.146,291.879,14.03
590,61,Dammam,PartTime,17.503,315.998,13.016
591,44,Dammam,FullTime,41.422,926.709,10.251
592,59,Dammam,FullTime,38.813,905.081,10.358
593,26,Dammam,FullTime,40.283,811.325,15.478
594,60,Dammam,PartTime,24.614,398.299,13.161
595,35,Dammam,FullTime,40.432,1585.092,11.497
596,20,Khobar,FullTime,40.331,844.594,17.046
597,27,Dammam,FullTime,40.25,567.353,13.048
598,30,Khobar,FullTime,40.668,418.56,13.83
599,50,Dammam,FullTime,39.638,1034.235,11.878
600,32,Khobar,FullTime,39.366,732.759,8.995
601,24,Dammam,FullTime,38.503,530.609,9.664
602,55,Dammam,FullTime,39.199,666.154,11.572
603,64,Dammam,FullTime,39.986,987.759,9.714
604,29,Dammam,FullTime,41.595,584.406,11.554
605,36,Dammam,FullTime,39.867,1184.655,11.915
606,39,Dammam,PartTime,21.906,322.541,10.805
607,63,Dammam,FullTime,40.263,1127.354,8.305
608,57,Dammam,FullTime,39.899,1113.469,10.036
609,46,Dammam,PartTime,22.312,458.541,15.307
610,43,Dammam,PartTime,24.886,414.613,10.084
611,20,Khobar,PartTime,14.582,303.214,6.954
612,27,Dammam,FullTime,40.073,471.325,10.816
613,45,Dammam,FullTime,40.841,717.0,10.238
614,26,Dammam,FullTime,39.224,1108.019,11.576
615,29,Dammam,PartTime,19.803,390.104,9.73
616,32,Dammam,FullTime,41.227,609.964,8.88
617,59,Dammam,FullTime,40.507,1127.624,6.609
618,42,Dammam,FullTime,40.329,770.07,13.221
619,28,Dammam,PartTime,39.251,406.648,11.273
620,44,Dammam,FullTime,40.901,560.493,10.594
621,58,Dammam,FullTime,39.985,990.066,8.664
622,50,Khobar,PartTime,38.989,348.29,16.668
623,46,Dammam,FullTime,39.448,536.681,8.745
624,41,Dammam,FullTime,40.343,1112.507,14.197
625,59,Khobar,FullTime,39.86,417.635,15.396
626,57,Dammam,FullTime,40.857,863.482,5.035
627,58,Dammam,FullTime,41.038,922.436,9.04
628,61,Dammam,FullTime,39.759,711.423,7.537
629,36,Dammam,FullTime,40.899,825.584,9.565
630,55,Dammam,FullTime,38.365,1062.674,6.291
631,49,Dammam,FullTime,40.268,1320.44,5.472
632,54,Dammam,PartTime,17.992,193.588,14.006
633,43,Dammam,FullTime,40.947,885.331,8.407
634,53,Dammam,FullTime,39.597,449.829,18.641
635,49,Dammam,FullTime,39.956,553.507,6.646
636,42,Dammam,FullTime,38.923,363.506,10.558
637,37,Khobar,FullTime,40.941,702.888,20.35
638,55,Dammam,FullTime,41.781,815.37,9.332
639,25,Dammam,FullTime,40.857,654.025,7.534
640,55,Dammam,FullTime,39.938,979.572,11.312
641,61,Khobar,FullTime,41.403,801.774,9.144
642,26,Dammam,PartTime,16.978,377.56,10.023
643,47,Dammam,FullTime,40.94,579.228,10.642
644,64,Dammam,FullTime,40.078,938.631,11.18
645,48,Dammam,FullTime,40.141,1133.365,9.56
646,36,Dammam,PartTime,18.142,537.399,13.044
647,56,Dammam,PartTime,18.567,362.455,13.552
648,54,Dammam,FullTime,40.361,1176.74,8.946
649,48,Dammam,FullTime,40.176,1189.958,7.894
650,30,Dammam,FullTime,39.747,567.325,9.156
651,58,Dammam,FullTime,38.469,1078.65,9.851
652,37,Dammam,FullTime,40.747,393.288,6.389
653,41,Dammam,FullTime,41.193,915.666,5.78
654,35,Dammam,FullTime,40.03,590.591,9.902
655,59,Dammam,FullTime,40.534,1059.515,6.212
656,31,Dammam,PartTime,19.547,333.492,10.198
657,46,Dammam,PartTime,23.186,378.174,10.577
658,50,Dammam,FullTime,39.008,847.855,8.243
659,38,Dammam,FullTime,39.001,548.557,11.705
660,29,Dammam,FullTime,39.538,746.038,11.884
661,60,Dammam,PartTime,22.357,384.385,15.133
662,27,Dammam,PartTime,22.153,415.652,8.305
663,55,Dammam,PartTime,14.524,344.898,10.51
664,20,Khobar,FullTime,40.496,840.145,20.705
665,65,Dammam,FullTime,41.375,917.327,13.763
666,56,Dammam,PartTime,20.786,234.953,16.469
667,49,Dammam,FullTime,40.813,496.182,10.373
668,42,Dammam,FullTime,42.166,962.263,12.11
669,26,Dammam,FullTime,40.837,666.831,11.67
670,26,Dammam,PartTime,16.842,248.256,9.288
671,24,Dammam,FullTime,40.34,720.087,13.65
672,45,Dammam,FullTime,39.664,900.07,11.555
673,31,Dammam,PartTime,22.388,350.213,5.665
674,49,Dammam,FullTime,39.298,591.914,9.645
675,53,Dammam,FullTime,39.862,1860.728,9.845
676,32,Dammam,PartTime,23.133,460.02,8.895
677,61,Dammam,FullTime,40.866,983.875,14.39
678,41,Dammam,FullTime,39.95,668.483,14.945
679,61,Dammam,FullTime,39.755,1304.515,13.615
680,29,Dammam,FullTime,40.357,558.167,7.385
681,41,Dammam,PartTime,19.985,254.919,13.913
682,24,Dammam,PartTime,40.646,540.763,9.632
683,42,Khobar,FullTime,40.757,577.682,12.814
684,60,Dammam,FullTime,39.339,936.411,10.627
685,51,Dammam,FullTime,39.348,1158.966,8.446
686,21,Dammam,FullTime,38.931,962.808,7.335
687,32,Dammam,PartTime,18.647,523.551,10.414
688,42,Dammam,FullTime,40.252,696.129,4.489
689,31,Dammam,PartTime,18.341,280.346,8.791
690,62,Dammam,FullTime,40.533,888.366,11.651
691,42,Dammam,FullTime,41.123,948.534,11.262
692,40,Dammam,FullTime,41.819,491.503,12.344
693,24,Dammam,FullTime,39.87,790.935,13.339
694,51,Dammam,PartTime,21.184,196.278,15.325
695,51,Khobar,PartTime,20.764,371.17,16.456
696,61,Khobar,FullTime,39.82,1106.912,9.606
697,22,Dammam,PartTime,19.335,285.167,9.834
698,26,Khobar,FullTime,39.468,445.947,6.876
699,33,Khobar,PartTime,21.222,500.171,6.786
700,43,Dammam,FullTime,41.673,1103.189,9.81
701,44,Dammam,FullTime,40.707,852.881,11.46
702,55,Dammam,PartTime,14.644,289.262,11.635
703,29,Dammam,FullTime,40.085,680.128,6.945
704,59,Dammam,FullTime,39.842,1050.156,6.581
705,27,Dammam,FullTime,38.554,723.43,13.115
706,44,Dammam,FullTime,42.741,985.183,11.293
707,31,Dammam,FullTime,39.546,577.903,6.709
708,46,Dammam,FullTime,39.148,447.058,5.742
709,24,Dammam,FullTime,41.699,734.958,16.087
710,31,Dammam,PartTime,24.156,406.665,11.248
711,24,Dammam,FullTime,39.585,891.966,15.395
712,21,Dammam,PartTime,21.936,371.3,14.759
713,60,Dammam,PartTime,17.914,374.219,12.822
714,63,Dammam,FullTime,40.905,613.384,14.963
715,25,Dammam,PartTime,39.809,480.584,8.571
716,58,Dammam,FullTime,41.261,1057.794,12.133
717,33,Dammam,PartTime,16.927,324.457,4.644
718,64,Khobar,FullTime,39.583,872.163,15.16
719,18,Khobar,FullTime,40.571,498.187,13.012
720,39,Dammam,FullTime,40.644,700.346,13.53
721,27,Dammam,FullTime,39.743,899.673,11.809
722,60,Dammam,FullTime,37.9,1001.841,9.655
723,24,Dammam,PartTime,17.583,362.006,15.16
724,56,Dammam,PartTime,22.938,267.05,10.737
725,63,Dammam,FullTime,40.568,624.646,10.029
726,31,Dammam,PartTime,20.886,278.93,9.076
727,23,Dammam,PartTime,20.203,400.593,10.261
728,64,Dammam,FullTime,39.531,493.068,11.375
729,22,Dammam,PartTime,42.077,494.552,6.455
730,53,Dammam,FullTime,39.726,1224.595,10.764
731,43,Dammam,FullTime,39.594,984.55,12.082
732,60,Dammam,FullTime,40.264,749.958,16.733
733,47,Dammam,FullTime,39.689,993.412,6.81
734,24,Dammam,FullTime,39.092,674.52,7.526
735,52,Dammam,PartTime,21.593,427.439,9.335
736,51,Dammam,FullTime,39.31,705.356,10.096
737,27,Dammam,PartTime,24.517,213.075,6.899
738,47,Dammam,PartTime,21.749,406.568,12.069
739,38,Dammam,FullTime,40.63,769.743,12.567
740,53,Dammam,FullTime,38.324,923.481,9.687
741,30,Dammam,FullTime,39.271,1115.917,13.711
742,56,Dammam,FullTime,41.283,651.578,9.877
743,29,Dammam,FullTime,39.403,971.98,11.02
744,41,Dammam,FullTime,40.565,947.774,15.85
745,62,Dammam,FullTime,39.81,651.901,7.629
746,18,Dammam,PartTime,16.007,304.841,15.951
747,65,Dammam,FullTime,39.812,341.713,11.66
748,30,Dammam,PartTime,23.355,345.726,6.998
749,59,Dammam,FullTime,38.924,473.731,11.736
750,32,Dammam,FullTime,40.078,537.23,9.585
751,26,Dammam,FullTime,40.469,512.988,9.777
752,19,Khobar,FullTime,39.987,711.232,20.538
753,57,Dammam,PartTime,18.318,305.677,19.389
754,37,Dammam,FullTime,40.126,894.947,6.802
755,19,Dammam,FullTime,39.515,610.702,13.88
756,25,Dammam,PartTime,21.123,251.296,12.176
757,50,Dammam,FullTime,40.451,869.835,12.883
758,48,Dammam,FullTime,40.005,630.89,5.593
759,57,Dammam,FullTime,41.31,781.279,12.157
760,31,Dammam,PartTime,24.002,472.793,7.714
761,19,Dammam,FullTime,37.613,341.518,12.109
762,42,Dammam,FullTime,40.292,785.2,13.078
763,29,Dammam,FullTime,39.866,584.289,12.279
764,30,Dammam,FullTime,39.959,400.157,10.258
765,61,Dammam,FullTime,38.916,797.015,9.886
766,54,Dammam,PartTime,19.369,428.351,11.432
767,35,Dammam,FullTime,40.229,481.415,10.816
768,37,Dammam,FullTime,41.765,830.882,12.791
769,26,Dammam,PartTime,17.561,423.743,10.747
770,51,Dammam,FullTime,41.107,448.824,14.856
771,59,Dammam,FullTime,40.304,603.492,9.964
772,27,Dammam,FullTime,39.438,597.994,8.755
773,48,Dammam,FullTime,41.051,804.894,10.878
774,26,Dammam,FullTime,40.062,539.398,10.787
775,42,Dammam,FullTime,41.019,1031.894,9.259
776,45,Dammam,FullTime,40.326,677.663,11.296
777,58,Dammam,PartTime,20.829,369.202,11.96
778,39,Dammam,PartTime,21.073,290.779,11.197
779,26,Dammam,FullTime,40.679,950.983,12.407
780,45,Dammam,FullTime,40.119,652.343,12.782
781,43,Dammam,FullTime,40.122,1015.813,10.252
782,62,Dammam,FullTime,39.497,681.18,13.837
783,18,Dammam,FullTime,38.432,788.088,13.518
784,28,Dammam,FullTime,39.049,856.874,5.849
785,30,Dammam,PartTime,20.406,492.014,8.048
786,54,Dammam,FullTime,40.5,715.67,15.517
787,28,Dammam,PartTime,21.456,345.967,7.386
788,57,Dammam,PartTime,20.182,299.777,15.82
789,43,Dammam,FullTime,40.01,582.489,9.487
790,60,Dammam,FullTime,39.791,634.859,15.666
791,27,Khobar,FullTime,40.485,542.344,9.886
792,40,Dammam,FullTime,41.134,847.774,13.501
793,56,Dammam,PartTime,19.842,412.48,11.297
794,61,Dammam,PartTime,17.274,415.688,10.402
795,25,Dammam,PartTime,18.837,309.856,11.074
796,43,Dammam,FullTime,40.209,379.923,9.798
797,56,Dammam,PartTime,17.438,284.838,16.139
798,54,Dammam,FullTime,41.163,522.909,12.277
799,28,Dammam,PartTime,17.864,437.439,9.664
