gender,nationality,age,education_level,education_field,marital_status,family_residence,region,department,contract_type,employment_type,employee_status,job_level,job_title,performance_rating,remote_status,business_trips,hours_worked,overtime_hours,hourly_rate,weekly_earnings,bonus,percent_salary_hike,tenure_years,work-life_balance,distance_from_home
Female,Expat_Arab,54,High School,Social Science,Married,Other district,Dammam,Accounting,Internship,FullTime,Active,L1,Manager,4,On Site,Travels often,41.105,0.042,13.681,341.313,0.15,0.173,9.569,1.916,10.901
Male,Expat_Arab,59,High School,Business,Married,Within district,Dammam,IT,Permanent,PartTime,Active,L1,Secretary,5,Remote,Travels rarely,24.994,2.428,13.768,540.613,0.055,0.195,8.561,4.16,15.038
Male,Expat_Arab,19,High School,Communication,Unmarried,Within district,Dammam,Sales,Fixed Term,FullTime,Active,L4,Designer,4,On Site,Travels often,41.192,13.264,13.425,507.076,0.001,0.001,5.705,4.555,13.282
Male,Saudi,18,Masters,Communication,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,Hybrid,Travels rarely,41.609,2.744,12.868,382.009,0.064,0.03,9.513,2.707,19.712
Female,Saudi,29,High School,Business,Unmarried,Within district,Dammam,Management,Internship,FullTime,Active,L4,Sales,3,On Site,Travels rarely,40.367,12.748,26.976,19026.833,0.001,0.036,23.228,4.224,28.601
Male,Saudi,28,High School,Business,Unmarried,Within district,Buqaiq,HR,Internship,FullTime,Active,L1,Manager,3,Remote,Travels often,40.545,3.206,13.359,336.203,0.0,0.2,16.85,1.857,9.505
Female,Expat_Arab,27,High School,STEM,Unmarried,Within district,Dammam,HR,Zero Hours,FullTime,Active,L2,Media,3,Remote,Travels rarely,41.028,5.512,13.595,3636.36,0.031,0.198,14.094,4.148,22.902
Male,Saudi,23,High School,Communication,Unmarried,Within district,Khobar,HR,Permanent,PartTime,Active,L3,Designer,2,Hybrid,Travels often,21.124,2.415,19.44,330.218,0.162,0.179,13.916,2.674,21.862
Female,Saudi,54,High School,Communication,Married,Other district,Dammam,Finance,Permanent,FullTime,Active,L4,Media,3,On Site,Travels rarely,41.561,10.401,21.396,11242.425,0.0,0.045,15.686,3.456,18.378
Male,Saudi,19,High School,Business,Married,Within district,Dammam,Finance,Internship,PartTime,Active,L1,Designer,3,Hybrid,Travels rarely,22.97,0.208,13.97,121.544,0.0,0.199,19.597,4.391,22.744
Male,Saudi,28,High School,Communication,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,3,Remote,Travels rarely,42.047,7.746,15.224,755.877,0.001,0.0,20.261,3.159,12.516
Male,Saudi,27,High School,Social Science,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L4,Sales,3,On Site,Travels often,39.625,10.565,15.482,465.296,0.079,0.0,15.535,4.224,15.401
Male,Saudi,55,High School,Communication,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Secretary,1,On Site,Travels rarely,40.287,4.029,14.625,1449.123,0.162,0.045,13.402,3.612,18.179
Male,Saudi,36,Bachelors,Humanities,Married,Within district,Buqaiq,HR,Permanent,FullTime,Active,L1,Designer,4,Remote,Travels rarely,41.359,2.75,14.056,305.4,0.0,0.0,10.675,3.752,11.462
Female,Expat_Arab,31,High School,Business,Unmarried,Within district,Dammam,IT,Zero Hours,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.176,0.787,17.17,563.796,0.064,0.2,14.338,4.598,12.009
Female,Saudi,30,High School,Humanities,Unmarried,Within district,Jubail,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels rarely,39.883,15.989,10.941,488.75,0.094,0.173,8.856,3.485,20.213
Male,Saudi,60,High School,Social Science,Married,Within district,Dammam,HR,Fixed Term,PartTime,Active,L1,Analyst,3,On Site,Travels rarely,22.413,4.555,17.344,169.71,0.0,0.0,13.325,3.894,20.357
Male,Expat_Asia,19,High School,Business,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L4,Manager,3,Remote,Travels often,41.837,10.993,28.366,1939.546,0.115,0.199,24.63,4.225,25.96
Male,Expat_Arab,18,Masters,Humanities,Married,Within district,Alhasa,HR,Internship,FullTime,Active,L1,Designer,3,On Site,Travels often,40.683,8.045,33.493,6083.341,0.168,0.0,14.944,3.601,15.402
Female,Saudi,28,High School,STEM,Married,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Analyst,4,Remote,Travels often,41.032,6.81,14.612,473.527,0.0,0.082,20.304,3.824,19.216
Male,Saudi,28,High School,Social Science,Unmarried,Within district,Buqaiq,HR,Fixed Term,PartTime,Active,L2,Designer,3,On Site,Travels rarely,23.538,12.845,19.892,398.842,0.0,0.0,32.596,3.859,10.374
Male,Expat_Arab,19,High School,Humanities,Married,Other district,Dammam,Finance,Internship,FullTime,Active,L1,Sales,2,Hybrid,Travels often,41.32,7.463,13.285,721.886,0.148,0.198,21.138,4.412,10.504
Male,Expat_Asia,29,High School,Humanities,Married,Within district,Buqaiq,HR,Fixed Term,FullTime,Active,L2,Analyst,3,On Site,Travels often,41.542,7.589,14.658,880.843,0.0,0.199,11.619,4.256,14.365
Female,Saudi,53,High School,Social Science,Unmarried,Within district,Alhasa,HR,Internship,FullTime,Active,L1,Designer,3,On Site,Travels often,39.956,10.102,16.928,459.514,0.001,0.07,14.599,4.149,14.822
Male,Expat_Arab,47,High School,Business,Married,Within district,Dammam,IT,Fixed Term,PartTime,Active,L1,Manager,4,Remote,Travels rarely,20.445,4.846,9.623,202.673,0.141,0.046,15.436,3.269,12.667
Male,Saudi,19,High School,Business,Unmarried,Within district,Khobar,Finance,Internship,PartTime,Active,L1,Designer,3,On Site,Travels often,25.437,2.748,13.007,276.715,0.0,0.181,16.064,3.832,12.095
Male,Expat_Arab,26,High School,Humanities,Unmarried,Within district,Dammam,IT,Internship,FullTime,Active,L2,Analyst,3,Hybrid,Travels rarely,41.288,4.831,15.789,544.246,0.149,0.2,16.171,3.781,34.997
Male,Expat_Arab,39,Bachelors,Communication,Married,Within district,Riyadh,HR,Fixed Term,FullTime,Active,L1,Analyst,4,Hybrid,Travels rarely,40.804,1.191,15.704,496.554,0.184,0.038,13.223,3.672,9.767
Male,Expat_Arab,23,High School,Business,Married,Within district,Dammam,Sales,Fixed Term,FullTime,Active,L1,Analyst,2,On Site,Travels rarely,40.842,4.29,22.467,611.23,0.0,0.001,25.79,4.024,21.541
Female,Saudi,22,Bachelors,Communication,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,5,Remote,Travels rarely,16.112,13.324,17.071,288.198,0.0,0.06,13.702,4.39,20.359
Male,Saudi,29,High School,Humanities,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Designer,4,Remote,Travels rarely,39.788,10.182,13.784,485.085,0.001,0.0,15.538,3.994,11.609
Male,Saudi,40,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L4,Secretary,3,Remote,Travels often,41.374,12.533,33.312,8022.763,0.156,0.001,13.441,4.276,19.442
Male,Saudi,46,Bachelors,Social Science,Married,Within district,Dammam,HR,Permanent,PartTime,Non-Active,L4,Secretary,3,Hybrid,Travels rarely,41.986,3.089,18.878,2869.766,0.092,0.155,11.722,4.136,30.922
Female,Saudi,45,Masters,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,3,Hybrid,Travels rarely,41.065,3.264,19.537,580.374,0.0,0.128,8.539,2.544,24.708
Male,Expat_Arab,29,High School,Social Science,Unmarried,Within district,Dammam,IT,Internship,FullTime,Active,L2,Manager,3,Remote,Travels rarely,41.154,12.418,14.579,843.356,0.16,0.0,24.999,4.19,14.728
Male,Saudi,27,High School,Humanities,Unmarried,Other district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels often,40.954,12.916,9.177,213.817,0.0,0.168,35.37,3.366,20.976
Male,Expat_Arab,27,High School,Communication,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,3,Remote,Travels often,40.119,1.822,17.831,405.573,0.001,0.198,29.765,3.881,25.715
Male,Expat_Asia,26,Bachelors,Social Science,Married,Within district,Dammam,HR,Internship,PartTime,Active,L1,Analyst,5,On Site,Travels rarely,22.902,0.98,16.921,732.805,0.0,0.189,11.188,4.221,18.376
Male,Saudi,18,Bachelors,Social Science,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Designer,3,Hybrid,Travels often,41.312,0.927,14.415,602.677,0.0,0.001,18.032,2.958,22.491
Female,Expat_US,29,High School,STEM,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L3,Designer,1,On Site,Travels rarely,40.958,9.405,23.327,2595.499,0.069,0.199,10.613,2.84,15.478
Male,Saudi,53,Masters,Humanities,Unmarried,Within district,Dammam,Finance,Internship,PartTime,Non-Active,L1,Media,3,On Site,Travels rarely,22.819,1.318,13.55,242.258,0.244,0.169,23.866,2.581,23.319
Male,Saudi,30,High School,Business,Unmarried,Within district,Khobar,HR,Fixed Term,FullTime,Active,L1,Designer,3,Remote,Travels often,40.082,11.624,10.561,549.306,0.0,0.0,23.757,4.381,19.467
Male,Expat_Asia,29,High School,Business,Unmarried,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Designer,3,On Site,Travels rarely,39.352,6.483,14.121,429.518,0.0,0.0,14.976,4.102,12.405
Female,Expat_Europe,25,Bachelors,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Designer,1,Hybrid,Travels rarely,41.476,3.025,14.748,413.132,0.0,0.2,29.32,4.535,22.135
Male,Saudi,39,High School,Humanities,Unmarried,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Media,3,Hybrid,Travels often,41.159,1.715,14.281,183.401,0.001,0.0,11.873,3.489,17.885
Male,Saudi,29,High School,Business,Married,Within district,Dammam,Design,Permanent,FullTime,Active,L1,Media,2,Remote,Travels often,41.155,15.581,15.29,472.901,0.17,0.0,24.586,4.264,16.126
Male,Saudi,24,High School,Business,Married,Within district,Dammam,Finance,Zero Hours,PartTime,Active,L1,Media,5,Hybrid,Travels rarely,24.605,2.595,14.894,282.688,0.0,0.199,14.015,4.071,19.706
Male,Saudi,29,High School,Humanities,Unmarried,Other district,Dammam,Finance,Internship,FullTime,Active,L1,Media,3,Remote,Travels rarely,39.736,1.022,16.224,357.063,0.065,0.197,22.687,4.016,11.868
Male,Expat_Arab,40,High School,STEM,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Manager,3,Hybrid,Travels often,39.853,1.757,16.078,531.961,0.045,0.0,13.331,2.817,13.305
Male,Saudi,35,High School,Social Science,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Analyst,3,Hybrid,Travels often,39.819,7.921,18.651,921.655,0.001,0.198,6.877,4.386,27.837
Male,Expat_Arab,45,High School,Business,Unmarried,Within district,Dammam,Finance,Internship,PartTime,Active,L1,Media,3,Hybrid,Travels rarely,26.41,1.057,15.346,472.724,0.0,0.177,11.028,1.583,13.104
Female,Saudi,44,High School,Social Science,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Active,L2,Designer,3,On Site,Travels rarely,40.021,0.182,15.754,444.873,0.143,0.173,15.048,3.025,14.177
Male,Saudi,18,Masters,Humanities,Unmarried,Within district,Jubail,Finance,Permanent,FullTime,Active,L5,Designer,3,On Site,Travels often,39.022,12.495,38.84,399.461,0.0,0.0,20.025,2.03,12.061
Female,Expat_US,30,High School,Humanities,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Secretary,3,On Site,Travels often,41.586,6.921,10.916,423.109,0.108,0.001,27.993,4.932,22.61
Male,Expat_US,42,High School,Humanities,Married,Within district,Dammam,HR,Internship,FullTime,Active,L2,Manager,3,Remote,Travels rarely,41.528,11.233,22.717,3897.838,0.145,0.0,11.754,3.893,15.409
Male,Saudi,20,High School,STEM,Unmarried,Within district,Dammam,HR,Fixed Term,PartTime,Active,L1,Secretary,1,Hybrid,Travels often,21.511,3.488,12.571,439.489,0.001,0.0,28.396,3.541,16.5
Female,Expat_Arab,45,High School,Business,Unmarried,Within district,Dammam,Finance,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,23.883,1.475,15.669,519.686,0.082,0.0,26.075,3.631,7.763
Female,Saudi,18,High School,Humanities,Unmarried,Within district,Alhasa,Finance,Fixed Term,FullTime,Non-Active,L1,Manager,3,On Site,Travels rarely,40.542,6.476,18.914,491.224,0.0,0.0,23.649,3.799,24.108
Female,Saudi,25,High School,Business,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,41.964,7.86,13.057,893.933,0.0,0.0,19.011,3.512,16.846
Female,Saudi,26,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L5,Designer,4,Remote,Travels often,40.411,0.025,13.992,521.213,0.0,0.19,16.416,3.577,14.57
Female,Saudi,38,High School,Humanities,Married,Within district,Dammam,HR,Zero Hours,FullTime,Active,L1,Media,5,On Site,Travels rarely,39.986,0.51,13.259,300.349,0.0,0.0,23.965,3.058,22.312
Male,Saudi,48,High School,STEM,Unmarried,Within district,Dammam,Finance,Permanent,PartTime,Active,L1,Analyst,3,Hybrid,Travels rarely,19.131,4.03,18.739,348.402,0.0,0.13,11.056,4.542,18.331
Male,Saudi,20,High School,Communication,Married,Other district,Jubail,Finance,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels rarely,40.995,11.781,11.865,1042.847,0.035,0.039,16.829,2.734,26.609
Male,Expat_US,27,High School,Business,Unmarried,Within district,Dammam,Design,Permanent,FullTime,Active,L2,Analyst,3,Remote,Travels rarely,40.817,14.336,15.727,871.19,0.144,0.001,12.027,4.117,8.043
Male,Expat_Arab,48,High School,Business,Unmarried,Within district,Dammam,Finance,Internship,PartTime,Active,L1,Designer,3,Remote,Travels often,24.04,2.193,13.391,341.652,0.056,0.076,14.725,4.134,23.784
Male,Saudi,57,High School,Business,Unmarried,Within district,Dammam,IT,Permanent,FullTime,Active,L1,Analyst,3,Hybrid,Travels often,40.486,5.544,10.066,374.373,0.179,0.0,23.625,4.589,22.083
Male,Saudi,25,High School,Social Science,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,Remote,Travels often,39.99,14.125,16.464,481.469,0.045,0.126,23.821,3.131,28.87
Male,Saudi,28,High School,Business,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Manager,4,Remote,Travels often,41.246,5.227,17.102,420.668,0.072,0.0,9.843,3.543,17.873
Female,Saudi,29,High School,Communication,Unmarried,Within district,Buqaiq,HR,Internship,FullTime,Active,L1,Media,5,Hybrid,Travels often,41.947,8.489,19.199,796.698,0.053,0.127,15.626,4.021,18.514
Male,Expat_Asia,44,Bachelors,Communication,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,3,Remote,Travels rarely,41.313,13.68,11.358,462.767,0.0,0.084,19.086,4.134,15.637
Female,Expat_US,19,Masters,STEM,Unmarried,Within district,Buqaiq,HR,Internship,FullTime,Active,L2,Media,1,Remote,Travels often,40.109,4.174,32.911,1577.062,0.187,0.083,12.686,2.676,29.574
Male,Saudi,27,High School,Communication,Married,Within district,Khobar,HR,Internship,PartTime,Active,L1,Designer,4,On Site,Travels often,20.827,2.232,12.171,293.22,0.175,0.157,13.931,2.325,16.836
Female,Saudi,52,High School,Business,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L2,Manager,3,Remote,Travels rarely,19.305,3.922,30.416,2780.617,0.126,0.0,17.2,4.164,17.084
Male,Saudi,46,High School,Communication,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L2,Analyst,3,Remote,Travels often,21.355,2.911,15.09,1467.501,0.158,0.001,7.539,4.201,27.42
Male,Saudi,27,High School,Business,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,40.946,2.176,18.577,935.808,0.01,0.0,8.556,4.003,18.102
Male,Expat_Arab,60,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L4,Manager,3,Hybrid,Travels often,40.583,3.414,14.113,25739.083,0.163,0.0,21.755,4.263,26.07
Male,Saudi,54,High School,Communication,Married,Within district,Dammam,Finance,Zero Hours,PartTime,Active,L1,Designer,3,Hybrid,Travels rarely,19.996,4.377,14.758,209.678,0.0,0.076,14.81,1.782,17.902
Male,Expat_Arab,46,High School,Business,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L2,Designer,3,Remote,Travels rarely,20.213,0.138,18.617,295.332,0.174,0.0,22.712,4.188,26.207
Female,Saudi,56,High School,Social Science,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Sales,3,Hybrid,Travels often,39.85,14.126,34.099,1652.905,0.044,0.173,10.76,3.901,28.525
Male,Saudi,51,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,Remote,Travels often,39.959,9.641,14.551,978.6,0.309,0.0,19.831,3.894,16.851
Male,Saudi,55,Bachelors,Social Science,Married,Within district,Jubail,Finance,Permanent,PartTime,Active,L2,Analyst,4,On Site,Travels rarely,23.715,0.056,12.509,340.255,0.0,0.001,15.091,4.259,35.454
Male,Saudi,26,High School,Social Science,Unmarried,Within district,Jubail,Customer Support,Permanent,FullTime,Active,L2,Designer,4,Remote,Travels rarely,40.508,0.056,11.601,480.344,0.294,0.101,24.603,4.196,11.42
Male,Saudi,63,High School,Business,Married,Within district,Dammam,Finance,Fixed Term,PartTime,Active,L1,Sales,2,Remote,Travels rarely,26.856,1.403,14.917,134.495,0.0,0.001,16.698,4.101,8.325
Male,Saudi,55,Bachelors,Communication,Married,Within district,Dammam,IT,Permanent,FullTime,Active,L1,Media,2,Hybrid,Travels rarely,40.72,0.539,16.094,911.542,0.059,0.037,10.104,3.855,10.723
Male,Expat_Arab,47,High School,Business,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels often,41.916,1.294,17.557,705.549,0.0,0.181,32.837,2.461,23.304
Male,Expat_Asia,47,High School,Business,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Secretary,3,On Site,Travels rarely,39.641,1.804,9.775,406.082,0.051,0.2,12.584,1.601,15.331
Female,Saudi,18,High School,Humanities,Married,Within district,Khobar,Sales,Fixed Term,FullTime,Active,L1,Media,2,Hybrid,Travels often,40.448,2.437,12.164,867.185,0.066,0.199,11.884,3.747,16.012
Male,Expat_Arab,32,High School,Social Science,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,5,On Site,Travels rarely,40.438,9.553,15.793,738.968,0.0,0.074,30.611,4.557,19.155
Female,Expat_Asia,27,High School,Social Science,Married,Within district,Khobar,HR,Permanent,FullTime,Active,L2,Designer,1,On Site,Travels often,40.623,6.294,15.531,3161.135,0.0,0.199,26.059,4.395,28.789
Female,Saudi,53,Masters,Business,Unmarried,Within district,Dammam,HR,Zero Hours,PartTime,Active,L4,Media,4,Hybrid,Travels rarely,21.947,3.135,41.581,565.973,0.145,0.179,9.867,4.156,19.693
Male,Saudi,18,High School,Business,Married,Within district,Jubail,Customer Support,Fixed Term,FullTime,Active,L1,Designer,3,Hybrid,Travels rarely,40.428,2.231,47.998,893.801,0.09,0.2,13.742,3.941,13.802
Male,Saudi,19,High School,Humanities,Married,Other district,Dammam,Finance,Permanent,PartTime,Active,L3,Secretary,3,On Site,Travels rarely,23.539,5.871,22.983,273.985,0.0,0.199,15.507,4.225,15.885
Female,Expat_Europe,45,High School,Business,Unmarried,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Media,3,Hybrid,Travels often,40.856,12.656,15.876,343.51,0.001,0.0,10.997,4.081,22.078
Male,Expat_Arab,30,High School,STEM,Unmarried,Within district,Dammam,Finance,Internship,FullTime,Non-Active,L3,Secretary,4,On Site,Travels rarely,41.47,11.898,18.263,1788.184,0.163,0.001,17.929,4.416,34.963
Female,Saudi,29,High School,Communication,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Manager,4,On Site,Travels rarely,41.228,15.462,14.657,530.959,0.0,0.2,17.647,4.129,19.701
Male,Expat_Arab,18,High School,Communication,Married,Within district,Dammam,IT,Permanent,FullTime,Active,L5,Designer,4,Remote,Travels rarely,39.362,13.05,17.826,654.363,0.0,0.0,27.041,3.844,15.674
Male,Expat_Arab,62,High School,Business,Unmarried,Within district,Dammam,HR,Fixed Term,PartTime,Active,L4,Designer,2,Hybrid,Travels rarely,22.739,1.293,19.42,447.947,0.0,0.174,14.681,4.479,17.769
Female,Expat_Asia,29,High School,Business,Married,Within district,Riyadh,HR,Internship,FullTime,Active,L1,Designer,3,Hybrid,Travels rarely,41.487,12.206,16.704,455.366,0.045,0.098,21.965,4.1,11.756
Male,Saudi,25,High School,Business,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Sales,3,Remote,Travels often,39.693,5.381,14.366,689.448,0.2,0.2,27.161,3.832,18.453
Female,Saudi,35,High School,STEM,Unmarried,Within district,Dammam,Management,Internship,FullTime,Active,L1,Designer,3,On Site,Travels rarely,39.037,12.274,14.304,974.243,0.001,0.0,10.438,3.47,15.089
Male,Expat_Asia,19,High School,Humanities,Married,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Designer,3,Remote,Travels rarely,39.494,13.8,13.961,348.004,0.172,0.172,15.593,3.983,11.806
Male,Expat_Arab,31,High School,Communication,Unmarried,Within district,Dammam,IT,Fixed Term,FullTime,Active,L1,Media,3,Remote,Travels rarely,40.846,0.059,12.955,348.743,0.082,0.117,28.64,4.246,11.068
Female,Expat_Asia,37,High School,STEM,Married,Within district,Dammam,Finance,Permanent,PartTime,Active,L2,Secretary,3,Remote,Travels rarely,40.781,1.553,18.343,280.63,0.149,0.0,32.673,3.973,13.759
Female,Saudi,40,High School,Social Science,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Non-Active,L1,Sales,2,Hybrid,Travels rarely,42.229,6.599,13.584,940.464,0.228,0.001,9.132,4.078,19.077
Male,Saudi,25,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,3,Hybrid,Travels often,40.282,0.0,14.623,417.774,0.155,0.001,29.548,4.164,21.835
Female,Expat_Arab,26,High School,Communication,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Secretary,3,On Site,Travels rarely,40.966,5.261,15.372,441.918,0.14,0.177,25.822,3.632,10.375
Male,Saudi,20,High School,STEM,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Analyst,3,Remote,Travels often,40.429,9.15,50.034,895.009,0.001,0.0,10.908,3.644,16.344
Male,Saudi,56,High School,Communication,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Media,3,Remote,Travels often,39.591,3.773,18.393,971.763,0.136,0.031,21.017,3.655,20.268
Female,Saudi,42,High School,Communication,Married,Within district,Dammam,HR,Internship,FullTime,Active,L2,Designer,4,Hybrid,Travels rarely,42.105,2.282,16.608,371.79,0.0,0.2,15.952,4.367,20.011
Male,Saudi,26,Bachelors,Humanities,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Designer,3,Remote,Travels often,39.297,12.634,17.466,545.11,0.002,0.0,10.538,3.961,8.654
Female,Saudi,36,High School,STEM,Married,Within district,Dammam,Management,Permanent,FullTime,Active,L2,Designer,3,On Site,Travels often,40.868,13.064,24.239,1471.334,0.0,0.041,8.012,3.241,22.811
Male,Saudi,38,High School,STEM,Married,Within district,Jeddah,Finance,Internship,PartTime,Active,L1,Designer,3,Hybrid,Travels rarely,40.716,4.325,19.331,587.662,0.279,0.105,11.766,4.198,14.518
Female,Expat_Arab,46,High School,Humanities,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Designer,4,On Site,Travels rarely,40.639,13.343,15.027,503.751,0.1,0.0,12.815,3.986,12.699
Male,Saudi,62,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Designer,3,Remote,Travels rarely,40.149,1.293,14.105,414.13,0.304,0.0,12.873,3.926,27.86
Male,Saudi,18,High School,Communication,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Active,L4,Manager,1,Hybrid,Travels often,21.509,3.159,19.234,550.044,0.0,0.186,15.47,2.622,27.085
Male,Expat_Arab,19,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,4,On Site,Travels rarely,40.952,9.307,14.269,461.426,0.002,0.0,19.354,3.638,26.629
Female,Saudi,32,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Designer,4,Remote,Travels often,41.322,0.05,14.12,379.705,0.236,0.17,14.758,3.448,16.923
Female,Expat_Arab,57,PhD,Business,Married,Within district,Alhasa,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,41.311,10.779,14.446,654.063,0.0,0.021,28.233,2.778,27.809
Male,Expat_US,55,High School,Humanities,Married,Within district,Buqaiq,IT,Permanent,FullTime,Active,L2,Sales,4,Hybrid,Travels rarely,40.364,9.13,18.496,1094.882,0.0,0.0,12.538,3.697,26.539
Male,Saudi,31,High School,Social Science,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Active,L4,Manager,3,On Site,Travels rarely,39.642,12.869,60.744,1175.244,0.064,0.091,7.712,4.094,19.54
Male,Expat_Arab,29,High School,Communication,Married,Within district,Buqaiq,Finance,Internship,FullTime,Active,L1,Manager,3,Remote,Travels often,40.984,5.06,14.753,348.38,0.0,0.2,14.268,2.044,20.638
Male,Expat_Asia,19,High School,Social Science,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Designer,3,On Site,Travels rarely,40.593,11.402,14.31,433.024,0.155,0.038,18.048,3.874,10.777
Male,Expat_Arab,52,High School,STEM,Married,Within district,Dammam,HR,Zero Hours,PartTime,Active,L2,Sales,3,Hybrid,Travels often,23.234,4.568,18.461,508.966,0.043,0.001,30.821,4.553,15.401
Male,Expat_Arab,29,High School,Humanities,Unmarried,Within district,Jubail,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels rarely,40.336,10.446,17.202,856.724,0.002,0.0,26.408,4.411,22.872
Male,Saudi,26,High School,Humanities,Unmarried,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Media,2,On Site,Travels rarely,39.784,6.692,12.997,887.583,0.0,0.199,6.281,3.944,9.328
Female,Saudi,23,Masters,Business,Married,Within district,Dammam,HR,Fixed Term,PartTime,Active,L1,Media,3,Hybrid,Travels rarely,21.469,0.702,14.177,433.728,0.151,0.0,30.095,3.408,17.041
Female,Saudi,28,High School,Business,Married,Within district,Dammam,Sales,Internship,FullTime,Active,L1,Designer,3,Hybrid,Travels rarely,40.648,0.295,13.173,416.113,0.244,0.199,13.707,3.411,21.297
Male,Saudi,25,High School,Communication,Married,Within district,Dammam,HR,Permanent,PartTime,Non-Active,L2,Designer,3,On Site,Travels often,24.193,2.853,10.883,205.063,0.112,0.078,23.562,4.104,29.711
Female,Expat_Arab,27,High School,Social Science,Unmarried,Other district,Dammam,HR,Internship,FullTime,Active,L3,Media,3,On Site,Travels often,41.926,1.023,17.39,881.974,0.001,0.199,9.606,2.328,20.564
Female,Expat_US,29,Masters,Humanities,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L2,Sales,1,On Site,Travels rarely,41.276,5.419,17.805,907.004,0.001,0.138,12.267,4.902,7.024
Male,Expat_Arab,33,High School,Humanities,Unmarried,Within district,Dammam,Design,Permanent,PartTime,Active,L1,Media,3,Hybrid,Travels rarely,21.898,1.029,29.035,380.208,0.002,0.179,28.396,4.257,24.052
Female,Saudi,33,High School,Social Science,Married,Within district,Dammam,HR,Internship,FullTime,Active,L5,Designer,1,Remote,Travels rarely,41.783,10.269,58.25,8660.596,0.0,0.188,10.157,4.073,30.335
