,RESOURCE,MANAGER,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
4411,42085,14650,118256,118220,117920,117899,128130,19721,117900,1
4412,43296,19986,117961,118225,125139,120773,118959,118960,120774,1
4413,75690,7460,117961,118300,118783,118784,147114,290919,118786,1
4414,25744,7011,117961,118327,123472,118784,117906,290919,118786,1
4415,75834,8781,117961,118300,119218,119849,119456,119221,119325,1
4416,100973,5604,117961,118343,118458,119433,133686,118331,119435,1
4417,27755,19881,117929,118007,117941,117899,117897,19721,117880,0
4418,28083,1614,117961,118327,118507,129909,205238,118398,149339,1
4419,34861,70169,117961,118386,119954,118054,118054,117887,118055,1
4420,915,80760,117961,118386,118514,118451,130134,118453,118055,1
4421,34871,4475,117961,118052,120356,120313,144958,118424,120499,1
4422,83181,743,117961,118386,118437,117905,117906,290919,117908,1
4423,38719,58476,118079,117930,117878,117879,304519,19721,117880,1
4424,44584,16741,117961,118300,120096,117905,117906,290919,117908,1
4425,33241,1652,117961,118327,118507,179731,179731,117887,117973,1
4426,5606,14136,118219,118220,118008,117885,117886,117887,117888,0
4427,6977,3868,117961,118052,118881,117905,117906,290919,117908,1
4428,80520,15902,117961,118225,120398,118396,269406,118398,118399,1
4429,75627,49655,117961,118446,126229,118321,117906,290919,118322,1
4430,26402,3136,117961,118343,117920,118451,267952,118424,118539,1
4431,79299,205,117961,118386,118700,118784,147114,290919,118786,1
4432,78226,2612,118315,118300,123472,118784,117906,290919,118786,1
4433,73904,1541,117961,118225,123173,118054,119601,117887,118055,1
4434,45841,18040,117961,118300,118514,118321,117906,290919,118322,1
4435,36724,31436,118582,118270,117884,117879,117879,19721,117880,1
4436,16172,49961,117961,118300,118391,117905,117906,290919,117908,1
4437,79543,55805,117961,118327,119142,118784,121556,290919,118786,0
4438,27287,21162,118084,118096,118008,117885,117913,117887,117888,1
4439,23921,2683,122880,122974,119796,122129,300136,118424,118322,1
4440,26407,1558,117961,118225,120054,118792,132654,118424,118705,1
4441,7678,15413,118169,118257,120270,311867,146424,292795,118479,1
4442,1093,896,117902,117894,7646,118451,302623,118453,117898,1
4443,972,7212,119596,118343,122870,119928,301534,118295,120350,1
4444,74661,50003,117961,118343,124816,119743,132775,308574,118687,1
4445,79888,8516,117961,118386,118733,169634,198341,118736,209875,1
4446,87091,2541,117961,118225,119181,117905,240983,290919,117908,1
4447,79092,59029,118315,118178,118320,118784,279443,308574,118786,1
4448,75078,13849,117961,118580,119954,118523,120633,118331,120634,1
4449,30839,3770,117961,118343,118395,118890,125128,118398,118892,1
4450,41914,17264,117961,119216,118862,118459,300044,118424,118461,1
4451,391,27514,118106,118107,117884,117885,117913,117887,117888,1
4452,14354,4135,117890,118178,118320,117905,123862,118131,117900,1
4453,42444,27222,117961,118386,129617,118641,310608,118424,118425,1
4454,45100,1222,91261,118052,120171,118054,130526,117887,118055,1
4455,33054,4139,117961,118300,123055,120344,132696,118424,120315,1
4456,31606,2014,117961,117962,117904,119949,311441,290919,119951,1
4457,79092,4713,117961,118052,119742,120497,127922,118424,120499,1
4458,29708,7624,117961,118052,119742,118321,117906,290919,118322,1
4459,45127,5405,117961,118343,120370,117905,117906,290919,117908,1
4460,45652,54618,117961,118052,118992,118784,117906,290919,118322,0
4461,81091,15006,117961,118327,120559,120690,123107,290919,120692,1
4462,80687,97016,119062,119091,118957,118259,118260,290919,118261,1
4463,74190,123310,117961,118413,121639,117905,127160,290919,118322,1
4464,6042,6046,117961,118343,118529,118321,117906,290919,117908,1
4465,95386,770,117961,118300,118437,118641,130134,118363,118644,1
4466,35965,1140,118212,118213,118352,118321,117906,290919,118322,1
4467,78972,71401,118212,118026,118202,117905,117906,290919,117908,1
4468,25559,23345,117961,118225,119995,124810,165649,122032,124777,1
4469,32270,33266,117961,118300,123719,118784,118785,290919,118786,1
4470,7071,6201,117961,118327,120663,117905,117906,290919,117908,1
4471,40129,46526,117961,118300,119984,118396,269406,118398,118399,0
4472,75078,14731,118315,118603,117941,117905,117906,290919,117908,1
4473,25989,4026,117961,118300,118783,118361,300136,118363,118322,1
4474,80653,7411,117961,118386,118746,118747,152307,118453,118749,1
4475,36480,15503,118256,118574,117945,117946,139383,292795,117948,1
4476,81266,1466,117961,118300,126310,124886,123881,118643,124888,0
4477,3617,51124,117961,118300,118631,118834,123413,118424,118836,1
4478,75231,5244,117961,118343,119598,117905,117906,290919,117908,1
4479,6977,17713,117961,118052,123201,118321,117906,290919,118322,1
4480,27299,17506,117961,118446,120304,122067,158745,118424,122069,1
4481,38704,5115,117961,118300,118631,119928,219829,118331,119929,1
4482,79092,1975,117961,118225,131868,119192,139264,118960,120774,1
4483,4675,8094,117961,118343,118514,118784,121556,290919,118786,0
4484,34924,70646,117961,118225,120318,120690,127922,290919,120692,1
4485,23497,4933,117961,118300,118458,120006,311622,118424,120008,1
4486,81517,17561,91261,118026,118202,117905,118260,290919,119411,1
4487,26917,18211,117961,118386,119214,118321,117906,290919,118322,1
4488,74480,7519,91261,118327,118202,118784,124402,290919,118786,1
4489,43452,3053,117961,118327,119824,121414,132041,118704,124888,1
4490,25098,2371,118169,117962,120663,118502,310608,118331,118505,1
4491,42608,50015,117961,118343,124449,118451,175255,118453,118425,1
4492,15747,3053,117961,118327,120663,118636,306399,118643,118644,1
4493,30564,20382,117961,118300,123901,117905,117906,290919,117908,1
4494,39600,22819,117961,118343,118979,120001,223125,118424,120003,1
4495,43265,4636,117902,118041,119181,120952,122352,118453,120954,1
4496,4684,100,120140,120141,142145,117905,156948,290919,117908,1
4497,19816,3692,117961,118413,126229,121594,207709,4673,121596,1
4498,34433,1915,117961,118300,119924,118784,117906,290919,118786,1
4499,40944,17046,118169,118170,117945,118811,119248,292795,119325,1
4500,28419,7491,117961,118300,119181,118784,120474,290919,118279,1
4501,18913,108550,117902,117911,117941,117879,117886,19721,117880,1
4502,42508,18096,118256,118257,118623,118995,286106,3130,120058,1
4503,38391,21083,118106,118102,117941,117879,194666,19721,117880,1
4504,3069,3119,117961,118300,119136,120001,236236,118638,119851,1
4505,20303,718,117961,118300,119223,118641,153273,118643,118644,1
4506,80207,154585,118212,118413,120551,117905,240983,290919,118322,1
4507,79121,4993,117961,118343,81476,118747,130134,118424,118828,1
4508,75338,8293,119402,119741,117895,117896,117913,117887,117888,1
4509,32145,7539,117961,118343,119987,117905,117906,290919,117908,1
4510,38481,14537,118582,120216,117941,117885,117913,117887,117888,1
4511,34287,4994,117961,118300,118631,126184,127475,118762,126186,1
4512,79299,70243,119280,119281,118623,118995,136748,292795,118454,1
4513,45144,14695,118742,118603,117941,117899,118568,19721,117900,1
4514,39600,22858,120342,119135,118706,120348,298285,118131,120350,1
4515,41385,7530,117961,118343,277693,129561,125539,308574,129563,1
4516,73876,58849,117961,118327,118856,118451,125738,118453,118505,1
4517,34861,5652,117961,118386,120318,117905,117906,290919,117908,1
4518,2801,1986,117961,117962,119223,118641,306399,118704,118705,1
4519,75216,5550,119280,118257,117945,118995,119235,292795,118997,0
4520,40438,7074,117961,118052,120096,118784,216282,290919,118786,1
4521,20293,83351,118212,118386,117941,117905,117906,290919,117908,1
4522,28149,3610,119062,119403,117895,117896,117913,117887,118261,1
4523,25993,5220,117961,118300,118458,120006,301534,118424,120008,1
4524,972,770,117961,118327,120722,118747,130134,118424,118639,1
4525,78955,83254,247952,118671,117878,117885,117913,117887,117888,1
4526,39227,17831,117961,117969,19772,126264,266851,119095,128231,1
4527,73752,70062,117961,118386,118746,117905,117906,290919,117908,1
4528,23096,1276,117902,117903,119136,119962,137468,118205,120992,1
4529,38964,17326,117961,118386,118746,124435,118362,118363,124578,1
4530,106545,3868,117961,118327,120663,117905,117906,290919,118322,0
4531,80233,13845,117961,117962,118970,118890,131356,118398,119348,1
4532,39262,4500,117961,118052,118881,117905,117906,290919,117908,1
4533,15714,7685,118573,118574,117945,280788,280788,292795,119082,1
4534,14955,1725,117902,117903,118507,120990,120991,118398,120992,1
4535,80207,111685,117961,118225,118403,118451,127733,118453,118454,1
4536,77214,1895,117902,117903,118783,120952,130134,118453,120954,1
4537,70335,210,117961,118386,118746,117905,290878,290919,117908,0
4538,80554,4533,117961,118343,118700,118321,117906,290919,117908,1
4539,101852,18213,118670,118413,118414,119137,126309,118453,118786,1
4540,40059,54618,91261,125715,118867,118321,117906,290919,118322,1
4541,1003,16850,117961,118225,123173,119093,132900,119095,119096,1
4542,73144,4729,117961,118574,118433,118054,118443,117887,118055,1
4543,14570,79114,117961,118225,123173,120812,311057,118638,120814,1
4544,4675,79476,117961,118300,118518,118054,118756,117887,118209,0
4545,39395,21837,117961,118327,118507,118890,311441,118398,118892,1
4546,35540,27872,118106,118107,117941,117879,117886,19721,117880,1
4547,51987,118039,117916,117976,118599,179731,131272,117887,117973,1
4548,28294,8140,117961,118091,118378,123737,118959,119772,153959,1
4549,27750,743,117961,118300,118783,118784,118785,290919,118786,1
4550,39264,7684,118573,118574,118623,118995,129731,292795,118997,1
4551,75078,7030,91261,118213,123656,117905,117906,290919,118322,1
4552,3853,17549,117961,118446,118447,123082,123107,290919,121596,1
4553,80796,7553,117961,118300,119181,117905,240983,290919,117908,1
4554,80195,2270,117961,118413,277693,118777,279443,308574,118961,1
4555,32231,218,117961,118413,120370,118784,240983,290919,118786,1
4556,13878,50581,118079,118220,117878,117879,130526,19721,117880,1
4557,79315,17733,117961,118300,119984,120647,311441,118398,120649,1
4558,45143,15422,117961,118052,122392,135740,209981,119784,130481,1
4559,87089,4139,117961,118300,125821,120344,188011,118331,120315,1
4560,42093,59765,117961,118386,121961,124152,304629,118424,124154,1
4561,38656,85475,117961,118300,123472,117905,117906,290919,117908,1
4562,15715,51740,118752,119070,120995,280788,280788,292795,119082,1
4563,25993,4434,117961,118052,118992,118321,117906,290919,118322,1
4564,17825,770,117961,118300,127522,122860,293990,3130,122862,1
4565,78327,53241,118079,118004,117878,117879,119057,19721,117880,1
4566,86316,6257,117961,118343,122012,117905,240983,290919,117908,1
4567,23921,59765,117961,118386,121961,124152,304629,118424,124154,1
4568,44914,2286,117902,117903,277693,120773,118959,118960,120774,1
4569,1025,7807,117961,118327,118518,118207,190710,270488,118209,1
4570,74965,8204,117961,118041,118867,118054,118368,117887,118055,1
4571,94188,50040,117961,118327,118391,118361,117906,120518,120774,1
4572,20271,66771,117961,117962,117920,117885,117906,117887,117888,1
4573,15698,2014,117961,117962,118501,120702,221283,249618,120704,1
4574,73194,5690,117961,118225,120551,118784,120324,290919,118705,1
4575,4675,8505,117961,118327,118403,118459,118448,290919,118322,1
4576,80179,17223,117961,118300,120559,123067,233714,118398,123068,1
4577,41314,7824,119280,119281,118623,118995,136748,292795,118997,1
4578,20349,16643,119134,119135,118450,119587,284481,119184,119589,1
4579,117856,743,117961,118343,120722,118784,117906,290919,118539,1
4580,35068,2286,117902,117903,132530,117905,118036,290919,117908,1
4581,28149,4565,117961,118327,121645,117905,287626,290919,117908,1
4582,79092,5249,117961,118386,123144,118396,233714,118398,118364,1
4583,32306,7648,117961,118300,119181,118321,117906,290919,117908,1
4584,19945,767,117961,118343,120270,123045,128532,120518,122552,1
4585,43250,18181,117961,118327,118391,118321,117906,290919,118322,0
4586,32270,4828,117961,118343,118395,118890,125128,118398,118892,1
4587,75834,56193,117961,118225,120410,117905,117906,290919,117908,1
4588,42093,4110,119596,119597,118378,118293,191064,118453,118425,1
4589,3853,7858,5110,117954,122672,119363,306530,118870,133113,1
4590,1020,52007,117929,117976,118910,179731,161434,117887,117973,1
4591,312122,105908,117961,118225,124656,118422,149364,118424,118828,1
4592,5112,20604,118595,118300,164199,120344,278014,118424,120346,1
4593,3853,56193,117961,118343,119181,118784,117906,290919,118786,1
4594,34365,5396,117961,118343,119993,118321,240983,290919,118322,1
4595,75032,2460,122532,118026,118623,117946,117946,292795,117948,1
4596,84016,5697,117961,118386,119954,117905,156948,290919,117908,1
4597,44528,770,117961,118300,119181,121594,127596,4673,121596,1
4598,80830,17193,117961,118225,118970,119093,123378,119095,118892,1
4599,107221,124440,118212,118213,119136,123178,232072,121916,123180,1
4600,40997,2291,117961,118300,120722,118685,120316,308574,118687,1
4601,80843,79111,117961,118052,120312,119928,128578,118331,119929,1
4602,34924,58916,117961,118343,118437,118321,117906,290919,118322,1
4603,33996,7807,117961,118327,118518,120097,146705,270488,120099,1
4604,34982,70066,117961,118052,118821,118207,174445,270488,118206,1
4605,34817,25262,117961,118327,118320,118685,310608,308574,118687,1
4606,42085,15390,117961,118300,118360,118054,118443,117887,118055,1
4607,21718,1614,117961,118386,118833,118826,130134,118424,118749,1
4608,79121,57714,118595,118596,118447,307024,311622,118331,118332,1
4609,36575,2685,122880,122974,117945,117946,126800,292795,117948,1
4610,33249,4953,117961,118343,123476,120006,294485,118424,120008,1
4611,38429,7370,117961,118052,118821,118321,117906,290919,118322,0
4612,35498,53223,117882,117877,117878,117885,117879,19721,117880,1
4613,117278,33591,117926,118327,117884,117885,117913,117887,117888,1
4614,15922,5122,117961,118300,118514,117905,187873,118424,118322,1
4615,1937,6352,119062,118327,118328,118563,121927,308574,118843,1
4616,36923,14811,117961,118343,118344,120812,120812,118638,120814,1
4617,22333,17394,117961,118225,122007,118321,117906,290919,118322,1
4618,40867,5196,117961,118052,121949,118636,238714,118638,118639,1
4619,23842,16838,117961,118343,120347,120773,136365,118762,118332,1
4620,915,770,117961,118225,119181,118747,130134,118453,118749,1
4621,33248,4155,117916,118300,118391,120006,154083,120134,120008,1
4622,45300,5101,117961,118300,127849,118826,236735,118424,118828,1
4623,35469,3966,117961,118343,123844,117905,240983,290919,117908,1
4624,14354,15503,118185,118603,118623,118568,144259,19721,118644,1
4625,44987,15918,117961,118327,118320,118784,143820,118424,118786,1
4626,79092,5490,117961,117962,5488,120618,304465,118643,120619,1
4627,78510,8606,117902,117903,118575,119346,118036,290919,119951,1
4628,76890,2014,117961,117962,118027,128230,302830,290919,118786,1
4629,27348,4023,117961,118413,120370,118321,117906,290919,118322,1
4630,33283,4659,117961,118225,120663,118321,117906,290919,118322,1
4631,25993,4088,117961,118300,118421,120344,223125,118424,118730,1
4632,6977,3944,117961,118386,118514,118760,118785,290919,118786,1
4633,45207,7020,117961,118343,121716,161098,149352,149353,161101,1
4634,26913,3281,117961,118225,120323,119093,120324,119095,119096,1
4635,18913,48101,117918,117930,117941,118568,131694,19721,118570,1
4636,44305,3097,118212,118386,126955,118792,222652,118424,118794,1
4637,18378,2291,117961,118343,120694,118784,279443,290919,118779,0
4638,37557,783,117961,131854,118623,121594,126485,4673,121596,1
4639,74142,55677,117926,118266,117920,122142,122142,19721,121070,1
4640,75834,16698,117961,118300,120054,118636,311057,118638,118639,1
4641,3853,17759,117961,118386,121668,118685,120316,308574,118687,1
4642,19989,3077,117961,118300,123749,124194,155644,118363,124196,1
4643,74909,23339,117961,118386,118481,118685,122058,308574,118779,1
4644,42360,17640,91261,118026,118706,118318,120689,118205,118319,1
4645,31834,22764,117890,117883,117878,118129,118069,117887,118030,1
4646,6977,7030,117961,118213,123472,117905,117906,290919,117908,1
4647,16491,85475,117961,118300,120410,118321,240983,290919,118322,1
4648,32642,15978,118256,118257,119257,280788,280788,292795,118943,0
4649,81297,49353,117961,117962,118910,118321,117906,290919,118322,1
4650,25442,23390,118602,118551,117941,118568,192211,118638,118639,1
4651,31441,4125,117961,118343,118833,120006,311360,118424,120008,1
4652,6449,52007,117961,117962,118529,118054,118247,117887,118055,1
4653,20364,4928,117961,118327,118421,119928,304465,118960,120346,1
4654,34173,2781,117961,118300,118783,118321,117906,290919,118322,1
4655,36724,56763,118269,118220,117878,117879,117879,19721,117880,1
4656,79285,4945,117961,118300,118360,118636,310589,118638,118639,1
4657,954,7212,117961,118300,124725,118784,118785,290919,118786,0
4658,30839,3755,117961,118343,118395,118890,125128,118398,118892,1
4659,4674,209,117961,118343,6104,117905,127865,290919,118322,1
4660,36429,18073,119280,119281,118623,118995,286106,292795,118997,1
4661,80638,7520,91261,118026,118317,117905,117906,290919,117908,1
4662,3853,3116,117961,118300,147589,118912,309291,118424,118828,1
4663,32270,7346,117961,118343,123125,117905,240983,290919,117908,1
4664,28315,49005,126918,126919,118042,118043,118043,270488,118046,1
4665,39252,11987,117978,117933,118008,117879,117886,19721,117880,1
4666,34817,3707,117961,118327,117878,120690,120691,290919,120692,1
4667,16826,1043,118541,118178,118450,121372,148801,119184,121374,1
4668,40762,15779,117961,118300,118783,118321,117906,290919,118322,1
4669,35376,16541,117961,118225,120559,117905,117906,290919,117908,1
4670,3853,8430,117961,118225,118403,117905,117906,290919,118322,1
4671,73907,15510,117961,118954,118507,179731,130134,117887,124315,1
4672,25993,4993,117961,118343,118660,118826,134537,118424,118828,1
4673,1020,19832,117961,118327,121747,118321,117906,290919,118322,1
4674,43250,18181,117961,118343,118514,118321,117906,290919,118322,1
4675,43876,56604,118079,118080,117878,117879,243698,19721,117880,1
4676,43305,1816,117961,118413,122007,120690,127922,290919,120692,1
4677,18913,25433,117929,117930,117884,117879,117886,19721,117880,1
4678,84688,7346,117961,118343,123125,117905,117906,290919,118261,1
4679,30628,6216,117961,118327,118328,124886,306399,118643,124888,1
4680,14354,13812,118106,118107,118008,118568,118568,118643,118570,1
4681,74302,105908,117961,118327,129617,118702,132654,118704,118705,1
4682,42224,56201,91261,118026,118746,119962,168365,118205,119964,1
4683,80765,5249,117961,118386,120370,118396,269406,290919,118322,1
4684,3069,2908,117961,118343,118979,119433,133686,118424,119435,1
4685,43603,7424,5110,117954,122672,133111,306530,118870,125753,1
4686,40062,8433,117961,118327,118929,118321,117906,290919,118322,0
4687,78833,2409,117961,117962,117904,119949,230830,290919,119951,1
4688,23965,131441,117961,118343,119598,119433,133686,118424,119435,1
4689,3130,3258,117961,118446,16232,119351,210201,3130,119353,1
4690,15361,28590,117961,118327,120370,118685,123004,308574,118687,1
4691,80500,49346,119062,118343,118660,118912,219966,118424,118914,1
4692,19666,21037,117961,117969,121694,118368,118368,117887,118486,1
4693,971,4950,117961,118343,118911,118826,257115,118424,118828,1
4694,3853,54296,117961,118446,120317,118321,117906,290919,118322,1
4695,6977,3838,117961,118225,119742,118321,117906,290919,118322,1
4696,15710,2260,118006,118327,119598,118641,303450,118704,118639,1
4697,75078,71386,118315,118316,118673,129909,278014,118131,118468,1
4698,31461,17835,117902,117903,118403,120952,130134,118453,120954,1
4699,20897,139593,118573,118574,119781,119782,159510,119784,119785,1
4700,939,7807,117961,118225,118514,118321,118448,290919,118322,1
4701,4675,97596,118976,118888,118957,118278,168365,290919,118196,1
4702,31689,121925,117961,118300,118933,117905,117906,290919,117908,1
4703,73113,6751,5110,117969,6725,125687,135104,6725,125689,1
4704,76415,4549,117961,118225,120050,118321,117906,290919,118322,1
4705,23497,2594,117961,118300,123719,118784,133779,290919,118786,0
4706,76449,7624,117961,118052,118706,117905,117906,290919,117908,1
4707,23096,7265,117961,118343,119598,118321,117906,290919,118322,1
4708,37639,82044,118126,118266,117912,117885,117886,19721,117880,1
4709,15715,4642,117961,119256,122299,118811,118806,292795,117948,1
4710,4675,27386,117961,118327,118514,118777,279443,308574,118779,1
4711,35381,32457,117961,118327,118320,117905,117906,290919,117908,1
4712,16985,7578,117961,118343,120722,117905,117906,290919,117908,1
4713,37457,70692,118555,118178,118320,117905,117906,290919,117908,1
4714,80779,51761,117961,118327,120318,118321,117906,290919,118322,0
4715,278393,126057,118315,118463,122636,118465,126058,118467,118468,1
4716,20294,26229,117916,118011,117941,117879,117886,19721,117880,1
4717,42085,3954,117961,118343,120559,118641,300136,118638,118644,1
4718,41314,18080,117961,119256,120943,118995,118806,292795,118997,1
4719,79121,49385,117961,118052,118631,118368,118054,118205,118486,1
4720,16281,18040,117961,118300,118514,118321,117906,117887,118322,1
4721,75272,4853,118990,118991,118992,118172,117906,290919,118322,1
4722,72043,17831,117961,118052,118403,121594,142587,4673,121596,1
4723,25988,85343,117961,118327,118529,118685,310608,290919,118779,1
4724,77300,51385,118079,118080,117878,117879,199900,19721,117880,1
4725,1020,18181,117961,118343,118514,118321,117906,290919,117908,1
4726,16332,70264,5110,118343,120559,118685,279443,308574,118687,1
4727,39939,5196,117961,118052,118053,118636,197472,118638,118639,1
4728,971,3120,117961,118300,120312,118792,255249,118424,118794,1
4729,34983,49423,117961,118386,123144,118396,269406,118398,118399,1
4730,37103,16974,117961,118300,119181,118321,118448,290919,118322,1
4731,75078,5652,118315,118386,132427,118321,117906,290919,118322,1
4732,16301,221,117961,118413,120370,118321,117906,290919,118322,1
4733,35376,4858,118290,118291,119890,118293,118294,118295,118296,1
4734,6977,3023,117961,118225,122012,117905,117906,290919,117908,1
4735,25572,13801,117961,118225,124449,307024,282370,119221,118332,0
4736,26816,5504,117961,118225,118403,118321,240983,290919,118322,1
4737,75078,71391,117961,118386,118522,118278,182361,290919,118279,1
4738,3069,6199,117961,118225,121305,117905,117906,290919,117908,1
4739,79092,14758,117961,118343,118597,118702,311057,118638,118639,0
4740,17308,70264,117961,118343,121645,118777,279443,308574,118779,1
4741,42202,19832,117961,118300,118929,118321,118448,290919,118322,0
4742,35824,111936,117961,118300,118783,118784,117906,290919,118322,1
4743,7543,7369,117961,118386,118746,118321,117906,290919,118322,1
4744,28105,54635,117961,118225,119238,122849,120324,119095,122850,1
4745,25561,2649,117961,118413,120624,118784,152747,290919,118786,1
4746,40114,19271,117961,118225,118481,118784,117906,290919,118786,1
4747,102220,5899,117961,118343,119945,118321,117906,290919,118322,1
4748,25812,61247,117910,117933,117920,119786,305057,119788,120649,1
4749,19842,7344,117961,118225,16232,123045,123046,120518,123047,1
4750,31204,53354,118084,118343,119987,118784,120691,290919,118786,1
4751,75901,2837,117961,118300,118514,118318,168415,118467,118319,1
4752,74597,15889,117961,118052,120356,118834,127906,118667,120359,1
4753,28315,3486,118752,119070,118042,118563,280788,270488,119082,1
4754,43952,50952,117961,118446,118929,118784,117906,290919,118705,1
4755,79092,15781,117961,118603,118378,118641,300603,118424,118705,1
4756,19708,54656,117876,117877,117878,117879,117879,19721,117880,1
4757,74478,14928,119134,118446,120317,117905,117906,290919,118322,1
4758,33248,4301,117961,118343,118700,120690,223125,118424,120499,1
4759,20292,547,117916,117927,117884,117885,117913,117887,117888,1
4760,17308,770,117961,118300,119181,118451,130134,118638,118749,1
4761,37943,25772,118006,118007,118008,117885,117886,117887,117888,0
4762,31606,2014,117978,117962,117920,124313,124314,120134,128095,1
4763,3264,5196,117961,118386,121949,118636,197472,118205,118319,1
4764,38972,17728,118169,118257,118575,117946,117906,292795,118261,1
4765,1732,4088,118256,118300,118458,118995,308462,118424,118425,1
4766,41325,1065,117961,118446,126310,119849,189220,270488,118644,1
4767,28416,1475,91261,118026,118450,118641,123881,118643,118644,1
4768,73110,4950,118887,118343,118979,118912,309291,118398,118914,1
4769,80222,33774,117961,117962,117878,118863,127525,19721,118865,1
4770,79299,15383,117961,118343,119796,118396,269406,118704,118399,1
4771,38481,13848,121518,119921,119922,118396,119923,117887,118399,1
4772,5729,14855,117961,118300,119781,118451,153802,270488,118209,1
4773,79602,3152,117961,118343,122299,119949,121350,290919,119353,1
4774,38391,8781,117961,118085,117920,118368,121313,19721,118486,1
4775,1022,25557,117961,118300,119993,118321,240983,290919,118322,1
4776,43387,22504,117961,118300,123055,120006,129545,118424,120346,1
4777,20897,56082,117961,118300,6725,118530,278014,118131,118532,1
4778,34583,744,117961,118343,120722,117905,117906,290919,117908,1
4779,18072,3281,118212,118225,125139,120628,145499,118398,120593,0
4780,33323,3313,118752,119070,118042,118043,151099,270488,118046,1
4781,74596,7935,117961,118052,120539,117905,117906,290919,117908,1
4782,40438,4413,117961,118300,119181,118321,117906,290919,118454,1
4783,43876,65140,118084,117981,117884,117885,117913,117887,117888,1
4784,116525,7935,117961,118225,120551,117905,125206,308574,117908,1
4785,77375,58466,118742,118603,117920,118568,118568,19721,118570,1
4786,34863,50134,119062,119302,119303,117905,117906,290919,117908,1
4787,29021,16974,117961,118386,120663,118321,117906,290919,118322,1
4788,36179,3622,117961,118300,118458,118834,223125,118424,118836,1
4789,40867,50997,117961,118052,120539,117905,117906,290919,117908,1
4790,78410,17788,117961,118446,118514,132692,118260,119695,132673,1
4791,36480,7807,117961,118327,118518,118207,190710,270488,118209,1
4792,7543,17789,117961,118052,119986,118321,117906,290919,118322,1
4793,74990,4642,117961,118343,121668,117905,117906,290919,117908,1
4794,31193,22356,118953,118266,117878,122129,122142,3130,122275,1
4795,941,770,117961,118300,120722,118451,130134,118453,118749,1
4796,79934,52417,117961,118300,118395,118396,269406,118398,118399,1
4797,30570,71391,117961,118386,121883,119962,168365,118205,119964,0
4798,29304,46559,117975,117976,117884,117885,117913,117887,117888,1
4799,18475,2071,117961,117962,119824,121414,139302,118762,122552,1
4800,75078,4438,117961,118413,119924,118777,279443,308574,118779,1
4801,116988,91412,117980,117976,117920,118568,135898,19721,118570,1
4802,35531,5262,117961,118413,123719,118321,117906,290919,118322,1
4803,33149,15895,117961,117962,120677,121527,300136,118424,121471,1
4804,76888,5063,117961,118300,121108,119928,150810,118331,119929,1
4805,70088,7424,5110,118316,122672,118777,286597,19793,118779,1
4806,23921,4263,120268,120269,119142,118321,117906,290919,118322,1
4807,22662,17640,117961,118300,118395,118396,310608,118398,118399,1
4808,42006,4311,118887,119091,118042,118805,206237,270488,118914,1
4809,31402,195311,119301,119302,119303,118784,127126,19793,118786,1
4810,42242,7530,117961,118343,118514,132671,132672,290919,132673,1
4811,19747,2594,117961,118300,119181,128230,302830,4673,128231,1
4812,42508,15869,117961,118300,120551,118777,279443,308574,118779,1
4813,17761,50976,126974,121786,118992,118321,117906,290919,118322,1
4814,44724,13784,117961,118327,123173,118784,237727,118638,119851,1
4815,78766,56683,118079,118080,117878,117879,304519,118643,117880,1
4816,34105,14289,118602,119091,117941,118568,118568,19721,118570,1
4817,38468,55934,118006,118007,117878,179731,125598,117887,117973,1
4818,75269,13304,117961,118386,123757,118451,126309,118453,118639,1
4819,22682,1806,117961,118413,122007,117905,117906,290919,118322,1
4820,75901,17261,117961,118327,119243,118054,118054,117887,118055,1
4821,25241,25618,117961,118327,118320,118636,258368,118643,118644,1
4822,42431,3707,117961,118446,120666,126684,123107,118762,124307,1
4823,35828,311198,117961,117962,118403,118685,244154,292795,118687,1
4824,15064,1988,117961,118446,118810,117905,117906,19793,117908,1
4825,41314,51733,119280,119281,118063,126684,193644,292795,126685,0
4826,42132,56663,117961,118343,118437,120990,261540,118398,124196,1
4827,27323,6979,117961,117962,119223,127723,305057,118643,127725,1
4828,78591,56359,117893,117894,117895,117899,117897,19721,117880,0
4829,278393,4189,117961,118343,119987,307024,311622,118331,118332,1
4830,6977,8204,117961,118052,121305,120418,130730,270488,118786,1
4831,34293,16133,117961,117954,126137,133718,305581,19793,134069,1
4832,6502,23782,118074,23779,189629,179731,125334,308574,117973,1
4833,31234,18686,117961,118386,121883,118321,117906,290919,118322,1
4834,20364,7029,117961,117962,120126,118980,133686,118424,120008,1
4835,79309,15383,117961,118343,127168,118396,300044,118398,118525,1
4836,42347,942,117902,117911,120722,118958,117906,19721,117880,1
4837,116279,70062,117961,118446,119945,118321,117906,290919,118322,1
4838,44649,2270,117961,118413,277693,120773,118959,118960,120774,1
4839,80465,2290,117902,117911,118635,159787,122352,118960,159789,1
4840,74152,14800,117961,117962,118352,118784,117906,290919,118687,1
4841,80868,7679,118752,118574,135245,259173,126238,292795,118943,1
4842,23921,5604,117961,118343,119598,118685,155651,308574,118687,1
4843,80641,18291,118090,118052,118053,118636,118806,117887,118639,1
4844,32087,49096,118212,119762,118378,118747,159717,118131,118570,1
4845,31671,1923,117902,117903,118783,118321,117906,290919,118322,1
