age,region,employment_type,hours_worked,weekly_earnings,tenure_years
21,Khobar,PartTime,20.555,365.733,19.349
18,Alhasa,FullTime,39.407,483.855,4.84
46,Jeddah,FullTime,39.976,942.419,5.525
34,Alhasa,FullTime,40.171,983.491,7.613
59,Dammam,PartTime,23.657,495.084,23.913
41,Dammam,FullTime,40.799,1177.381,18.478
28,Dammam,FullTime,40.707,1149.065,14.928
30,Riyadh,FullTime,39.18,1027.759,21.533
45,Dammam,FullTime,38.017,863.088,9.193
43,Dammam,FullTime,42.376,826.842,1.755
44,Dammam,PartTime,23.495,634.89,8.425
37,Dammam,FullTime,40.468,356.228,15.137
42,Dammam,FullTime,41.089,592.083,29.819
42,Dammam,PartTime,19.395,365.449,11.521
36,Dammam,FullTime,38.877,1203.013,26.658
45,Dammam,FullTime,41.757,387.36,5.424
22,Dammam,FullTime,37.315,1163.596,16.713
53,Riyadh,FullTime,41.373,732.935,14.732
21,Dammam,FullTime,40.193,582.798,17.026
42,Dammam,PartTime,21.296,306.932,11.211
37,Dammam,FullTime,40.206,811.435,20.684
32,Dammam,PartTime,22.15,562.093,8.433
41,Dammam,FullTime,40.791,766.491,3.329
44,Dammam,FullTime,40.761,379.833,15.671
32,Dammam,FullTime,41.593,900.333,11.789
35,Alhasa,FullTime,39.292,665.567,18.513
49,Alhasa,FullTime,40.487,563.982,8.605
54,Dammam,FullTime,37.858,484.824,18.621
31,Dammam,FullTime,41.451,968.954,23.138
39,Dammam,FullTime,39.452,1072.294,10.408
18,Dammam,FullTime,40.343,776.519,14.723
36,Dammam,FullTime,41.269,528.573,8.785
51,Dammam,PartTime,26.597,303.867,4.461
39,Dammam,FullTime,38.751,1030.101,6.027
24,Dammam,PartTime,19.734,296.33,31.788
32,Dammam,FullTime,40.06,648.583,4.372
29,Dammam,FullTime,37.99,1360.266,7.429
30,Dammam,FullTime,40.056,911.717,13.335
24,Dammam,FullTime,39.697,511.448,22.171
39,Dammam,FullTime,40.033,982.494,19.812
56,Dammam,FullTime,40.442,973.015,11.625
61,Dammam,FullTime,39.299,648.699,10.322
40,Jeddah,PartTime,18.353,369.489,22.654
33,Riyadh,PartTime,22.511,799.85,28.717
29,Dammam,PartTime,19.908,291.234,9.666
42,Dammam,FullTime,41.073,521.154,7.23
47,Dammam,FullTime,40.732,911.234,32.757
45,Dammam,FullTime,40.788,1409.971,11.876
46,Dammam,FullTime,40.398,695.724,15.409
42,Khobar,PartTime,22.788,532.96,19.792
49,Dammam,FullTime,41.547,870.14,7.953
26,Dammam,PartTime,20.392,271.681,16.567
30,Alhasa,FullTime,39.449,1090.742,10.19
22,Dammam,PartTime,29.02,561.057,18.412
33,Khobar,FullTime,39.436,634.851,11.209
28,Dammam,PartTime,21.842,496.568,12.332
18,Dammam,FullTime,40.421,788.068,13.014
18,Dammam,FullTime,38.645,685.934,9.132
22,Dammam,FullTime,37.699,433.172,13.886
58,Dammam,FullTime,38.291,328.03,4.416
22,Dammam,PartTime,21.893,316.771,15.332
45,Dammam,FullTime,41.033,427.317,7.18
44,Alhasa,FullTime,40.308,1286.711,16.255
35,Alhasa,FullTime,38.791,730.634,17.502
40,Jeddah,FullTime,40.192,845.0,12.927
19,Khobar,FullTime,38.915,733.299,21.685
57,Dammam,FullTime,40.116,632.278,23.982
46,Dammam,FullTime,39.731,956.465,12.737
26,Dammam,FullTime,40.548,762.649,15.719
29,Dammam,FullTime,42.037,1101.603,9.342
30,Dammam,FullTime,39.817,252.104,9.639
21,Alhasa,PartTime,17.77,265.382,13.086
19,Alhasa,FullTime,38.73,764.578,11.329
20,Dammam,FullTime,39.571,297.628,11.669
54,Dammam,FullTime,40.395,893.591,28.163
28,Khobar,FullTime,39.632,746.862,15.103
31,Alhasa,FullTime,41.157,954.544,13.978
19,Dammam,FullTime,41.311,990.939,10.319
28,Dammam,FullTime,38.95,430.386,18.222
38,Dammam,PartTime,17.564,526.146,16.225
18,Dammam,FullTime,39.524,621.556,13.085
41,Dammam,PartTime,18.604,371.989,6.538
62,Khobar,FullTime,40.438,1084.731,9.058
41,Dammam,PartTime,22.08,549.378,13.147
21,Dammam,PartTime,20.95,350.827,4.881
54,Dammam,FullTime,39.498,809.692,14.731
29,Dammam,FullTime,39.463,588.328,13.803
40,Dammam,PartTime,17.189,429.581,9.623
58,Dammam,FullTime,41.647,748.647,12.078
34,Dammam,FullTime,39.361,327.257,10.164
56,Dammam,FullTime,41.131,609.64,18.945
48,Dammam,FullTime,41.531,1377.5,18.848
23,Dammam,FullTime,39.382,1044.59,4.246
30,Dammam,PartTime,15.88,244.926,12.496
59,Buqaiq,PartTime,18.433,472.737,21.116
58,Dammam,FullTime,38.406,1069.159,12.832
40,Dammam,FullTime,39.152,1030.509,11.628
28,Dammam,FullTime,40.145,639.658,13.599
32,Dammam,FullTime,39.424,701.197,18.533
26,Khobar,FullTime,39.793,672.907,24.2
29,Dammam,FullTime,40.905,600.867,33.15
36,Khobar,FullTime,41.877,581.427,16.115
38,Dammam,FullTime,40.953,890.444,10.366
47,Dammam,FullTime,40.135,681.922,10.203
21,Dammam,FullTime,40.377,427.259,17.985
37,Alhasa,FullTime,41.01,653.634,16.334
35,Khobar,PartTime,19.007,207.155,17.057
21,Dammam,FullTime,39.76,490.437,18.283
27,Dammam,PartTime,19.326,372.065,23.765
41,Dammam,PartTime,12.74,220.855,19.998
45,Riyadh,FullTime,39.908,1042.46,19.416
47,Dammam,FullTime,40.339,803.191,6.179
24,Dammam,FullTime,38.585,1154.77,29.582
31,Dammam,FullTime,39.71,616.478,13.475
30,Khobar,FullTime,39.653,1108.284,29.969
57,Jeddah,FullTime,39.017,629.35,18.165
43,Khobar,PartTime,14.888,236.819,17.822
47,Dammam,FullTime,40.1,758.816,24.123
38,Dammam,FullTime,41.423,860.868,19.753
27,Dammam,FullTime,40.009,470.1,14.541
18,Dammam,FullTime,39.784,945.594,8.123
30,Dammam,FullTime,39.19,320.103,15.304
29,Dammam,PartTime,20.71,299.993,21.629
32,Dammam,PartTime,21.129,234.528,20.603
37,Dammam,FullTime,40.025,427.971,7.031
69,Dammam,FullTime,40.662,265.032,12.943
50,Khobar,FullTime,38.44,930.653,12.522
40,Dammam,FullTime,39.562,658.296,10.763
32,Dammam,FullTime,37.798,474.48,17.615
32,Dammam,FullTime,41.366,892.468,15.88
29,Khobar,FullTime,40.4,1342.29,15.522
30,Dammam,FullTime,40.763,865.858,9.941
30,Dammam,FullTime,40.273,882.338,28.295
53,Dammam,FullTime,39.756,967.853,8.565
47,Dammam,FullTime,39.435,1261.973,20.757
32,Dammam,PartTime,23.694,420.69,22.336
25,Dammam,FullTime,38.596,369.172,11.368
38,Dammam,PartTime,20.043,216.04,13.373
30,Dammam,FullTime,40.496,950.39,15.555
26,Dammam,FullTime,39.794,539.207,16.024
34,Dammam,FullTime,39.256,824.903,9.001
32,Dammam,FullTime,39.864,782.647,22.543
37,Dammam,PartTime,18.677,429.935,21.267
60,Dammam,FullTime,39.817,889.44,19.627
18,Khobar,PartTime,15.893,264.722,21.754
51,Dammam,FullTime,40.346,512.851,2.959
48,Dammam,FullTime,40.049,422.434,22.603
52,Dammam,FullTime,39.729,836.713,16.156
46,Jeddah,FullTime,41.128,706.8,16.841
34,Dammam,FullTime,40.256,960.71,11.28
25,Dammam,FullTime,38.904,857.561,20.926
25,Dammam,FullTime,41.265,820.778,10.202
28,Dammam,FullTime,37.651,739.835,13.419
40,Dammam,FullTime,39.038,1171.523,17.021
36,Dammam,FullTime,39.537,930.465,39.23
39,Dammam,PartTime,19.772,337.393,8.199
48,Dammam,PartTime,16.101,269.593,9.232
57,Dammam,FullTime,39.943,2257.446,9.874
28,Khobar,FullTime,39.442,1468.073,11.015
29,Dammam,FullTime,39.27,812.904,17.019
20,Dammam,PartTime,16.778,248.71,25.646
34,Dammam,FullTime,40.813,417.457,16.147
45,Dammam,FullTime,40.722,526.865,5.122
58,Dammam,PartTime,21.882,348.139,28.087
39,Buqaiq,PartTime,22.437,342.186,13.589
20,Dammam,FullTime,40.412,1085.497,17.295
57,Dammam,FullTime,41.263,799.964,29.304
56,Dammam,PartTime,17.169,400.164,11.502
19,Alhasa,FullTime,38.598,554.432,13.407
61,Dammam,FullTime,40.518,510.694,15.528
51,Dammam,FullTime,40.427,644.295,38.457
27,Khobar,FullTime,40.786,472.837,16.613
27,Dammam,PartTime,22.017,373.589,12.028
27,Dammam,FullTime,41.109,486.852,13.226
42,Dammam,PartTime,21.865,490.975,16.946
52,Khobar,FullTime,40.874,714.289,35.461
24,Alhasa,FullTime,39.976,785.219,7.147
38,Dammam,PartTime,17.154,452.709,22.23
43,Dammam,FullTime,40.906,698.234,10.197
25,Khobar,FullTime,40.099,588.553,13.742
21,Dammam,FullTime,38.895,745.882,7.191
43,Dammam,PartTime,15.754,229.855,12.314
18,Alhasa,FullTime,41.218,1175.898,23.053
48,Dammam,PartTime,20.887,824.993,11.993
18,Dammam,FullTime,39.076,1114.674,18.884
62,Alhasa,FullTime,41.494,1060.174,26.534
50,Dammam,FullTime,40.82,886.122,20.869
29,Dammam,FullTime,38.806,726.549,16.533
49,Khobar,PartTime,14.426,471.574,15.887
18,Dammam,FullTime,41.774,956.855,10.326
46,Dammam,FullTime,39.198,680.564,29.533
18,Dammam,PartTime,16.851,244.362,23.829
24,Dammam,FullTime,39.6,512.914,20.69
43,Khobar,FullTime,40.981,868.828,23.689
40,Dammam,FullTime,38.965,1061.158,19.613
58,Dammam,FullTime,40.61,1132.746,31.965
37,Buqaiq,FullTime,39.499,453.205,9.26
55,Buqaiq,FullTime,39.008,961.076,17.063
18,Dammam,FullTime,37.935,915.916,13.127
37,Dammam,PartTime,25.907,405.499,21.873
18,Dammam,FullTime,39.616,734.463,16.792
35,Buqaiq,FullTime,40.713,649.573,24.894
60,Dammam,FullTime,38.765,1238.661,16.595
32,Dammam,FullTime,42.17,565.141,15.834
42,Alhasa,PartTime,21.522,324.732,19.921
40,Khobar,FullTime,40.538,750.653,12.163
27,Dammam,FullTime,39.856,788.677,10.894
59,Dammam,FullTime,39.648,402.752,6.759
43,Dammam,PartTime,17.548,214.813,8.883
27,Khobar,FullTime,41.998,1045.149,10.879
50,Alhasa,PartTime,20.335,638.477,16.094
42,Dammam,FullTime,37.585,745.075,10.99
32,Dammam,FullTime,41.585,1151.49,22.08
18,Alhasa,FullTime,40.132,1210.877,7.922
39,Dammam,PartTime,17.997,518.39,5.94
19,Dammam,FullTime,42.109,2779.742,11.35
25,Dammam,FullTime,41.684,508.656,16.143
50,Dammam,FullTime,40.044,457.203,13.708
47,Khobar,FullTime,39.536,514.56,9.466
31,Dammam,PartTime,19.252,561.481,26.292
31,Dammam,PartTime,23.402,433.306,5.344
18,Dammam,FullTime,39.158,732.436,9.393
28,Dammam,FullTime,40.136,1248.783,14.609
27,Dammam,FullTime,39.036,262.411,8.84
25,Dammam,FullTime,39.916,703.456,7.734
30,Dammam,FullTime,41.577,887.833,5.774
34,Dammam,FullTime,40.092,515.23,9.478
47,Dammam,PartTime,15.388,238.181,8.826
19,Dammam,FullTime,40.775,1045.306,15.389
26,Dammam,FullTime,40.228,884.557,21.253
19,Khobar,FullTime,41.084,466.227,16.059
24,Jubail,PartTime,19.241,109.689,19.391
18,Dammam,FullTime,40.223,729.551,40.0
30,Dammam,FullTime,38.872,638.575,6.981
58,Dammam,FullTime,39.207,426.933,10.502
26,Dammam,FullTime,38.786,724.997,18.743
57,Dammam,FullTime,41.035,829.155,3.737
18,Dammam,FullTime,40.921,1205.884,17.241
22,Khobar,FullTime,38.728,711.895,18.403
44,Dammam,FullTime,39.536,800.01,19.613
38,Dammam,FullTime,37.85,500.669,11.641
32,Dammam,FullTime,39.884,638.741,14.387
19,Dammam,FullTime,40.742,546.495,20.897
31,Jeddah,PartTime,27.712,781.694,10.818
47,Alhasa,FullTime,41.721,1117.012,12.473
18,Dammam,FullTime,39.355,742.617,20.497
22,Khobar,FullTime,38.34,1129.15,11.705
29,Khobar,PartTime,20.182,331.064,7.615
59,Dammam,PartTime,22.535,272.42,14.629
26,Dammam,FullTime,39.828,612.091,12.157
52,Dammam,PartTime,19.92,528.965,8.905
18,Dammam,FullTime,38.69,622.332,21.362
46,Khobar,FullTime,41.008,705.704,23.089
43,Dammam,PartTime,22.484,240.392,14.179
18,Dammam,FullTime,39.869,633.653,14.422
57,Buqaiq,PartTime,21.485,321.014,24.544
34,Riyadh,FullTime,41.35,629.046,18.595
32,Dammam,FullTime,40.65,596.777,12.966
32,Jubail,FullTime,40.541,770.114,17.197
44,Dammam,FullTime,40.144,723.899,11.653
39,Dammam,FullTime,41.955,691.714,9.086
18,Dammam,FullTime,41.296,737.231,18.725
37,Dammam,FullTime,39.524,463.415,35.34
30,Jubail,FullTime,38.23,532.303,16.242
50,Dammam,FullTime,40.308,913.096,11.928
44,Khobar,FullTime,38.762,881.985,13.253
40,Alhasa,PartTime,18.098,599.253,18.749
41,Buqaiq,FullTime,41.837,633.856,20.229
18,Dammam,FullTime,40.318,591.725,16.847
38,Dammam,FullTime,38.792,655.153,10.372
59,Dammam,FullTime,39.359,459.655,17.698
44,Khobar,PartTime,19.569,241.045,11.331
29,Dammam,FullTime,38.569,1260.965,12.045
35,Dammam,FullTime,41.042,1105.483,27.081
31,Dammam,FullTime,40.792,920.389,10.385
44,Dammam,FullTime,39.217,687.332,7.375
34,Dammam,PartTime,19.899,377.594,16.113
18,Dammam,FullTime,38.963,485.706,16.174
49,Dammam,PartTime,18.039,317.231,10.87
52,Khobar,FullTime,41.235,882.389,18.326
18,Dammam,FullTime,38.581,493.362,25.051
32,Dammam,FullTime,39.753,573.778,22.878
66,Dammam,FullTime,39.775,767.147,20.052
38,Dammam,FullTime,41.341,1406.675,9.155
48,Khobar,FullTime,39.625,509.197,8.52
20,Dammam,FullTime,40.388,651.438,18.561
41,Dammam,FullTime,40.549,804.139,17.867
38,Khobar,FullTime,41.124,1315.046,12.69
37,Dammam,FullTime,39.587,467.893,33.14
29,Dammam,FullTime,40.401,1442.783,11.273
24,Dammam,FullTime,40.836,392.24,16.408
24,Dammam,FullTime,40.573,719.195,7.816
28,Dammam,PartTime,19.466,522.896,20.91
34,Dammam,FullTime,40.506,1431.096,15.817
30,Dammam,PartTime,19.694,405.719,10.056
29,Dammam,FullTime,39.676,713.793,16.02
35,Dammam,FullTime,41.134,794.628,12.775
55,Dammam,FullTime,38.748,622.902,15.15
36,Dammam,FullTime,39.586,842.872,7.109
30,Dammam,FullTime,38.942,689.865,21.021
37,Khobar,FullTime,39.269,1819.178,17.307
47,Buqaiq,FullTime,40.648,785.412,16.764
18,Alhasa,PartTime,17.586,403.108,6.784
46,Khobar,PartTime,22.238,324.337,26.407
30,Dammam,FullTime,39.533,737.28,21.284
42,Dammam,PartTime,18.542,412.01,11.108
19,Dammam,FullTime,40.9,458.491,12.02
24,Dammam,PartTime,14.489,419.683,14.431
26,Khobar,FullTime,40.127,675.14,10.494
67,Jeddah,PartTime,17.497,511.371,12.401
28,Buqaiq,PartTime,18.536,541.855,9.338
30,Buqaiq,FullTime,41.193,977.688,27.171
18,Dammam,FullTime,39.968,1027.96,9.651
38,Dammam,PartTime,17.926,336.707,13.624
28,Alhasa,FullTime,40.656,592.614,4.741
29,Dammam,FullTime,38.512,426.099,8.65
37,Alhasa,FullTime,41.135,1034.903,18.011
25,Dammam,FullTime,39.281,634.461,9.11
59,Dammam,FullTime,40.31,441.363,18.792
27,Dammam,PartTime,20.744,306.365,17.533
18,Alhasa,PartTime,23.368,514.184,13.341
45,Dammam,FullTime,40.233,752.246,5.457
29,Dammam,FullTime,39.54,1329.026,11.534
41,Jubail,FullTime,38.894,790.849,29.754
56,Dammam,FullTime,39.442,734.784,21.073
47,Dammam,FullTime,40.023,902.816,40.0
56,Dammam,PartTime,22.529,373.992,23.011
35,Dammam,FullTime,40.737,707.507,16.502
34,Khobar,FullTime,39.81,801.678,20.741
33,Dammam,FullTime,41.705,309.207,19.275
51,Dammam,FullTime,39.026,842.852,6.299
27,Dammam,FullTime,39.823,582.086,8.128
29,Khobar,PartTime,20.65,298.954,30.612
27,Dammam,PartTime,18.984,447.54,13.039
48,Alhasa,PartTime,22.858,372.28,5.695
58,Dammam,FullTime,38.179,412.811,18.151
29,Dammam,FullTime,38.722,647.41,12.915
44,Dammam,PartTime,20.035,340.722,17.688
54,Buqaiq,PartTime,20.279,398.119,21.968
20,Khobar,FullTime,38.943,778.572,13.756
26,Buqaiq,FullTime,40.259,550.153,27.983
35,Alhasa,PartTime,20.539,402.493,17.279
54,Jeddah,PartTime,22.501,320.902,14.432
36,Khobar,FullTime,40.005,475.336,27.013
39,Dammam,FullTime,40.384,563.823,11.184
19,Dammam,FullTime,37.814,411.818,13.283
28,Dammam,FullTime,39.81,921.913,19.138
41,Dammam,FullTime,40.011,955.643,12.012
51,Dammam,PartTime,16.373,153.139,10.728
47,Dammam,FullTime,41.058,934.072,9.809
26,Dammam,FullTime,40.093,1070.175,14.675
41,Dammam,FullTime,40.967,633.945,10.959
44,Dammam,FullTime,38.937,897.662,14.853
18,Khobar,PartTime,21.209,447.386,26.702
51,Dammam,FullTime,39.818,605.563,20.274
33,Dammam,FullTime,39.658,414.931,28.921
58,Dammam,FullTime,40.493,838.304,20.939
36,Khobar,FullTime,40.861,685.947,11.562
44,Khobar,FullTime,40.396,896.912,21.093
53,Dammam,FullTime,39.884,363.597,12.048
35,Dammam,PartTime,18.328,327.279,20.914
31,Dammam,FullTime,37.908,831.38,20.105
25,Dammam,PartTime,20.585,232.475,20.071
30,Khobar,FullTime,40.54,884.471,15.287
27,Dammam,FullTime,40.318,1107.659,11.113
33,Dammam,PartTime,17.303,296.876,4.751
22,Dammam,FullTime,40.815,1042.295,18.27
37,Dammam,PartTime,19.615,455.582,22.669
34,Dammam,PartTime,21.039,359.697,17.587
26,Dammam,FullTime,39.201,959.913,10.674
26,Dammam,PartTime,16.212,464.989,12.067
45,Dammam,FullTime,39.275,1067.674,11.801
45,Dammam,FullTime,40.113,926.577,11.656
43,Dammam,PartTime,15.674,287.113,10.73
62,Khobar,FullTime,40.022,573.996,17.247
29,Khobar,FullTime,40.027,725.27,8.456
25,Buqaiq,FullTime,39.541,706.286,9.817
51,Khobar,FullTime,39.792,669.719,9.304
33,Dammam,PartTime,10.075,245.164,19.367
47,Dammam,FullTime,40.839,700.315,7.663
36,Dammam,FullTime,39.306,647.635,21.602
38,Dammam,FullTime,38.521,819.761,14.442
59,Alhasa,FullTime,41.064,733.561,20.188
58,Khobar,FullTime,39.35,848.802,35.957
48,Jeddah,FullTime,40.322,1188.034,34.348
31,Dammam,FullTime,38.444,779.333,9.152
25,Dammam,FullTime,40.265,282.952,19.723
26,Alhasa,PartTime,21.234,441.176,6.925
27,Khobar,FullTime,39.202,626.599,11.465
23,Dammam,PartTime,21.411,757.933,12.864
19,Dammam,FullTime,38.891,712.741,13.528
51,Dammam,FullTime,41.062,1005.284,14.629
49,Khobar,FullTime,40.85,845.046,31.072
20,Dammam,FullTime,38.479,474.304,10.574
54,Dammam,FullTime,39.064,872.985,10.289
26,Buqaiq,PartTime,17.774,303.664,8.714
63,Dammam,FullTime,39.318,1042.58,13.367
31,Dammam,FullTime,41.326,1124.131,11.534
46,Dammam,FullTime,39.644,589.413,10.724
35,Dammam,FullTime,38.966,556.666,14.089
36,Buqaiq,PartTime,21.235,432.895,15.625
43,Dammam,FullTime,37.978,400.081,12.919
59,Dammam,FullTime,38.978,1229.256,15.13
41,Dammam,FullTime,40.479,743.076,13.935
28,Khobar,FullTime,38.838,438.424,12.312
30,Khobar,PartTime,18.481,301.565,25.548
46,Dammam,FullTime,39.2,924.198,13.255
51,Dammam,PartTime,16.366,329.195,8.83
54,Dammam,PartTime,17.456,683.705,12.976
41,Dammam,FullTime,40.676,315.038,7.663
18,Alhasa,FullTime,39.5,1024.52,12.114
19,Khobar,FullTime,40.247,654.266,13.84
37,Dammam,PartTime,18.42,306.264,16.971
36,Dammam,PartTime,22.796,727.127,12.784
64,Dammam,FullTime,40.0,565.031,17.694
18,Dammam,FullTime,39.839,1509.814,17.582
28,Khobar,FullTime,39.253,657.424,24.565
48,Dammam,FullTime,40.66,804.038,18.464
30,Dammam,FullTime,39.582,845.216,8.482
47,Dammam,PartTime,17.333,490.909,8.948
52,Dammam,FullTime,38.737,712.166,22.115
55,Dammam,PartTime,20.971,418.854,8.276
47,Dammam,PartTime,22.733,239.043,7.76
27,Dammam,FullTime,39.782,861.56,12.693
23,Dammam,FullTime,41.831,693.969,20.946
46,Dammam,PartTime,21.487,771.683,23.677
39,Dammam,PartTime,16.03,252.204,12.024
37,Dammam,FullTime,40.175,1445.056,16.043
33,Jubail,FullTime,41.241,741.02,8.046
24,Dammam,FullTime,39.071,528.822,14.876
18,Dammam,FullTime,40.293,524.868,25.117
35,Dammam,PartTime,15.863,229.075,21.355
62,Dammam,FullTime,38.735,688.727,14.171
40,Dammam,FullTime,40.056,682.181,17.739
59,Dammam,FullTime,38.894,501.278,12.43
43,Dammam,FullTime,41.059,775.336,12.256
34,Buqaiq,FullTime,39.145,571.579,17.738
55,Buqaiq,FullTime,39.403,578.595,27.115
42,Dammam,FullTime,40.5,464.925,17.211
23,Dammam,FullTime,40.607,954.923,12.678
18,Khobar,PartTime,20.674,511.737,13.678
43,Dammam,FullTime,40.737,829.722,14.133
38,Dammam,PartTime,25.109,376.986,15.217
54,Dammam,FullTime,39.566,1292.943,19.365
24,Dammam,FullTime,40.861,778.24,5.61
41,Khobar,FullTime,39.872,591.907,6.37
27,Khobar,PartTime,17.014,474.775,20.363
42,Dammam,FullTime,41.823,646.885,10.986
40,Jeddah,FullTime,40.867,1086.686,6.191
37,Dammam,PartTime,21.936,341.521,15.392
57,Dammam,FullTime,40.219,717.663,12.738
36,Khobar,PartTime,18.037,376.223,11.591
41,Dammam,FullTime,39.843,531.074,9.551
65,Dammam,FullTime,39.94,532.54,8.682
18,Jeddah,PartTime,19.19,253.163,11.201
34,Dammam,FullTime,39.541,486.56,10.972
50,Dammam,FullTime,41.162,837.928,9.794
25,Alhasa,FullTime,38.96,538.168,14.648
57,Alhasa,PartTime,18.448,370.526,4.92
27,Dammam,FullTime,39.392,690.506,14.822
61,Dammam,FullTime,39.877,686.371,11.363
27,Dammam,FullTime,40.586,309.773,19.576
24,Dammam,FullTime,39.544,516.162,15.321
20,Dammam,FullTime,38.579,1307.798,13.951
49,Dammam,FullTime,39.398,1006.395,11.278
27,Jubail,PartTime,23.225,406.849,15.809
64,Dammam,PartTime,19.483,292.793,21.471
42,Khobar,PartTime,21.617,468.699,9.716
21,Dammam,FullTime,39.746,679.076,9.744
24,Dammam,PartTime,23.017,524.762,19.324
43,Dammam,FullTime,40.071,906.735,6.306
18,Buqaiq,FullTime,38.522,1168.187,15.123
48,Dammam,PartTime,14.026,249.541,13.494
18,Dammam,FullTime,39.785,474.981,10.51
20,Dammam,FullTime,37.862,748.734,24.133
64,Dammam,FullTime,39.846,794.294,11.506
41,Dammam,PartTime,16.356,245.0,20.859
27,Khobar,FullTime,40.559,1106.237,15.245
43,Dammam,FullTime,40.503,676.831,20.864
37,Dammam,FullTime,40.327,747.472,9.289
35,Dammam,PartTime,18.174,379.281,8.401
40,Dammam,FullTime,40.127,620.542,17.609
25,Dammam,FullTime,40.529,816.811,11.935
55,Buqaiq,FullTime,41.639,1481.032,25.328
23,Buqaiq,PartTime,15.859,307.617,18.18
35,Alhasa,PartTime,18.247,291.181,7.274
42,Dammam,FullTime,39.848,525.119,11.32
49,Dammam,FullTime,40.434,1648.965,14.252
44,Buqaiq,FullTime,38.774,464.603,8.381
49,Buqaiq,PartTime,20.277,388.732,4.924
21,Dammam,PartTime,21.789,503.097,17.087
48,Jeddah,FullTime,39.591,826.409,10.753
44,Dammam,FullTime,39.12,1324.643,2.705
34,Dammam,FullTime,37.875,878.44,9.977
27,Buqaiq,PartTime,16.234,549.859,12.515
41,Dammam,PartTime,19.193,353.935,37.154
50,Dammam,FullTime,41.167,1464.739,5.259
20,Dammam,FullTime,40.088,1229.213,15.951
24,Dammam,FullTime,39.46,531.241,25.147
44,Dammam,FullTime,40.886,433.159,24.001
37,Dammam,PartTime,21.661,488.52,16.633
23,Jeddah,PartTime,22.098,264.508,22.664
54,Dammam,PartTime,21.75,388.168,11.305
29,Dammam,FullTime,41.213,606.339,11.948
39,Dammam,FullTime,40.176,955.368,15.746
19,Dammam,FullTime,40.123,1492.852,22.153
39,Dammam,PartTime,23.314,343.603,14.632
62,Dammam,PartTime,20.146,412.72,14.856
29,Dammam,FullTime,39.844,1136.5,17.456
48,Dammam,FullTime,39.733,623.033,20.259
27,Khobar,FullTime,39.651,597.564,28.001
48,Dammam,FullTime,39.859,558.645,8.873
37,Alhasa,FullTime,39.789,549.949,3.539
40,Dammam,FullTime,40.641,914.939,12.748
32,Dammam,FullTime,39.508,808.296,11.518
22,Dammam,FullTime,39.565,1085.945,3.461
44,Dammam,FullTime,39.565,645.187,24.25
38,Dammam,FullTime,39.825,444.658,23.574
33,Khobar,PartTime,22.42,359.78,6.767
27,Dammam,FullTime,39.894,624.531,21.007
27,Dammam,PartTime,19.296,205.536,10.321
39,Khobar,PartTime,22.479,632.272,18.198
33,Khobar,FullTime,39.993,632.055,15.249
23,Dammam,PartTime,16.744,652.85,9.218
32,Dammam,FullTime,39.803,544.561,26.687
46,Buqaiq,FullTime,39.433,906.682,12.715
27,Dammam,FullTime,39.514,746.446,15.998
48,Riyadh,FullTime,40.323,583.223,9.228
50,Buqaiq,PartTime,19.993,350.719,19.043
35,Khobar,PartTime,21.922,321.574,13.053
23,Dammam,FullTime,41.065,728.09,12.439
45,Dammam,FullTime,39.528,1225.771,14.542
44,Khobar,FullTime,39.979,673.571,19.207
24,Jubail,PartTime,19.184,276.429,22.372
43,Dammam,PartTime,18.84,404.32,36.381
39,Khobar,FullTime,39.418,825.82,14.168
50,Dammam,FullTime,41.01,783.151,8.494
24,Khobar,FullTime,39.598,688.622,13.343
44,Dammam,FullTime,38.13,517.475,11.456
32,Dammam,FullTime,40.919,825.074,2.977
31,Dammam,FullTime,39.892,720.614,9.717
30,Dammam,FullTime,40.858,464.854,27.461
44,Dammam,FullTime,39.676,829.942,18.492
52,Dammam,FullTime,39.497,1217.875,19.128
19,Dammam,FullTime,39.993,381.453,13.924
39,Dammam,FullTime,37.536,1017.383,9.423
44,Alhasa,FullTime,40.607,647.431,22.309
51,Dammam,FullTime,41.263,371.609,8.996
52,Dammam,FullTime,39.471,796.445,9.577
47,Dammam,PartTime,15.748,360.106,12.691
36,Dammam,FullTime,39.014,670.269,10.918
43,Dammam,FullTime,39.376,399.156,12.599
32,Jeddah,FullTime,39.34,903.932,20.502
48,Dammam,FullTime,39.6,562.112,14.419
39,Dammam,PartTime,20.566,463.692,12.139
43,Buqaiq,FullTime,38.969,553.43,13.25
20,Dammam,FullTime,41.792,641.903,11.925
61,Dammam,PartTime,23.267,468.682,12.315
47,Dammam,FullTime,40.145,609.027,21.334
40,Dammam,FullTime,41.699,935.954,13.113
40,Dammam,FullTime,39.701,744.746,13.218
52,Dammam,FullTime,40.522,511.627,13.857
20,Dammam,FullTime,40.42,521.004,8.75
28,Buqaiq,FullTime,39.2,824.432,10.079
36,Dammam,PartTime,13.463,394.419,6.887
29,Khobar,FullTime,40.539,902.31,20.6
30,Riyadh,PartTime,20.288,354.04,20.777
21,Dammam,FullTime,40.622,547.233,20.356
45,Dammam,FullTime,40.352,834.577,10.897
25,Dammam,FullTime,41.218,823.088,29.373
24,Dammam,PartTime,20.597,500.046,7.599
40,Khobar,FullTime,40.471,793.338,14.771
56,Dammam,FullTime,39.483,906.71,16.841
30,Dammam,PartTime,15.99,255.906,8.124
