RESOURCE,MANAGER,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
45904,770,117961,118343,119181,118451,130134,118453,118454,1
39397,7243,117961,118343,118609,120357,125779,118424,120359,1
28936,7475,91261,118026,118202,118321,117906,290919,118322,1
78160,7447,117902,117903,118783,117905,118036,290919,117908,1
5502,5537,117961,118413,120370,117905,117906,290919,117908,1
42085,46511,117961,118300,118597,118054,120514,117887,118055,1
75047,4130,117961,118052,118881,117905,117906,290919,117908,1
20222,16900,118256,118257,118623,118995,136748,292795,118997,1
15720,84718,117961,118225,121716,120611,221283,249618,120613,1
30539,5320,118290,118291,119598,120344,260942,118424,120346,1
73553,3606,118169,118170,118179,117946,144221,292795,117948,1
76416,7344,117961,118225,120663,123045,123046,120518,123047,1
278393,5739,117961,118446,118684,127108,127109,118667,127110,0
23978,13798,117961,118446,123858,122645,234301,119221,122647,1
13878,20434,117890,117891,117878,117899,123862,19721,117900,1
48436,49961,117961,118225,118403,118321,117906,290919,118322,1
30570,18190,117961,118386,119954,117905,117906,290919,117908,1
25231,50117,117961,118327,118507,118863,127778,118398,118865,1
34924,3838,117961,118225,119924,118321,117906,290919,118322,1
18381,852,117961,117962,122215,118958,118959,118960,118961,1
25993,4933,117961,118300,118458,307024,301218,118331,118332,1
38029,310646,117918,117919,118483,117879,121445,19721,117880,0
75032,2460,122880,122974,118623,117946,149568,292795,117948,1
31232,4299,117876,117877,117878,117879,117879,19721,117880,1
20281,14302,117916,117917,118599,179731,118625,117887,117973,1
15679,46104,117961,118327,120559,120988,304465,118643,120989,1
79092,25872,118169,118170,118575,117946,135255,292795,117948,0
42594,126545,118163,119075,119076,120789,126546,118424,120791,1
3853,8343,119301,119302,119303,118321,117906,290919,118322,1
29697,8138,117961,118052,118378,135740,119771,119772,135742,1
23964,49566,118595,118596,119993,117905,117906,290919,117908,1
20226,43398,130570,119256,119121,118274,130755,292795,118276,1
75078,92216,118315,118316,120764,118465,175082,118467,118468,1
20364,22458,117961,117962,120677,307024,306404,118331,118332,1
42031,2071,117961,118386,118501,118502,130777,118504,118505,1
75078,71203,117961,118386,118522,118321,123513,290919,118322,1
706,49353,117961,117962,118910,117905,117906,290919,117908,1
23965,49425,117961,118343,119598,118422,300136,118424,118425,1
37260,51165,117983,117984,117878,118568,292195,19721,118570,1
17308,4837,117961,118300,120026,118054,119601,117887,118055,1
278393,28590,117961,118327,120685,307024,256202,118331,118332,0
4675,15982,117961,118413,123003,118777,279443,308574,118779,1
35381,59347,117961,118327,118320,118784,147114,290919,118786,1
25993,21033,117961,118300,123749,118777,279443,308574,118779,1
34327,4584,117961,118300,120297,118321,240983,290919,118322,1
20299,273476,117926,118266,117920,118568,310732,19721,118570,0
74686,8686,117961,118327,119830,117905,117906,290919,117908,1
78568,2594,117961,118300,120410,128230,302830,4673,128231,0
13878,13262,118219,118220,118221,117879,117879,19721,117880,1
38751,3225,117961,118327,118929,118321,117906,290919,118322,1
34346,814,118887,118888,123719,118321,117906,290919,118322,1
44262,7377,117961,118225,119924,118777,279443,308574,118779,1
16232,5919,117961,118446,16232,118784,121873,290919,118786,1
15818,25618,117961,118052,118320,118784,121556,290919,118786,1
15064,129593,117961,117969,117970,179731,159059,117887,117973,1
74986,31943,118953,118954,118246,179731,118247,117887,117973,1
34211,3963,117961,118300,125872,120344,311360,118424,120346,1
81044,6257,117961,118343,120722,118321,117906,290919,118322,1
19843,7320,5110,117954,122672,128197,273102,119772,128199,1
44944,24916,91261,118026,118027,273308,120093,249618,118232,1
29922,6999,117961,118343,121747,118321,117906,290919,118322,1
41279,7014,117961,118446,119961,118259,125889,290919,118261,1
74979,118151,118079,118080,117878,118370,118371,118372,118373,1
110357,52687,117961,117962,117904,128230,302830,4673,128231,1
17181,46224,117961,118327,118378,120952,120953,118453,120954,1
4675,50976,117961,118413,119968,117905,117906,290919,117908,1
17308,5730,117961,118446,120026,120578,120579,118762,120580,1
36152,13196,117951,117952,117941,118568,267952,19721,118570,1
40779,14731,117961,118446,118447,117905,117906,290919,117908,1
106192,133892,91261,118026,119507,117905,117906,290919,117908,1
39326,15504,117961,118386,123656,118321,117906,290919,118322,1
34924,4669,117961,118327,118391,118321,117906,290919,118322,1
73118,27104,117961,118327,118507,118890,138290,118398,118892,1
23497,5278,118887,118888,125440,120006,303717,118424,120008,1
21915,72157,118006,118007,117941,117885,117913,117887,117888,1
34924,4576,117961,118327,118391,117905,117906,290919,117908,1
1105,1600,117961,118327,118507,118890,311441,118398,118892,0
25098,2074,118441,118442,118378,119192,208460,119184,119194,1
79121,23440,117961,118386,121961,124152,304629,118424,124154,1
25589,1334,117961,117962,118910,118321,240983,290919,118322,1
25788,49714,121785,121786,118492,118747,130707,118453,118749,1
3853,4088,117961,118300,118458,118728,223125,118295,118730,1
80693,15887,117961,118052,120356,120357,127906,118424,120359,1
42132,6235,117961,118343,118437,124194,249872,118363,124196,1
78183,13201,117951,117952,117941,118568,267952,19721,118570,1
3130,5690,117961,118413,120370,119351,210201,3130,119353,1
6156,5730,117961,118446,118597,120578,137493,118762,120580,1
1020,70056,117961,118225,118403,118777,279443,308574,118779,1
31299,4950,117961,118343,118911,118826,236735,118424,118828,1
80213,46476,117902,117903,120171,117905,117906,290919,117908,1
18591,5432,117961,118327,118391,118641,123881,118643,118644,1
20897,1547,117961,118052,118706,119997,278014,118131,119998,1
15728,770,117961,118300,119181,128230,302830,4673,128231,1
37623,1912,119134,119135,118042,120097,174445,270488,120099,1
1937,13876,117961,118386,118404,118841,240982,118643,118843,0
35540,23771,117929,117930,119569,179731,118247,117887,117973,1
40202,17669,117961,118446,118514,118321,290919,290919,118322,1
79092,2296,117961,118413,277693,123737,127475,118960,123738,1
3853,4567,117961,118300,118514,118278,118260,290919,118279,1
44821,25813,117961,118300,118066,118321,117906,290919,118322,1
391,666,117926,118124,117920,117885,117913,117887,117888,1
45784,122272,117961,118225,122273,118321,240983,290919,118322,1
26396,99,119920,119921,142145,128230,302830,4673,128231,1
88505,13419,117961,118300,120059,119849,310589,118638,119851,0
38409,1249,117961,117962,118910,118321,117906,290919,118322,1
3853,3116,117961,118300,147589,118054,118054,117887,118055,1
917,1030,117961,118343,120722,118361,118362,118363,118364,1
75078,71387,117961,118386,118522,117905,123513,290919,117908,1
80190,1409,117961,118300,118437,118321,117906,290919,118322,1
76452,2947,118212,118213,118700,117905,117906,290919,117908,1
33642,7459,5110,117954,122672,125751,135104,118870,125753,1
80804,3770,117961,118343,118395,118890,125128,118398,118892,1
81350,6157,117961,118446,118684,118685,279443,308574,118687,1
20287,118151,118079,118080,117878,117879,120319,19721,117880,0
39182,25465,118023,118024,117895,118568,157237,19721,118570,1
4675,5717,117961,118343,124725,118321,117906,290919,118322,1
40997,3108,117961,118225,124449,120313,230838,118424,120315,1
33329,2947,118212,118213,118700,117905,264849,290919,117908,1
75212,54684,117961,117962,118910,118054,118054,117887,118055,1
34433,33,117961,118413,119968,118784,117906,290919,118786,1
1937,1475,119062,119091,118450,121372,148801,119184,121374,1
15716,58883,117902,118041,118556,280788,280788,292795,119082,1
79625,72192,117902,117903,118507,120990,120991,118398,120992,1
19650,94844,117961,117969,121617,124799,124800,121620,124801,1
42006,52734,118290,118291,118660,118293,118294,118295,118296,1
74735,11987,118006,118007,117884,117885,117886,117887,117888,1
75078,58719,117961,118386,119954,119962,168365,118205,119964,1
73144,4088,117961,118300,118458,118293,118302,118295,118296,1
1250,15389,117961,118225,122870,124886,128018,118643,124888,0
76868,4209,117961,117962,118910,126820,269034,118638,126822,1
84696,4590,117961,118343,118395,123067,269406,118398,123068,1
41594,3225,117961,118327,118929,118685,279443,308574,118687,1
22430,19271,117961,118225,119924,118784,117906,290919,118786,1
34954,28590,117961,118327,120685,118685,123678,308574,118687,1
20349,46254,117961,118327,126310,118641,306399,118643,118644,1
16082,770,117961,118300,119181,128230,302830,4673,128231,1
391,48626,117926,118124,117884,117885,117913,117887,117888,1
75834,7761,118752,119070,119121,118274,118806,292795,118276,1
73880,7069,117961,118386,123844,118321,117906,290919,118322,1
80617,3814,118290,118291,120823,118396,269406,118398,118399,1
42085,51096,119596,119597,124266,118728,272276,118295,118730,1
27082,141,117961,118225,122273,117905,240983,290919,117908,1
19708,17598,117961,118300,118631,307024,132719,118331,118332,1
41576,108167,117961,118343,118514,118784,124402,290919,118786,1
20284,81989,117980,117981,117941,117879,117886,19721,117880,1
75834,86385,117961,118225,121574,122645,309858,119221,122647,1
75834,123313,118169,118170,125857,118172,118173,249618,118175,1
77245,4659,117961,118225,120663,118321,117906,290919,118322,1
37951,4192,117890,117891,117878,118568,292195,19721,118570,1
39883,17290,91261,118026,118317,117905,117906,290919,117908,1
42383,53131,117935,117936,117878,118568,260027,19721,118570,1
20364,4910,117961,118343,118911,118912,284092,118424,118914,1
7543,7398,117961,118225,118616,117905,117906,290919,117908,1
79299,13820,117961,118343,119796,120516,256206,120518,120519,1
34548,25194,117961,118343,123125,117905,117906,290919,117908,1
27801,70062,117961,118386,118746,117905,240983,290919,117908,0
1020,17669,117961,118300,118514,118321,117906,290919,118322,1
25265,5043,117961,118300,118458,120006,310997,118424,120008,1
40474,32242,117961,118327,118929,118321,117906,290919,118322,1
26929,55365,117926,117927,118810,118811,156017,19793,118813,1
78844,15422,117961,118052,122392,118054,118054,117887,118055,1
78695,6046,117961,118446,120317,118321,240983,290919,118322,1
16219,7344,117961,118225,120663,120516,148730,120518,120519,1
40729,8074,117961,118300,119181,118321,117906,290919,118322,0
1151,50117,117961,118327,118507,118863,122008,118398,118865,1
31222,49353,117961,117962,118910,117905,117906,290919,117908,1
6964,59067,117961,118327,121645,118641,306399,118643,118644,1
43876,50473,118079,118080,117878,117879,118177,19721,117880,1
41758,20931,118315,118316,151108,124194,268301,118363,124196,1
25993,47104,117890,117891,117878,117879,117879,19721,117880,1
37734,29642,117975,117976,117941,117879,117886,19721,117880,1
711,2649,117961,118413,120526,118321,118448,290919,118322,1
100917,17188,117961,118343,6104,120690,127922,290919,120692,1
42487,16065,117961,118225,120551,118536,132799,308574,118539,1
79121,13828,117961,118300,118395,118890,125128,118398,118892,1
6977,770,117961,118300,120722,118747,130134,118453,118749,1
22680,3869,117961,118225,120050,118321,117906,290919,118322,1
34687,815,117961,118300,123719,117905,117906,290919,117908,1
35645,2908,117961,118343,118979,118980,301534,118295,118982,1
39861,17243,117961,118300,120026,120344,311360,118424,120346,1
42085,14857,117961,118300,121176,118784,117906,290919,118786,1
80498,15779,117961,118300,19772,118321,117906,290919,118322,0
17308,17264,117961,118300,118825,118523,163100,118331,118525,1
80815,5114,117961,118300,119890,120344,303717,118424,120346,1
278393,16838,117961,118413,120370,307024,310608,118331,118332,1
34173,2781,117961,118300,118783,118321,117906,290919,118322,1
28105,4567,117961,118300,118514,119962,168365,118205,119964,1
17308,17227,117961,118343,123476,118980,301534,118295,118982,1
74986,86171,118953,118954,117920,122927,123932,118131,122929,1
967,20219,119280,119281,117945,280788,280788,292795,119082,1
41682,17713,117961,118225,120663,124194,127527,118363,124196,1
75241,5339,117961,118300,19772,123045,248000,120518,123047,1
77295,2062,117961,118327,119830,120773,118959,118960,120774,1
4675,6199,117961,118225,120663,117905,117906,290919,117908,1
74995,2983,117961,118343,118700,117905,240983,290919,117908,1
971,53240,117876,117877,117878,117879,117879,19721,117880,1
25241,25262,117961,118327,118320,118536,258368,308574,118539,1
75078,15567,117961,118052,119408,118536,132799,308574,118539,1
28083,1350,117961,118052,120096,118321,117906,290919,118322,1
16116,15542,117961,118300,118395,123067,269406,118398,123068,1
7543,3722,117961,118300,120059,121469,128942,118424,121471,1
35066,3868,117961,118386,120096,118784,117906,290919,118786,1
75218,7519,91261,118026,118202,119962,168365,118205,119964,1
44810,1999,118084,118085,117920,118568,123239,19721,118570,1
38972,46663,118256,118257,118623,118995,286106,292795,118997,1
15715,7791,118752,119070,118754,280788,280788,292795,119082,1
45979,7023,117961,117962,119223,119962,168365,118205,119964,1
3853,16823,117961,118343,139876,122030,253355,122032,122033,1
38751,5432,117961,118327,118391,118321,117906,290919,118322,1
74687,5899,117961,118327,120318,118641,120319,118643,118644,1
39633,87,117961,118446,118447,118321,117906,290919,118322,1
17278,52105,118595,118596,81476,118834,140185,118424,118836,1
20296,17873,118742,118743,117941,117885,117886,117887,117888,1
29570,17196,120864,121013,124266,118422,300136,118424,118425,1
39614,5666,122880,122974,117945,118274,149467,292795,118276,1
70453,11556,118602,118603,117941,118568,118568,19721,118570,1
25703,20183,117961,118225,120054,119587,176103,118704,119589,1
4675,59029,118555,118178,118320,118321,117906,290919,118322,1
92863,7460,117961,118300,118783,118784,147114,290919,118786,1
75532,28468,117961,118327,118933,118784,200462,290919,118786,1
26808,1080,117961,118327,118378,120952,120953,118453,120954,1
43027,2014,117961,117962,118791,118368,129597,117887,118486,1
36574,16599,117890,118102,117878,118568,288641,19721,118570,1
73546,22599,117961,118343,119142,122297,193245,118331,118899,1
25071,54258,117890,118102,117878,118568,292195,19721,118570,1
79121,4736,117961,118300,118301,307024,204593,118331,118332,1
31990,1328,118212,118213,118403,117905,134159,290919,117908,1
31748,26320,117961,118327,118391,117905,240983,290919,117908,1
80381,2270,117961,118413,277693,118777,279443,308574,118779,1
38719,119058,118079,118080,117878,117879,304519,19721,117880,1
45100,13217,117993,117994,118360,118129,130526,118131,118132,1
107982,5649,117961,118446,118684,124305,124306,118762,124307,1
73110,124316,118887,118888,118889,118863,307233,118398,118865,1
100028,1583,117961,118327,118507,179731,118054,117887,117973,1
80708,19986,117961,118225,118403,120773,136187,118960,120774,1
1020,25558,118990,118991,118992,307024,294485,118331,118332,1
20287,27484,118185,31010,117941,117885,117913,117887,117888,1
33054,4155,117961,118300,118301,120006,259215,118424,120008,1
27755,8751,117932,117933,117878,117879,117879,19721,117880,1
15064,53300,117961,118327,117970,179731,118877,117887,117973,1
39448,16641,117929,117940,117941,118568,293374,19721,118570,1
4675,74831,117961,118327,118391,118784,117906,290919,118786,1
25737,4008,118887,118888,119488,118293,301534,118295,118296,1
680,888,117902,117903,7646,118451,130134,118453,118454,1
27323,7076,117961,118225,119238,119093,136840,119095,119096,1
41594,50043,117961,118327,118929,124810,150886,249618,124812,1
34688,8026,117961,118386,123656,119962,147416,118205,119964,1
78282,7445,117961,118343,122299,118054,121350,117887,118055,1
72056,2109,118219,118220,120694,124886,215880,118643,124888,1
40237,102232,91261,118026,118027,273308,120093,249618,118232,1
36511,13264,117951,117952,118810,119899,122547,19793,119900,0
32642,59229,117961,119256,120943,117946,119722,292795,117948,1
42228,42230,117961,118327,118744,118321,117906,290919,118322,1
75901,4945,117961,118300,118360,119849,148676,118638,119851,1
40202,3023,117961,118343,122012,118321,240983,290919,118322,1
31854,58475,118090,118091,118810,119323,120978,19793,119325,1
75901,5177,117961,118386,125016,128764,217580,118612,128765,1
38124,12264,117929,117940,117941,117879,117886,19721,117880,1
20349,61247,117910,118855,131868,119192,139264,119184,119194,1
34628,8106,117961,118327,120559,118318,181945,118205,118319,1
14354,62242,117978,117979,117941,117879,117886,19721,117880,1
27323,16855,117961,118225,119092,122849,120324,119095,122850,1
20701,87,117961,118446,118447,117905,172635,290919,117908,1
39883,60790,117961,118052,118867,118523,311622,118331,118525,1
35643,5211,118290,118291,119837,118980,261436,118295,118982,1
98054,36,117961,118413,119968,118321,117906,290919,118322,1
78327,52525,117983,117984,117878,117879,117879,19721,117880,1
75901,5701,117961,118052,118821,118207,174445,270488,118209,1
6977,3692,117961,118413,126229,118321,117906,290919,118322,1
41643,6482,117961,118052,118821,118321,117906,290919,118322,1
31223,1325,117961,117962,118910,117905,240983,290919,117908,1
34689,210,117961,118386,118746,117905,240983,290919,117908,1
6964,14789,117961,118327,127470,117905,117906,290919,117908,1
45904,139593,118169,118170,119781,130479,213762,119784,130481,1
32634,7030,118212,118213,123201,117905,117906,290919,117908,1
79092,59765,117961,118386,121961,124152,304629,118424,124154,1
96411,4013,117961,118300,118514,118321,240983,290919,118322,1
79121,4909,117961,118300,118458,120344,311701,118424,120346,1
75476,7369,117961,118386,118896,118321,117906,290919,118322,1
38719,101044,117918,117919,117884,117885,117913,117887,117888,1
699,783,117961,118413,277693,128230,302830,4673,128231,1
1025,56565,117961,118327,122109,120172,230830,290919,120173,1
98053,23097,117961,118225,119136,118685,122081,308574,118687,1
75338,8508,119402,119403,117895,117896,117913,117887,117898,1
15701,55636,117916,118150,131868,128093,139264,119184,128095,1
80973,15746,117961,118052,119742,118321,118448,290919,118322,1
33150,46170,118290,118291,118889,118863,307233,118398,118865,1
80503,3990,117961,117962,118409,120516,123107,120518,120519,1
29304,12761,117975,117976,117920,117885,117913,117887,117888,1
75078,56254,118315,118316,123656,118318,120689,118205,118319,1
77659,95917,117983,117984,117878,117879,117879,19721,117880,1
43147,4533,117961,118343,118700,118321,117906,290919,118322,1
86308,3225,117961,118327,118929,118259,118260,290919,118261,1
76875,16225,117961,117962,122059,118784,121873,290919,118786,1
19764,7553,117961,118225,118403,118321,117906,290919,118322,1
45790,91342,117961,118327,118933,307024,311622,118331,118332,1
75901,1550,117961,118225,123173,118054,120716,117887,118055,1
28149,70062,117961,118386,118746,118321,117906,290919,118322,1
77203,1596,117961,119256,119257,117946,119235,292795,117948,1
77385,22492,117961,118052,120304,122297,301475,118331,118899,1
42142,65834,117983,117984,117878,118568,292195,19721,118570,1
18072,18097,119280,119281,117945,117946,130662,292795,117948,0
80638,5238,118887,118888,118053,118207,174445,270488,118209,1
75834,21824,117961,118446,118684,118321,117906,290919,118322,1
33322,101834,119134,119135,118042,118207,200069,270488,118209,1
278393,43994,117961,117962,118791,307024,306404,118331,118332,1
3853,3046,117961,118413,118481,118685,120679,308574,118687,1
74660,28217,118315,118316,123656,132671,121926,290919,132673,1
35903,1913,117902,117903,118783,120952,122352,118453,120954,1
982,4413,117961,118343,118833,118321,290878,290919,118322,1
77300,46646,119280,119281,118623,126684,130913,292795,126685,1
42093,4887,117961,118343,120126,120497,223125,118424,120499,1
83217,7560,117961,118300,119195,117905,117906,290919,117908,1
93610,13304,117961,118327,123757,119849,144429,118638,119851,1
26791,16735,117961,118300,118783,118321,290919,290919,118322,1
35792,46170,118290,118291,118889,121527,307233,118398,121529,1
6977,4533,117961,118343,118700,117905,117906,290919,117908,1
56130,27759,119062,119091,123125,118318,311618,118205,118319,0
31401,3242,117961,118343,118514,118321,240983,290919,118322,1
3853,4909,117961,118300,118458,118834,223125,118424,118836,1
38468,69197,117980,117981,117920,121067,229187,121069,121070,1
38124,91412,118953,118954,117920,117879,117886,19721,117880,0
45185,13742,117929,117940,117920,118568,140630,19721,118570,1
20284,27430,117980,117981,117884,117879,117886,19721,117880,1
18688,4498,117890,118102,117878,134118,211100,119788,134120,1
14999,3692,117961,118413,126229,128230,302830,4673,128231,1
80151,46526,117961,118300,119984,118396,269406,118398,118399,1
30999,4511,117961,118300,119181,118321,117906,290919,118322,1
6711,49850,117961,118413,122007,132671,126257,290919,132673,1
20364,13851,117961,118386,118522,307024,306404,118331,118332,0
40539,8008,118555,118178,118320,118321,117906,290919,118322,1
35525,47858,5110,117954,117895,117885,117955,117887,117888,1
75834,81619,118990,118991,118992,117905,120828,290919,117908,1
16443,4945,117961,118300,118360,118636,171056,118638,118639,1
32997,2286,117902,117903,118957,118958,118959,118960,118961,1
3853,5053,117961,118300,121108,120344,267189,118424,120346,1
23096,7220,117961,118225,120551,117905,240983,290919,117908,1
917,1466,117961,118300,123749,118636,123751,118638,118639,1
28325,21135,117961,118343,119218,118321,117906,290919,118322,1
34924,4663,117961,118225,120041,120591,132696,119095,120593,1
40192,32457,117961,118327,118320,118321,117906,290919,118322,1
40276,4622,119402,119403,117878,124537,125539,118870,124539,1
43696,8686,117961,118327,119830,118321,117906,290919,118322,1
4675,5504,117961,118300,118514,118321,240983,290919,118322,1
42081,7624,117961,118052,119742,118321,117906,290919,118322,1
14939,17713,117961,118225,122273,117905,117906,290919,117908,1
971,16986,118212,118213,123201,118784,118785,290919,118786,1
6712,51773,117961,118446,118684,118321,117906,290919,118322,1
41569,20394,117961,118052,118706,123045,123637,120518,123047,1
73756,918,117961,118300,118458,118980,187517,118295,118982,1
36602,3116,117961,118300,147589,118826,236735,118424,118828,1
78816,58916,117961,118327,118391,120172,230830,290919,120173,1
30840,4712,117961,118343,118395,123067,233714,118398,123068,1
5906,5919,117961,118446,16232,121594,302830,4673,121596,1
14354,25039,117926,117927,117884,117879,117886,19721,117880,1
25993,4918,117961,118300,123055,120344,311360,118424,120346,1
23090,1146,117961,118225,120663,117905,117906,290919,117908,1
16826,59312,132839,145248,118378,118054,118443,117887,118055,1
33231,54618,117961,118052,118992,118784,118785,290919,118786,0
15715,17046,117902,118041,117945,280788,280788,292795,119082,1
4675,196,117961,118413,121639,117905,172635,290919,117908,1
15019,133801,119062,119091,118535,118451,130134,118453,118454,1
23499,15390,117961,118300,118301,120344,311360,118424,120346,0
27727,3281,117961,118225,120323,122849,120324,119095,122850,1
45110,8697,117961,118446,119064,118784,117906,290919,118786,1
80596,21823,117961,118446,118684,117905,117906,290919,117908,1
33248,4200,117961,118343,118660,119433,133686,118424,119435,1
33249,3116,117961,118300,147589,118912,309291,118424,118914,1
14947,23198,117961,117962,118352,120690,117906,290919,120692,1
16301,217,117961,118413,120370,118321,117906,290919,118322,1
31007,27214,117961,118386,118692,118685,279443,308574,118687,1
25740,18450,117961,118052,118821,118321,118321,290919,118322,1
41649,54618,117961,118052,118992,118321,117906,290919,118322,1
20897,8516,117961,118386,118733,169634,235935,118736,169635,1
78175,4500,117961,118052,118881,118321,117906,290919,118322,1
79969,25293,117961,118386,118317,121414,130802,118704,121416,1
16443,4659,117961,118225,120663,118784,147114,290919,118786,1
27178,59067,117961,118327,121645,118641,306399,118643,118644,1
45019,1065,117961,118327,126310,118641,306399,118643,118644,1
25993,8435,117961,118225,124449,122129,150283,121916,122131,1
5045,4997,118290,118291,121108,119502,132803,117887,119503,1
23970,3990,117961,117962,118409,122645,151214,119221,122647,1
25240,50040,117961,118327,118391,118321,117906,290919,118322,1
16070,770,117961,118300,119181,118747,130134,118453,118749,1
20294,79476,117916,118150,117941,117885,117913,117887,117888,1
80312,5496,91261,118026,118202,118321,117906,290919,118322,1
23497,3918,117961,118343,118660,119433,133686,118424,119435,1
25278,5083,117961,118300,121108,120344,267189,118424,120346,1
4675,205,117961,118386,118746,118321,240983,290919,118322,1
79092,22858,120342,120343,118706,120348,298285,118295,120350,1
391,46512,117926,118124,117941,117885,117913,117887,117888,1
23994,17184,117961,118343,118395,120647,126250,118398,120649,1
75834,118619,117961,118343,119142,118784,147114,290919,118786,1
33996,5568,121785,121786,118492,118451,130707,118453,118454,1
25890,3526,117961,118225,120323,122849,120324,119095,122850,1
4675,23339,117961,118300,118783,118321,118406,290919,118322,1
19842,15791,117961,118225,120663,119849,282370,118638,119851,1
43410,70078,91261,118026,118063,128422,137673,118453,128424,0
34026,3869,117961,118225,120050,117905,117906,290919,117908,1
75787,15387,118555,118178,118575,119849,212678,118638,119851,1
43305,84891,120342,120343,118631,118784,125684,290919,118786,1
45444,16973,117961,118300,124942,118321,117906,290919,118322,1
45235,6021,120140,120141,122007,118641,123881,118643,118644,1
60007,2641,117961,118327,118391,118784,121556,290919,118786,1
80791,6191,117961,118300,120297,118784,120474,290919,118786,1
34434,50976,117961,118413,119968,117905,117906,290919,117908,1
79420,7807,117961,118327,118518,120097,146705,270488,120099,1
30858,6116,117961,118343,120666,120006,255097,118424,120008,1
19998,3437,118573,118574,118042,118563,118563,270488,118565,1
5340,17225,117961,118300,19772,138019,187788,120518,138021,1
34346,33266,117961,118300,124725,118784,118785,290919,118786,1
13878,50222,118079,118080,117878,117885,118177,117887,117888,1
34871,4500,117961,118052,118881,117905,117906,290919,117908,1
4689,15015,117961,118413,122007,118784,118785,290919,118786,1
80650,30533,91261,118026,119507,123045,123107,120518,123047,1
79422,41794,118315,118463,119214,118530,278014,118131,118532,1
81450,17058,117961,118300,119488,118728,301534,118295,118730,1
73249,52434,118212,118213,123472,117905,134159,290919,117908,1
26808,46224,117961,118327,118378,120952,143223,118453,120954,1
80945,5244,117961,118343,119598,118321,117906,290919,118322,0
35654,58916,117961,118327,118391,118321,117906,290919,118322,1
106542,57757,117961,118343,142038,118321,118448,290919,118322,1
19731,13827,117961,118343,118514,118777,308574,308574,118779,1
43294,3966,117961,118343,122012,117905,117906,290919,117908,1
20297,67268,117882,117883,117884,117885,117886,117887,117888,1
38388,4743,119062,130600,120663,117905,117906,290919,117908,0
17278,200077,118725,118726,119076,118834,140820,118424,118836,1
73756,17227,117961,118343,118979,120006,255097,118424,120008,1
20312,61247,117910,117911,131868,119192,139264,119184,119194,1
36306,8551,119062,119091,118514,117905,117906,290919,117908,1
75078,21280,117961,118386,120361,120690,127922,290919,120692,1
34433,17244,117961,118052,120398,118784,127126,290919,118786,0
75872,23347,117961,118052,119408,118685,279443,308574,118687,1
40919,38364,118315,118463,118464,118777,156150,308574,118779,1
40069,4909,117961,118300,118458,118834,223125,118424,118836,0
69642,17002,5110,117954,117895,117899,117897,19721,117900,1
17183,5540,117961,118300,123472,118321,117906,290919,118322,1
74463,25724,118290,118291,119136,120056,155541,118474,120058,1
79315,46526,117961,118300,119984,120647,311441,118398,120649,1
25559,16850,117961,118225,122298,119093,120324,119095,119096,1
2789,19622,117961,118225,118403,120690,127922,290919,120692,1
278393,18450,117961,118052,118821,117905,240983,290919,117908,1
44292,7530,117961,118343,118514,132671,132672,290919,132673,1
74883,17759,117961,118413,122007,118685,279443,308574,118687,1
3853,4950,117961,118343,119598,120344,303717,118424,120346,1
4675,121925,117961,118327,118933,117905,117906,290919,117908,1
31411,5186,118887,118888,124656,118912,309291,118424,118914,1
78530,1215,117961,118327,120171,118054,126488,117887,118055,1
42438,87900,117961,118327,118507,120647,126426,118398,120649,1
78167,8715,117961,118052,119986,118321,240983,290919,118322,1
23096,17420,118212,118213,118042,118043,174445,270488,118046,1
14354,4757,118212,118213,118458,119849,290535,118638,119851,1
73461,18438,119170,119171,148436,124886,148437,118643,124888,1
1805,5637,117961,118413,122007,118784,124402,290919,118786,1
75472,25275,117961,118343,121747,117905,117906,290919,117908,1
27124,8147,117961,118327,145424,118321,117906,290919,118322,1
28579,5636,117961,118413,122007,118784,124402,290919,118786,1
74754,7551,117961,118052,118867,118321,117906,290919,118322,1
25805,49574,117961,118327,118391,117905,117906,290919,117908,1
25993,126545,118163,119075,119076,120789,126546,118424,120791,1
43452,53261,117961,118225,120054,118702,303450,118704,118705,1
41470,3949,117961,117962,118352,118777,279443,308574,118779,1
25885,1938,117961,118300,131868,120618,304465,118643,120619,1
74227,44022,117961,117962,122215,117905,240983,290919,117908,1
115394,185,119134,119135,118575,118172,307446,249618,118175,0
77338,58865,117961,118446,119064,120097,139690,270488,120099,1
17308,72287,126918,126919,118042,118043,118043,270488,118046,1
23921,51318,117961,118300,119890,118368,254718,117887,118486,1
4696,7079,117961,118343,118514,118685,197103,308574,118687,1
71931,18236,117961,118052,120304,307024,129630,118331,118332,1
42242,17669,117961,118300,118514,117905,117906,290919,117908,1
75078,51138,117961,118413,119968,118321,117906,290919,118322,1
80844,669,117961,118343,120722,118321,117906,290919,118322,1
112669,118619,117961,118300,119142,118784,147114,290919,118786,1
25993,4584,117961,118300,120297,118321,117906,290919,118322,1
84688,7346,117961,118343,123125,118259,117906,290919,118261,1
80723,7675,117961,118225,120535,120647,311441,118398,120649,1
106836,17156,117961,118300,118810,123082,197687,19793,123084,1
15369,46526,117961,118300,119984,118396,269406,118398,118399,0
73102,124899,117961,118327,120171,118890,149216,118398,118892,1
