age,attrition_raw,business_travel,department,distance_from_home_km,education_level,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,overtime_flag,pct_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,voluntary_exit_flag,salary_band,seniority_level,performance_score,bonus_pct,promotion_eligibility,overtime_hours_per_month,attrition_risk_score,skill_rating,total_annual_compensation,remote_work_pct,work_life_score,burnout_index,manager_rating,peer_rating,overall_360_score,team_size,career_advancement_score
42,No,Travel_Frequently,Research & Development,28,4,Technical Degree,4,Female,2,2,Healthcare Representative,4,Married,4523,0,No,11,4,3,7,4,6,5,0,4,0,Band_3,Junior,1.93,4.59,0,0,0.785,3.04,57339,43.3,4.56,0.17,4.29,2.91,2.88,7,1.59
24,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,3,1,Sales Representative,2,Single,3202,1,Yes,16,2,0,6,4,5,3,1,4,1,Band_2,Junior,2.33,6.42,0,20,3.105,2.11,42151,19.9,2.95,3.33,2.69,3.01,2.86,12,0.74
34,Yes,Travel_Frequently,Sales,6,2,Marketing,4,Female,1,1,Sales Representative,3,Divorced,2351,0,No,16,4,1,3,3,2,2,1,0,1,Band_1,Junior,1.4,4.68,0,0,1.149,2.07,29141,13.2,2.84,1.27,3.4,1.65,2.43,14,1.17
38,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,1702,1,Yes,23,3,1,1,3,1,0,0,0,0,Band_1,Junior,4.2,9.61,0,22,1.615,2.04,21850,36.3,3.09,2.35,2.6,2.97,3.14,10,1.58
40,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,5,Manager,3,Married,18041,0,No,14,4,0,21,2,20,15,1,12,0,Band_6,Director,2.07,11.17,0,0,0.46,3.07,245224,5.7,3.41,1.24,4.82,3.59,3.52,17,1.69
26,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,2886,1,No,22,2,2,3,3,3,2,0,2,0,Band_2,Junior,4.2,9.03,0,0,0.906,2.4,38891,44.0,2.57,2.44,2.41,3.18,3.15,7,1.74
30,No,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,4,Married,2097,4,No,15,3,1,9,3,5,3,1,4,0,Band_1,Junior,2.2,5.47,0,0,0.457,2.48,27533,37.4,2.48,1.83,3.49,3.23,2.92,9,1.01
29,No,Travel_Rarely,Research & Development,3,4,Medical,2,Male,2,3,Research Director,3,Married,11935,1,No,18,3,0,10,2,10,2,0,7,0,Band_6,Mid,1.67,5.2,0,0,1.062,2.72,152649,37.2,3.82,1.31,3.75,2.71,2.93,11,1.72
29,Yes,Travel_Rarely,Research & Development,25,5,Technical Degree,3,Female,2,1,Research Scientist,2,Married,2546,5,No,16,2,0,6,2,2,2,1,1,1,Band_1,Junior,1.67,3.24,0,0,2.495,2.74,32083,57.1,4.74,0.38,2.18,2.72,2.11,11,0.73
19,Yes,Travel_Rarely,Human Resources,2,2,Technical Degree,1,Male,2,1,Human Resources,4,Single,2564,1,No,12,3,0,1,3,1,0,0,0,1,Band_2,Junior,1.8,2.64,0,0,0.542,2.04,30913,22.2,4.29,1.34,2.6,2.3,2.2,7,1.56
30,No,Non-Travel,Sales,22,4,Other,3,Female,3,3,Sales Executive,1,Married,8412,0,No,11,3,0,10,3,9,8,7,8,0,Band_5,Mid,2.2,7.05,0,0,2.763,2.92,110654,16.6,3.55,1.15,3.82,3.5,3.04,15,0.45
57,No,Travel_Rarely,Sales,29,3,Marketing,1,Male,2,4,Manager,4,Divorced,14118,3,No,12,3,1,32,3,1,0,0,0,0,Band_6,Senior,1.8,7.99,0,0,1.953,2.34,184107,4.5,2.72,2.35,2.6,2.48,2.42,17,1.8
50,No,Travel_Rarely,Research & Development,29,4,Life Sciences,2,Male,2,4,Manager,3,Married,17046,0,No,15,2,1,28,2,27,10,15,7,0,Band_6,Senior,1.67,6.48,0,0,2.006,3.31,224494,44.8,3.91,1.25,2.95,3.07,2.15,14,0.96
30,No,Non-Travel,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,4,Single,2564,0,No,14,3,0,12,2,11,7,6,7,0,Band_2,Junior,2.07,4.91,0,0,0.18,2.45,34867,49.5,3.31,1.3,3.75,3.21,2.95,9,0.37
60,No,Travel_Frequently,Sales,28,3,Marketing,3,Female,2,3,Sales Executive,1,Married,10266,4,No,19,4,0,22,5,18,13,13,11,0,Band_5,Mid,2.07,8.37,0,0,2.931,3.4,138302,3.2,4.04,0.83,4.78,3.13,3.33,16,0.35
47,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,3,2,Manufacturing Director,4,Divorced,5070,5,No,13,3,3,20,2,5,0,0,4,0,Band_4,Mid,2.07,5.32,0,0,0.835,1.94,63704,49.5,3.97,1.54,3.49,2.9,2.74,9,1.95
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,4,Research Director,3,Married,17861,6,No,13,3,0,26,2,3,2,0,1,0,Band_6,Senior,2.07,7.71,0,0,1.268,2.17,232036,28.6,2.37,2.57,2.98,3.04,2.78,15,1.59
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Single,4230,0,No,15,3,0,6,2,5,4,4,3,0,Band_3,Junior,1.27,2.28,0,0,1.568,2.24,55649,48.5,3.96,0.55,3.37,1.75,2.29,11,0.68
54,No,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,3,2,Laboratory Technician,3,Single,3780,7,No,11,3,0,19,3,1,0,0,0,0,Band_3,Mid,2.2,6.53,0,0,0.954,2.64,48474,25.3,3.66,1.08,2.6,3.33,2.51,11,1.75
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,1,Research Scientist,3,Divorced,2768,3,No,12,3,1,14,3,7,3,5,7,0,Band_2,Junior,1.8,3.87,0,0,0.314,2.84,36156,43.2,3.89,0.6,3.75,2.79,3.03,9,0.33
46,No,Travel_Rarely,Sales,10,3,Marketing,3,Female,2,3,Sales Executive,4,Married,9071,2,Yes,19,3,1,15,3,3,2,1,2,0,Band_5,Mid,1.8,6.02,0,18,2.177,2.4,116750,14.8,2.94,2.55,3.21,2.52,2.34,15,1.03
31,No,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,10648,1,No,25,4,1,13,6,13,8,0,8,0,Band_6,Mid,4.6,11.89,0,0,1.511,2.86,147535,50.0,4.65,0.44,4.62,3.46,4.42,13,2.14
33,Yes,Travel_Rarely,Research & Development,15,1,Medical,2,Male,3,3,Manager,3,Married,13610,7,Yes,12,4,0,15,2,7,6,7,7,1,Band_6,Mid,2.07,5.71,0,10,2.096,1.71,175176,34.6,4.13,1.67,4.55,2.76,3.16,9,0.0
33,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,1,Laboratory Technician,4,Divorced,3408,7,No,13,1,3,8,2,4,3,1,3,1,Band_2,Junior,1.27,2.53,0,0,1.023,1.61,41206,35.6,3.79,1.66,1.77,1.37,1.41,8,0.68
30,No,Travel_Rarely,Sales,7,1,Marketing,4,Male,3,1,Sales Representative,2,Single,2983,0,No,14,1,0,4,3,3,2,1,2,0,Band_2,Junior,2.2,5.75,0,0,1.343,1.8,39055,2.5,3.37,0.93,1.61,2.82,2.13,14,1.17
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,3,3,Healthcare Representative,3,Married,7632,4,Yes,12,3,0,10,2,8,7,0,0,0,Band_5,Mid,2.07,5.68,0,27,2.842,2.35,100844,46.5,3.06,2.65,2.6,3.15,2.58,12,2.02
31,Yes,Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,9824,3,No,12,1,0,12,2,1,0,0,0,1,Band_5,Mid,2.07,6.22,0,0,1.971,2.1,125969,28.7,3.71,1.71,1.0,3.0,2.0,10,1.36
34,Yes,Travel_Frequently,Human Resources,23,3,Human Resources,2,Female,3,3,Human Resources,1,Divorced,9950,9,Yes,15,3,3,11,2,3,2,0,2,1,Band_5,Mid,2.07,4.92,0,14,3.877,2.17,125101,29.9,3.27,2.45,3.21,3.04,2.65,6,1.93
42,No,Travel_Frequently,Research & Development,5,2,Other,2,Male,3,1,Laboratory Technician,3,Married,2093,4,No,17,4,1,8,4,2,2,2,0,0,Band_1,Junior,2.33,5.23,0,0,1.196,2.3,27155,47.5,3.95,1.22,3.4,3.12,2.91,9,0.43
36,No,Non-Travel,Sales,10,4,Medical,2,Male,3,3,Sales Executive,4,Single,9980,1,No,14,4,0,10,3,10,3,9,7,0,Band_5,Mid,2.2,7.97,0,0,0.324,2.95,130780,5.7,2.74,2.0,4.55,3.52,3.33,16,0.16
22,Yes,Travel_Frequently,Research & Development,4,1,Technical Degree,3,Male,2,1,Laboratory Technician,3,Single,3894,5,No,16,3,0,4,3,2,2,1,2,1,Band_3,Junior,1.8,4.59,0,0,1.279,1.77,50359,49.2,3.97,0.88,3.21,2.13,2.25,10,0.59
48,No,Travel_Rarely,Sales,2,5,Marketing,2,Female,3,2,Sales Executive,4,Married,4051,2,No,14,1,1,14,2,9,7,6,7,0,Band_3,Mid,2.07,7.34,0,0,0.465,2.98,53665,9.8,3.46,1.54,2.15,3.54,2.44,13,0.68
55,No,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,3,4,Manager,2,Single,16835,3,No,23,4,0,37,2,10,9,7,7,0,Band_6,Director,4.07,14.05,0,0,2.563,3.02,232963,3.7,3.38,1.92,4.55,3.56,3.95,17,0.0
41,No,Non-Travel,Sales,10,2,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,7,No,14,4,0,16,3,14,3,1,10,0,Band_4,Mid,2.2,8.32,0,0,0.069,2.49,83794,0.0,3.33,0.96,4.73,3.24,3.35,14,1.04
35,No,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,2,Sales Executive,3,Married,4717,9,No,11,3,0,15,2,11,9,6,9,0,Band_3,Mid,2.07,7.34,0,0,0.907,2.45,63072,9.1,3.45,1.54,3.87,3.21,3.09,15,0.52
40,No,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,4,Manufacturing Director,3,Single,13237,7,No,15,3,0,22,3,20,6,5,13,0,Band_6,Senior,2.2,8.35,0,0,1.061,3.0,178296,37.4,3.82,1.31,4.06,3.55,3.27,11,1.21
39,No,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,3,1,Laboratory Technician,3,Married,3755,1,No,11,1,1,8,3,8,3,0,7,0,Band_3,Junior,2.2,4.98,0,0,1.351,1.98,49387,40.4,3.86,0.95,2.15,2.93,2.64,7,2.14
31,No,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6582,4,Yes,13,3,0,10,2,6,5,0,5,0,Band_5,Junior,2.07,5.95,0,9,0.971,1.68,84736,11.8,3.86,1.79,3.59,2.75,2.54,13,1.73
42,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,3,Manufacturing Director,1,Married,7406,1,Yes,21,4,1,10,5,10,9,5,8,0,Band_5,Mid,4.47,11.32,1,15,3.69,3.12,100516,56.3,2.91,2.07,4.62,3.62,4.32,10,2.89
45,No,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,2,Married,4805,0,No,19,2,1,9,3,8,7,3,7,0,Band_3,Junior,2.2,7.26,0,0,1.0,2.58,62349,7.7,4.1,0.46,2.95,3.29,2.79,14,0.26
26,Yes,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,3,1,Human Resources,3,Divorced,2741,0,Yes,11,2,1,8,2,7,7,1,0,1,Band_2,Junior,2.07,4.55,0,7,2.0,2.61,35138,34.4,2.89,2.3,1.8,3.31,2.45,4,1.1
29,No,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,4262,4,No,12,2,2,8,2,3,2,1,2,0,Band_3,Junior,2.07,4.55,0,0,0.653,2.17,54311,33.4,4.43,0.25,2.41,3.04,2.57,11,1.03
33,No,Travel_Rarely,Research & Development,1,5,Medical,1,Female,4,4,Research Director,3,Divorced,16184,4,No,19,3,1,10,2,6,1,0,5,0,Band_6,Mid,2.47,6.95,0,0,1.495,2.88,209990,47.0,3.94,1.56,3.59,4.14,3.34,9,1.72
31,No,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,2,3,Manager,4,Divorced,11557,9,No,21,3,1,10,3,5,4,0,1,0,Band_6,Mid,3.8,11.75,0,0,0.075,2.48,155781,7.5,2.76,1.65,2.98,2.57,3.16,15,2.08
18,Yes,Travel_Frequently,Sales,5,3,Marketing,2,Male,3,1,Sales Representative,2,Single,1878,1,Yes,14,4,0,0,3,0,0,0,0,1,Band_1,Junior,2.2,5.87,0,9,2.033,2.3,25115,17.8,3.27,2.17,3.4,3.12,2.81,15,1.62
40,No,Non-Travel,Sales,28,3,Other,3,Male,1,3,Sales Executive,1,Divorced,10932,3,No,15,3,1,20,2,1,0,0,1,0,Band_6,Mid,1.27,5.97,0,0,2.526,2.1,138692,3.7,3.38,1.26,2.98,1.67,2.06,16,1.96
41,No,Non-Travel,Research & Development,2,4,Other,1,Female,2,2,Healthcare Representative,3,Single,6811,2,Yes,17,1,0,10,3,8,7,0,7,0,Band_5,Junior,1.8,3.92,0,24,2.636,2.88,86745,43.1,3.12,3.44,2.15,2.81,2.0,11,1.54
26,No,Travel_Rarely,Sales,29,2,Medical,1,Male,3,2,Sales Executive,3,Divorced,4306,5,No,12,1,2,8,5,0,0,0,0,0,Band_3,Junior,2.47,7.02,0,0,2.16,2.47,54436,16.5,3.55,1.81,1.0,3.23,2.28,11,1.83
35,No,Travel_Rarely,Sales,1,3,Medical,1,Female,3,2,Sales Executive,3,Single,4859,1,No,16,4,0,5,3,5,4,0,3,0,Band_3,Junior,2.2,5.87,0,0,0.9,2.48,63773,7.3,3.43,1.89,4.17,3.23,3.2,14,1.8
34,No,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,4,2,Sales Executive,4,Single,5337,1,No,12,4,0,10,3,10,7,5,7,0,Band_4,Junior,2.6,6.35,0,0,0.631,2.95,72289,0.0,3.33,0.96,4.55,4.19,3.7,11,0.79
26,Yes,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,1,1,Laboratory Technician,4,Single,2340,1,Yes,18,2,0,1,3,1,0,0,0,1,Band_1,Junior,1.4,2.04,0,12,1.508,2.34,27493,65.4,2.46,2.52,1.8,1.81,1.64,10,1.77
37,No,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,3,3,Manufacturing Director,4,Single,7491,4,No,17,4,0,12,3,6,5,1,2,0,Band_5,Mid,2.2,5.73,0,0,0.247,2.51,96266,36.4,4.47,0.89,4.01,3.25,3.13,10,1.32
46,No,Travel_Frequently,Research & Development,18,1,Medical,1,Female,3,3,Healthcare Representative,3,Married,10527,5,No,11,4,0,28,3,2,2,1,2,0,Band_5,Senior,2.2,7.56,0,0,2.143,1.77,137386,44.5,3.24,2.01,4.01,2.8,3.17,14,1.01
41,No,Travel_Rarely,Sales,2,5,Life Sciences,2,Female,3,4,Manager,1,Married,16595,7,No,16,2,1,22,2,18,16,11,8,0,Band_6,Senior,2.07,8.86,0,0,2.22,3.3,220126,10.8,3.47,1.53,3.02,3.73,3.29,15,0.57
37,No,Non-Travel,Sales,9,4,Medical,1,Male,3,3,Sales Executive,2,Divorced,8834,1,No,13,4,1,9,6,9,5,7,7,0,Band_5,Mid,2.6,9.61,0,0,2.13,3.62,118899,10.1,3.46,1.87,4.55,3.93,3.83,17,0.59
52,No,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Male,3,2,Research Scientist,1,Divorced,5577,3,Yes,12,2,2,18,3,10,9,6,9,0,Band_4,Mid,2.2,6.84,0,27,3.419,2.35,74979,43.5,3.03,2.67,3.07,3.15,2.72,11,0.66
32,Yes,Non-Travel,Sales,11,4,Other,4,Male,4,2,Sales Executive,3,Married,4707,8,No,12,4,0,6,2,4,2,1,2,1,Band_3,Junior,2.47,6.39,0,0,0.623,2.51,61156,6.5,3.42,0.9,4.01,3.92,3.52,13,1.06
24,No,Travel_Frequently,Sales,24,3,Medical,4,Male,3,1,Sales Representative,4,Married,2400,0,No,13,3,2,3,3,2,2,2,1,0,Band_1,Junior,2.2,6.46,0,0,0.665,2.37,31601,6.1,3.41,0.9,2.98,3.17,2.84,13,0.0
38,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,2,Healthcare Representative,3,Married,9824,3,No,19,3,1,18,4,1,0,0,0,0,Band_5,Mid,2.33,6.36,0,0,1.118,2.57,127044,36.1,3.8,0.99,2.6,3.29,2.6,9,1.54
37,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,3,2,Manufacturing Director,2,Married,6447,6,No,12,2,1,8,2,6,5,4,3,0,Band_4,Junior,2.07,4.37,0,0,1.729,2.58,83804,62.2,3.47,1.53,2.57,3.29,2.46,8,0.79
49,No,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,2,5,Research Director,3,Divorced,19502,1,Yes,17,3,1,31,5,31,9,0,9,0,Band_6,Director,2.07,9.1,0,15,2.39,4.15,263021,43.2,3.41,1.75,3.87,3.58,3.15,16,2.4
24,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,4,1,Research Scientist,4,Married,2725,1,Yes,11,2,2,6,3,6,5,1,4,0,Band_2,Junior,2.6,5.95,0,9,2.042,2.51,35720,49.8,3.69,1.9,2.69,3.92,3.12,11,1.22
26,No,Travel_Rarely,Sales,28,2,Marketing,1,Male,3,2,Sales Executive,2,Married,6272,1,No,20,4,2,6,5,5,3,1,4,0,Band_4,Junior,4.47,10.97,1,0,2.683,2.64,84034,5.3,4.07,1.48,4.29,3.33,3.87,15,3.15
24,No,Travel_Rarely,Research & Development,17,2,Other,4,Male,2,1,Laboratory Technician,2,Married,2127,1,No,21,4,1,1,2,1,0,0,0,0,Band_1,Junior,3.67,8.47,0,0,1.725,1.8,28717,42.2,3.88,0.6,3.4,2.15,3.03,9,1.6
50,No,Travel_Frequently,Human Resources,3,3,Medical,1,Male,3,5,Manager,2,Married,18200,1,No,11,3,1,32,2,32,5,10,7,0,Band_6,Director,2.07,7.44,0,0,1.791,3.19,241552,26.4,3.68,1.73,3.75,3.66,3.2,11,0.55
25,No,Travel_Rarely,Sales,13,1,Medical,2,Male,3,1,Sales Representative,3,Married,2096,1,No,11,3,0,7,1,7,4,0,6,0,Band_1,Junior,1.93,5.71,0,0,1.431,1.48,28136,0.0,3.33,1.62,3.68,2.63,2.76,13,1.83
24,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Female,3,1,Laboratory Technician,3,Married,2886,1,Yes,16,4,1,6,4,6,3,1,2,1,Band_2,Junior,2.33,6.37,0,12,2.679,2.74,38420,43.7,3.51,2.52,4.01,3.39,3.41,9,1.52
30,Yes,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,2,1,Sales Representative,1,Married,2033,1,No,18,3,1,1,2,1,0,0,0,1,Band_1,Junior,1.67,5.27,0,0,2.167,2.4,25529,4.7,4.06,1.15,2.6,2.52,2.08,12,1.57
34,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,1,Research Scientist,4,Married,3622,1,Yes,13,4,1,6,3,6,5,1,3,0,Band_2,Junior,1.8,4.65,0,22,1.865,2.21,47209,54.4,3.33,2.86,4.17,2.4,3.09,8,0.81
31,Yes,Travel_Rarely,Sales,13,4,Medical,2,Male,3,2,Sales Executive,1,Divorced,4233,2,No,17,3,0,9,2,3,1,1,2,1,Band_3,Junior,2.07,6.06,0,0,2.816,2.47,56676,0.0,2.0,2.47,3.21,3.23,2.63,15,0.66
35,No,Travel_Rarely,Research & Development,25,2,Other,1,Male,2,2,Laboratory Technician,4,Single,3681,4,No,14,4,0,9,3,3,2,0,2,0,Band_3,Junior,1.8,4.22,0,0,1.322,2.1,46689,40.4,3.86,1.62,4.01,2.34,2.49,8,2.15
31,No,Travel_Rarely,Sales,6,4,Medical,1,Male,4,2,Sales Executive,4,Divorced,5460,4,No,22,4,2,13,4,7,7,5,7,0,Band_4,Mid,4.73,13.17,1,0,0.748,3.08,75551,0.8,4.01,1.52,4.55,4.26,4.52,13,2.35
27,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,2,1,Research Scientist,3,Divorced,2187,0,No,12,3,2,6,5,5,3,0,3,0,Band_1,Junior,2.07,4.43,0,0,1.318,3.24,29469,56.5,3.4,1.91,3.37,3.03,2.68,10,1.75
37,No,Travel_Rarely,Sales,2,3,Marketing,4,Male,3,2,Sales Executive,3,Married,9602,4,Yes,11,3,1,17,3,3,0,1,0,0,Band_5,Mid,2.2,7.4,0,7,1.004,2.4,124692,1.0,2.45,1.91,2.6,3.18,2.63,16,1.26
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,1,Research Scientist,2,Single,2836,1,No,13,4,0,1,0,1,0,0,0,0,Band_2,Junior,1.4,3.29,0,0,0.767,1.64,36553,49.5,4.64,0.12,3.4,2.06,2.29,8,1.93
42,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,2,Healthcare Representative,4,Married,4089,1,No,13,2,2,10,4,10,2,2,2,0,Band_3,Junior,2.33,4.64,0,0,0.389,3.18,53977,52.8,4.02,0.85,2.41,3.66,2.73,10,0.59
43,No,Travel_Rarely,Research & Development,6,4,Other,2,Male,2,4,Research Director,4,Divorced,16627,4,Yes,14,3,1,21,3,1,0,0,0,0,Band_6,Senior,1.8,7.27,0,16,1.848,2.64,214081,43.8,2.72,2.92,2.6,2.66,2.24,15,1.48
38,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,3,1,Research Scientist,1,Single,2619,3,No,17,4,0,8,3,0,0,0,0,0,Band_2,Junior,2.2,5.33,0,0,1.974,1.7,31676,34.0,3.11,1.43,3.4,2.76,2.84,11,2.04
43,No,Travel_Frequently,Research & Development,9,5,Medical,4,Male,3,2,Laboratory Technician,3,Divorced,5679,3,Yes,13,2,1,10,3,8,7,4,7,0,Band_4,Junior,2.2,4.97,0,12,1.476,3.18,72239,34.1,3.39,1.59,2.95,3.66,2.86,10,0.51
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,2,4,Manager,1,Married,15402,7,No,11,1,1,21,3,3,2,0,2,0,Band_6,Senior,1.8,6.79,0,0,1.66,2.7,196655,51.9,2.67,1.38,1.61,2.7,2.14,13,1.46
44,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,2,2,Human Resources,3,Single,5985,4,No,11,2,0,10,1,2,2,0,2,0,Band_4,Junior,1.53,2.58,0,0,1.047,2.2,74476,19.9,4.26,1.36,2.41,2.4,2.08,4,1.37
34,No,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,3,1,Sales Representative,3,Divorced,2579,1,Yes,18,4,2,8,3,8,2,0,6,0,Band_2,Junior,2.2,6.13,0,19,2.473,2.58,33755,11.1,2.86,2.66,4.48,3.29,3.21,13,1.72
27,Yes,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,1,Sales Representative,1,Divorced,3041,0,No,11,2,1,5,3,4,3,0,2,1,Band_2,Junior,2.2,6.76,0,0,2.351,1.84,40963,8.9,3.45,1.21,2.41,2.84,2.26,15,1.57
21,No,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,3,1,Sales Representative,3,Single,3447,1,No,11,3,0,3,2,3,2,1,2,0,Band_2,Junior,2.07,5.09,0,0,1.616,1.57,44244,11.0,3.48,1.19,3.21,2.68,2.63,15,0.4
44,No,Travel_Rarely,Research & Development,3,4,Other,4,Male,3,5,Manager,4,Married,19513,4,Yes,12,1,1,26,2,2,2,0,1,0,Band_6,Director,2.07,8.84,0,31,1.887,2.44,255160,48.8,3.63,2.51,1.38,3.21,2.02,16,1.54
22,No,Travel_Rarely,Research & Development,6,1,Medical,1,Male,3,1,Research Scientist,3,Married,2773,0,No,20,4,0,3,3,2,2,2,2,0,Band_2,Junior,4.2,8.07,1,0,1.464,1.77,35786,37.5,3.82,1.64,4.01,2.8,3.55,11,2.34
33,No,Travel_Rarely,Sales,8,4,Marketing,3,Male,3,2,Sales Executive,3,Divorced,7104,0,No,12,4,0,6,3,5,0,1,2,0,Band_5,Junior,2.2,5.54,0,0,0.772,2.78,91719,0.2,3.34,1.28,4.01,3.42,3.26,13,0.86
32,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Female,3,2,Research Scientist,4,Married,6322,1,Yes,12,4,1,6,2,6,4,0,5,0,Band_4,Junior,2.07,5.19,0,25,2.406,2.58,80658,50.7,2.52,3.89,4.39,3.29,3.03,7,2.36
30,No,Travel_Frequently,Research & Development,3,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2083,1,No,20,3,1,1,2,1,0,0,0,0,Band_1,Junior,4.07,9.24,0,0,0.64,2.1,26767,40.0,3.85,0.96,2.6,3.0,3.4,9,1.71
53,No,Travel_Rarely,Sales,1,1,Medical,4,Female,3,2,Sales Executive,1,Single,8381,7,No,20,4,0,18,2,14,7,8,10,0,Band_5,Mid,4.07,11.43,0,0,1.551,1.96,116518,0.0,4.0,0.53,4.73,2.92,3.98,14,0.49
34,No,Travel_Rarely,Research & Development,1,5,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2691,1,No,12,4,1,10,4,10,9,8,8,0,Band_2,Junior,2.33,4.32,0,0,0.648,3.48,36471,50.2,3.32,1.63,4.62,3.84,3.58,11,0.53
45,Yes,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,3,2,Sales Executive,1,Married,4286,2,No,14,4,2,5,4,1,1,0,0,1,Band_3,Junior,2.33,5.08,0,0,3.422,2.87,54107,0.0,3.33,1.96,3.4,3.47,2.92,14,1.72
26,No,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2659,1,Yes,13,3,1,3,2,3,2,0,2,0,Band_2,Junior,2.07,4.24,0,5,0.862,2.17,34524,48.7,3.8,1.27,3.21,3.04,2.85,9,1.94
37,No,Travel_Rarely,Research & Development,3,3,Other,3,Male,3,3,Manufacturing Director,3,Married,9434,1,No,15,3,1,10,2,10,7,7,8,0,Band_5,Mid,2.07,7.22,0,0,0.628,2.42,123889,56.1,4.06,0.82,3.82,3.2,3.02,10,0.5
29,No,Travel_Rarely,Sales,3,2,Medical,2,Female,3,2,Sales Executive,3,Married,5561,1,No,14,1,1,6,5,6,0,1,2,0,Band_4,Junior,2.47,7.08,0,0,0.971,2.68,73263,8.1,2.77,1.98,1.61,3.35,2.35,11,1.03
35,No,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Male,1,2,Research Scientist,4,Single,6646,1,No,13,2,0,17,3,17,11,11,8,0,Band_5,Mid,1.4,4.3,0,0,0.707,3.2,86778,53.0,4.02,1.18,3.02,2.34,2.27,9,1.26
33,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,7725,3,No,23,3,1,15,2,13,11,4,7,0,Band_5,Mid,4.07,10.52,1,0,0.295,2.52,107358,46.2,2.6,1.76,3.75,3.26,3.51,10,2.89
54,No,Travel_Rarely,Human Resources,19,4,Medical,3,Male,3,3,Human Resources,2,Married,10725,2,No,15,3,1,16,1,9,7,7,1,0,Band_6,Mid,1.93,3.93,0,0,1.969,2.45,135544,42.7,4.55,0.51,2.98,3.21,2.49,7,0.13
